Renneska 2,,Renneska,Heršpická
time,cyklisté,chodci
2021-03-11,114,351
2021-03-12,301,419
2021-03-13,556,628
2021-03-14,348,547
2021-03-15,281,516
2021-03-16,212,373
2021-03-17,295,523
2021-03-18,235,487
2021-03-19,85,253
2021-03-20,94,307
2021-03-21,71,373
2021-03-22,355,574
2021-03-23,442,912
2021-03-24,546,1002
2021-03-25,925,1284
2021-03-26,814,1091
2021-03-27,1296,783
2021-03-28,1313,921
2021-03-29,806,1222
2021-03-30,1446,1102
2021-03-31,1255,1021
2021-04-01,210,179
