time,cyklisté,chodci
Černovice,,Černovická,Zvonařka
2020-05-29 17:00,4573,5962,2289,6779
2020-05-29 18:00,4591,5978,2290,6783
2020-05-29 19:00,4614,5984,2290,6790
2020-05-29 20:00,4657,6000,2314,6799
2020-05-29 21:00,4684,6016,2316,6807
2020-05-29 22:00,4717,6024,2323,6815
2020-05-29 23:00,4720,6029,2323,6817
2020-05-30 00:00,4720,6029,2323,6817
2020-05-30 01:00,4720,6029,2323,6817
2020-05-30 02:00,4720,6029,2323,6817
2020-05-30 03:00,4720,6029,2323,6817
2020-05-30 04:00,4720,6029,2323,6817
2020-05-30 05:00,4720,6029,2323,6817
2020-05-30 06:00,4720,6029,2323,6817
2020-05-30 07:00,4723,6029,2329,6817
2020-05-30 08:00,4726,6030,2331,6818
2020-05-30 09:00,4732,6033,2334,6823
2020-05-30 10:00,4738,6033,2336,6827
2020-05-30 11:00,4753,6039,2338,6831
2020-05-30 12:00,4778,6041,2412,6843
2020-05-30 13:00,4811,6049,2458,6862
2020-05-30 14:00,4857,6059,2501,6871
2020-05-30 15:00,4889,6065,2550,6884
2020-05-30 16:00,4946,6072,2613,6900
2020-05-30 17:00,4997,6079,2662,6903
2020-05-30 18:00,5029,6093,2668,6919
2020-05-30 19:00,5091,6104,2700,6934
2020-05-30 20:00,5140,6112,2720,6937
2020-05-30 21:00,5158,6123,2721,6944
2020-05-30 22:00,5181,6132,2729,6956
2020-05-30 23:00,5189,6139,2729,6958
2020-05-31 00:00,5190,6139,2729,6958
2020-05-31 01:00,5190,6139,2729,6958
2020-05-31 02:00,5190,6139,2729,6958
2020-05-31 03:00,5190,6139,2729,6958
2020-05-31 05:00,5190,6139,2729,6958
2020-05-31 06:00,5190,6139,2729,6958
2020-05-31 07:00,5190,6139,2729,6958
2020-05-31 08:00,5190,6139,2732,6958
2020-05-31 09:00,5191,6141,2733,6958
2020-05-31 10:00,5192,6141,2733,6958
2020-05-31 11:00,5192,6141,2733,6958
2020-05-31 12:00,5192,6141,2733,6958
2020-05-31 13:00,5192,6141,2733,6958
2020-05-31 14:00,5192,6141,2733,6958
2020-05-31 15:00,5192,6141,2733,6958
2020-05-31 16:00,5192,6141,2733,6958
2020-05-31 17:00,5192,6141,2733,6958
2020-05-31 18:00,5192,6141,2733,6958
2020-05-31 19:00,5192,6141,2733,6958
2020-05-31 20:00,5192,6141,2733,6958
2020-05-31 21:00,5192,6141,2733,6958
2020-05-31 22:00,5192,6141,2733,6958
2020-05-31 23:00,5192,6141,2733,6958
2020-06-01 00:00,5192,6141,2733,6958
2020-06-01 01:00,5192,6141,2733,6958
2020-06-01 02:00,5192,6141,2733,6958
2020-06-01 03:00,5192,6141,2733,6958
2020-06-01 04:00,5192,6141,2733,6958
2020-06-01 05:00,5192,6141,2733,6958
2020-06-01 06:00,5192,6141,2733,6958
2020-06-01 07:00,5192,6141,2733,6958
2020-06-01 08:00,5192,6141,2733,6958
2020-06-01 09:00,5192,6141,2733,6958
2020-06-01 10:00,5192,6141,2733,6958
2020-06-01 11:00,5192,6141,2733,6958
2020-06-01 12:00,5192,6141,2733,6958
2020-06-01 13:00,5192,6141,2733,6958
2020-06-01 14:00,5192,6141,2733,6958
2020-06-01 15:00,5192,6141,2733,6958
2020-06-01 16:00,5192,6141,2733,6958
2020-06-01 17:00,5192,6141,2733,6958
2020-06-01 18:00,5192,6141,2733,6958
2020-06-01 19:00,5192,6141,2733,6958
2020-06-01 20:00,5192,6141,2733,6958
2020-06-01 21:00,5192,6141,2733,6958
2020-06-01 22:00,5192,6141,2733,6958
2020-06-01 23:00,5192,6141,2733,6958
2020-06-02 00:00,5192,6141,2733,6958
2020-06-02 01:00,5192,6141,2733,6958
2020-06-02 02:00,5192,6141,2733,6958
2020-06-02 03:00,5192,6141,2733,6958
2020-06-02 04:00,5192,6141,2733,6958
2020-06-02 05:00,5192,6141,2733,6958
2020-06-02 06:00,5192,6141,2733,6958
2020-06-02 07:00,5192,6141,2733,6958
2020-06-02 08:00,5192,6141,2733,6958
2020-06-02 09:00,5192,6141,2733,6958
2020-06-02 10:00,5192,6141,2733,6958
2020-06-02 11:00,5192,6141,2733,6958
2020-06-02 12:00,5192,6141,2733,6958
2020-06-02 13:00,5192,6141,2733,6958
2020-06-02 14:00,5192,6141,2733,6958
2020-06-02 15:00,5192,6141,2733,6958
2020-06-02 16:00,5192,6141,2733,6958
2020-06-02 17:00,5192,6141,2733,6958
2020-06-02 18:00,5192,6141,2733,6958
2020-06-02 19:00,5192,6141,2733,6958
2020-06-02 20:00,5192,6141,2733,6958
2020-06-02 21:00,5192,6141,2733,6958
2020-06-02 22:00,5192,6141,2733,6958
2020-06-02 23:00,5192,6141,2733,6958
2020-06-03 00:00,5192,6141,2733,6958
2020-06-03 01:00,5192,6141,2733,6958
2020-06-03 02:00,5192,6141,2733,6958
2020-06-03 03:00,5192,6141,2733,6958
2020-06-03 04:00,5192,6141,2733,6958
2020-06-03 05:00,5192,6141,2733,6958
2020-06-03 06:00,5192,6141,2733,6958
2020-06-03 07:00,5192,6141,2733,6958
2020-06-03 08:00,5192,6141,2733,6958
2020-06-03 09:00,5192,6141,2733,6958
2020-06-03 10:00,5192,6141,2733,6958
2020-06-03 11:00,5192,6141,2733,6958
2020-06-03 12:00,5192,6141,2733,6958
2020-06-03 13:00,5192,6141,2733,6958
2020-06-03 14:00,5192,6141,2733,6958
2020-06-03 15:00,5192,6141,2733,6958
2020-06-03 16:00,5192,6141,2733,6958
2020-06-03 17:00,5192,6141,2733,6958
2020-06-03 18:00,5192,6141,2733,6958
2020-06-03 19:00,5192,6141,2733,6958
2020-06-03 20:00,5192,6141,2733,6958
2020-06-03 21:00,5192,6141,2733,6958
2020-06-03 22:00,5192,6141,2733,6958
2020-06-03 23:00,5192,6141,2733,6958
2020-06-04 00:00,5192,6141,2733,6958
2020-06-04 01:00,5192,6141,2733,6958
2020-06-04 02:00,5192,6141,2733,6958
2020-06-04 03:00,5192,6141,2733,6958
2020-06-04 04:00,5192,6141,2733,6958
2020-06-04 05:00,5192,6141,2733,6958
2020-06-04 06:00,5192,6141,2733,6958
2020-06-04 07:00,5192,6141,2733,6958
2020-06-04 08:00,5192,6141,2733,6958
2020-06-04 09:00,5192,6141,2733,6958
2020-06-04 10:00,5192,6141,2733,6958
2020-06-04 11:00,5192,6141,2733,6958
2020-06-04 12:00,5192,6141,2733,6958
2020-06-04 13:00,5192,6141,2733,6958
2020-06-04 14:00,5192,6141,2733,6958
2020-06-04 15:00,5192,6141,2733,6958
2020-06-04 16:00,5192,6141,2733,6958
2020-06-04 17:00,5192,6141,2733,6958
2020-06-04 18:00,5192,6141,2733,6958
2020-06-04 19:00,5192,6141,2733,6958
2020-06-04 20:00,5192,6141,2733,6958
2020-06-04 21:00,5192,6141,2733,6958
2020-06-04 22:00,5192,6141,2733,6958
2020-06-04 23:00,5192,6141,2733,6958
2020-06-05 00:00,5192,6141,2733,6958
2020-06-05 01:00,5192,6141,2733,6958
2020-06-05 02:00,5192,6141,2733,6958
2020-06-05 03:00,5192,6141,2733,6958
2020-06-05 04:00,5192,6141,2733,6958
2020-06-05 05:00,5192,6141,2733,6958
2020-06-05 06:00,5192,6141,2733,6958
2020-06-05 07:00,5192,6141,2733,6958
2020-06-05 08:00,5192,6141,2733,6958
2020-06-05 09:00,5192,6141,2733,6958
2020-06-05 10:00,5192,6141,2733,6958
2020-06-05 11:00,5192,6141,2733,6958
2020-06-05 12:00,5192,6141,2733,6958
2020-06-05 13:00,5192,6141,2733,6958
2020-06-05 14:00,5192,6141,2733,6958
2020-06-05 15:00,5192,6141,2733,6958
2020-06-05 16:00,5192,6141,2733,6958
2020-06-05 17:00,5192,6141,2733,6958
2020-06-05 18:00,5192,6141,2733,6958
2020-06-05 19:00,5192,6141,2733,6958
2020-06-05 20:00,5192,6141,2733,6958
2020-06-05 21:00,5192,6141,2733,6958
2020-06-05 22:00,5192,6141,2733,6958
2020-06-05 23:00,5192,6141,2733,6958
2020-06-06 00:00,5192,6141,2733,6958
2020-06-06 01:00,5192,6141,2733,6958
2020-06-06 02:00,5192,6141,2733,6958
2020-06-06 03:00,5192,6141,2733,6958
2020-06-06 04:00,5192,6141,2733,6958
2020-06-06 05:00,5192,6141,2733,6958
2020-06-06 06:00,5192,6141,2733,6958
2020-06-06 07:00,5192,6141,2733,6958
2020-06-06 08:00,5192,6141,2733,6958
2020-06-06 09:00,5192,6141,2733,6958
2020-06-06 10:00,5192,6141,2733,6958
2020-06-06 11:00,5192,6141,2733,6958
2020-06-06 12:00,5192,6141,2733,6958
2020-06-06 13:00,5192,6141,2733,6958
2020-06-06 14:00,5192,6141,2733,6958
2020-06-06 15:00,5192,6141,2733,6958
2020-06-06 16:00,5192,6141,2733,6958
2020-06-06 17:00,5192,6141,2733,6958
2020-06-06 18:00,5192,6141,2733,6958
2020-06-06 19:00,5192,6141,2733,6958
2020-06-06 20:00,5192,6141,2733,6958
2020-06-06 21:00,5192,6141,2733,6958
2020-06-06 22:00,5192,6141,2733,6958
2020-06-06 23:00,5192,6141,2733,6958
2020-06-07 00:00,5192,6141,2733,6958
2020-06-07 01:00,5192,6141,2733,6958
2020-06-07 02:00,5192,6141,2733,6958
2020-06-07 03:00,5192,6141,2733,6958
2020-06-07 11:00,5192,6141,2733,6958
2020-06-07 12:00,5192,6141,2733,6958
2020-06-07 13:00,5192,6141,2733,6958
2020-06-07 14:00,5192,6141,2733,6958
2020-06-07 15:00,5192,6141,2733,6958
2020-06-07 16:00,5192,6141,2733,6958
2020-06-07 17:00,5192,6141,2733,6958
2020-06-07 18:00,5192,6141,2733,6958
2020-06-07 19:00,5192,6141,2733,6958
2020-06-07 20:00,5192,6141,2733,6958
2020-06-07 21:00,5192,6141,2733,6958
2020-06-07 22:00,5192,6141,2733,6958
2020-06-07 23:00,5192,6141,2733,6958
2020-06-08 00:00,5192,6141,2733,6958
2020-06-08 01:00,5192,6141,2733,6958
2020-06-08 02:00,5192,6141,2733,6958
2020-06-08 03:00,5192,6141,2733,6958
2020-06-08 04:00,5192,6141,2733,6958
2020-06-08 05:00,5192,6141,2733,6958
2020-06-08 06:00,5192,6141,2733,6958
2020-06-08 07:00,5192,6141,2733,6958
2020-06-08 08:00,5192,6141,2733,6958
2020-06-08 09:00,5192,6141,2733,6958
2020-06-08 10:00,5192,6141,2733,6958
2020-06-08 11:00,5192,6141,2733,6958
2020-06-08 12:00,5192,6141,2733,6958
2020-06-08 13:00,5192,6141,2733,6958
2020-06-08 14:00,5192,6141,2733,6958
2020-06-08 15:00,5192,6141,2733,6958
2020-06-08 16:00,5192,6141,2733,6958
2020-06-08 17:00,5192,6141,2733,6958
2020-06-08 18:00,5192,6141,2733,6958
2020-06-08 19:00,5192,6141,2733,6958
2020-06-08 20:00,5192,6141,2733,6958
2020-06-08 21:00,5192,6141,2733,6958
2020-06-08 22:00,5192,6141,2733,6958
2020-06-08 23:00,5192,6141,2733,6958
2020-06-09 00:00,5192,6141,2733,6958
2020-06-09 01:00,5192,6141,2733,6958
2020-06-09 02:00,5192,6141,2733,6958
2020-06-09 03:00,5192,6141,2733,6958
2020-06-09 04:00,5192,6141,2733,6958
2020-06-09 05:00,5192,6141,2733,6958
2020-06-09 06:00,5192,6141,2733,6958
2020-06-09 07:00,5192,6141,2733,6958
2020-06-09 08:00,5192,6141,2733,6958
2020-06-09 09:00,5192,6141,2733,6958
2020-06-09 10:00,5192,6141,2733,6958
2020-06-09 11:00,5192,6141,2733,6958
2020-06-09 12:00,5192,6141,2733,6958
2020-06-09 13:00,5192,6141,2733,6958
2020-06-09 14:00,5192,6141,2733,6958
2020-06-09 15:00,5192,6141,2733,6958
2020-06-09 16:00,5192,6141,2733,6958
2020-06-09 17:00,5192,6141,2733,6958
2020-06-09 18:00,5192,6141,2733,6958
2020-06-09 19:00,5192,6141,2733,6958
2020-06-09 20:00,5192,6141,2733,6958
2020-06-09 21:00,5192,6141,2733,6958
2020-06-09 22:00,5192,6141,2733,6958
2020-06-09 23:00,5192,6141,2733,6958
2020-06-10 00:00,5192,6141,2733,6958
2020-06-10 01:00,5192,6141,2733,6958
2020-06-10 02:00,5192,6141,2733,6958
2020-06-10 03:00,5192,6141,2733,6958
2020-06-10 04:00,5192,6141,2733,6958
2020-06-10 05:00,5192,6141,2733,6958
2020-06-10 06:00,5192,6141,2733,6958
2020-06-10 07:00,5192,6141,2733,6958
2020-06-10 08:00,5192,6141,2733,6958
2020-06-10 10:00,5192,6141,2733,6958
2020-06-10 11:00,5192,6141,2733,6958
2020-06-10 12:00,5192,6141,2733,6958
2020-06-10 13:00,5192,6141,2733,6958
2020-06-10 14:00,5192,6141,2733,6958
2020-06-10 15:00,5192,6141,2733,6958
2020-06-10 16:00,5192,6141,2733,6958
2020-06-10 17:00,5192,6141,2733,6958
2020-06-10 18:00,5192,6141,2733,6958
2020-06-10 19:00,5192,6141,2733,6958
2020-06-10 20:00,5192,6141,2733,6958
2020-06-10 21:00,5192,6141,2733,6958
2020-06-10 22:00,5192,6141,2733,6958
2020-06-10 23:00,5192,6141,2733,6958
2020-06-11 00:00,5192,6141,2733,6958
2020-06-11 01:00,5192,6141,2733,6958
2020-06-11 03:00,5192,6141,2733,6958
2020-06-11 04:00,5192,6141,2733,6958
2020-06-11 06:00,5192,6141,2733,6958
2020-06-11 07:00,5192,6141,2733,6958
2020-06-11 08:00,5192,6141,2733,6958
2020-06-11 09:00,5192,6141,2733,6958
2020-06-11 10:00,5192,6141,2733,6958
2020-06-11 11:00,5192,6141,2733,6958
2020-06-11 12:00,5192,6141,2733,6958
2020-06-11 13:00,5192,6141,2733,6958
2020-06-11 14:00,5192,6141,2733,6958
2020-06-11 15:00,5192,6141,2733,6958
2020-06-11 16:00,5192,6141,2733,6958
2020-06-11 17:00,5192,6141,2733,6958
2020-06-11 18:00,5192,6141,2733,6958
2020-06-11 19:00,5192,6141,2733,6958
2020-06-11 20:00,5192,6141,2733,6958
2020-06-11 21:00,5192,6141,2733,6958
2020-06-11 22:00,5192,6141,2733,6958
2020-06-11 23:00,5192,6141,2733,6958
2020-06-12 00:00,5192,6141,2733,6958
2020-06-12 01:00,5192,6141,2733,6958
2020-06-12 02:00,5192,6141,2733,6958
2020-06-12 03:00,5192,6141,2733,6958
2020-06-12 04:00,5192,6141,2733,6958
2020-06-12 05:00,5192,6141,2733,6958
2020-06-12 06:00,5192,6141,2733,6958
2020-06-12 07:00,5192,6141,2733,6958
2020-06-12 08:00,5192,6141,2733,6958
2020-06-12 09:00,5192,6141,2733,6958
2020-06-12 10:00,5192,6141,2733,6958
2020-06-12 11:00,5192,6141,2733,6958
2020-06-12 12:00,5192,6141,2733,6958
2020-06-12 13:00,5192,6141,2733,6958
2020-06-12 14:00,5192,6141,2733,6958
2020-06-12 15:00,5203,6237,2744,7062
2020-06-12 16:00,5261,6239,2793,7069
2020-06-12 17:00,5317,6242,2870,7078
2020-06-12 18:00,5387,6245,2956,7088
2020-06-12 19:00,5440,6254,3014,7100
2020-06-12 20:00,5488,6273,3065,7118
2020-06-12 21:00,5548,6303,3095,7148
2020-06-12 22:00,5586,6306,3108,7156
2020-06-12 23:00,5611,6314,3118,7164
2020-06-13 00:00,5612,6315,3118,7164
2020-06-13 01:00,5612,6315,3118,7166
2020-06-13 02:00,5612,6315,3118,7166
2020-06-13 03:00,5613,6315,3118,7166
2020-06-13 04:00,5613,6315,3119,7166
2020-06-13 05:00,5613,6315,3119,7166
2020-06-13 06:00,5614,6315,3123,7166
2020-06-13 07:00,5621,6316,3129,7166
2020-06-13 08:00,5627,6320,3138,7167
2020-06-13 09:00,5635,6322,3152,7170
2020-06-13 10:00,5643,6325,3192,7182
2020-06-13 11:00,5671,6331,3271,7197
2020-06-13 12:00,5703,6335,3393,7211
2020-06-13 13:00,5758,6338,3465,7217
2020-06-13 14:00,5811,6342,3533,7224
2020-06-13 15:00,5881,6344,3585,7229
2020-06-13 16:00,5948,6346,3644,7236
2020-06-13 17:00,6010,6360,3722,7250
2020-06-13 18:00,6069,6365,3769,7256
2020-06-13 19:00,6149,6378,3795,7264
2020-06-13 20:00,6149,6378,3795,7264
2020-06-13 21:00,6190,6381,3797,7269
2020-06-13 22:00,6190,6381,3797,7269
2020-06-13 23:00,6200,6383,3798,7278
2020-06-14 00:00,6200,6383,3798,7278
2020-06-14 01:00,6200,6383,3798,7278
2020-06-14 02:00,6200,6383,3798,7279
2020-06-14 03:00,6201,6383,3798,7279
2020-06-14 04:00,6201,6383,3798,7279
2020-06-14 05:00,6201,6383,3798,7279
2020-06-14 06:00,6201,6384,3800,7280
2020-06-14 07:00,6203,6385,3802,7280
2020-06-14 08:00,6203,6385,3805,7282
2020-06-14 09:00,6208,6388,3814,7291
2020-06-14 10:00,6220,6396,3833,7306
2020-06-14 11:00,6247,6401,3874,7309
2020-06-14 12:00,6260,6406,3920,7316
2020-06-14 13:00,6289,6418,3960,7330
2020-06-14 14:00,6340,6430,4001,7335
2020-06-14 15:00,6385,6432,4015,7338
2020-06-14 16:00,6406,6432,4028,7338
2020-06-14 17:00,6435,6435,4034,7340
2020-06-14 18:00,6456,6437,4050,7365
2020-06-14 19:00,6475,6450,4067,7383
2020-06-14 20:00,6499,6457,4077,7404
2020-06-14 21:00,6522,6473,4100,7428
2020-06-14 22:00,6543,6492,4112,7440
2020-06-14 23:00,6549,6501,4115,7446
2020-06-15 00:00,6549,6501,4115,7446
2020-06-15 01:00,6549,6501,4115,7446
2020-06-15 02:00,6549,6501,4115,7446
2020-06-15 03:00,6549,6501,4115,7446
2020-06-15 04:00,6549,6501,4115,7446
2020-06-15 05:00,6549,6501,4115,7446
2020-06-15 06:00,6549,6501,4115,7446
2020-06-15 07:00,6549,6501,4115,7446
2020-06-15 08:00,6549,6501,4115,7446
2020-06-15 09:00,6549,6501,4115,7446
2020-06-15 10:00,6549,6501,4115,7446
2020-06-15 11:00,6549,6501,4115,7446
2020-06-15 12:00,6549,6501,4115,7446
2020-06-15 13:00,6549,6501,4115,7446
2020-06-15 14:00,6567,6510,4143,7449
2020-06-15 15:00,6582,6514,4163,7459
2020-06-15 16:00,6612,6520,4204,7468
2020-06-15 17:00,6669,6529,4257,7479
2020-06-15 18:00,6750,6543,4338,7510
2020-06-15 19:00,6845,6551,4380,7535
2020-06-15 20:00,6909,6588,4430,7570
2020-06-15 21:00,6976,6625,4465,7603
2020-06-15 22:00,7009,6638,4478,7622
2020-06-15 23:00,7028,6653,4483,7633
2020-06-16 00:00,7029,6653,4483,7633
2020-06-16 01:00,7030,6654,4483,7633
2020-06-16 02:00,7030,6655,4483,7633
2020-06-16 03:00,7030,6655,4483,7633
2020-06-16 04:00,7030,6655,4483,7633
2020-06-16 05:00,7030,6655,4483,7633
2020-06-16 06:00,7032,6657,4489,7634
2020-06-16 07:00,7042,6659,4517,7637
2020-06-16 08:00,7042,6659,4517,7637
2020-06-16 10:00,7042,6659,4517,7637
2020-06-16 11:00,7066,6664,4562,7643
2020-06-16 12:00,7091,6668,4584,7651
2020-06-16 13:00,7110,6671,4597,7661
2020-06-16 14:00,7126,6678,4616,7662
2020-06-16 15:00,7168,6683,4638,7667
2020-06-16 16:00,7215,6685,4678,7669
2020-06-16 17:00,7284,6689,4732,7676
2020-06-16 18:00,7383,6700,4800,7700
2020-06-16 19:00,7472,6721,4876,7722
2020-06-16 20:00,7532,6737,4920,7750
2020-06-16 21:00,7588,6764,4950,7785
2020-06-16 22:00,7627,6773,4960,7794
2020-06-16 23:00,7640,6785,4967,7801
2020-06-17 00:00,7641,6785,4967,7802
2020-06-17 01:00,7641,6785,4967,7803
2020-06-17 02:00,7642,6785,4967,7803
2020-06-17 03:00,7642,6785,4967,7803
2020-06-17 04:00,7642,6785,4967,7803
2020-06-17 05:00,7642,6785,4967,7803
2020-06-17 06:00,7642,6785,4967,7803
2020-06-17 07:00,7642,6785,4967,7803
2020-06-17 08:00,7642,6785,4967,7803
2020-06-17 09:00,7642,6785,4967,7803
2020-06-17 10:00,7642,6785,4967,7803
2020-06-17 11:00,7642,6785,4967,7803
2020-06-17 12:00,7642,6785,4967,7803
2020-06-17 13:00,7642,6785,4967,7803
2020-06-17 14:00,7642,6785,4967,7803
2020-06-17 15:00,7642,6785,4967,7803
2020-06-17 16:00,7642,6785,4967,7803
2020-06-17 17:00,7642,6785,4967,7803
2020-06-17 18:00,7642,6785,4967,7803
2020-06-17 19:00,7642,6785,4967,7803
2020-06-17 20:00,7642,6785,4967,7803
2020-06-17 21:00,7642,6785,4967,7803
2020-06-17 22:00,7642,6785,4967,7803
2020-06-17 23:00,7642,6785,4967,7803
2020-06-18 00:00,7642,6785,4967,7803
2020-06-18 01:00,7642,6785,4967,7803
2020-06-18 02:00,7642,6785,4967,7803
2020-06-18 03:00,7642,6785,4967,7803
2020-06-18 04:00,7642,6785,4967,7803
2020-06-18 05:00,7642,6785,4967,7803
2020-06-18 06:00,7642,6785,4967,7803
2020-06-18 07:00,7642,6785,4967,7803
2020-06-18 08:00,7642,6785,4967,7803
2020-06-18 09:00,7642,6785,4967,7803
2020-06-18 10:00,7642,6785,4967,7803
2020-06-18 11:00,7642,6785,4967,7803
2020-06-18 12:00,7642,6785,4967,7803
2020-06-18 13:00,7642,6785,4967,7803
2020-06-18 14:00,7642,6785,4967,7803
2020-06-18 15:00,7642,6785,4967,7803
2020-06-18 16:00,7642,6785,4967,7803
2020-06-18 17:00,7642,6785,4967,7803
2020-06-18 18:00,7642,6785,4967,7803
2020-06-18 19:00,7642,6785,4967,7803
2020-06-18 20:00,7642,6785,4967,7803
2020-06-18 21:00,7642,6785,4967,7803
2020-06-18 22:00,7642,6785,4967,7803
2020-06-18 23:00,7642,6785,4967,7803
2020-06-19 00:00,7642,6785,4967,7803
2020-06-19 01:00,7642,6785,4967,7803
2020-06-19 02:00,7642,6785,4967,7803
2020-06-19 03:00,7642,6785,4967,7803
2020-06-19 04:00,7642,6785,4967,7803
2020-06-19 05:00,7642,6785,4967,7803
2020-06-19 06:00,7642,6785,4967,7803
2020-06-19 07:00,7642,6785,4967,7803
2020-06-19 08:00,7642,6785,4967,7803
2020-06-19 09:00,7642,6785,4967,7803
2020-06-19 10:00,7642,6785,4967,7803
2020-06-19 11:00,7642,6785,4967,7803
2020-06-19 12:00,7642,6785,4967,7803
2020-06-19 13:00,7642,6785,4967,7803
2020-06-19 14:00,7642,6785,4967,7803
2020-06-19 15:00,7642,6785,4967,7803
2020-06-19 16:00,7642,6785,4967,7803
2020-06-19 17:00,7642,6785,4967,7803
2020-06-19 18:00,7642,6785,4967,7803
2020-06-19 19:00,7642,6785,4967,7803
2020-06-19 20:00,7642,6785,4967,7803
2020-06-19 21:00,7642,6785,4967,7803
2020-06-19 22:00,7642,6785,4967,7803
2020-06-19 23:00,7642,6785,4967,7803
2020-06-20 00:00,7642,6785,4967,7803
2020-06-20 01:00,7642,6785,4967,7803
2020-06-20 02:00,7642,6785,4967,7803
2020-06-20 03:00,7642,6785,4967,7803
2020-06-20 04:00,7642,6785,4967,7803
2020-06-20 05:00,7642,6785,4967,7803
2020-06-20 06:00,7642,6785,4967,7803
2020-06-20 07:00,7642,6785,4967,7803
2020-06-20 08:00,7642,6785,4967,7803
2020-06-20 09:00,7642,6785,4967,7803
2020-06-20 10:00,7642,6785,4967,7803
2020-06-20 11:00,7642,6785,4967,7803
2020-06-20 12:00,7642,6785,4967,7803
2020-06-20 13:00,7642,6785,4967,7803
2020-06-20 14:00,7642,6785,4967,7803
2020-06-20 15:00,7644,6787,4973,7808
2020-06-20 16:00,7647,6789,4975,7813
2020-06-20 17:00,7653,6791,4976,7818
2020-06-20 18:00,7655,6794,4981,7823
2020-06-20 19:00,7657,6802,4983,7840
2020-06-20 20:00,7661,6803,4987,7847
2020-06-20 21:00,7662,6817,4990,7862
2020-06-20 22:00,7665,6826,4994,7876
2020-06-20 23:00,7666,6836,4995,7885
2020-06-21 01:00,7666,6836,4995,7885
2020-06-21 02:00,7667,6836,4995,7885
2020-06-21 03:00,7667,6836,4995,7885
2020-06-21 04:00,7667,6836,4995,7885
2020-06-21 05:00,7667,6836,4995,7885
2020-06-21 06:00,7667,6836,4995,7885
2020-06-21 07:00,7667,6836,4995,7885
2020-06-21 08:00,7667,6836,4995,7885
2020-06-21 09:00,7667,6836,4995,7885
2020-06-21 10:00,7667,6836,4995,7885
2020-06-21 11:00,7667,6836,4995,7885
2020-06-21 12:00,7667,6836,4995,7885
2020-06-21 13:00,7667,6836,4995,7885
2020-06-21 14:00,7667,6836,4995,7885
2020-06-21 15:00,7667,6836,4995,7885
2020-06-21 16:00,7667,6836,4995,7885
2020-06-21 17:00,7667,6836,4995,7885
2020-06-21 18:00,7667,6836,4995,7885
2020-06-21 19:00,7667,6836,4995,7885
2020-06-21 20:00,7667,6836,4995,7885
2020-06-21 21:00,7667,6836,4995,7885
2020-06-21 22:00,7667,6836,4995,7885
2020-06-21 23:00,7667,6836,4995,7885
2020-06-22 00:00,7667,6836,4995,7885
2020-06-22 01:00,7667,6836,4995,7885
2020-06-22 02:00,7667,6836,4995,7885
2020-06-22 03:00,7667,6836,4995,7885
2020-06-22 04:00,7667,6836,4995,7885
2020-06-22 05:00,7667,6836,4995,7885
2020-06-22 06:00,7667,6836,4995,7885
2020-06-22 07:00,7667,6836,4995,7885
2020-06-22 08:00,7667,6836,4995,7885
2020-06-22 09:00,7667,6836,4995,7885
2020-06-22 10:00,7667,6836,4995,7885
2020-06-22 11:00,7667,6836,4995,7885
2020-06-22 12:00,7673,6836,5003,7890
2020-06-22 13:00,7680,6838,5015,7896
2020-06-22 14:00,7694,6840,5032,7901
2020-06-22 15:00,7713,6843,5047,7904
2020-06-22 16:00,7736,6845,5082,7919
2020-06-22 17:00,7791,6852,5127,7926
2020-06-22 18:00,7874,6858,5177,7932
2020-06-22 19:00,7938,6871,5246,7948
2020-06-22 20:00,7988,6888,5284,7968
2020-06-22 21:00,8043,6908,5316,7989
2020-06-22 22:00,8092,6924,5334,8005
2020-06-22 23:00,8114,6941,5345,8021
2020-06-23 00:00,8114,6941,5345,8021
2020-06-23 01:00,8114,6941,5345,8021
2020-06-23 02:00,8114,6941,5345,8021
2020-06-23 03:00,8114,6941,5345,8021
2020-06-23 04:00,8114,6941,5345,8021
2020-06-23 05:00,8115,6941,5345,8021
2020-06-23 06:00,8119,6941,5357,8022
2020-06-23 07:00,8141,6944,5393,8024
2020-06-23 08:00,8170,6946,5462,8027
2020-06-23 09:00,8195,6951,5534,8033
2020-06-23 10:00,8222,6952,5578,8042
2020-06-23 11:00,8237,6958,5601,8043
2020-06-23 12:00,8257,6959,5615,8048
2020-06-23 13:00,8274,6967,5636,8053
2020-06-23 14:00,8298,6968,5650,8054
2020-06-23 15:00,8330,6970,5673,8059
2020-06-23 16:00,8375,6976,5720,8070
2020-06-23 17:00,8447,6983,5767,8076
2020-06-23 18:00,8552,6999,5841,8090
2020-06-23 19:00,8651,7007,5907,8104
2020-06-23 20:00,8712,7015,5975,8125
2020-06-23 21:00,8762,7046,6024,8158
2020-06-23 22:00,8827,7074,6041,8178
2020-06-23 23:00,8862,7093,6052,8189
2020-06-24 00:00,8864,7093,6052,8189
2020-06-24 01:00,8865,7093,6052,8189
2020-06-24 02:00,8865,7093,6052,8189
2020-06-24 03:00,8865,7093,6052,8189
2020-06-24 04:00,8865,7093,6052,8189
2020-06-24 05:00,8865,7093,6052,8189
2020-06-24 06:00,8868,7094,6057,8190
2020-06-24 07:00,8885,7096,6084,8193
2020-06-24 08:00,8906,7097,6136,8197
2020-06-24 09:00,8925,7098,6191,8202
2020-06-24 10:00,8946,7103,6234,8210
2020-06-24 11:00,8959,7112,6246,8215
2020-06-24 12:00,8981,7176,6267,8289
