time,cyklisté,chodci
Černovice,,Černovická,Zvonařka
2020-07-23 12:00,21221,9668,18047,11453
2020-07-23 13:00,21235,9674,18071,11456
2020-07-23 14:00,21265,9678,18101,11459
2020-07-23 15:00,21291,9678,18139,11463
2020-07-23 16:00,21327,9685,18183,11467
2020-07-23 17:00,21404,9692,18246,11472
2020-07-23 18:00,21468,9697,18333,11482
2020-07-23 19:00,21560,9707,18395,11492
2020-07-23 20:00,21623,9723,18450,11511
2020-07-23 21:00,21689,9740,18482,11540
2020-07-23 22:00,21737,9755,18513,11549
2020-07-23 23:00,21756,9765,18517,11557
2020-07-24 00:00,21758,9765,18517,11557
2020-07-24 01:00,21758,9765,18517,11557
2020-07-24 02:00,21758,9765,18517,11557
2020-07-24 03:00,21758,9765,18517,11557
2020-07-24 04:00,21758,9765,18517,11557
2020-07-24 05:00,21758,9766,18517,11557
2020-07-24 06:00,21759,9768,18519,11558
2020-07-24 07:00,21762,9769,18544,11558
2020-07-24 08:00,21786,9771,18584,11567
2020-07-24 09:00,21807,9777,18619,11576
2020-07-24 10:00,21833,9778,18658,11579
2020-07-24 11:00,21871,9779,18677,11583
2020-07-24 12:00,21897,9780,18704,11586
2020-07-24 13:00,21914,9780,18728,11587
2020-07-24 14:00,21932,9784,18742,11590
2020-07-24 15:00,21956,9786,18769,11591
2020-07-24 16:00,21989,9788,18812,11598
2020-07-24 17:00,22050,9789,18890,11598
2020-07-24 18:00,22098,9791,18926,11606
2020-07-24 19:00,22144,9800,18967,11614
2020-07-24 20:00,22170,9816,18998,11620
2020-07-24 21:00,22210,9834,19011,11632
2020-07-24 22:00,22239,9845,19025,11649
2020-07-24 23:00,22244,9857,19031,11655
2020-07-25 00:00,22244,9857,19031,11655
2020-07-25 01:00,22244,9857,19031,11655
2020-07-25 02:00,22244,9857,19031,11655
2020-07-25 03:00,22244,9857,19031,11655
2020-07-25 04:00,22244,9857,19031,11655
2020-07-25 05:00,22244,9857,19031,11655
2020-07-25 06:00,22244,9858,19032,11655
2020-07-25 07:00,22245,9859,19035,11655
2020-07-25 08:00,22248,9860,19044,11659
2020-07-25 09:00,22253,9866,19056,11669
2020-07-25 10:00,22266,9867,19079,11675
2020-07-25 11:00,22291,9874,19134,11684
2020-07-25 12:00,22319,9880,19219,11689
2020-07-25 13:00,22342,9888,19272,11696
2020-07-25 14:00,22391,9894,19314,11713
2020-07-25 15:00,22432,9897,19358,11720
2020-07-25 16:00,22467,9898,19413,11728
2020-07-25 17:00,22513,9903,19444,11729
2020-07-25 18:00,22559,9908,19487,11736
2020-07-25 19:00,22611,9912,19541,11742
2020-07-25 20:00,22648,9926,19566,11753
2020-07-25 21:00,22699,9928,19580,11761
2020-07-25 22:00,22721,9935,19594,11772
2020-07-25 23:00,22736,9945,19599,11778
2020-07-26 00:00,22737,9947,19600,11780
2020-07-26 01:00,22741,9947,19601,11786
2020-07-26 02:00,22741,9947,19601,11786
2020-07-26 03:00,22741,9947,19601,11786
2020-07-26 04:00,22741,9947,19601,11786
2020-07-26 05:00,22741,9947,19601,11786
2020-07-26 06:00,22741,9948,19601,11787
2020-07-26 07:00,22741,9948,19605,11787
2020-07-26 08:00,22742,9950,19607,11790
2020-07-26 09:00,22751,9956,19612,11800
2020-07-26 10:00,22758,9960,19627,11805
2020-07-26 11:00,22775,9965,19657,11815
2020-07-26 12:00,22807,9971,19745,11830
2020-07-26 13:00,22845,9979,19805,11839
2020-07-26 14:00,22875,9982,19859,11841
2020-07-26 15:00,22923,9989,19919,11851
2020-07-26 16:00,22972,9992,19983,11860
2020-07-26 17:00,23030,9994,20048,11870
2020-07-26 18:00,23076,9996,20063,11870
2020-07-26 19:00,23144,9999,20087,11883
2020-07-26 20:00,23181,10009,20127,11900
2020-07-26 21:00,23216,10034,20147,11916
2020-07-26 22:00,23241,10079,20160,11941
2020-07-26 23:00,23255,10091,20165,11947
2020-07-27 00:00,23257,10096,20166,11950
2020-07-27 01:00,23258,10096,20167,11951
2020-07-27 02:00,23258,10096,20167,11951
2020-07-27 03:00,23258,10096,20167,11951
2020-07-27 04:00,23258,10096,20167,11951
2020-07-27 05:00,23258,10096,20167,11951
2020-07-27 06:00,23259,10096,20169,11952
2020-07-27 07:00,23269,10097,20201,11956
2020-07-27 08:00,23288,10100,20240,11965
2020-07-27 09:00,23311,10100,20303,11972
2020-07-27 10:00,23331,10101,20355,11978
2020-07-27 11:00,23342,10103,20379,11982
2020-07-27 12:00,23356,10108,20410,11989
2020-07-27 13:00,23371,10111,20440,11992
2020-07-27 14:00,23397,10117,20458,12000
2020-07-27 15:00,23418,10123,20479,12001
2020-07-27 16:00,23442,10126,20510,12003
2020-07-27 17:00,23502,10129,20564,12009
2020-07-27 18:00,23590,10134,20633,12023
2020-07-27 19:00,23670,10141,20700,12031
2020-07-27 20:00,23758,10156,20779,12047
2020-07-27 21:00,23825,10183,20807,12082
2020-07-27 22:00,23870,10198,20821,12101
2020-07-27 23:00,23899,10210,20830,12109
2020-07-28 00:00,23908,10212,20831,12109
2020-07-28 01:00,23908,10212,20836,12109
2020-07-28 02:00,23908,10212,20836,12109
2020-07-28 03:00,23908,10212,20841,12109
2020-07-28 04:00,23908,10212,20841,12109
2020-07-28 05:00,23908,10212,20841,12109
2020-07-28 06:00,23909,10212,20845,12109
2020-07-28 07:00,23923,10213,20881,12112
2020-07-28 08:00,23955,10218,20939,12122
2020-07-28 09:00,23983,10221,21011,12128
2020-07-28 10:00,24011,10221,21061,12131
2020-07-28 11:00,24030,10223,21094,12144
2020-07-28 12:00,24041,10226,21128,12145
2020-07-28 13:00,24062,10230,21146,12146
2020-07-28 14:00,24079,10230,21162,12149
2020-07-28 15:00,24099,10231,21178,12150
2020-07-28 16:00,24145,10235,21217,12156
2020-07-28 17:00,24214,10238,21268,12161
2020-07-28 18:00,24283,10240,21351,12164
2020-07-28 19:00,24355,10245,21420,12170
2020-07-28 20:00,24433,10251,21463,12179
2020-07-28 21:00,24512,10258,21486,12186
2020-07-28 22:00,24541,10265,21495,12200
2020-07-28 23:00,24555,10283,21498,12211
2020-07-29 00:00,24558,10290,21503,12214
2020-07-29 01:00,24561,10292,21506,12215
2020-07-29 02:00,24562,10292,21506,12215
2020-07-29 03:00,24563,10292,21506,12215
2020-07-29 04:00,24563,10292,21506,12215
2020-07-29 05:00,24563,10292,21506,12215
2020-07-29 06:00,24564,10292,21510,12216
2020-07-29 07:00,24577,10295,21538,12220
2020-07-29 08:00,24603,10298,21579,12228
2020-07-29 09:00,24623,10301,21637,12235
2020-07-29 10:00,24646,10304,21662,12237
2020-07-29 11:00,24658,10309,21691,12239
2020-07-29 12:00,24674,10313,21718,12241
2020-07-29 13:00,24689,10313,21736,12245
2020-07-29 14:00,24705,10321,21763,12251
2020-07-29 15:00,24726,10323,21798,12252
2020-07-29 16:00,24758,10328,21844,12258
2020-07-29 17:00,24758,10328,21844,12258
2020-07-29 18:00,24758,10328,21844,12258
2020-07-29 19:00,24758,10328,21844,12258
2020-07-29 20:00,24816,10339,21902,12267
2020-07-29 21:00,24816,10339,21902,12267
2020-07-29 22:00,24816,10339,21902,12267
2020-07-29 23:00,24854,10357,21911,12273
2020-07-30 00:00,24854,10357,21911,12273
2020-07-30 01:00,24858,10358,21912,12276
2020-07-30 02:00,24858,10358,21912,12276
2020-07-30 03:00,24862,10359,21913,12279
2020-07-30 04:00,24862,10359,21913,12279
2020-07-30 05:00,24862,10359,21913,12279
2020-07-30 06:00,24863,10360,21917,12279
2020-07-30 07:00,24877,10361,21958,12281
2020-07-30 08:00,24899,10364,22006,12286
2020-07-30 09:00,24921,10366,22069,12289
2020-07-30 10:00,24921,10366,22069,12289
2020-07-30 11:00,24935,10367,22100,12291
2020-07-30 12:00,24958,10368,22113,12291
2020-07-30 13:00,24976,10369,22138,12291
2020-07-30 15:00,24997,10370,22171,12292
2020-07-30 16:00,25019,10373,22207,12294
2020-07-30 17:00,25080,10378,22272,12297
2020-07-30 18:00,25153,10383,22324,12303
2020-07-30 19:00,25218,10388,22386,12308
2020-07-30 20:00,25287,10395,22427,12312
2020-07-30 21:00,25345,10413,22469,12325
2020-07-30 22:00,25414,10448,22488,12353
2020-07-30 23:00,25434,10469,22491,12362
2020-07-31 00:00,25443,10476,22497,12365
2020-07-31 01:00,25443,10478,22500,12366
2020-07-31 02:00,25443,10478,22500,12366
2020-07-31 03:00,25443,10478,22500,12366
2020-07-31 04:00,25443,10478,22500,12366
2020-07-31 05:00,25443,10478,22500,12366
2020-07-31 06:00,25443,10478,22504,12367
2020-07-31 07:00,25454,10481,22532,12370
2020-07-31 08:00,25473,10484,22571,12374
2020-07-31 09:00,25489,10484,22623,12381
2020-07-31 10:00,25513,10484,22657,12384
2020-07-31 11:00,25527,10486,22677,12386
2020-07-31 12:00,25542,10488,22707,12391
2020-07-31 13:00,25560,10490,22744,12391
2020-07-31 14:00,25586,10493,22768,12392
2020-07-31 15:00,25611,10500,22794,12398
2020-07-31 16:00,25645,10505,22849,12401
2020-07-31 17:00,25690,10507,22897,12409
2020-07-31 18:00,25766,10512,22946,12410
2020-07-31 19:00,25844,10517,23014,12412
2020-07-31 20:00,25884,10520,23052,12418
2020-07-31 21:00,25928,10535,23087,12432
2020-07-31 22:00,25963,10542,23103,12446
2020-07-31 23:00,25986,10554,23110,12472
2020-08-01 00:00,25994,10558,23116,12475
2020-08-01 01:00,25997,10558,23117,12478
2020-08-01 02:00,25997,10558,23117,12478
2020-08-01 03:00,25998,10558,23117,12478
2020-08-01 04:00,25998,10558,23117,12478
2020-08-01 05:00,25998,10558,23117,12478
2020-08-01 06:00,25998,10561,23117,12479
2020-08-01 07:00,25998,10562,23126,12480
2020-08-01 08:00,26001,10563,23132,12485
2020-08-01 09:00,26008,10570,23148,12490
2020-08-01 10:00,26032,10570,23180,12497
2020-08-01 11:00,26064,10570,23238,12502
2020-08-01 12:00,26091,10573,23297,12508
2020-08-01 13:00,26133,10577,23341,12512
2020-08-01 14:00,26151,10580,23372,12513
2020-08-01 15:00,26180,10581,23406,12517
2020-08-01 16:00,26206,10584,23442,12519
2020-08-01 17:00,26235,10587,23478,12519
2020-08-01 18:00,26235,10587,23478,12519
2020-08-01 19:00,26295,10588,23519,12523
2020-08-01 20:00,26344,10589,23549,12525
2020-08-01 21:00,26344,10589,23549,12525
2020-08-01 22:00,26344,10589,23549,12525
2020-08-01 23:00,26360,10610,23552,12531
2020-08-02 00:00,26360,10610,23552,12531
2020-08-02 01:00,26360,10610,23552,12531
2020-08-02 02:00,26360,10610,23552,12531
2020-08-02 03:00,26362,10614,23554,12533
2020-08-02 04:00,26362,10614,23554,12533
2020-08-02 05:00,26362,10614,23554,12533
2020-08-02 06:00,26362,10614,23554,12533
2020-08-02 07:00,26362,10614,23555,12533
2020-08-02 08:00,26362,10614,23555,12533
2020-08-02 09:00,26366,10615,23571,12537
2020-08-02 10:00,26373,10616,23596,12543
2020-08-02 11:00,26393,10623,23630,12552
2020-08-02 12:00,26393,10623,23630,12552
2020-08-02 13:00,26436,10624,23670,12560
2020-08-02 14:00,26436,10624,23670,12560
2020-08-02 15:00,26436,10624,23670,12560
2020-08-02 16:00,26472,10628,23723,12566
2020-08-02 17:00,26526,10632,23782,12571
2020-08-02 18:00,26589,10636,23833,12586
2020-08-02 19:00,26665,10651,23877,12599
2020-08-02 20:00,26720,10663,23916,12613
2020-08-02 21:00,26720,10663,23916,12613
2020-08-02 22:00,26743,10673,23928,12630
2020-08-02 23:00,26743,10673,23928,12630
2020-08-03 00:00,26745,10676,23928,12633
2020-08-03 01:00,26745,10676,23928,12633
2020-08-03 02:00,26745,10676,23928,12633
2020-08-03 03:00,26745,10676,23928,12633
2020-08-03 04:00,26745,10676,23928,12633
2020-08-03 05:00,26745,10676,23928,12633
2020-08-03 06:00,26745,10676,23928,12633
2020-08-03 07:00,26745,10676,23928,12633
2020-08-03 08:00,26745,10676,23928,12633
2020-08-03 09:00,26751,10678,23947,12639
2020-08-03 10:00,26753,10678,23955,12639
2020-08-03 11:00,26755,10678,23958,12639
2020-08-03 12:00,26756,10678,23959,12641
2020-08-03 13:00,26756,10678,23959,12641
2020-08-03 14:00,26756,10678,23959,12641
2020-08-03 15:00,26756,10678,23959,12641
2020-08-03 16:00,26758,10679,23963,12641
2020-08-03 17:00,26758,10679,23963,12641
2020-08-03 18:00,26758,10679,23963,12641
2020-08-03 19:00,26758,10679,23963,12641
2020-08-03 20:00,26758,10679,23963,12641
2020-08-03 21:00,26769,10699,23976,12663
2020-08-03 22:00,26782,10715,23981,12678
2020-08-03 23:00,26786,10728,23984,12691
2020-08-04 00:00,26786,10732,23985,12692
2020-08-04 01:00,26786,10732,23985,12692
2020-08-04 02:00,26786,10732,23985,12692
2020-08-04 03:00,26787,10732,23986,12694
2020-08-04 04:00,26787,10732,23986,12694
2020-08-04 05:00,26787,10732,23986,12694
2020-08-04 06:00,26787,10732,23986,12694
2020-08-04 07:00,26787,10732,23986,12694
2020-08-04 08:00,26794,10733,24005,12700
2020-08-04 09:00,26794,10733,24005,12700
2020-08-04 10:00,26794,10733,24005,12700
2020-08-04 11:00,26794,10733,24005,12700
2020-08-04 12:00,26794,10733,24005,12700
2020-08-04 13:00,26794,10733,24005,12700
2020-08-04 14:00,26794,10733,24005,12700
2020-08-04 15:00,26794,10733,24005,12700
2020-08-04 16:00,26794,10733,24005,12700
2020-08-04 17:00,26794,10733,24005,12700
2020-08-04 18:00,26794,10733,24005,12700
2020-08-04 19:00,26794,10733,24005,12700
2020-08-04 20:00,26794,10733,24005,12700
2020-08-04 21:00,26794,10733,24005,12700
2020-08-04 22:00,26794,10733,24005,12700
2020-08-04 23:00,26794,10733,24005,12700
2020-08-05 00:00,26794,10733,24005,12700
2020-08-05 01:00,26794,10733,24005,12700
2020-08-05 02:00,26794,10733,24005,12700
2020-08-05 03:00,26794,10733,24005,12700
2020-08-05 04:00,26794,10733,24005,12700
2020-08-05 05:00,26794,10733,24005,12700
2020-08-05 06:00,26794,10733,24005,12700
2020-08-05 07:00,26794,10733,24005,12700
2020-08-05 08:00,26794,10733,24005,12700
2020-08-05 09:00,26794,10733,24005,12700
2020-08-05 10:00,26794,10733,24005,12700
2020-08-05 11:00,26794,10733,24005,12700
2020-08-05 12:00,26794,10733,24005,12700
2020-08-05 13:00,26794,10733,24005,12700
2020-08-05 14:00,26794,10733,24005,12700
2020-08-05 15:00,26794,10733,24005,12700
2020-08-05 16:00,26794,10733,24005,12700
2020-08-05 17:00,26820,10739,24025,12703
2020-08-05 18:00,26864,10746,24064,12710
2020-08-05 19:00,26926,10751,24112,12715
2020-08-05 20:00,26967,10763,24172,12729
2020-08-05 21:00,27011,10773,24202,12751
2020-08-05 22:00,27042,10801,24222,12776
2020-08-05 23:00,27062,10804,24227,12782
2020-08-06 00:00,27069,10812,24229,12783
2020-08-06 01:00,27069,10814,24229,12784
2020-08-06 02:00,27069,10814,24229,12784
2020-08-06 03:00,27069,10816,24229,12785
2020-08-06 04:00,27069,10816,24229,12785
2020-08-06 05:00,27069,10816,24229,12785
2020-08-06 06:00,27069,10816,24232,12785
2020-08-06 07:00,27078,10822,24258,12789
2020-08-06 08:00,27102,10824,24310,12794
2020-08-06 09:00,27119,10825,24365,12800
2020-08-06 10:00,27133,10830,24398,12803
2020-08-06 11:00,27146,10833,24432,12806
2020-08-06 12:00,27158,10838,24479,12811
2020-08-06 13:00,27170,10842,24509,12816
2020-08-06 14:00,27201,10847,24541,12819
2020-08-06 15:00,27224,10849,24571,12822
2020-08-06 16:00,27256,10856,24623,12830
2020-08-06 17:00,27340,10861,24674,12836
2020-08-06 18:00,27443,10867,24752,12847
2020-08-06 19:00,27533,10880,24830,12864
2020-08-06 20:00,27590,10892,24873,12885
2020-08-06 21:00,27631,10909,24918,12902
2020-08-06 22:00,27679,10927,24930,12923
2020-08-06 23:00,27693,10941,24937,12929
2020-08-07 00:00,27701,10948,24938,12934
2020-08-07 01:00,27703,10950,24939,12936
2020-08-07 02:00,27703,10950,24939,12936
2020-08-07 03:00,27705,10952,24940,12938
2020-08-07 04:00,27705,10952,24940,12938
2020-08-07 05:00,27705,10952,24940,12938
2020-08-07 06:00,27705,10953,24942,12938
2020-08-07 07:00,27717,10958,24965,12943
2020-08-07 08:00,27740,10961,25002,12946
2020-08-07 09:00,27769,10962,25049,12952
2020-08-07 10:00,27788,10967,25075,12956
2020-08-07 11:00,27797,10972,25093,12959
2020-08-07 12:00,27808,10976,25113,12963
2020-08-07 13:00,27823,10978,25155,12964
2020-08-07 14:00,27852,10979,25178,12965
2020-08-07 15:00,27871,10980,25194,12968
2020-08-07 16:00,27906,10982,25234,12970
2020-08-07 17:00,27961,10983,25308,12976
2020-08-07 18:00,28024,10986,25348,12980
2020-08-07 19:00,28075,10986,25399,12983
2020-08-07 20:00,28137,10992,25455,12996
2020-08-07 21:00,28187,11006,25483,13015
2020-08-07 22:00,28222,11017,25491,13027
2020-08-07 23:00,28242,11029,25497,13034
2020-08-08 00:00,28251,11034,25499,13038
2020-08-08 01:00,28258,11036,25501,13042
2020-08-08 02:00,28259,11036,25501,13042
2020-08-08 03:00,28260,11036,25502,13042
2020-08-08 04:00,28260,11036,25502,13042
2020-08-08 05:00,28260,11036,25502,13042
2020-08-08 06:00,28260,11036,25503,13042
2020-08-08 07:00,28262,11043,25509,13043
2020-08-08 08:00,28265,11045,25517,13046
2020-08-08 09:00,28275,11053,25537,13052
2020-08-08 10:00,28298,11054,25566,13061
2020-08-08 11:00,28311,11058,25606,13071
2020-08-08 12:00,28336,11082,25640,13089
2020-08-08 13:00,28377,11086,25679,13093
2020-08-08 14:00,28404,11090,25713,13098
2020-08-08 15:00,28408,11090,25733,13102
2020-08-08 16:00,28429,11094,25779,13102
2020-08-08 17:00,28471,11094,25813,13104
2020-08-08 18:00,28509,11100,25851,13112
2020-08-08 19:00,28550,11101,25901,13114
2020-08-08 20:00,28613,11111,25937,13128
2020-08-08 21:00,28666,11127,25961,13139
2020-08-08 22:00,28703,11140,25973,13150
2020-08-08 23:00,28723,11166,25986,13171
2020-08-09 00:00,28728,11170,25986,13175
2020-08-09 01:00,28733,11170,25991,13177
2020-08-09 02:00,28733,11170,25991,13177
2020-08-09 03:00,28734,11170,25991,13177
2020-08-09 04:00,28734,11170,25991,13177
2020-08-09 05:00,28734,11170,25991,13177
2020-08-09 06:00,28735,11170,25991,13177
2020-08-09 07:00,28735,11171,25994,13178
2020-08-09 08:00,28735,11171,26002,13180
2020-08-09 09:00,28740,11174,26010,13186
2020-08-09 10:00,28757,11188,26040,13195
2020-08-09 11:00,28771,11198,26079,13202
2020-08-09 12:00,28789,11200,26128,13205
2020-08-09 13:00,28823,11200,26161,13207
2020-08-09 14:00,28845,11200,26198,13211
2020-08-09 15:00,28867,11201,26231,13218
2020-08-09 16:00,28896,11202,26272,13219
2020-08-09 17:00,28926,11204,26299,13221
2020-08-09 18:00,28965,11208,26325,13230
2020-08-09 19:00,29002,11214,26365,13239
2020-08-09 20:00,29056,11220,26387,13246
2020-08-09 21:00,29113,11234,26410,13270
2020-08-09 22:00,29157,11256,26427,13292
2020-08-09 23:00,29166,11274,26431,13304
2020-08-10 00:00,29170,11275,26432,13306
2020-08-10 01:00,29170,11281,26432,13310
2020-08-10 02:00,29170,11281,26432,13310
2020-08-10 03:00,29170,11281,26432,13310
2020-08-10 04:00,29170,11281,26432,13310
2020-08-10 06:00,29170,11281,26433,13310
2020-08-10 07:00,29180,11281,26465,13311
2020-08-10 08:00,29204,11284,26521,13318
2020-08-10 09:00,29234,11284,26571,13328
2020-08-10 10:00,29248,11290,26604,13332
2020-08-10 11:00,29263,11291,26630,13337
2020-08-10 12:00,29269,11295,26653,13337
2020-08-10 13:00,29281,11296,26673,13338
2020-08-10 14:00,29290,11301,26689,13341
2020-08-10 15:00,29302,11301,26705,13341
2020-08-10 16:00,29336,11304,26748,13341
2020-08-10 17:00,29392,11308,26787,13344
2020-08-10 18:00,29460,11320,26847,13365
2020-08-10 19:00,29525,11329,26904,13374
2020-08-10 20:00,29578,11352,26946,13396
2020-08-10 21:00,29634,11365,26971,13409
2020-08-10 22:00,29664,11378,26990,13424
2020-08-10 23:00,29684,11396,26994,13434
2020-08-11 00:00,29688,11403,26997,13435
2020-08-11 01:00,29689,11411,26999,13438
2020-08-11 02:00,29689,11411,26999,13438
2020-08-11 03:00,29689,11412,27001,13438
2020-08-11 04:00,29690,11412,27001,13438
2020-08-11 05:00,29690,11412,27003,13438
2020-08-11 06:00,29691,11413,27004,13438
2020-08-11 07:00,29701,11416,27037,13441
2020-08-11 08:00,29720,11423,27088,13445
2020-08-11 09:00,29755,11430,27142,13458
2020-08-11 10:00,29785,11435,27180,13467
2020-08-11 11:00,29802,11437,27203,13476
2020-08-11 12:00,29820,11446,27227,13479
2020-08-11 13:00,29837,11447,27247,13480
2020-08-11 14:00,29850,11448,27267,13485
2020-08-11 15:00,29860,11451,27288,13487
2020-08-11 16:00,29905,11453,27317,13488
2020-08-11 17:00,29948,11457,27353,13491
2020-08-11 18:00,29948,11457,27353,13491
2020-08-11 19:00,30020,11463,27395,13497
2020-08-11 20:00,30069,11481,27438,13513
2020-08-11 21:00,30114,11505,27465,13534
2020-08-11 22:00,30150,11522,27473,13548
2020-08-11 23:00,30175,11526,27477,13551
2020-08-12 00:00,30179,11529,27482,13554
2020-08-12 01:00,30180,11531,27483,13556
2020-08-12 02:00,30182,11532,27483,13556
2020-08-12 03:00,30182,11533,27485,13556
2020-08-12 04:00,30182,11533,27485,13556
2020-08-12 05:00,30182,11534,27486,13556
2020-08-12 06:00,30184,11553,27491,13570
2020-08-12 07:00,30195,11557,27531,13574
2020-08-12 08:00,30228,11561,27582,13580
2020-08-12 09:00,30253,11564,27634,13586
2020-08-12 10:00,30284,11566,27679,13588
2020-08-12 11:00,30297,11570,27706,13596
2020-08-12 12:00,30309,11573,27719,13604
2020-08-12 13:00,30309,11573,27719,13604
2020-08-12 14:00,30309,11573,27719,13604
2020-08-12 15:00,30329,11574,27742,13605
2020-08-12 16:00,30367,11577,27771,13606
2020-08-12 17:00,30432,11581,27818,13611
2020-08-12 18:00,30492,11588,27884,13620
2020-08-12 19:00,30492,11588,27884,13620
2020-08-12 20:00,30556,11597,27935,13630
2020-08-12 21:00,30600,11608,27975,13647
2020-08-12 22:00,30651,11622,27992,13649
2020-08-12 23:00,30677,11634,28008,13659
2020-08-13 00:00,30689,11640,28010,13663
2020-08-13 01:00,30689,11640,28010,13663
2020-08-13 02:00,30689,11649,28012,13673
2020-08-13 03:00,30690,11649,28013,13674
2020-08-13 04:00,30690,11649,28013,13674
2020-08-13 05:00,30690,11649,28013,13674
2020-08-13 06:00,30691,11650,28016,13674
2020-08-13 07:00,30700,11655,28051,13678
2020-08-13 08:00,30716,11662,28110,13686
2020-08-13 09:00,30750,11667,28158,13693
2020-08-13 10:00,30774,11668,28200,13696
2020-08-13 11:00,30794,11671,28237,13703
2020-08-13 12:00,30806,11677,28269,13706
2020-08-13 13:00,30822,11678,28290,13707
2020-08-13 14:00,30836,11679,28301,13715
2020-08-13 15:00,30862,11679,28321,13715
2020-08-13 16:00,30893,11679,28346,13715
2020-08-13 17:00,30954,11683,28391,13717
2020-08-13 18:00,31019,11687,28442,13719
2020-08-13 19:00,31083,11699,28505,13726
2020-08-13 20:00,31145,11699,28549,13741
2020-08-13 21:00,31208,11718,28580,13763
2020-08-13 22:00,31255,11728,28599,13778
2020-08-13 23:00,31276,11738,28603,13789
2020-08-14 00:00,31280,11750,28609,13789
2020-08-14 01:00,31282,11751,28609,13791
2020-08-14 02:00,31283,11751,28609,13791
2020-08-14 03:00,31283,11751,28613,13791
2020-08-14 04:00,31283,11751,28613,13791
2020-08-14 05:00,31284,11751,28613,13791
2020-08-14 06:00,31284,11752,28614,13792
2020-08-14 07:00,31290,11756,28642,13793
2020-08-14 08:00,31308,11761,28684,13797
2020-08-14 09:00,31329,11762,28739,13801
2020-08-14 10:00,31347,11764,28771,13803
2020-08-14 11:00,31361,11766,28818,13803
2020-08-14 12:00,31381,11768,28840,13804
2020-08-14 13:00,31409,11769,28876,13806
2020-08-14 14:00,31432,11770,28889,13808
2020-08-14 15:00,31455,11772,28921,13816
2020-08-14 16:00,31486,11773,28975,13818
2020-08-14 17:00,31538,11776,29016,13823
2020-08-14 18:00,31606,11783,29053,13827
2020-08-14 19:00,31626,11784,29057,13830
2020-08-14 20:00,31639,11787,29060,13831
2020-08-14 21:00,31642,11787,29064,13832
2020-08-14 22:00,31645,11788,29065,13835
2020-08-14 23:00,31650,11789,29066,13835
2020-08-15 00:00,31654,11790,29067,13835
2020-08-15 01:00,31655,11791,29068,13837
2020-08-15 02:00,31655,11791,29068,13837
2020-08-15 03:00,31655,11791,29069,13837
2020-08-15 04:00,31655,11791,29070,13837
2020-08-15 05:00,31655,11792,29071,13837
2020-08-15 06:00,31655,11794,29071,13837
2020-08-15 07:00,31655,11794,29071,13837
2020-08-15 08:00,31655,11794,29072,13837
2020-08-15 09:00,31655,11795,29072,13838
2020-08-15 10:00,31661,11798,29080,13844
2020-08-15 11:00,31667,11803,29097,13853
2020-08-15 12:00,31672,11806,29115,13865
2020-08-15 13:00,31699,11816,29132,13870
2020-08-15 14:00,31712,11818,29152,13876
2020-08-15 15:00,31718,11825,29168,13876
2020-08-15 16:00,31733,11831,29185,13883
2020-08-15 17:00,31755,11836,29205,13890
2020-08-15 18:00,31786,11845,29243,13900
2020-08-15 19:00,31815,11853,29275,13910
2020-08-15 20:00,31854,11867,29294,13924
2020-08-15 21:00,31887,11875,29309,13930
2020-08-15 22:00,31907,11894,29319,13935
2020-08-15 23:00,31910,11908,29319,13941
2020-08-16 00:00,31912,11910,29320,13946
2020-08-16 01:00,31913,11918,29321,13958
2020-08-16 02:00,31918,11919,29321,13960
2020-08-16 03:00,31918,11919,29322,13963
2020-08-16 04:00,31918,11919,29322,13967
2020-08-16 05:00,31918,11921,29322,13967
2020-08-16 06:00,31918,11921,29322,13967
2020-08-16 07:00,31918,11921,29325,13967
2020-08-16 08:00,31918,11923,29331,13968
2020-08-16 09:00,31923,11929,29341,13973
2020-08-16 10:00,31930,11933,29374,13977
2020-08-16 12:00,31989,11940,29479,13985
2020-08-16 13:00,32033,11945,29540,13989
2020-08-16 14:00,32067,11947,29597,13994
2020-08-16 15:00,32106,11949,29651,13996
2020-08-16 16:00,32148,11953,29704,14005
2020-08-16 17:00,32190,11956,29764,14008
2020-08-16 18:00,32242,11960,29820,14015
2020-08-16 19:00,32320,11967,29866,14020
2020-08-16 20:00,32369,11970,29909,14031
2020-08-16 21:00,32440,11990,29942,14046
2020-08-16 22:00,32486,12015,29950,14071
2020-08-16 23:00,32496,12028,29952,14078
2020-08-17 00:00,32499,12028,29954,14080
2020-08-17 01:00,32500,12028,29954,14080
2020-08-17 02:00,32500,12031,29955,14084
2020-08-17 03:00,32500,12031,29956,14090
2020-08-17 04:00,32500,12031,29956,14090
2020-08-17 05:00,32500,12031,29957,14090
2020-08-17 06:00,32501,12031,29960,14090
2020-08-17 07:00,32507,12037,29992,14091
2020-08-17 08:00,32523,12041,30033,14099
2020-08-17 09:00,32550,12046,30079,14109
2020-08-17 10:00,32573,12056,30106,14115
2020-08-17 11:00,32583,12060,30133,14119
2020-08-17 12:00,32588,12061,30152,14126
2020-08-17 13:00,32604,12063,30169,14130
2020-08-17 14:00,32611,12064,30176,14131
2020-08-17 15:00,32632,12067,30189,14136
2020-08-17 16:00,32656,12072,30215,14140
2020-08-17 17:00,32708,12073,30264,14144
2020-08-17 18:00,32769,12077,30317,14150
2020-08-17 19:00,32829,12086,30360,14162
2020-08-17 20:00,32868,12098,30403,14172
2020-08-17 21:00,32915,12115,30425,14197
