time,cyklisté,chodci
Lidická B,,z centra,do centra
2020-07-27 14:00,197,497,27200,460
2020-07-27 15:00,197,497,27233,460
2020-07-27 16:00,197,497,27275,460
2020-07-27 17:00,197,497,27320,460
2020-07-27 18:00,197,497,27380,460
2020-07-27 19:00,197,497,27452,460
2020-07-27 20:00,197,497,27505,460
2020-07-27 21:00,197,497,27550,460
2020-07-27 22:00,197,497,27593,460
2020-07-27 23:00,197,497,27615,460
2020-07-28 00:00,197,497,27633,460
2020-07-28 01:00,197,497,27644,460
2020-07-28 02:00,197,497,27649,460
2020-07-28 03:00,197,497,27653,460
2020-07-28 04:00,197,497,27659,460
2020-07-28 05:00,197,497,27661,460
2020-07-28 06:00,197,497,27662,460
2020-07-28 07:00,197,497,27672,460
2020-07-28 08:00,197,497,27701,460
2020-07-28 09:00,197,497,27731,460
2020-07-28 10:00,197,497,27754,460
2020-07-28 11:00,197,497,27785,460
2020-07-28 12:00,197,497,27814,460
2020-07-28 13:00,197,497,27856,460
2020-07-28 14:00,197,497,27898,460
2020-07-28 15:00,197,497,27921,460
2020-07-28 16:00,197,497,27953,460
2020-07-28 17:00,197,497,27980,460
2020-07-28 18:00,197,497,28020,460
2020-07-28 19:00,197,497,28061,460
2020-07-28 20:00,197,497,28105,460
2020-07-28 21:00,197,497,28145,460
2020-07-28 22:00,197,497,28181,460
2020-07-28 23:00,197,497,28209,460
2020-07-29 00:00,197,497,28218,460
2020-07-29 01:00,197,497,28229,460
2020-07-29 02:00,197,497,28234,460
2020-07-29 03:00,197,497,28237,460
2020-07-29 04:00,197,497,28240,460
2020-07-29 05:00,197,497,28240,460
2020-07-29 06:00,197,497,28242,460
2020-07-29 07:00,197,497,28248,460
2020-07-29 08:00,197,497,28279,460
2020-07-29 09:00,197,497,28303,460
2020-07-29 10:00,197,497,28330,460
2020-07-29 11:00,197,497,28363,460
2020-07-29 12:00,197,497,28386,460
2020-07-29 13:00,197,497,28411,460
2020-07-29 14:00,197,497,28440,460
2020-07-29 15:00,197,497,28467,460
2020-07-29 16:00,197,497,28492,460
2020-07-29 17:00,197,497,28522,460
2020-07-29 18:00,197,497,28592,460
2020-07-29 19:00,197,497,28592,460
2020-07-29 20:00,197,497,28592,460
2020-07-29 21:00,197,497,28652,460
2020-07-29 22:00,197,497,28690,460
2020-07-29 23:00,197,497,28690,460
2020-07-30 00:00,197,497,28699,460
2020-07-30 01:00,197,497,28712,460
2020-07-30 02:00,197,497,28717,460
2020-07-30 03:00,197,497,28717,460
2020-07-30 04:00,197,497,28718,460
2020-07-30 05:00,197,497,28718,460
2020-07-30 06:00,197,497,28718,460
2020-07-30 07:00,197,497,28718,460
2020-07-30 08:00,197,497,28746,460
2020-07-30 09:00,197,497,28777,460
2020-07-30 10:00,197,497,28800,460
2020-07-30 11:00,197,497,28827,460
2020-07-30 12:00,197,497,28848,460
2020-07-30 13:00,197,497,28848,460
2020-07-30 15:00,197,497,28911,460
2020-07-30 16:00,197,497,28911,460
2020-07-30 17:00,197,497,28945,460
2020-07-30 18:00,197,497,28984,460
2020-07-30 19:00,197,497,29046,460
2020-07-30 20:00,197,497,29097,460
2020-07-30 21:00,197,497,29140,460
2020-07-30 22:00,197,497,29194,460
2020-07-30 23:00,197,497,29217,460
2020-07-31 00:00,197,497,29224,460
2020-07-31 01:00,197,497,29231,460
2020-07-31 02:00,197,497,29241,460
2020-07-31 03:00,197,497,29243,460
2020-07-31 04:00,197,497,29247,460
2020-07-31 05:00,197,497,29247,460
2020-07-31 06:00,197,497,29248,460
2020-07-31 07:00,197,497,29258,460
2020-07-31 08:00,197,497,29289,460
2020-07-31 09:00,197,497,29316,460
2020-07-31 10:00,197,497,29341,460
2020-07-31 11:00,197,497,29359,460
2020-07-31 12:00,197,497,29389,460
2020-07-31 13:00,197,497,29417,460
2020-07-31 14:00,197,497,29452,460
2020-07-31 15:00,197,497,29474,460
2020-07-31 16:00,197,497,29500,460
2020-07-31 17:00,197,497,29534,460
2020-07-31 18:00,197,497,29571,460
2020-07-31 19:00,197,497,29604,460
2020-07-31 20:00,197,497,29650,460
2020-07-31 21:00,197,497,29681,460
2020-07-31 22:00,197,497,29716,460
2020-07-31 23:00,197,497,29736,460
2020-08-01 00:00,197,497,29747,460
2020-08-01 01:00,197,497,29756,460
2020-08-01 02:00,197,497,29759,460
2020-08-01 03:00,197,497,29762,460
2020-08-01 04:00,197,497,29763,460
2020-08-01 05:00,197,497,29763,460
2020-08-01 06:00,197,497,29763,460
2020-08-01 07:00,197,497,29765,460
2020-08-01 08:00,197,497,29775,460
2020-08-01 09:00,197,497,29787,460
2020-08-01 10:00,197,497,29800,460
2020-08-01 11:00,197,497,29823,460
2020-08-01 12:00,197,497,29837,460
2020-08-01 13:00,197,497,29855,460
2020-08-01 14:00,197,497,29886,460
2020-08-01 15:00,197,497,29908,460
2020-08-01 16:00,197,497,29922,460
2020-08-01 17:00,197,497,29934,460
2020-08-01 18:00,197,497,29934,460
2020-08-01 19:00,197,497,29934,460
2020-08-01 20:00,197,497,29934,460
2020-08-01 21:00,197,497,29961,460
2020-08-01 22:00,197,497,29982,460
2020-08-01 23:00,197,497,30000,460
2020-08-02 00:00,197,497,30000,460
2020-08-02 01:00,197,497,30000,460
2020-08-02 02:00,197,497,30007,460
2020-08-02 03:00,197,497,30013,460
2020-08-02 04:00,197,497,30013,460
2020-08-02 05:00,197,497,30016,460
2020-08-02 06:00,197,497,30019,460
2020-08-02 07:00,197,497,30019,460
2020-08-02 08:00,197,497,30019,460
2020-08-02 09:00,197,497,30023,460
2020-08-02 10:00,197,497,30027,460
2020-08-02 11:00,197,497,30027,460
2020-08-02 12:00,197,497,30044,460
2020-08-02 13:00,197,497,30044,460
2020-08-02 14:00,197,497,30072,460
2020-08-02 15:00,197,497,30072,460
2020-08-02 16:00,197,497,30094,460
2020-08-02 17:00,197,497,30094,460
2020-08-02 18:00,197,497,30130,460
2020-08-02 19:00,197,497,30130,460
2020-08-02 20:00,197,497,30130,460
2020-08-02 21:00,197,497,30130,460
2020-08-02 22:00,197,497,30153,460
2020-08-02 23:00,197,497,30153,460
2020-08-03 00:00,197,497,30160,460
2020-08-03 01:00,197,497,30160,460
2020-08-03 02:00,197,497,30164,460
2020-08-03 03:00,197,497,30164,460
2020-08-03 04:00,197,497,30165,460
2020-08-03 05:00,197,497,30165,460
2020-08-03 06:00,197,497,30165,460
2020-08-03 07:00,197,497,30170,460
2020-08-03 08:00,197,497,30192,460
2020-08-03 09:00,197,497,30201,460
2020-08-03 10:00,197,497,30201,460
2020-08-03 11:00,197,497,30201,460
2020-08-03 12:00,197,497,30205,460
2020-08-03 13:00,197,497,30205,460
2020-08-03 14:00,197,497,30211,460
2020-08-03 15:00,197,497,30211,460
2020-08-03 16:00,197,497,30216,460
2020-08-03 17:00,197,497,30230,460
2020-08-03 18:00,197,497,30230,460
2020-08-03 19:00,197,497,30230,460
2020-08-03 20:00,197,497,30230,460
2020-08-03 21:00,197,497,30240,460
2020-08-03 22:00,197,497,30247,460
2020-08-03 23:00,197,497,30254,460
2020-08-04 00:00,197,497,30254,460
2020-08-04 01:00,197,497,30258,460
2020-08-04 02:00,197,497,30258,460
2020-08-04 03:00,197,497,30258,460
2020-08-04 04:00,197,497,30258,460
2020-08-04 05:00,197,497,30258,460
2020-08-04 06:00,197,497,30258,460
2020-08-04 07:00,197,497,30258,460
2020-08-04 08:00,197,497,30258,460
2020-08-04 09:00,197,497,30258,460
2020-08-04 10:00,197,497,30261,460
2020-08-04 11:00,197,497,30261,460
2020-08-04 12:00,197,497,30261,460
2020-08-04 13:00,197,497,30261,460
2020-08-04 14:00,197,497,30270,460
2020-08-04 15:00,197,497,30285,460
2020-08-04 16:00,197,497,30296,460
2020-08-04 17:00,197,497,30296,460
2020-08-04 18:00,197,497,30296,460
2020-08-04 19:00,197,497,30320,460
2020-08-04 20:00,197,497,30320,460
2020-08-04 21:00,197,497,30320,460
2020-08-04 22:00,197,497,30332,460
2020-08-04 23:00,197,497,30340,460
2020-08-05 00:00,197,497,30340,460
2020-08-05 01:00,197,497,30340,460
2020-08-05 02:00,197,497,30340,460
2020-08-05 03:00,197,497,30341,460
2020-08-05 04:00,197,497,30341,460
2020-08-05 05:00,197,497,30341,460
2020-08-05 06:00,197,497,30341,460
2020-08-05 07:00,197,497,30341,460
2020-08-05 08:00,197,497,30341,460
2020-08-05 09:00,197,497,30353,460
2020-08-05 10:00,197,497,30353,460
2020-08-05 11:00,197,497,30377,460
2020-08-05 12:00,197,497,30390,460
2020-08-05 13:00,197,497,30415,460
2020-08-05 14:00,197,497,30435,460
2020-08-05 15:00,197,497,30450,460
2020-08-05 16:00,197,497,30490,460
2020-08-05 17:00,197,497,30527,460
2020-08-05 18:00,197,497,30561,460
2020-08-05 19:00,197,497,30618,460
2020-08-05 20:00,197,497,30672,460
2020-08-05 21:00,197,497,30712,460
2020-08-05 22:00,197,497,30742,460
2020-08-05 23:00,197,497,30759,460
2020-08-06 00:00,197,497,30765,460
2020-08-06 01:00,197,497,30775,460
2020-08-06 02:00,197,497,30777,460
2020-08-06 03:00,197,497,30781,460
2020-08-06 04:00,197,497,30781,460
2020-08-06 05:00,197,497,30782,460
2020-08-06 06:00,197,497,30783,460
2020-08-06 07:00,197,497,30791,460
2020-08-06 08:00,197,497,30817,460
2020-08-06 09:00,197,497,30839,460
2020-08-06 10:00,197,497,30852,460
2020-08-06 11:00,197,497,30876,460
2020-08-06 12:00,197,497,30896,460
2020-08-06 13:00,197,497,30922,460
2020-08-06 14:00,197,497,30951,460
2020-08-06 15:00,197,497,30984,460
2020-08-06 16:00,197,497,31024,460
2020-08-06 17:00,197,497,31070,460
2020-08-06 18:00,197,497,31109,460
2020-08-06 19:00,197,497,31175,460
2020-08-06 20:00,197,497,31223,460
2020-08-06 21:00,197,497,31264,460
2020-08-06 22:00,197,497,31302,460
2020-08-06 23:00,197,497,31319,460
2020-08-07 00:00,197,497,31334,460
2020-08-07 01:00,197,497,31339,460
2020-08-07 02:00,197,497,31343,460
2020-08-07 03:00,197,497,31345,460
2020-08-07 04:00,197,497,31346,460
2020-08-07 05:00,197,497,31349,460
2020-08-07 06:00,197,497,31351,460
2020-08-07 07:00,197,497,31360,460
2020-08-07 08:00,197,497,31386,460
2020-08-07 09:00,197,497,31405,460
2020-08-07 10:00,197,497,31431,460
2020-08-07 11:00,197,497,31456,460
2020-08-07 12:00,197,497,31485,460
2020-08-07 13:00,197,497,31520,460
2020-08-07 14:00,197,497,31562,460
2020-08-07 15:00,197,497,31584,460
2020-08-07 16:00,197,497,31624,460
2020-08-07 17:00,197,497,31662,460
2020-08-07 18:00,197,497,31706,460
2020-08-07 19:00,197,497,31726,460
2020-08-07 20:00,197,497,31782,460
2020-08-07 21:00,197,497,31810,460
2020-08-07 22:00,197,497,31832,460
2020-08-07 23:00,197,497,31841,460
2020-08-08 00:00,197,497,31854,460
2020-08-08 01:00,197,497,31861,460
2020-08-08 02:00,197,497,31872,460
2020-08-08 03:00,197,497,31886,460
2020-08-08 04:00,197,497,31887,460
2020-08-08 05:00,197,497,31887,460
2020-08-08 06:00,197,497,31888,460
2020-08-08 07:00,197,497,31890,460
2020-08-08 08:00,197,497,31907,460
2020-08-08 09:00,197,497,31913,460
2020-08-08 10:00,197,497,31921,460
2020-08-08 11:00,197,497,31938,460
2020-08-08 12:00,197,497,31950,460
2020-08-08 13:00,197,497,31972,460
2020-08-08 14:00,197,497,31991,460
2020-08-08 15:00,197,497,32013,460
2020-08-08 16:00,197,497,32024,460
2020-08-08 17:00,197,497,32035,460
2020-08-08 18:00,197,497,32044,460
2020-08-08 19:00,197,497,32053,460
2020-08-08 20:00,197,497,32069,460
2020-08-08 21:00,197,497,32091,460
2020-08-08 22:00,197,497,32114,460
2020-08-08 23:00,197,497,32125,460
2020-08-09 00:00,197,497,32128,460
2020-08-09 01:00,197,497,32136,460
2020-08-09 02:00,197,497,32140,460
2020-08-09 03:00,197,497,32145,460
2020-08-09 04:00,197,497,32154,460
2020-08-09 05:00,197,497,32154,460
2020-08-09 06:00,197,497,32154,460
2020-08-09 07:00,197,497,32155,460
2020-08-09 08:00,197,497,32159,460
2020-08-09 09:00,197,497,32163,460
2020-08-09 10:00,197,497,32173,460
2020-08-09 11:00,197,497,32182,460
2020-08-09 12:00,197,497,32203,460
2020-08-09 13:00,197,497,32215,460
2020-08-09 14:00,197,497,32222,460
2020-08-09 15:00,197,497,32236,460
2020-08-09 16:00,197,497,32251,460
2020-08-09 17:00,197,497,32260,460
2020-08-09 18:00,197,497,32273,460
2020-08-09 19:00,197,497,32300,460
2020-08-09 20:00,197,497,32325,460
2020-08-09 21:00,197,497,32364,460
2020-08-09 22:00,197,497,32385,460
2020-08-09 23:00,197,497,32396,460
2020-08-10 00:00,197,497,32405,460
2020-08-10 01:00,197,497,32407,460
2020-08-10 02:00,197,497,32409,460
2020-08-10 03:00,197,497,32409,460
2020-08-10 04:00,197,497,32409,460
2020-08-10 06:00,197,497,32412,460
2020-08-10 07:00,197,497,32420,460
2020-08-10 08:00,197,497,32453,460
2020-08-10 09:00,197,497,32479,460
2020-08-10 10:00,197,497,32507,460
2020-08-10 11:00,197,497,32528,460
2020-08-10 12:00,197,497,32558,460
2020-08-10 13:00,197,497,32591,460
2020-08-10 14:00,197,497,32614,460
2020-08-10 15:00,197,497,32644,460
2020-08-10 16:00,197,497,32671,460
2020-08-10 17:00,197,497,32709,460
2020-08-10 18:00,197,497,32773,460
2020-08-10 19:00,197,497,32845,460
2020-08-10 20:00,197,497,32889,460
2020-08-10 21:00,197,497,32927,460
2020-08-10 22:00,197,497,32959,460
2020-08-10 23:00,197,497,32983,460
2020-08-11 00:00,197,497,32994,460
2020-08-11 01:00,197,497,33002,460
2020-08-11 02:00,197,497,33005,460
2020-08-11 03:00,197,497,33007,460
2020-08-11 04:00,197,497,33009,460
2020-08-11 05:00,197,497,33009,460
2020-08-11 06:00,197,497,33010,460
2020-08-11 07:00,197,497,33019,460
2020-08-11 08:00,197,497,33058,460
2020-08-11 09:00,197,497,33083,460
2020-08-11 10:00,197,497,33107,460
2020-08-11 11:00,197,497,33138,460
2020-08-11 12:00,197,497,33157,460
2020-08-11 13:00,197,497,33194,460
2020-08-11 14:00,197,497,33225,460
2020-08-11 15:00,197,497,33255,460
2020-08-11 16:00,197,497,33283,460
2020-08-11 17:00,197,497,33321,460
2020-08-11 18:00,197,497,33377,460
2020-08-11 19:00,197,497,33441,460
2020-08-11 20:00,197,497,33485,460
2020-08-11 21:00,197,497,33485,460
2020-08-11 22:00,197,497,33525,460
2020-08-11 23:00,197,497,33543,460
2020-08-12 00:00,197,497,33560,460
2020-08-12 01:00,197,497,33570,460
2020-08-12 02:00,197,497,33574,460
2020-08-12 03:00,197,497,33576,460
2020-08-12 04:00,197,497,33576,460
2020-08-12 05:00,197,497,33576,460
2020-08-12 06:00,197,497,33576,460
2020-08-12 07:00,197,497,33586,460
2020-08-12 08:00,197,497,33626,460
2020-08-12 09:00,197,497,33662,460
2020-08-12 10:00,197,497,33688,460
2020-08-12 11:00,197,497,33716,460
2020-08-12 12:00,197,497,33740,460
2020-08-12 13:00,197,497,33740,460
2020-08-12 14:00,197,497,33740,460
2020-08-12 15:00,197,497,33769,460
2020-08-12 16:00,197,497,33789,460
2020-08-12 17:00,197,497,33819,460
2020-08-12 18:00,197,497,33857,460
2020-08-12 19:00,197,497,33917,460
2020-08-12 20:00,197,497,33964,460
2020-08-12 21:00,197,497,34002,460
2020-08-12 22:00,197,497,34055,460
2020-08-12 23:00,197,497,34073,460
2020-08-13 00:00,197,497,34086,460
2020-08-13 01:00,197,497,34099,460
2020-08-13 02:00,197,497,34106,460
2020-08-13 03:00,197,497,34108,460
2020-08-13 04:00,197,497,34109,460
2020-08-13 05:00,197,497,34111,460
2020-08-13 06:00,197,497,34111,460
2020-08-13 07:00,197,497,34122,460
2020-08-13 08:00,197,497,34157,460
2020-08-13 09:00,197,497,34179,460
2020-08-13 10:00,197,497,34207,460
2020-08-13 11:00,197,497,34241,460
2020-08-13 12:00,197,497,34263,460
2020-08-13 13:00,197,497,34291,460
2020-08-13 14:00,197,497,34321,460
2020-08-13 15:00,197,497,34347,460
2020-08-13 16:00,197,497,34375,460
2020-08-13 17:00,197,497,34414,460
2020-08-13 18:00,197,497,34459,460
2020-08-13 19:00,197,497,34510,460
2020-08-13 20:00,197,497,34560,460
2020-08-13 21:00,197,497,34603,460
2020-08-13 22:00,197,497,34636,460
2020-08-13 23:00,197,497,34653,460
2020-08-14 00:00,197,497,34671,460
2020-08-14 01:00,197,497,34682,460
2020-08-14 02:00,197,497,34686,460
2020-08-14 03:00,197,497,34690,460
2020-08-14 04:00,197,497,34692,460
2020-08-14 05:00,197,497,34692,460
2020-08-14 06:00,197,497,34694,460
2020-08-14 07:00,197,497,34699,460
2020-08-14 08:00,197,497,34727,460
2020-08-14 09:00,197,497,34750,460
2020-08-14 10:00,197,497,34779,460
2020-08-14 11:00,197,497,34810,460
2020-08-14 12:00,197,497,34833,460
2020-08-14 13:00,197,497,34864,460
2020-08-14 14:00,197,497,34892,460
2020-08-14 15:00,197,497,34926,460
2020-08-14 16:00,197,497,34972,460
2020-08-14 17:00,197,497,35016,460
2020-08-14 18:00,197,497,35071,460
2020-08-14 19:00,197,497,35098,460
2020-08-14 20:00,197,497,35119,460
2020-08-14 21:00,197,497,35126,460
2020-08-14 22:00,197,497,35129,460
2020-08-14 23:00,197,497,35132,460
2020-08-15 00:00,197,497,35135,460
2020-08-15 01:00,197,497,35136,460
2020-08-15 02:00,197,497,35152,460
2020-08-15 03:00,197,497,35153,460
2020-08-15 04:00,197,497,35154,460
2020-08-15 05:00,197,497,35158,460
2020-08-15 06:00,197,497,35158,460
2020-08-15 07:00,197,497,35159,460
2020-08-15 08:00,197,497,35166,460
2020-08-15 09:00,197,497,35168,460
2020-08-15 10:00,197,497,35173,460
2020-08-15 11:00,197,497,35174,460
2020-08-15 12:00,197,497,35190,460
2020-08-15 13:00,197,497,35207,460
2020-08-15 14:00,197,497,35221,460
2020-08-15 15:00,197,497,35242,460
2020-08-15 16:00,197,497,35260,460
2020-08-15 17:00,197,497,35275,460
2020-08-15 18:00,197,497,35285,460
2020-08-15 19:00,197,497,35301,460
2020-08-15 20:00,197,497,35333,460
2020-08-15 21:00,197,497,35361,460
2020-08-15 22:00,197,497,35448,460
2020-08-15 23:00,197,497,35454,460
2020-08-16 00:00,197,497,35461,460
2020-08-16 01:00,197,497,35464,460
2020-08-16 02:00,197,497,35469,460
2020-08-16 03:00,197,497,35472,460
2020-08-16 04:00,197,497,35475,460
2020-08-16 05:00,197,497,35476,460
2020-08-16 06:00,197,497,35478,460
2020-08-16 07:00,197,497,35480,460
2020-08-16 08:00,197,497,35485,460
2020-08-16 09:00,197,497,35490,460
2020-08-16 10:00,197,497,35494,460
2020-08-16 12:00,197,497,35512,460
2020-08-16 13:00,197,497,35530,460
2020-08-16 14:00,197,497,35552,460
2020-08-16 15:00,197,497,35565,460
2020-08-16 16:00,197,497,35577,460
2020-08-16 17:00,197,497,35583,460
2020-08-16 18:00,197,497,35602,460
2020-08-16 19:00,197,497,35622,460
2020-08-16 20:00,197,497,35622,460
2020-08-16 21:00,197,497,35658,460
2020-08-16 22:00,197,497,35681,460
2020-08-16 23:00,197,497,35687,460
2020-08-17 00:00,197,497,35695,460
2020-08-17 01:00,197,497,35699,460
2020-08-17 02:00,197,497,35699,460
2020-08-17 03:00,197,497,35699,460
2020-08-17 04:00,197,497,35701,460
2020-08-17 05:00,197,497,35701,460
2020-08-17 06:00,197,497,35701,460
2020-08-17 07:00,197,497,35708,460
2020-08-17 08:00,197,497,35741,460
2020-08-17 09:00,197,497,35761,460
2020-08-17 10:00,197,497,35783,460
2020-08-17 11:00,197,497,35804,460
2020-08-17 12:00,197,497,35825,460
2020-08-17 13:00,197,497,35856,460
2020-08-17 14:00,197,497,35876,460
2020-08-17 15:00,197,497,35903,460
2020-08-17 16:00,197,497,35944,460
2020-08-17 17:00,197,497,35978,460
2020-08-17 18:00,197,497,36026,460
2020-08-17 19:00,197,497,36078,460
2020-08-17 20:00,197,497,36130,460
2020-08-17 21:00,197,497,36162,460
2020-08-17 22:00,197,497,36185,460
2020-08-17 23:00,197,497,36197,460
2020-08-18 00:00,197,497,36203,460
2020-08-18 01:00,197,497,36205,460
2020-08-18 02:00,197,497,36208,460
2020-08-18 03:00,197,497,36208,460
2020-08-18 04:00,197,497,36210,460
2020-08-18 05:00,197,497,36211,460
2020-08-18 06:00,197,497,36211,460
2020-08-18 07:00,197,497,36219,460
2020-08-18 08:00,197,497,36251,460
2020-08-18 09:00,197,497,36260,460
2020-08-18 10:00,197,497,36266,460
2020-08-18 11:00,197,497,36273,460
2020-08-18 12:00,197,497,36275,460
2020-08-18 13:00,197,497,36278,460
2020-08-18 14:00,197,497,36282,460
2020-08-18 15:00,197,497,36290,460
2020-08-18 16:00,197,497,36314,460
2020-08-18 17:00,197,497,36334,460
2020-08-18 18:00,197,497,36364,460
2020-08-18 19:00,197,497,36403,460
2020-08-18 20:00,197,497,36431,460
2020-08-18 21:00,197,497,36454,460
2020-08-18 22:00,197,497,36470,460
2020-08-18 23:00,197,497,36483,460
2020-08-19 00:00,197,497,36491,460
2020-08-19 01:00,197,497,36499,460
2020-08-19 02:00,197,497,36502,460
2020-08-19 03:00,197,497,36503,460
2020-08-19 04:00,197,497,36505,460
2020-08-19 05:00,197,497,36513,460
2020-08-19 06:00,197,497,36514,460
2020-08-19 07:00,197,497,36521,460
2020-08-19 08:00,197,497,36546,460
2020-08-19 09:00,197,497,36574,460
2020-08-19 10:00,197,497,36597,460
2020-08-19 11:00,197,497,36621,460
2020-08-19 12:00,197,497,36650,460
2020-08-19 13:00,197,497,36671,460
2020-08-19 14:00,197,497,36712,460
2020-08-19 15:00,197,497,36752,460
2020-08-19 16:00,197,497,36790,460
2020-08-19 17:00,197,497,36831,460
2020-08-19 18:00,197,497,36888,460
2020-08-19 19:00,197,497,36978,460
2020-08-19 20:00,197,497,37043,460
2020-08-19 21:00,197,497,37097,460
2020-08-19 22:00,197,497,37140,460
2020-08-19 23:00,197,497,37162,460
2020-08-20 00:00,197,497,37171,460
2020-08-20 01:00,197,497,37182,460
2020-08-20 02:00,197,497,37186,460
2020-08-20 03:00,197,497,37189,460
2020-08-20 04:00,197,497,37189,460
2020-08-20 05:00,197,497,37189,460
2020-08-20 06:00,197,497,37190,460
2020-08-20 07:00,197,497,37198,460
2020-08-20 08:00,197,497,37198,460
2020-08-20 09:00,197,497,37198,460
2020-08-20 10:00,197,497,37198,460
2020-08-20 11:00,197,497,37198,460
2020-08-20 12:00,197,497,37198,460
2020-08-20 13:00,197,497,37198,460
2020-08-20 14:00,197,497,37198,460
2020-08-20 15:00,197,497,37198,460
2020-08-20 16:00,197,497,37198,460
2020-08-20 17:00,197,497,37235,460
2020-08-20 18:00,197,497,37266,460
2020-08-20 19:00,197,497,37321,460
2020-08-20 20:00,197,497,37365,460
2020-08-20 21:00,197,497,37403,460
2020-08-20 22:00,197,497,37426,460
2020-08-20 23:00,197,497,37441,460
2020-08-21 00:00,197,497,37458,460
2020-08-21 01:00,197,497,37480,460
2020-08-21 02:00,197,497,37484,460
2020-08-21 03:00,197,497,37487,460
2020-08-21 04:00,197,497,37493,460
2020-08-21 05:00,197,497,37493,460
2020-08-21 06:00,197,497,37493,460
2020-08-21 07:00,197,497,37500,460
2020-08-21 08:00,197,497,37529,460
2020-08-21 09:00,197,497,37552,460
2020-08-21 11:00,197,497,37606,460
2020-08-21 12:00,197,497,37630,460
2020-08-21 13:00,197,497,37666,460
2020-08-21 14:00,197,497,37699,460
2020-08-21 15:00,197,497,37727,460
2020-08-21 16:00,197,497,37745,460
2020-08-21 17:00,197,497,37781,460
2020-08-21 18:00,197,497,37804,460
2020-08-21 19:00,197,497,37844,460
2020-08-21 20:00,197,497,37875,460
2020-08-21 21:00,197,497,37915,460
2020-08-21 22:00,197,497,37933,460
2020-08-21 23:00,197,497,37946,460
2020-08-22 00:00,197,497,37958,460
2020-08-22 01:00,197,497,37969,460
2020-08-22 02:00,197,497,37971,460
2020-08-22 03:00,197,497,37975,460
2020-08-22 04:00,197,497,37977,460
2020-08-22 05:00,197,497,37980,460
2020-08-22 06:00,197,497,37982,460
2020-08-22 07:00,197,497,37983,460
2020-08-22 08:00,197,497,37993,460
2020-08-22 09:00,197,497,37999,460
2020-08-22 10:00,197,497,38004,460
2020-08-22 11:00,197,497,38009,460
2020-08-22 12:00,197,497,38026,460
2020-08-22 13:00,197,497,38046,460
2020-08-22 14:00,197,497,38064,460
2020-08-22 15:00,197,497,38079,460
2020-08-22 16:00,197,497,38091,460
2020-08-22 17:00,197,497,38103,460
2020-08-22 18:00,197,497,38128,460
2020-08-22 19:00,197,497,38145,460
2020-08-22 20:00,197,497,38167,460
2020-08-22 21:00,197,497,38182,460
2020-08-22 22:00,197,497,38189,460
2020-08-22 23:00,197,497,38194,460
2020-08-23 00:00,197,497,38207,460
2020-08-23 01:00,197,497,38212,460
2020-08-23 02:00,197,497,38217,460
2020-08-23 03:00,197,497,38220,460
2020-08-23 04:00,197,497,38222,460
2020-08-23 05:00,197,497,38223,460
2020-08-23 06:00,197,497,38223,460
2020-08-23 07:00,197,497,38225,460
2020-08-23 08:00,197,497,38230,460
2020-08-23 09:00,197,497,38310,460
2020-08-23 10:00,197,497,38315,460
2020-08-23 11:00,197,497,38322,460
2020-08-23 12:00,197,497,38348,460
2020-08-23 13:00,197,497,38366,460
2020-08-23 14:00,197,497,38388,460
2020-08-23 15:00,197,497,38412,460
2020-08-23 16:00,197,497,38437,460
2020-08-23 17:00,197,497,38445,460
2020-08-23 18:00,197,497,38479,460
2020-08-23 19:00,197,497,38499,460
2020-08-23 20:00,197,497,38533,460
2020-08-23 21:00,197,497,38563,460
2020-08-23 22:00,197,497,38591,460
2020-08-23 23:00,197,497,38602,460
2020-08-24 00:00,197,497,38618,460
2020-08-24 01:00,197,497,38619,460
2020-08-24 02:00,197,497,38620,460
2020-08-24 03:00,197,497,38622,460
2020-08-24 04:00,197,497,38622,460
2020-08-24 06:00,197,497,38624,460
2020-08-24 07:00,197,497,38629,460
2020-08-24 08:00,197,497,38660,460
2020-08-24 09:00,197,497,38685,460
2020-08-24 10:00,197,497,38721,460
2020-08-24 11:00,197,497,38745,460
2020-08-24 12:00,197,497,38762,460
2020-08-24 13:00,197,497,38801,460
2020-08-24 14:00,197,497,38848,460
2020-08-24 15:00,197,497,38879,460
2020-08-24 16:00,197,497,38914,460
2020-08-24 17:00,197,497,38971,460
2020-08-24 18:00,197,497,39042,460
2020-08-24 19:00,197,497,39122,460
2020-08-24 20:00,197,497,39182,460
2020-08-24 21:00,197,497,39229,460
2020-08-24 22:00,197,497,39254,460
2020-08-24 23:00,197,497,39272,460
2020-08-25 00:00,197,497,39283,460
2020-08-25 01:00,197,497,39291,460
2020-08-25 02:00,197,497,39295,460
2020-08-25 03:00,197,497,39298,460
2020-08-25 04:00,197,497,39299,460
2020-08-25 05:00,197,497,39299,460
2020-08-25 06:00,197,497,39301,460
2020-08-25 08:00,197,497,39345,460
2020-08-25 09:00,197,497,39366,460
2020-08-25 10:00,197,497,39391,460
2020-08-25 11:00,197,497,39418,460
2020-08-25 12:00,197,497,39454,460
2020-08-25 13:00,197,497,39473,460
2020-08-25 14:00,197,497,39473,460
2020-08-25 15:00,197,497,39496,460
2020-08-25 16:00,197,497,39519,460
2020-08-25 17:00,197,497,39580,460
2020-08-25 18:00,197,497,39642,460
2020-08-25 19:00,197,497,39709,460
2020-08-25 20:00,197,497,39779,460
2020-08-25 21:00,197,497,39838,460
