time,cyklisté,chodci
Jundrov,,Libušino Údolí,Jundrov
2020-05-29 17:00,3068,2954,1614,2146
2020-05-29 18:00,3068,2954,1614,2146
2020-05-29 19:00,3068,2954,1614,2146
2020-05-29 20:00,3068,2954,1614,2146
2020-05-29 21:00,3068,2954,1614,2146
2020-05-29 22:00,3068,2954,1614,2146
2020-05-29 23:00,3068,2954,1614,2146
2020-05-30 00:00,3068,2954,1614,2146
2020-05-30 01:00,3068,2954,1614,2146
2020-05-30 02:00,3068,2954,1614,2146
2020-05-30 03:00,3068,2954,1614,2146
2020-05-30 04:00,3068,2954,1614,2146
2020-05-30 05:00,3068,2954,1614,2146
2020-05-30 06:00,3068,2954,1614,2146
2020-05-30 07:00,3068,2954,1614,2146
2020-05-30 08:00,3068,2954,1614,2146
2020-05-30 09:00,3068,2954,1614,2146
2020-05-30 10:00,3068,2954,1614,2146
2020-05-30 11:00,3068,2954,1614,2146
2020-05-30 12:00,3068,2954,1614,2146
2020-05-30 13:00,3068,2954,1614,2146
2020-05-30 14:00,3068,2954,1614,2146
2020-05-30 15:00,3068,2954,1614,2146
2020-05-30 16:00,3068,2954,1614,2146
2020-05-30 17:00,3068,2954,1614,2146
2020-05-30 18:00,3068,2954,1614,2146
2020-05-30 19:00,3068,2954,1614,2146
2020-05-30 20:00,3068,2954,1614,2146
2020-05-30 21:00,3068,2954,1614,2146
2020-05-30 22:00,3068,2954,1614,2146
2020-05-30 23:00,3068,2954,1614,2146
2020-05-31 00:00,3068,2954,1614,2146
2020-05-31 01:00,3068,2954,1614,2146
2020-05-31 02:00,3068,2954,1614,2146
2020-05-31 03:00,3068,2954,1614,2146
2020-05-31 05:00,3068,2954,1614,2146
2020-05-31 06:00,3068,2954,1614,2146
2020-05-31 07:00,3068,2954,1614,2146
2020-05-31 08:00,3068,2954,1614,2146
2020-05-31 09:00,3068,2954,1614,2146
2020-05-31 10:00,3068,2954,1614,2146
2020-05-31 11:00,3068,2954,1614,2146
2020-05-31 12:00,3068,2954,1614,2146
2020-05-31 13:00,3068,2954,1614,2146
2020-05-31 14:00,3068,2954,1614,2146
2020-05-31 15:00,3068,2954,1614,2146
2020-05-31 16:00,3068,2954,1614,2146
2020-05-31 17:00,3068,2954,1614,2146
2020-05-31 18:00,3068,2954,1614,2146
2020-05-31 19:00,3068,2954,1614,2146
2020-05-31 20:00,3068,2954,1614,2146
2020-05-31 21:00,3068,2954,1614,2146
2020-05-31 22:00,3068,2954,1614,2146
2020-05-31 23:00,3068,2954,1614,2146
2020-06-01 00:00,3068,2954,1614,2146
2020-06-01 01:00,3068,2954,1614,2146
2020-06-01 02:00,3068,2954,1614,2146
2020-06-01 03:00,3068,2954,1614,2146
2020-06-01 04:00,3068,2954,1614,2146
2020-06-01 05:00,3068,2954,1614,2146
2020-06-01 06:00,3068,2954,1614,2146
2020-06-01 07:00,3068,2954,1614,2146
2020-06-01 08:00,3068,2954,1614,2146
2020-06-01 09:00,3068,2954,1614,2146
2020-06-01 10:00,3068,2954,1614,2146
2020-06-01 11:00,3068,2954,1614,2146
2020-06-01 12:00,3068,2954,1614,2146
2020-06-01 13:00,3068,2954,1614,2146
2020-06-01 14:00,3068,2954,1614,2146
2020-06-01 15:00,3068,2954,1614,2146
2020-06-01 16:00,3068,2954,1614,2146
2020-06-01 17:00,3068,2954,1614,2146
2020-06-01 18:00,3068,2954,1614,2146
2020-06-01 19:00,3068,2954,1614,2146
2020-06-01 20:00,3068,2954,1614,2146
2020-06-01 21:00,3068,2954,1614,2146
2020-06-01 22:00,3068,2954,1614,2146
2020-06-01 23:00,3068,2954,1614,2146
2020-06-02 00:00,3068,2954,1614,2146
2020-06-02 01:00,3068,2954,1614,2146
2020-06-02 02:00,3068,2954,1614,2146
2020-06-02 03:00,3068,2954,1614,2146
2020-06-02 04:00,3068,2954,1614,2146
2020-06-02 05:00,3068,2954,1614,2146
2020-06-02 06:00,3068,2954,1614,2146
2020-06-02 07:00,3068,2954,1614,2146
2020-06-02 08:00,3068,2954,1614,2146
2020-06-02 09:00,3068,2954,1614,2146
2020-06-02 10:00,3068,2954,1614,2146
2020-06-02 11:00,3068,2954,1614,2146
2020-06-02 12:00,3068,2954,1614,2146
2020-06-02 13:00,3068,2954,1614,2146
2020-06-02 14:00,3068,2954,1614,2146
2020-06-02 15:00,3068,2954,1614,2146
2020-06-02 16:00,3068,2954,1614,2146
2020-06-02 17:00,3068,2954,1614,2146
2020-06-02 18:00,3068,2954,1614,2146
2020-06-02 19:00,3068,2954,1614,2146
2020-06-02 20:00,3068,2954,1614,2146
2020-06-02 21:00,3068,2954,1614,2146
2020-06-02 22:00,3068,2954,1614,2146
2020-06-02 23:00,3068,2954,1614,2146
2020-06-03 00:00,3068,2954,1614,2146
2020-06-03 01:00,3068,2954,1614,2146
2020-06-03 02:00,3068,2954,1614,2146
2020-06-03 03:00,3068,2954,1614,2146
2020-06-03 04:00,3068,2954,1614,2146
2020-06-03 05:00,3068,2954,1614,2146
2020-06-03 06:00,3068,2954,1614,2146
2020-06-03 07:00,3068,2954,1614,2146
2020-06-03 08:00,3068,2954,1614,2146
2020-06-03 09:00,3068,2954,1614,2146
2020-06-03 10:00,3068,2954,1614,2146
2020-06-03 11:00,3068,2954,1614,2146
2020-06-03 12:00,3068,2954,1614,2146
2020-06-03 13:00,3079,2954,1624,2147
2020-06-03 14:00,3079,2954,1624,2147
2020-06-03 15:00,3079,2954,1624,2147
2020-06-03 16:00,3079,2954,1624,2147
2020-06-03 17:00,3079,2954,1624,2147
2020-06-03 18:00,3079,2954,1624,2147
2020-06-03 19:00,3079,2954,1624,2147
2020-06-03 20:00,3079,2954,1624,2147
2020-06-03 21:00,3079,2954,1624,2147
2020-06-03 22:00,3079,2954,1624,2147
2020-06-03 23:00,3079,2954,1624,2147
2020-06-04 00:00,3079,2954,1624,2147
2020-06-04 01:00,3079,2954,1624,2147
2020-06-04 02:00,3079,2954,1624,2147
2020-06-04 03:00,3079,2954,1624,2147
2020-06-04 04:00,3079,2954,1624,2147
2020-06-04 05:00,3079,2954,1624,2147
2020-06-04 06:00,3079,2954,1624,2147
2020-06-04 07:00,3079,2954,1624,2147
2020-06-04 08:00,3090,2954,1634,2148
2020-06-04 09:00,3090,2954,1634,2148
2020-06-04 10:00,3090,2954,1634,2148
2020-06-04 11:00,3090,2954,1634,2148
2020-06-04 12:00,3090,2954,1634,2148
2020-06-04 13:00,3130,2961,1676,2159
2020-06-04 14:00,3173,2965,1704,2163
2020-06-04 15:00,3232,2969,1746,2165
2020-06-04 16:00,3232,2969,1746,2165
2020-06-04 17:00,3232,2969,1746,2165
2020-06-04 18:00,3232,2969,1746,2165
2020-06-04 19:00,3232,2969,1746,2165
2020-06-04 20:00,3232,2969,1746,2165
2020-06-04 21:00,3232,2969,1746,2165
2020-06-04 22:00,3259,2970,1758,2166
2020-06-04 23:00,3276,2973,1768,2171
2020-06-05 00:00,3280,2977,1776,2174
2020-06-05 01:00,3282,2977,1777,2174
2020-06-05 02:00,3283,2977,1777,2174
2020-06-05 03:00,3284,2977,1777,2174
2020-06-05 04:00,3284,2977,1777,2174
2020-06-05 05:00,3284,2979,1777,2174
2020-06-05 06:00,3285,2979,1778,2175
2020-06-05 07:00,3288,2980,1788,2175
2020-06-05 08:00,3296,2980,1820,2181
2020-06-05 09:00,3302,2984,1833,2186
2020-06-05 10:00,3307,2985,1841,2186
2020-06-05 11:00,3315,2985,1851,2186
2020-06-05 12:00,3315,2988,1852,2186
2020-06-05 13:00,3317,2989,1856,2186
2020-06-05 14:00,3320,2990,1861,2190
2020-06-05 15:00,3327,2995,1872,2192
2020-06-05 16:00,3344,2997,1884,2196
2020-06-05 17:00,3344,2997,1884,2196
2020-06-05 18:00,3344,2997,1884,2196
2020-06-05 19:00,3344,2997,1884,2196
2020-06-05 20:00,3344,2997,1884,2196
2020-06-05 21:00,3344,2997,1884,2196
2020-06-05 22:00,3344,2997,1884,2196
2020-06-05 23:00,3368,2999,1888,2204
2020-06-06 00:00,3370,3000,1890,2205
2020-06-06 01:00,3370,3000,1890,2205
2020-06-06 02:00,3370,3002,1890,2205
2020-06-06 03:00,3370,3002,1891,2205
2020-06-06 04:00,3370,3002,1891,2206
2020-06-06 05:00,3370,3002,1891,2206
2020-06-06 06:00,3370,3002,1893,2206
2020-06-06 07:00,3370,3005,1896,2206
2020-06-06 08:00,3377,3008,1904,2207
2020-06-06 09:00,3387,3018,1924,2212
2020-06-06 10:00,3410,3023,1959,2220
2020-06-06 11:00,3443,3040,2011,2237
2020-06-06 12:00,3517,3056,2098,2246
2020-06-06 13:00,3638,3065,2170,2265
2020-06-06 14:00,3755,3077,2247,2271
2020-06-06 15:00,3877,3087,2341,2278
2020-06-06 16:00,3996,3107,2472,2286
2020-06-06 17:00,3996,3107,2472,2286
2020-06-06 18:00,3996,3107,2472,2286
2020-06-06 19:00,3996,3107,2472,2286
2020-06-06 20:00,3996,3107,2472,2286
2020-06-06 21:00,3996,3107,2472,2286
2020-06-06 22:00,3996,3107,2472,2286
2020-06-06 23:00,4105,3127,2590,2301
2020-06-07 00:00,4109,3129,2596,2301
2020-06-07 01:00,4110,3130,2597,2301
2020-06-07 02:00,4110,3130,2597,2302
2020-06-07 03:00,4110,3131,2598,2302
2020-06-07 11:00,4152,3268,2662,2406
2020-06-07 12:00,4216,3408,2724,2561
2020-06-07 13:00,4271,3521,2803,2695
2020-06-07 14:00,4350,3595,2875,2750
2020-06-07 15:00,4443,3719,2941,2885
2020-06-07 16:00,4536,3802,3004,2991
2020-06-07 17:00,4612,3888,3115,3018
2020-06-07 18:00,4612,3888,3115,3018
2020-06-07 19:00,4612,3888,3115,3018
2020-06-07 20:00,4612,3888,3115,3018
2020-06-07 21:00,4612,3888,3115,3018
2020-06-07 22:00,4612,3888,3115,3018
2020-06-07 23:00,4648,3901,3157,3022
2020-06-08 00:00,4649,3903,3157,3022
2020-06-08 01:00,4649,3904,3157,3023
2020-06-08 02:00,4649,3904,3157,3023
2020-06-08 03:00,4649,3904,3157,3023
2020-06-08 04:00,4649,3904,3157,3023
2020-06-08 05:00,4649,3904,3157,3023
2020-06-08 06:00,4651,3905,3157,3023
2020-06-08 07:00,4654,3907,3180,3025
2020-06-08 08:00,4670,3909,3236,3033
2020-06-08 09:00,4689,3913,3284,3034
2020-06-08 10:00,4702,3916,3333,3035
2020-06-08 11:00,4713,3920,3354,3039
2020-06-08 12:00,4723,3923,3363,3043
2020-06-08 13:00,4732,3927,3377,3050
2020-06-08 14:00,4746,3929,3389,3056
2020-06-08 15:00,4762,3932,3398,3059
2020-06-08 16:00,4762,3932,3398,3059
2020-06-08 17:00,4762,3932,3398,3059
2020-06-08 18:00,4762,3932,3398,3059
2020-06-08 19:00,4762,3932,3398,3059
2020-06-08 20:00,4762,3932,3398,3059
2020-06-08 21:00,4762,3932,3398,3059
2020-06-08 22:00,4762,3932,3398,3059
2020-06-08 23:00,4762,3932,3398,3059
2020-06-09 00:00,4762,3932,3398,3059
2020-06-09 01:00,4762,3932,3398,3059
2020-06-09 02:00,4762,3932,3398,3059
2020-06-09 03:00,4762,3932,3398,3059
2020-06-09 04:00,4762,3932,3398,3059
2020-06-09 05:00,4762,3932,3398,3059
2020-06-09 06:00,4762,3932,3398,3059
2020-06-09 07:00,4762,3932,3398,3059
2020-06-09 08:00,4762,3932,3398,3059
2020-06-09 09:00,4762,3932,3398,3059
2020-06-09 10:00,4762,3932,3398,3059
2020-06-09 11:00,4762,3932,3398,3059
2020-06-09 12:00,4762,3932,3398,3059
2020-06-09 13:00,4762,3932,3398,3059
2020-06-09 14:00,4762,3932,3398,3059
2020-06-09 15:00,4762,3932,3398,3059
2020-06-09 16:00,4762,3932,3398,3059
2020-06-09 17:00,4762,3932,3398,3059
2020-06-09 18:00,4762,3932,3398,3059
2020-06-09 19:00,4762,3932,3398,3059
2020-06-09 20:00,4762,3932,3398,3059
2020-06-09 21:00,4762,3932,3398,3059
2020-06-09 22:00,4762,3932,3398,3059
2020-06-09 23:00,4762,3932,3398,3059
2020-06-10 00:00,4762,3932,3398,3059
2020-06-10 01:00,4762,3932,3398,3059
2020-06-10 02:00,4762,3932,3398,3059
2020-06-10 03:00,4762,3932,3398,3059
2020-06-10 04:00,4762,3932,3398,3059
2020-06-10 05:00,4762,3932,3398,3059
2020-06-10 06:00,4762,3932,3398,3059
2020-06-10 07:00,4762,3932,3398,3059
2020-06-10 08:00,4762,3932,3398,3059
2020-06-10 10:00,4762,3932,3398,3059
2020-06-10 11:00,4762,3932,3398,3059
2020-06-10 12:00,4762,3932,3398,3059
2020-06-10 13:00,4762,3932,3398,3059
2020-06-10 14:00,4762,3932,3398,3059
2020-06-10 15:00,4762,3932,3398,3059
2020-06-10 16:00,4762,3932,3398,3059
2020-06-10 17:00,4762,3932,3398,3059
2020-06-10 18:00,4762,3932,3398,3059
2020-06-10 19:00,4762,3932,3398,3059
2020-06-10 20:00,4762,3932,3398,3059
2020-06-10 21:00,4762,3932,3398,3059
2020-06-10 22:00,4762,3932,3398,3059
2020-06-10 23:00,4762,3932,3398,3059
2020-06-11 00:00,4762,3932,3398,3059
2020-06-11 01:00,4762,3932,3398,3059
2020-06-11 03:00,4762,3932,3398,3059
2020-06-11 04:00,4762,3932,3398,3059
2020-06-11 06:00,4762,3932,3398,3059
2020-06-11 07:00,4762,3932,3398,3059
2020-06-11 08:00,4762,3932,3398,3059
2020-06-11 09:00,4762,3932,3398,3059
2020-06-11 10:00,4797,3943,3468,3071
2020-06-11 11:00,4820,3948,3518,3081
2020-06-11 12:00,4845,3960,3550,3086
2020-06-11 13:00,4869,3965,3572,3088
2020-06-11 14:00,4885,3969,3598,3098
2020-06-11 15:00,4920,3972,3620,3103
2020-06-11 16:00,4975,3984,3665,3111
2020-06-11 17:00,5102,3993,3728,3121
2020-06-11 18:00,5246,4014,3823,3140
2020-06-11 19:00,5246,4014,3823,3140
2020-06-11 20:00,5246,4014,3823,3140
2020-06-11 21:00,5246,4014,3823,3140
2020-06-11 22:00,5246,4014,3823,3140
2020-06-11 23:00,5330,4035,3885,3152
2020-06-12 00:00,5335,4036,3890,3153
2020-06-12 01:00,5336,4038,3893,3154
2020-06-12 02:00,5336,4038,3893,3154
2020-06-12 03:00,5336,4038,3893,3154
2020-06-12 04:00,5336,4038,3893,3154
2020-06-12 05:00,5336,4038,3893,3154
2020-06-12 06:00,5338,4038,3896,3154
2020-06-12 07:00,5344,4039,3925,3155
2020-06-12 08:00,5363,4047,4005,3163
2020-06-12 09:00,5395,4052,4069,3170
2020-06-12 10:00,5419,4057,4133,3174
2020-06-12 11:00,5441,4063,4172,3178
2020-06-12 12:00,5465,4068,4217,3181
2020-06-12 13:00,5498,4076,4241,3196
2020-06-12 14:00,5498,4076,4241,3196
2020-06-12 15:00,5498,4076,4241,3196
2020-06-12 16:00,5498,4076,4241,3196
2020-06-12 17:00,5498,4076,4241,3196
2020-06-12 18:00,5498,4076,4241,3196
2020-06-12 19:00,5498,4076,4241,3196
2020-06-12 20:00,5498,4076,4241,3196
2020-06-12 21:00,5498,4076,4241,3196
2020-06-12 22:00,5498,4076,4241,3196
2020-06-12 23:00,5498,4076,4241,3196
2020-06-13 00:00,5498,4076,4241,3196
2020-06-13 01:00,5498,4076,4241,3196
2020-06-13 02:00,5498,4076,4241,3196
2020-06-13 03:00,5498,4076,4241,3196
2020-06-13 04:00,5498,4076,4241,3196
2020-06-13 05:00,5498,4076,4241,3196
2020-06-13 06:00,5498,4076,4241,3196
2020-06-13 07:00,5498,4076,4241,3196
2020-06-13 08:00,5498,4076,4241,3196
2020-06-13 09:00,5498,4076,4241,3196
2020-06-13 10:00,5498,4076,4241,3196
2020-06-13 11:00,5498,4076,4241,3196
2020-06-13 12:00,5498,4076,4241,3196
2020-06-13 13:00,5498,4076,4241,3196
2020-06-13 14:00,5498,4076,4241,3196
2020-06-13 15:00,5498,4076,4241,3196
2020-06-13 16:00,5498,4076,4241,3196
2020-06-13 17:00,5498,4076,4241,3196
2020-06-13 18:00,5498,4076,4241,3196
2020-06-13 19:00,5498,4076,4241,3196
2020-06-13 20:00,5498,4076,4241,3196
2020-06-13 21:00,5498,4076,4241,3196
2020-06-13 22:00,5498,4076,4241,3196
2020-06-13 23:00,5498,4076,4241,3196
2020-06-14 00:00,5498,4076,4241,3196
2020-06-14 01:00,5498,4076,4241,3196
2020-06-14 02:00,5498,4076,4241,3196
2020-06-14 03:00,5498,4076,4241,3196
2020-06-14 04:00,5498,4076,4241,3196
2020-06-14 05:00,5498,4076,4241,3196
2020-06-14 06:00,5498,4076,4241,3196
2020-06-14 07:00,5498,4076,4241,3196
2020-06-14 08:00,5498,4076,4241,3196
2020-06-14 09:00,5498,4076,4241,3196
2020-06-14 10:00,5498,4076,4241,3196
2020-06-14 11:00,5498,4076,4241,3196
2020-06-14 12:00,5498,4076,4241,3196
2020-06-14 13:00,5498,4076,4241,3196
2020-06-14 14:00,5498,4076,4241,3196
2020-06-14 15:00,5498,4076,4241,3196
2020-06-14 16:00,5498,4076,4241,3196
2020-06-14 17:00,5498,4076,4241,3196
2020-06-14 18:00,5498,4076,4241,3196
2020-06-14 19:00,5498,4076,4241,3196
2020-06-14 20:00,5498,4076,4241,3196
2020-06-14 21:00,5498,4076,4241,3196
2020-06-14 22:00,5498,4076,4241,3196
2020-06-14 23:00,5498,4076,4241,3196
2020-06-15 00:00,5498,4076,4241,3196
2020-06-15 01:00,5498,4076,4241,3196
2020-06-15 02:00,5498,4076,4241,3196
2020-06-15 03:00,5498,4076,4241,3196
2020-06-15 04:00,5498,4076,4241,3196
2020-06-15 05:00,5498,4076,4241,3196
2020-06-15 06:00,5498,4076,4241,3196
2020-06-15 07:00,5498,4076,4241,3196
2020-06-15 08:00,5498,4076,4241,3196
2020-06-15 09:00,5537,4080,4323,3200
2020-06-15 10:00,5578,4082,4396,3201
2020-06-15 11:00,5594,4089,4434,3206
2020-06-15 12:00,5615,4093,4462,3213
2020-06-15 13:00,5641,4107,4482,3221
2020-06-15 14:00,5641,4107,4482,3221
2020-06-15 15:00,5641,4107,4482,3221
2020-06-15 16:00,5641,4107,4482,3221
2020-06-15 17:00,5641,4107,4482,3221
2020-06-15 18:00,5641,4107,4482,3221
2020-06-15 19:00,5641,4107,4482,3221
2020-06-15 20:00,5641,4107,4482,3221
2020-06-15 21:00,5641,4107,4482,3221
2020-06-15 22:00,5641,4107,4482,3221
2020-06-15 23:00,5670,4117,4518,3229
2020-06-16 00:00,5680,4117,4528,3230
2020-06-16 01:00,5680,4118,4530,3231
2020-06-16 02:00,5681,4118,4530,3231
2020-06-16 03:00,5681,4118,4530,3231
2020-06-16 04:00,5681,4118,4530,3231
2020-06-16 05:00,5681,4118,4532,3231
2020-06-16 06:00,5681,4118,4532,3231
2020-06-16 07:00,5681,4118,4532,3231
2020-06-16 08:00,5681,4118,4532,3231
2020-06-16 10:00,5681,4118,4532,3231
2020-06-16 11:00,5681,4118,4532,3231
2020-06-16 12:00,5681,4118,4532,3231
2020-06-16 13:00,5681,4118,4532,3231
2020-06-16 14:00,5681,4118,4532,3231
2020-06-16 15:00,5681,4118,4532,3231
2020-06-16 16:00,5681,4118,4532,3231
2020-06-16 17:00,5681,4118,4532,3231
2020-06-16 18:00,5681,4118,4532,3231
2020-06-16 19:00,5681,4118,4532,3231
2020-06-16 20:00,5681,4118,4532,3231
2020-06-16 21:00,5681,4118,4532,3231
2020-06-16 22:00,5681,4118,4532,3231
2020-06-16 23:00,5688,4121,4542,3236
2020-06-17 00:00,5695,4121,4554,3239
2020-06-17 01:00,5696,4121,4555,3239
2020-06-17 02:00,5698,4121,4555,3239
2020-06-17 03:00,5698,4121,4555,3239
2020-06-17 04:00,5698,4121,4555,3239
2020-06-17 05:00,5698,4121,4555,3239
2020-06-17 06:00,5698,4121,4555,3239
2020-06-17 07:00,5698,4121,4555,3239
2020-06-17 08:00,5698,4121,4555,3239
2020-06-17 09:00,5698,4121,4555,3239
2020-06-17 10:00,5698,4121,4555,3239
2020-06-17 11:00,5698,4121,4555,3239
2020-06-17 12:00,5698,4121,4555,3239
2020-06-17 13:00,5698,4121,4555,3239
2020-06-17 14:00,5698,4121,4555,3239
2020-06-17 15:00,5698,4121,4555,3239
2020-06-17 16:00,5698,4121,4555,3239
2020-06-17 17:00,5698,4121,4555,3239
2020-06-17 18:00,5698,4121,4555,3239
2020-06-17 19:00,5698,4121,4555,3239
2020-06-17 20:00,5698,4121,4555,3239
2020-06-17 21:00,5698,4121,4555,3239
2020-06-17 22:00,5698,4121,4555,3239
2020-06-17 23:00,5705,4123,4565,3243
2020-06-18 00:00,5714,4124,4576,3245
2020-06-18 01:00,5716,4124,4579,3246
2020-06-18 02:00,5716,4124,4580,3246
2020-06-18 03:00,5717,4124,4580,3246
2020-06-18 04:00,5717,4124,4580,3246
2020-06-18 05:00,5717,4124,4580,3246
2020-06-18 06:00,5717,4124,4580,3246
2020-06-18 07:00,5717,4124,4580,3246
2020-06-18 08:00,5717,4124,4580,3246
2020-06-18 09:00,5717,4124,4580,3246
2020-06-18 10:00,5717,4124,4580,3246
2020-06-18 11:00,5717,4124,4580,3246
2020-06-18 12:00,5717,4124,4580,3246
2020-06-18 13:00,5717,4124,4580,3246
2020-06-18 14:00,5717,4124,4580,3246
2020-06-18 15:00,5717,4124,4580,3246
2020-06-18 16:00,5717,4124,4580,3246
2020-06-18 17:00,5717,4124,4580,3246
2020-06-18 18:00,5717,4124,4580,3246
2020-06-18 19:00,5717,4124,4580,3246
2020-06-18 20:00,5717,4124,4580,3246
2020-06-18 21:00,5717,4124,4580,3246
2020-06-18 22:00,5717,4124,4580,3246
2020-06-18 23:00,5728,4161,4584,3278
2020-06-19 00:00,5730,4161,4587,3278
2020-06-19 01:00,5730,4162,4587,3278
2020-06-19 02:00,5730,4162,4587,3278
2020-06-19 03:00,5731,4162,4589,3278
2020-06-19 04:00,5731,4162,4589,3278
2020-06-19 05:00,5731,4162,4589,3278
2020-06-19 06:00,5731,4162,4589,3278
2020-06-19 07:00,5731,4162,4589,3278
2020-06-19 08:00,5731,4162,4589,3278
2020-06-19 09:00,5731,4162,4589,3278
2020-06-19 10:00,5731,4162,4589,3278
2020-06-19 11:00,5731,4162,4589,3278
2020-06-19 12:00,5731,4162,4589,3278
2020-06-19 13:00,5731,4162,4589,3278
2020-06-19 14:00,5731,4162,4589,3278
2020-06-19 15:00,5731,4162,4589,3278
2020-06-19 16:00,5731,4162,4589,3278
2020-06-19 17:00,5731,4162,4589,3278
2020-06-19 18:00,5731,4162,4589,3278
2020-06-19 19:00,5731,4162,4589,3278
2020-06-19 20:00,5731,4162,4589,3278
2020-06-19 21:00,5731,4162,4589,3278
2020-06-19 22:00,5731,4162,4589,3278
2020-06-19 23:00,5733,4164,4592,3278
2020-06-20 00:00,5735,4165,4593,3279
2020-06-20 01:00,5735,4167,4594,3280
2020-06-20 02:00,5735,4167,4594,3281
2020-06-20 03:00,5735,4168,4594,3282
2020-06-20 04:00,5735,4168,4594,3282
2020-06-20 05:00,5736,4168,4594,3282
2020-06-20 06:00,5736,4168,4594,3282
2020-06-20 07:00,5736,4168,4594,3282
2020-06-20 08:00,5736,4168,4594,3282
2020-06-20 09:00,5736,4168,4594,3282
2020-06-20 10:00,5736,4168,4594,3282
2020-06-20 11:00,5736,4168,4594,3282
2020-06-20 12:00,5736,4168,4594,3282
2020-06-20 13:00,5736,4168,4594,3282
2020-06-20 14:00,5736,4168,4594,3282
2020-06-20 15:00,5736,4168,4594,3282
2020-06-20 16:00,5736,4168,4594,3282
2020-06-20 17:00,5736,4168,4594,3282
2020-06-20 18:00,5736,4168,4594,3282
2020-06-20 19:00,5736,4168,4594,3282
2020-06-20 20:00,5736,4168,4594,3282
2020-06-20 21:00,5736,4168,4594,3282
2020-06-20 22:00,5736,4168,4594,3282
2020-06-20 23:00,5743,4170,4594,3284
2020-06-21 01:00,5744,4173,4594,3288
2020-06-21 02:00,5744,4173,4594,3288
2020-06-21 03:00,5744,4173,4595,3288
2020-06-21 04:00,5744,4173,4595,3288
2020-06-21 05:00,5744,4173,4595,3288
2020-06-21 06:00,5744,4173,4595,3288
2020-06-21 07:00,5744,4173,4595,3288
2020-06-21 08:00,5744,4173,4595,3288
2020-06-21 09:00,5744,4173,4595,3288
2020-06-21 10:00,5744,4173,4595,3288
2020-06-21 11:00,5744,4173,4595,3288
2020-06-21 12:00,5744,4173,4595,3288
2020-06-21 13:00,5744,4173,4595,3288
2020-06-21 14:00,5744,4173,4595,3288
2020-06-21 15:00,5744,4173,4595,3288
2020-06-21 16:00,5744,4173,4595,3288
2020-06-21 17:00,5744,4173,4595,3288
2020-06-21 18:00,5744,4173,4595,3288
2020-06-21 19:00,5744,4173,4595,3288
2020-06-21 20:00,5744,4173,4595,3288
2020-06-21 21:00,5744,4173,4595,3288
2020-06-21 22:00,5744,4173,4595,3288
2020-06-21 23:00,5746,4174,4597,3288
2020-06-22 00:00,5747,4177,4599,3288
2020-06-22 01:00,5747,4177,4599,3290
2020-06-22 02:00,5747,4177,4599,3290
2020-06-22 03:00,5748,4177,4599,3290
2020-06-22 04:00,5748,4177,4600,3290
2020-06-22 05:00,5748,4177,4600,3290
2020-06-22 06:00,5748,4177,4600,3290
2020-06-22 07:00,5748,4177,4600,3290
2020-06-22 08:00,5748,4177,4600,3290
2020-06-22 09:00,5748,4177,4600,3290
2020-06-22 10:00,5748,4177,4600,3290
2020-06-22 11:00,5748,4177,4600,3290
2020-06-22 12:00,5748,4177,4600,3290
2020-06-22 13:00,5748,4177,4600,3290
2020-06-22 14:00,5748,4177,4600,3290
2020-06-22 15:00,5748,4177,4600,3290
2020-06-22 16:00,5748,4177,4600,3290
2020-06-22 17:00,5748,4177,4600,3290
2020-06-22 18:00,5748,4177,4600,3290
2020-06-22 19:00,5748,4177,4600,3290
2020-06-22 20:00,5748,4177,4600,3290
2020-06-22 21:00,5748,4177,4600,3290
2020-06-22 22:00,5748,4177,4600,3290
2020-06-22 23:00,5751,4178,4611,3297
2020-06-23 00:00,5762,4179,4616,3303
2020-06-23 01:00,5762,4180,4616,3303
2020-06-23 02:00,5763,4180,4616,3303
2020-06-23 03:00,5763,4180,4616,3303
2020-06-23 04:00,5763,4180,4616,3303
2020-06-23 05:00,5763,4182,4616,3303
2020-06-23 06:00,5763,4182,4616,3303
2020-06-23 07:00,5763,4182,4616,3303
2020-06-23 08:00,5763,4182,4616,3303
2020-06-23 09:00,5763,4182,4616,3303
2020-06-23 10:00,5763,4182,4616,3303
2020-06-23 11:00,5763,4182,4616,3303
2020-06-23 12:00,5763,4182,4616,3303
2020-06-23 13:00,5763,4182,4616,3303
2020-06-23 14:00,5763,4182,4616,3303
2020-06-23 15:00,5763,4182,4616,3303
2020-06-23 16:00,5763,4182,4616,3303
2020-06-23 17:00,5763,4182,4616,3303
2020-06-23 18:00,5763,4182,4616,3303
2020-06-23 19:00,5763,4182,4616,3303
2020-06-23 20:00,5763,4182,4616,3303
2020-06-23 21:00,5763,4182,4616,3303
2020-06-23 22:00,5763,4182,4616,3303
2020-06-23 23:00,5770,4187,4635,3305
2020-06-24 00:00,5780,4187,4653,3309
2020-06-24 01:00,5782,4189,4655,3313
2020-06-24 02:00,5782,4189,4656,3313
2020-06-24 03:00,5782,4189,4657,3313
2020-06-24 04:00,5783,4189,4658,3313
2020-06-24 05:00,5783,4189,4658,3313
2020-06-24 06:00,5783,4189,4658,3313
2020-06-24 07:00,5783,4189,4658,3313
2020-06-24 08:00,5783,4189,4658,3313
2020-06-24 09:00,5783,4189,4658,3313
2020-06-24 10:00,5783,4189,4658,3313
2020-06-24 11:00,5783,4189,4658,3313
2020-06-24 12:00,5783,4189,4658,3313
