time,cyklisté,chodci
Renneská 1,,Heršpická,Novosadský most
2020-10-25 10:00,107863,143809,89971,163090
2020-10-25 11:00,107872,143812,90015,163095
2020-10-25 12:00,107900,143815,90058,163098
2020-10-25 13:00,107928,143816,90109,163103
2020-10-25 14:00,107959,143821,90143,163110
2020-10-25 15:00,107985,143826,90167,163126
2020-10-25 16:00,108014,143835,90227,163141
2020-10-25 17:00,108068,143846,90266,163159
2020-10-25 18:00,108174,143858,90309,163179
2020-10-25 19:00,108201,143887,90319,163190
2020-10-25 20:00,108207,143901,90323,163207
2020-10-25 21:00,108208,143917,90325,163212
2020-10-25 22:00,108210,143921,90328,163215
2020-10-25 23:00,108210,143924,90328,163216
2020-10-26 00:00,108210,143927,90328,163216
2020-10-26 01:00,108210,143929,90328,163217
2020-10-26 02:00,108210,143933,90328,163217
2020-10-26 03:00,108210,143937,90328,163217
2020-10-26 04:00,108210,143939,90328,163217
2020-10-26 05:00,108210,143939,90329,163217
2020-10-26 06:00,108210,143939,90331,163218
2020-10-26 07:00,108214,143940,90344,163239
2020-10-26 08:00,108230,143943,90358,163286
2020-10-26 09:00,108243,143947,90384,163372
2020-10-26 10:00,108254,143958,90405,163432
2020-10-26 11:00,108263,143981,90416,163470
2020-10-26 12:00,108273,144006,90426,163500
2020-10-26 13:00,108291,144042,90442,163541
2020-10-26 14:00,108303,144071,90455,163573
2020-10-26 15:00,108316,144083,90470,163587
2020-10-26 16:00,108335,144104,90491,163600
2020-10-26 17:00,108373,144140,90526,163615
2020-10-26 18:00,108435,144217,90564,163646
2020-10-26 19:00,108457,144310,90575,163674
2020-10-26 20:00,108470,144362,90581,163690
2020-10-26 21:00,108482,144386,90588,163704
2020-10-26 22:00,108486,144405,90590,163719
2020-10-26 23:00,108488,144412,90592,163720
2020-10-27 00:00,108492,144418,90592,163725
2020-10-27 01:00,108493,144423,90592,163728
2020-10-27 02:00,108493,144423,90592,163728
2020-10-27 03:00,108493,144424,90592,163728
2020-10-27 04:00,108493,144424,90592,163728
2020-10-27 05:00,108493,144424,90592,163728
2020-10-27 06:00,108494,144424,90595,163728
2020-10-27 07:00,108495,144428,90602,163747
2020-10-27 08:00,108502,144431,90613,163795
2020-10-27 09:00,108505,144435,90641,163857
2020-10-27 10:00,108511,144438,90660,163885
2020-10-27 11:00,108521,144442,90669,163908
2020-10-27 12:00,108524,144448,90680,163919
2020-10-27 13:00,108532,144467,90696,163941
2020-10-27 14:00,108542,144473,90704,163955
2020-10-27 15:00,108552,144481,90720,163966
2020-10-27 16:00,108567,144497,90739,163979
2020-10-27 17:00,108585,144531,90754,163992
2020-10-27 18:00,108617,144590,90766,164033
2020-10-27 19:00,108625,144667,90771,164059
2020-10-27 20:00,108633,144707,90771,164078
2020-10-27 21:00,108634,144731,90772,164101
2020-10-27 22:00,108636,144744,90773,164108
2020-10-27 23:00,108638,144748,90773,164111
2020-10-28 00:00,108639,144753,90773,164122
2020-10-28 01:00,108640,144758,90773,164122
2020-10-28 02:00,108641,144758,90773,164122
2020-10-28 03:00,108642,144758,90773,164122
2020-10-28 04:00,108642,144758,90773,164122
2020-10-28 05:00,108642,144758,90773,164122
2020-10-28 06:00,108642,144759,90775,164122
2020-10-28 07:00,108644,144762,90778,164123
2020-10-28 08:00,108646,144766,90783,164136
2020-10-28 09:00,108648,144768,90785,164157
2020-10-28 10:00,108650,144769,90789,164185
2020-10-28 11:00,108658,144773,90806,164207
2020-10-28 12:00,108671,144780,90859,164219
2020-10-28 13:00,108694,144781,90921,164238
2020-10-28 14:00,108736,144793,90971,164253
2020-10-28 15:00,108799,144797,91055,164276
2020-10-28 16:00,108880,144807,91118,164293
2020-10-28 17:00,108984,144815,91177,164325
2020-10-28 18:00,109077,144870,91215,164349
