time,cyklisté,chodci
Ikea,,Ikea,Olympia
2020-09-03 01:00,86928,44390,84093,43641
2020-09-03 02:00,86928,44711,84093,43687
2020-09-03 03:00,86928,44837,84093,43702
2020-09-03 04:00,86928,44998,84093,43709
2020-09-03 05:00,86928,45012,84093,43709
2020-09-03 06:00,86928,45013,84095,43709
2020-09-03 07:00,86941,45015,84111,43709
2020-09-03 08:00,86969,45022,84143,43710
2020-09-03 09:00,87010,45022,84175,43710
2020-09-03 10:00,87037,45033,84215,43714
2020-09-03 11:00,87056,45039,84240,43726
2020-09-03 12:00,87076,45049,84315,43741
2020-09-03 13:00,87122,45071,84375,43760
2020-09-03 14:00,87155,45082,84423,43769
2020-09-03 15:00,87196,45100,84462,43777
2020-09-03 16:00,87256,45104,84534,43789
2020-09-03 17:00,87335,45121,84624,43806
2020-09-03 18:00,87447,45151,84754,43845
2020-09-03 19:00,87447,45151,84754,43845
2020-09-03 20:00,87447,45151,84754,43845
2020-09-03 21:00,87465,45161,84761,43851
2020-09-03 22:00,87493,45166,84764,43854
2020-09-03 23:00,87507,45166,84769,43855
2020-09-04 00:00,87507,45166,84770,43855
2020-09-04 01:00,87507,45166,84772,43855
2020-09-04 02:00,87509,45166,84772,43855
2020-09-04 03:00,87509,45166,84772,43855
2020-09-04 04:00,87509,45166,84773,43855
2020-09-04 05:00,87509,45167,84773,43855
2020-09-04 06:00,87510,45167,84776,43855
2020-09-04 07:00,87529,45168,84798,43855
2020-09-04 08:00,87560,45168,84825,43856
2020-09-04 09:00,87594,45170,84860,43863
2020-09-04 10:00,87613,45180,84879,43865
2020-09-04 11:00,87626,45186,84917,43877
2020-09-04 12:00,87643,45194,84962,43882
2020-09-04 13:00,87668,45202,84996,43891
2020-09-04 14:00,87694,45208,85043,43904
2020-09-04 15:00,87721,45222,85098,43921
2020-09-04 16:00,87785,45243,85185,43940
2020-09-04 17:00,87850,45276,85294,43964
2020-09-04 18:00,87850,45276,85294,43964
2020-09-04 19:00,87850,45276,85294,43964
2020-09-04 20:00,87850,45276,85294,43964
2020-09-04 21:00,87973,45335,85433,43996
2020-09-04 22:00,88001,45350,85439,43998
2020-09-04 23:00,88007,45352,85440,44000
2020-09-05 00:00,88011,45353,85442,44000
2020-09-05 01:00,88012,45356,85446,44000
2020-09-05 02:00,88012,45357,85446,44000
2020-09-05 03:00,88012,45357,85446,44000
2020-09-05 04:00,88013,45357,85446,44000
2020-09-05 05:00,88013,45358,85446,44000
2020-09-05 06:00,88015,45358,85448,44000
2020-09-05 07:00,88016,45359,85452,44000
2020-09-05 08:00,88022,45360,85454,44000
2020-09-05 09:00,88031,45367,85484,44001
2020-09-05 10:00,88045,45376,85539,44014
2020-09-05 11:00,88090,45388,85698,44039
2020-09-05 12:00,88156,45415,85900,44078
2020-09-05 13:00,88272,45433,86113,44111
2020-09-05 14:00,88367,45460,86246,44141
2020-09-05 15:00,88456,45544,86362,44186
2020-09-05 16:00,88614,45592,86553,44239
2020-09-05 17:00,88823,45643,86753,44301
2020-09-05 18:00,89087,45695,86896,44346
2020-09-05 19:00,89087,45695,86896,44346
2020-09-05 20:00,89087,45695,86896,44346
2020-09-05 21:00,89177,45732,86923,44361
2020-09-05 22:00,89202,45749,86933,44365
2020-09-05 23:00,89222,45753,86935,44367
2020-09-06 00:00,89224,46026,86936,44391
2020-09-06 01:00,89225,48208,86937,44817
2020-09-06 02:00,89225,48325,86937,44863
2020-09-06 03:00,89225,48325,86937,44863
2020-09-06 04:00,89225,48325,86937,44866
2020-09-06 05:00,89225,48325,86937,44866
2020-09-06 06:00,89225,48325,86938,44867
2020-09-06 07:00,89225,48325,86938,44867
2020-09-06 08:00,89225,48326,86939,44867
2020-09-06 09:00,89226,48326,86942,44867
2020-09-06 10:00,89230,48328,86948,44870
2020-09-06 11:00,89233,48331,86954,44871
2020-09-06 12:00,89248,48339,86973,44877
2020-09-06 13:00,89262,48351,86984,44889
2020-09-06 14:00,89277,48361,87014,44898
2020-09-06 15:00,89326,48369,87047,44907
2020-09-06 16:00,89369,48387,87093,44924
2020-09-06 17:00,89414,48402,87186,44940
2020-09-06 18:00,89513,48434,87248,44978
2020-09-06 19:00,89513,48434,87248,44978
2020-09-06 20:00,89513,48434,87248,44978
2020-09-06 21:00,89548,48699,87268,45109
2020-09-06 22:00,89550,48699,87268,45109
2020-09-06 23:00,89550,48701,87269,45109
2020-09-07 00:00,89550,48701,87269,45109
2020-09-07 01:00,89550,48701,87269,45109
2020-09-07 02:00,89550,48701,87269,45110
2020-09-07 03:00,89550,48702,87269,45111
2020-09-07 04:00,89550,48702,87269,45111
2020-09-07 05:00,89550,48703,87269,45112
2020-09-07 06:00,89554,48704,87274,45113
2020-09-07 07:00,89562,48709,87285,45113
2020-09-07 08:00,89583,48766,87304,45125
2020-09-07 09:00,89595,48770,87332,45132
2020-09-07 10:00,89605,48773,87341,45136
2020-09-07 11:00,89614,48778,87356,45143
2020-09-07 12:00,89632,48783,87382,45153
2020-09-07 13:00,89648,48791,87409,45160
2020-09-07 14:00,89665,48801,87440,45165
2020-09-07 15:00,89693,48810,87466,45172
2020-09-07 16:00,89727,48816,87507,45180
2020-09-07 17:00,89781,48827,87564,45195
2020-09-07 18:00,89863,48858,87653,45217
2020-09-07 19:00,89863,48858,87653,45217
2020-09-07 20:00,89863,48858,87653,45217
2020-09-07 21:00,89892,48869,87678,45218
2020-09-07 22:00,89909,48881,87684,45224
2020-09-07 23:00,89927,48882,87684,45226
2020-09-08 00:00,89932,48882,87684,45226
2020-09-08 01:00,89932,48883,87685,45226
2020-09-08 02:00,89932,48883,87686,45226
2020-09-08 03:00,89932,48883,87686,45226
2020-09-08 04:00,89933,48883,87686,45226
2020-09-08 05:00,89933,48907,87687,45232
2020-09-08 06:00,89936,48907,87690,45232
2020-09-08 07:00,89951,48907,87705,45232
2020-09-08 08:00,89986,48907,87732,45232
2020-09-08 09:00,90030,48908,87763,45234
2020-09-08 10:00,90059,48914,87795,45244
2020-09-08 11:00,90073,48920,87817,45251
2020-09-08 12:00,90096,48931,87868,45267
2020-09-08 13:00,90124,48940,87907,45278
2020-09-08 14:00,90155,48952,87960,45289
2020-09-08 15:00,90185,48965,88000,45304
2020-09-08 16:00,90235,48981,88051,45318
2020-09-08 17:00,90329,48990,88146,45328
2020-09-08 18:00,90329,48990,88146,45328
2020-09-08 19:00,90329,48990,88146,45328
2020-09-08 20:00,90329,48990,88146,45328
2020-09-08 21:00,90440,49010,88249,45342
2020-09-08 22:00,90468,49025,88258,45346
2020-09-08 23:00,90476,49031,88260,45347
2020-09-09 00:00,90482,49033,88263,45348
2020-09-09 01:00,90486,49033,88263,45348
2020-09-09 02:00,90487,49033,88263,45348
2020-09-09 03:00,90488,49033,88263,45348
2020-09-09 04:00,90488,49033,88263,45348
2020-09-09 05:00,90488,49034,88263,45348
2020-09-09 06:00,90489,49034,88266,45348
2020-09-09 07:00,90499,49035,88277,45349
2020-09-09 08:00,90537,49036,88308,45351
2020-09-09 09:00,90578,49041,88344,45353
2020-09-09 10:00,90606,49052,88380,45359
2020-09-09 11:00,90632,49058,88411,45373
2020-09-09 12:00,90661,49076,88465,45388
2020-09-09 13:00,90689,49085,88512,45392
2020-09-09 14:00,90721,49098,88554,45408
2020-09-09 15:00,90748,49114,88580,45418
2020-09-09 16:00,90783,49124,88676,45423
2020-09-09 17:00,90883,49135,88772,45444
2020-09-09 18:00,90983,49150,88939,45453
2020-09-09 19:00,90983,49150,88939,45453
2020-09-09 20:00,90983,49150,88939,45453
2020-09-09 21:00,91125,49209,89060,45518
2020-09-09 22:00,91154,49223,89069,45523
2020-09-09 23:00,91167,49224,89073,45525
2020-09-10 00:00,91172,49225,89077,45525
2020-09-10 01:00,91174,49225,89078,45525
2020-09-10 02:00,91174,49225,89078,45525
2020-09-10 03:00,91174,49225,89078,45525
2020-09-10 04:00,91174,49225,89079,45525
2020-09-10 05:00,91174,49226,89082,45525
2020-09-10 06:00,91177,49226,89085,45525
2020-09-10 07:00,91193,49227,89102,45525
2020-09-10 08:00,91226,49231,89131,45529
2020-09-10 09:00,91259,49235,89164,45530
2020-09-10 10:00,91291,49242,89196,45535
2020-09-10 11:00,91327,49249,89292,45563
2020-09-10 12:00,91355,49263,89335,45576
2020-09-10 13:00,91395,49276,89414,45588
2020-09-10 14:00,91422,49287,89455,45594
2020-09-10 15:00,91457,49297,89497,45607
2020-09-10 16:00,91537,49304,89547,45616
2020-09-10 17:00,91602,49315,89619,45625
2020-09-10 18:00,91602,49315,89619,45625
2020-09-10 19:00,91602,49315,89619,45625
2020-09-10 20:00,91602,49315,89619,45625
2020-09-10 21:00,91661,49333,89678,45638
2020-09-10 22:00,91688,49347,89685,45648
2020-09-10 23:00,91701,49352,89689,45648
2020-09-11 00:00,91705,49352,89693,45649
2020-09-11 01:00,91706,49352,89693,45649
2020-09-11 02:00,91706,49365,89693,45668
2020-09-11 03:00,91706,49365,89693,45668
2020-09-11 04:00,91706,49365,89693,45668
2020-09-11 05:00,91707,49365,89693,45668
2020-09-11 06:00,91712,49365,89697,45668
2020-09-11 07:00,91726,49365,89718,45668
2020-09-11 08:00,91753,49379,89742,45671
2020-09-11 09:00,91786,49382,89777,45674
2020-09-11 10:00,91809,49389,89798,45681
2020-09-11 11:00,91825,49397,89832,45690
2020-09-11 12:00,91839,49400,89881,45695
2020-09-11 13:00,91862,49413,89922,45703
2020-09-11 14:00,91888,49419,89958,45713
2020-09-11 15:00,91918,49434,89999,45725
2020-09-11 16:00,91958,49458,90078,45747
2020-09-11 17:00,92080,49557,90223,45848
2020-09-11 18:00,92186,49591,90347,45882
2020-09-11 19:00,92186,49591,90347,45882
2020-09-11 20:00,92186,49591,90347,45882
2020-09-11 21:00,92227,49601,90356,45889
2020-09-11 22:00,92249,49609,90362,45889
2020-09-11 23:00,92256,49613,90364,45892
2020-09-12 00:00,92258,49613,90367,45892
2020-09-12 01:00,92258,49613,90367,45892
2020-09-12 02:00,92258,49613,90368,45892
2020-09-12 03:00,92260,49614,90369,45892
2020-09-12 04:00,92260,49614,90369,45892
2020-09-12 05:00,92260,49614,90370,45892
2020-09-12 06:00,92261,49614,90370,45892
2020-09-12 07:00,92261,49614,90373,45892
2020-09-12 08:00,92263,49614,90379,45895
2020-09-12 09:00,92269,49621,90395,45898
2020-09-12 10:00,92280,49638,90440,45922
2020-09-12 11:00,92313,49663,90547,45942
2020-09-12 12:00,92372,49679,90801,45981
2020-09-12 13:00,92456,49698,90996,46003
2020-09-12 14:00,92553,49721,91147,46032
2020-09-12 15:00,92656,49765,91273,46059
2020-09-12 16:00,92788,49794,91386,46083
2020-09-12 17:00,92987,49836,91526,46118
2020-09-12 18:00,92987,49836,91526,46118
2020-09-12 19:00,92987,49836,91526,46118
2020-09-12 20:00,92987,49836,91526,46118
2020-09-12 21:00,93145,49889,91637,46158
2020-09-12 22:00,93170,49891,91640,46159
2020-09-12 23:00,93183,49893,91648,46160
2020-09-13 00:00,93186,49893,91650,46160
2020-09-13 01:00,93186,49893,91651,46160
2020-09-13 02:00,93191,49894,91651,46160
2020-09-13 03:00,93191,49894,91651,46160
2020-09-13 04:00,93191,49894,91651,46160
2020-09-13 05:00,93191,49894,91652,46160
2020-09-13 06:00,93192,49894,91654,46160
2020-09-13 07:00,93192,49895,91656,46160
2020-09-13 08:00,93193,49895,91659,46160
2020-09-13 09:00,93200,49901,91674,46166
2020-09-13 10:00,93214,49928,91707,46192
2020-09-13 11:00,93248,49957,91789,46238
2020-09-13 12:00,93419,50004,92037,46288
2020-09-13 13:00,93523,50037,92284,46329
2020-09-13 14:00,93605,50064,92399,46365
2020-09-13 15:00,93746,50098,92520,46419
2020-09-13 16:00,93893,50145,92708,46462
2020-09-13 17:00,94102,50206,92843,46516
2020-09-13 18:00,94102,50206,92843,46516
2020-09-13 19:00,94102,50206,92843,46516
2020-09-13 20:00,94102,50206,92843,46516
2020-09-13 21:00,94378,50268,92985,46570
2020-09-13 22:00,94397,50279,92995,46582
2020-09-13 23:00,94404,50288,92995,46582
2020-09-14 00:00,94409,50288,92995,46582
2020-09-14 01:00,94411,50288,92995,46582
2020-09-14 02:00,94411,50288,92995,46582
2020-09-14 03:00,94411,50288,92995,46582
2020-09-14 04:00,94411,50288,92996,46582
2020-09-14 05:00,94412,50289,92997,46583
2020-09-14 06:00,94414,50289,92999,46583
2020-09-14 07:00,94430,50292,93017,46584
2020-09-14 08:00,94467,50296,93049,46586
2020-09-14 09:00,94500,50298,93079,46589
2020-09-14 10:00,94524,50304,93104,46597
2020-09-14 11:00,94549,50311,93138,46613
2020-09-14 12:00,94572,50324,93178,46628
2020-09-14 13:00,94598,50330,93227,46637
2020-09-14 14:00,94639,50344,93264,46653
2020-09-14 15:00,94667,50355,93312,46666
2020-09-14 16:00,94701,50370,93368,46675
2020-09-14 17:00,94756,50384,93440,46694
2020-09-14 18:00,94756,50384,93440,46694
2020-09-14 19:00,94756,50384,93440,46694
2020-09-14 20:00,94756,50384,93440,46694
2020-09-14 21:00,94889,50418,93582,46724
2020-09-14 22:00,94908,50428,93587,46734
2020-09-14 23:00,94924,50429,93592,46735
2020-09-15 00:00,94930,50430,93595,46736
2020-09-15 01:00,94930,50430,93595,46736
2020-09-15 02:00,94930,50430,93596,46737
2020-09-15 04:00,94931,50431,93596,46737
2020-09-15 05:00,94931,50434,93596,46737
2020-09-15 06:00,94933,50435,93599,46737
2020-09-15 07:00,94952,50436,93620,46737
2020-09-15 08:00,94994,50438,93655,46740
2020-09-15 09:00,95042,50442,93698,46743
2020-09-15 10:00,95042,50442,93698,46743
2020-09-15 11:00,95042,50442,93698,46743
2020-09-15 12:00,95042,50442,93698,46743
2020-09-15 13:00,95042,50442,93698,46743
2020-09-15 14:00,95042,50442,93698,46743
2020-09-15 15:00,95042,50442,93698,46743
2020-09-15 16:00,95042,50442,93698,46743
2020-09-15 17:00,95042,50442,93698,46743
2020-09-15 18:00,95042,50442,93698,46743
2020-09-15 19:00,95042,50442,93698,46743
2020-09-15 20:00,95042,50442,93698,46743
2020-09-15 21:00,95042,50442,93698,46743
2020-09-15 22:00,95042,50442,93698,46743
2020-09-15 23:00,95042,50442,93698,46743
2020-09-16 00:00,95042,50442,93698,46743
2020-09-16 01:00,95042,50442,93698,46743
2020-09-16 02:00,95042,50442,93698,46743
2020-09-16 03:00,95042,50442,93698,46743
2020-09-16 04:00,95042,50442,93698,46743
2020-09-16 05:00,95042,50442,93698,46743
2020-09-16 06:00,95042,50442,93698,46743
2020-09-16 07:00,95042,50442,93698,46743
2020-09-16 08:00,95042,50442,93698,46743
2020-09-16 09:00,95042,50442,93698,46743
2020-09-16 10:00,95042,50442,93698,46743
2020-09-16 11:00,95042,50442,93698,46743
2020-09-16 12:00,95042,50442,93698,46743
2020-09-16 13:00,95042,50442,93698,46743
2020-09-16 14:00,95042,50442,93698,46743
2020-09-16 15:00,95042,50442,93698,46743
2020-09-16 16:00,95042,50442,93698,46743
2020-09-16 17:00,95042,50442,93698,46743
2020-09-16 18:00,95042,50442,93698,46743
2020-09-16 19:00,95042,50442,93698,46743
2020-09-16 20:00,95042,50442,93698,46743
2020-09-16 21:00,95042,50442,93698,46743
2020-09-16 22:00,95042,50442,93698,46743
2020-09-16 23:00,95042,50442,93698,46743
2020-09-17 00:00,95042,50442,93698,46743
2020-09-17 01:00,95042,50442,93698,46743
2020-09-17 02:00,95042,50442,93698,46743
2020-09-17 03:00,95042,50442,93698,46743
2020-09-17 04:00,95042,50442,93698,46743
2020-09-17 05:00,95042,50442,93698,46743
2020-09-17 06:00,95042,50442,93698,46743
2020-09-17 07:00,95042,50442,93698,46743
2020-09-17 08:00,95042,50442,93698,46743
2020-09-17 09:00,95042,50442,93698,46743
2020-09-17 10:00,95042,50442,93698,46743
2020-09-17 11:00,95042,50442,93698,46743
2020-09-17 12:00,95042,50442,93698,46743
2020-09-17 13:00,95042,50442,93698,46743
2020-09-17 14:00,95042,50442,93698,46743
2020-09-17 15:00,95042,50442,93698,46743
2020-09-17 16:00,95042,50442,93698,46743
2020-09-17 17:00,95042,50442,93698,46743
2020-09-17 18:00,95042,50442,93698,46743
2020-09-17 19:00,95042,50442,93698,46743
2020-09-17 20:00,95042,50442,93698,46743
2020-09-17 21:00,95042,50442,93698,46743
2020-09-17 22:00,95042,50442,93698,46743
2020-09-17 23:00,95042,50442,93698,46743
2020-09-18 00:00,95042,50442,93698,46743
2020-09-18 01:00,95042,50442,93698,46743
2020-09-18 02:00,95042,50442,93698,46743
2020-09-18 03:00,95042,50442,93698,46743
2020-09-18 04:00,95042,50442,93698,46743
2020-09-18 05:00,95042,50442,93698,46743
2020-09-18 06:00,95042,50442,93698,46743
2020-09-18 07:00,95042,50442,93698,46743
2020-09-18 08:00,95042,50442,93698,46743
2020-09-18 09:00,95042,50442,93698,46743
2020-09-18 10:00,95042,50442,93698,46743
2020-09-18 11:00,95042,50442,93698,46743
2020-09-18 12:00,95042,50442,93698,46743
2020-09-18 13:00,95042,50442,93698,46743
2020-09-18 14:00,95042,50442,93698,46743
2020-09-18 15:00,95042,50442,93698,46743
2020-09-18 16:00,95042,50442,93698,46743
2020-09-18 17:00,95042,50442,93698,46743
2020-09-18 18:00,95042,50442,93698,46743
2020-09-18 19:00,95042,50442,93698,46743
2020-09-18 20:00,95042,50442,93698,46743
2020-09-18 21:00,95042,50442,93698,46743
2020-09-18 22:00,95042,50442,93698,46743
2020-09-18 23:00,95042,50442,93698,46743
2020-09-19 00:00,95042,50442,93698,46743
2020-09-19 01:00,95042,50442,93698,46743
2020-09-19 02:00,95042,50442,93698,46743
2020-09-19 03:00,95042,50442,93698,46743
2020-09-19 04:00,95042,50442,93698,46743
2020-09-19 05:00,95042,50442,93698,46743
2020-09-19 06:00,95042,50442,93698,46743
2020-09-19 07:00,95042,50442,93698,46743
2020-09-19 08:00,95042,50442,93698,46743
2020-09-19 09:00,95042,50442,93698,46743
2020-09-19 10:00,95049,50448,93731,46753
2020-09-19 11:00,95063,50469,93835,46793
2020-09-19 12:00,95091,50503,93953,46824
2020-09-19 13:00,95152,50526,94111,46846
2020-09-19 14:00,95217,50552,94237,46878
2020-09-19 15:00,95278,50582,94351,46916
2020-09-19 16:00,95415,50621,94507,46956
2020-09-19 17:00,95415,50621,94507,46956
2020-09-19 18:00,95415,50621,94507,46956
2020-09-19 19:00,95415,50621,94507,46956
2020-09-19 20:00,95415,50621,94507,46956
2020-09-19 21:00,95562,50676,94639,47014
2020-09-19 22:00,95581,50681,94640,47015
2020-09-19 23:00,95590,50681,94642,47016
2020-09-20 00:00,95591,50681,94643,47017
2020-09-20 01:00,95591,50681,94644,47017
2020-09-20 02:00,95594,50681,94644,47017
2020-09-20 03:00,95594,50681,94644,47017
2020-09-20 04:00,95595,50681,94644,47017
2020-09-20 05:00,95595,50681,94644,47017
2020-09-20 06:00,95596,50681,94644,47017
2020-09-20 07:00,95597,50682,94646,47030
2020-09-20 08:00,95597,50682,94649,47033
2020-09-20 09:00,95604,50688,94663,47037
2020-09-20 10:00,95613,50693,94681,47049
2020-09-20 11:00,95633,50715,94748,47081
2020-09-20 12:00,95681,50745,94895,47129
2020-09-20 13:00,95754,50772,95032,47186
2020-09-20 15:00,95946,50863,95262,47265
2020-09-20 16:00,96097,50905,95449,47289
2020-09-20 17:00,96097,50905,95449,47289
2020-09-20 18:00,96097,50905,95449,47289
2020-09-20 19:00,96097,50905,95449,47289
2020-09-20 20:00,96097,50905,95449,47289
2020-09-20 21:00,96222,50954,95552,47327
2020-09-20 22:00,96232,50957,95554,47327
2020-09-20 23:00,96236,50958,95557,47327
2020-09-21 00:00,96236,50958,95557,47327
2020-09-21 01:00,96236,50958,95559,47327
2020-09-21 02:00,96236,50958,95559,47327
2020-09-21 03:00,96236,50958,95559,47327
2020-09-21 04:00,96236,50958,95559,47327
2020-09-21 05:00,96236,50959,95559,47327
2020-09-21 06:00,96239,50959,95560,47327
2020-09-21 07:00,96245,50960,95579,47327
2020-09-21 08:00,96277,50975,95603,47334
2020-09-21 09:00,96306,50977,95629,47336
2020-09-21 10:00,96324,50983,95647,47339
2020-09-21 11:00,96341,50991,95669,47351
2020-09-21 12:00,96361,50999,95695,47363
2020-09-21 13:00,96389,51019,95736,47386
2020-09-21 14:00,96418,51037,95774,47398
2020-09-21 15:00,96440,51054,95819,47419
2020-09-21 16:00,96496,51073,95882,47435
2020-09-21 17:00,96496,51073,95882,47435
2020-09-21 18:00,96496,51073,95882,47435
2020-09-21 19:00,96496,51073,95882,47435
2020-09-21 20:00,96496,51073,95882,47435
2020-09-21 21:00,96568,51101,95947,47450
2020-09-21 22:00,96585,51105,95948,47450
2020-09-21 23:00,96594,51108,95950,47454
2020-09-22 00:00,96598,51109,95952,47455
2020-09-22 01:00,96598,51109,95953,47455
2020-09-22 02:00,96598,51109,95953,47455
2020-09-22 03:00,96598,51109,95953,47455
2020-09-22 04:00,96599,51109,95953,47455
2020-09-22 05:00,96599,51110,95954,47455
2020-09-22 06:00,96600,51110,95957,47455
2020-09-22 07:00,96611,51111,95971,47455
2020-09-22 08:00,96644,51114,95999,47458
2020-09-22 10:00,96695,51124,96057,47466
2020-09-22 11:00,96716,51131,96106,47476
2020-09-22 12:00,96736,51151,96153,47496
2020-09-22 13:00,96771,51165,96196,47514
2020-09-22 14:00,96809,51182,96239,47535
2020-09-22 15:00,96848,51197,96303,47548
2020-09-22 16:00,96909,51210,96354,47564
2020-09-22 17:00,96909,51210,96354,47564
2020-09-22 18:00,96909,51210,96354,47564
2020-09-22 19:00,96909,51210,96354,47564
2020-09-22 20:00,96909,51210,96354,47564
2020-09-22 21:00,97047,51260,96426,47584
2020-09-22 22:00,97072,51266,96429,47584
2020-09-22 23:00,97082,51269,96434,47585
2020-09-23 00:00,97085,51269,96435,47587
2020-09-23 01:00,97086,51269,96435,47588
2020-09-23 02:00,97089,51269,96436,47588
2020-09-23 03:00,97089,51269,96436,47588
2020-09-23 04:00,97090,51269,96436,47588
2020-09-23 05:00,97090,51269,96437,47588
2020-09-23 07:00,97103,51270,96449,47589
2020-09-23 08:00,97131,51276,96466,47601
2020-09-25 12:00,97155,51284,96493,47604
2020-09-25 13:00,97155,51284,96493,47604
2020-09-25 14:00,97155,51284,96493,47604
2020-09-25 15:00,97155,51284,96493,47604
2020-09-25 16:00,97155,51284,96493,47604
2020-09-25 17:00,97155,51284,96493,47604
2020-09-25 18:00,97155,51284,96493,47604
2020-09-25 19:00,97155,51284,96493,47604
2020-09-25 20:00,97155,51284,96493,47604
2020-09-25 21:00,97155,51284,96493,47604
2020-09-25 22:00,97155,51284,96493,47604
2020-09-25 23:00,97155,51284,96493,47604
2020-09-26 00:00,97155,51284,96493,47604
2020-09-26 01:00,97155,51284,96493,47604
2020-09-26 02:00,97155,51284,96493,47604
2020-09-26 03:00,97155,51284,96493,47604
2020-09-26 04:00,97155,51284,96493,47604
2020-09-26 05:00,97155,51284,96493,47604
2020-09-26 06:00,97155,51284,96493,47604
2020-09-26 07:00,97155,51284,96493,47604
2020-09-26 08:00,97155,51284,96493,47604
2020-09-26 09:00,97155,51284,96493,47604
2020-09-26 10:00,97155,51284,96493,47604
2020-09-26 11:00,97155,51284,96493,47604
2020-09-26 12:00,97155,51284,96493,47604
2020-09-26 13:00,97155,51284,96493,47604
2020-09-26 14:00,97155,51284,96493,47604
2020-09-26 15:00,97155,51284,96493,47604
2020-09-26 16:00,97155,51284,96493,47604
2020-09-26 17:00,97155,51284,96493,47604
2020-09-26 18:00,97155,51284,96493,47604
2020-09-26 19:00,97155,51284,96493,47604
2020-09-26 20:00,97155,51284,96493,47604
2020-09-26 21:00,97155,51284,96493,47604
2020-09-26 22:00,97155,51284,96493,47604
2020-09-26 23:00,97155,51284,96493,47604
2020-09-27 00:00,97155,51284,96493,47604
2020-09-27 01:00,97155,51284,96493,47604
2020-09-27 02:00,97155,51284,96493,47604
2020-09-27 03:00,97155,51284,96493,47604
2020-09-27 04:00,97155,51284,96493,47604
2020-09-27 05:00,97155,51284,96493,47604
2020-09-27 06:00,97155,51284,96493,47604
2020-09-27 07:00,97155,51284,96493,47604
2020-09-27 08:00,97155,51284,96493,47604
2020-09-27 09:00,97155,51284,96493,47604
2020-09-27 10:00,97155,51284,96493,47604
2020-09-27 11:00,97155,51284,96493,47604
2020-09-27 12:00,97155,51284,96493,47604
2020-09-27 13:00,97155,51284,96493,47604
2020-09-27 14:00,97155,51284,96493,47604
2020-09-27 15:00,97155,51284,96493,47604
2020-09-27 16:00,97155,51284,96493,47604
2020-09-27 17:00,97155,51284,96493,47604
2020-09-27 18:00,97155,51284,96493,47604
2020-09-27 19:00,97155,51284,96493,47604
2020-09-27 20:00,97155,51284,96493,47604
2020-09-27 21:00,97155,51284,96493,47604
2020-09-27 22:00,97155,51284,96493,47604
2020-09-27 23:00,97155,51284,96493,47604
2020-09-28 00:00,97155,51284,96493,47604
2020-09-28 01:00,97155,51284,96493,47604
2020-09-28 02:00,97155,51284,96493,47604
2020-09-28 03:00,97155,51284,96493,47604
2020-09-28 04:00,97155,51284,96493,47604
2020-09-28 05:00,97155,51284,96493,47604
2020-09-28 06:00,97155,51284,96493,47604
2020-09-28 07:00,97155,51284,96493,47604
2020-09-28 08:00,97155,51284,96493,47604
2020-09-28 09:00,97155,51284,96493,47604
2020-09-28 10:00,97155,51284,96493,47604
2020-09-28 11:00,97155,51284,96493,47604
2020-09-28 12:00,97155,51284,96493,47604
2020-09-28 13:00,97155,51284,96493,47604
2020-09-28 14:00,97155,51284,96493,47604
2020-09-28 15:00,97155,51284,96493,47604
2020-09-28 16:00,97155,51284,96493,47604
2020-09-28 17:00,97155,51284,96493,47604
2020-09-28 18:00,97155,51284,96493,47604
2020-09-28 19:00,97155,51284,96493,47604
2020-09-28 20:00,97155,51284,96493,47604
2020-09-28 21:00,97155,51284,96493,47604
2020-09-28 22:00,97155,51284,96493,47604
2020-09-28 23:00,97155,51284,96493,47604
2020-09-29 00:00,97155,51284,96493,47604
2020-09-29 01:00,97155,51284,96493,47604
2020-09-29 02:00,97155,51284,96493,47604
2020-09-29 03:00,97155,51284,96493,47604
2020-09-29 04:00,97155,51284,96493,47604
2020-09-29 05:00,97155,51284,96493,47604
2020-09-29 06:00,97155,51284,96493,47604
2020-09-29 07:00,97155,51284,96493,47604
2020-09-29 08:00,97155,51284,96493,47604
2020-09-29 09:00,97155,51284,96493,47604
2020-09-29 10:00,97155,51284,96493,47604
2020-09-29 11:00,97155,51284,96493,47604
2020-09-29 12:00,97155,51284,96493,47604
2020-09-29 14:00,97163,51290,96511,47614
2020-09-29 15:00,97174,51299,96519,47617
2020-09-29 16:00,97174,51299,96519,47617
2020-09-29 17:00,97174,51299,96519,47617
2020-09-29 18:00,97174,51299,96519,47617
2020-09-29 19:00,97174,51299,96519,47617
2020-09-29 20:00,97200,51302,96532,47618
2020-09-29 21:00,97205,51304,96533,47621
2020-09-29 22:00,97205,51304,96533,47622
2020-09-29 23:00,97209,51305,96540,47623
2020-09-30 00:00,97209,51305,96540,47623
2020-09-30 01:00,97209,51305,96540,47623
2020-09-30 02:00,97211,51305,96540,47623
2020-09-30 03:00,97212,51305,96540,47623
2020-09-30 04:00,97212,51305,96540,47623
2020-09-30 05:00,97213,51305,96541,47623
2020-09-30 06:00,97215,51305,96543,47623
2020-09-30 07:00,97223,51308,96551,47623
2020-09-30 08:00,97242,51311,96571,47624
2020-09-30 09:00,97266,51313,96598,47626
2020-09-30 10:00,97289,51318,96614,47631
2020-09-30 11:00,97307,51319,96621,47634
2020-09-30 12:00,97317,51321,96631,47637
2020-09-30 13:00,97325,51328,96649,47646
2020-09-30 14:00,97336,51335,96661,47651
2020-09-30 15:00,97347,51343,96671,47662
