time,cyklisté,chodci
Ikea,,Ikea,Olympia
2020-09-30 16:00,97347,51343,96671,47662
2020-09-30 17:00,97347,51343,96671,47662
2020-09-30 18:00,97347,51343,96671,47662
2020-09-30 19:00,97347,51343,96671,47662
2020-09-30 20:00,97370,51353,96688,47670
2020-09-30 21:00,97389,51357,96701,47679
2020-09-30 22:00,97398,51363,96702,47684
2020-09-30 23:00,97402,51368,96704,47684
2020-10-01 00:00,97403,51368,96705,47684
2020-10-01 01:00,97404,51368,96707,47684
2020-10-01 02:00,97405,51368,96707,47684
2020-10-01 03:00,97406,51368,96707,47684
2020-10-01 04:00,97406,51368,96707,47684
2020-10-01 05:00,97407,51368,96707,47685
2020-10-01 06:00,97409,51383,96709,47734
2020-10-01 07:00,97417,51393,96723,47762
2020-10-01 08:00,97433,51396,96739,47763
2020-10-01 09:00,97433,51396,96739,47763
2020-10-01 10:00,97449,51398,96760,47765
2020-10-01 11:00,97449,51398,96760,47765
2020-10-01 12:00,97454,51403,96769,47766
2020-10-01 13:00,97465,51405,96785,47768
2020-10-01 14:00,97465,51405,96785,47768
2020-10-01 15:00,97476,51405,96800,47775
2020-10-01 16:00,97476,51405,96800,47775
2020-10-01 17:00,97476,51405,96800,47775
2020-10-01 18:00,97476,51405,96800,47775
2020-10-01 19:00,97476,51405,96800,47775
2020-10-01 20:00,97504,51414,96820,47780
2020-10-01 21:00,97518,51431,96829,47785
2020-10-01 22:00,97522,51434,96832,47786
2020-10-01 23:00,97522,51434,96832,47786
2020-10-02 00:00,97522,51434,96832,47786
2020-10-02 01:00,97522,51434,96832,47786
2020-10-02 02:00,97522,51434,96832,47786
2020-10-02 03:00,97522,51434,96832,47786
2020-10-02 04:00,97522,51434,96832,47786
2020-10-02 05:00,97522,51434,96832,47786
2020-10-02 06:00,97522,51434,96832,47786
2020-10-02 07:00,97522,51434,96832,47786
2020-10-02 08:00,97522,51434,96832,47786
2020-10-02 09:00,97522,51434,96832,47786
2020-10-02 10:00,97540,51457,96852,47805
2020-10-02 11:00,97540,51457,96852,47805
2020-10-02 12:00,97555,51476,96861,47815
2020-10-02 13:00,97555,51476,96861,47815
2020-10-02 14:00,97555,51476,96861,47815
2020-10-02 15:00,97579,51484,96916,47819
2020-10-02 16:00,97628,51497,96977,47831
2020-10-02 17:00,97693,51506,97054,47840
2020-10-02 18:00,97693,51506,97054,47840
2020-10-02 19:00,97693,51506,97054,47840
2020-10-02 20:00,97783,51529,97131,47858
2020-10-02 21:00,97801,51538,97135,47859
2020-10-02 22:00,97807,51542,97139,47860
2020-10-02 23:00,97810,51542,97140,47861
2020-10-03 00:00,97812,51543,97141,47864
2020-10-03 01:00,97814,51543,97143,47866
2020-10-03 02:00,97814,51545,97143,47866
2020-10-03 03:00,97814,51545,97143,47866
2020-10-03 04:00,97815,51545,97143,47866
2020-10-03 05:00,97815,51545,97143,47866
2020-10-03 06:00,97815,51545,97144,47866
2020-10-03 07:00,97818,51545,97144,47866
2020-10-03 08:00,97820,51545,97146,47866
2020-10-03 09:00,97829,51545,97153,47866
2020-10-03 10:00,97835,51550,97182,47868
2020-10-03 11:00,97852,51560,97288,47879
2020-10-03 12:00,97896,51579,97399,47902
2020-10-03 13:00,97932,51607,97492,47917
2020-10-03 14:00,97970,51627,97580,47938
2020-10-03 15:00,98038,51661,97658,47982
2020-10-03 16:00,98136,51697,97786,48032
2020-10-03 17:00,98249,51759,97865,48082
2020-10-03 18:00,98404,51805,97937,48128
2020-10-03 19:00,98525,51881,97982,48190
2020-10-03 20:00,98592,51902,97998,48209
2020-10-03 21:00,98599,51916,98002,48210
2020-10-03 22:00,98611,51916,98005,48210
2020-10-03 23:00,98622,51918,98006,48210
2020-10-04 00:00,98622,51918,98006,48210
2020-10-04 01:00,98623,51918,98007,48211
2020-10-04 02:00,98623,51918,98007,48211
2020-10-04 03:00,98623,51920,98007,48211
2020-10-04 04:00,98623,51921,98007,48211
2020-10-04 05:00,98623,51921,98007,48211
2020-10-04 06:00,98623,51921,98007,48211
2020-10-04 07:00,98623,51922,98007,48211
2020-10-04 08:00,98624,51922,98007,48211
2020-10-04 09:00,98626,51922,98012,48213
2020-10-04 10:00,98631,51928,98024,48216
2020-10-04 11:00,98644,51928,98053,48223
2020-10-04 12:00,98656,51933,98085,48233
2020-10-04 13:00,98674,51943,98142,48244
2020-10-04 14:00,98738,51969,98245,48272
2020-10-04 15:00,98812,51994,98368,48310
2020-10-04 16:00,98923,52028,98548,48360
2020-10-04 17:00,99095,52060,98747,48419
2020-10-04 18:00,99345,52142,98929,48481
2020-10-04 19:00,99588,52192,99012,48523
2020-10-04 20:00,99711,52234,99035,48542
2020-10-04 21:00,99737,52246,99049,48548
2020-10-04 22:00,99741,52248,99049,48554
2020-10-04 23:00,99746,52250,99049,48554
2020-10-05 00:00,99747,52250,99049,48554
2020-10-05 01:00,99747,52250,99049,48554
2020-10-05 02:00,99747,52251,99049,48554
2020-10-05 03:00,99747,52252,99049,48554
2020-10-05 04:00,99748,52252,99049,48554
2020-10-05 05:00,99748,52253,99050,48554
2020-10-05 06:00,99751,52253,99051,48554
2020-10-05 07:00,99756,52254,99064,48554
2020-10-05 08:00,99768,52255,99073,48554
2020-10-05 09:00,99783,52257,99092,48556
2020-10-05 10:00,99800,52263,99105,48562
2020-10-05 11:00,99810,52266,99115,48564
2020-10-05 12:00,99816,52271,99127,48568
2020-10-05 13:00,99821,52272,99134,48571
2020-10-05 14:00,99821,52277,99142,48573
2020-10-05 15:00,99831,52279,99148,48575
2020-10-05 16:00,99847,52279,99158,48576
2020-10-05 17:00,99866,52283,99185,48584
2020-10-05 18:00,99912,52297,99262,48598
2020-10-05 19:00,99946,52318,99314,48620
2020-10-05 20:00,99977,52331,99342,48632
2020-10-05 21:00,99985,52344,99352,48637
2020-10-05 22:00,99991,52364,99356,48658
2020-10-05 23:00,99993,52368,99358,48661
2020-10-06 00:00,99994,52368,99358,48661
2020-10-06 01:00,99996,52368,99358,48661
2020-10-06 02:00,99997,52368,99358,48661
2020-10-06 03:00,99998,52368,99358,48661
2020-10-06 04:00,99998,52368,99359,48661
2020-10-06 05:00,99999,52368,99359,48661
2020-10-06 06:00,100001,52368,99360,48661
2020-10-06 07:00,100008,52369,99374,48661
2020-10-06 08:00,100036,52372,99388,48661
2020-10-06 09:00,100059,52375,99411,48662
2020-10-06 10:00,100080,52379,99429,48665
2020-10-06 11:00,100098,52384,99445,48671
2020-10-06 12:00,100115,52394,99476,48681
2020-10-06 13:00,100133,52423,99506,48714
2020-10-06 14:00,100175,52443,99548,48735
2020-10-06 15:00,100197,52459,99597,48753
2020-10-06 16:00,100246,52477,99659,48777
2020-10-06 17:00,100309,52505,99768,48813
2020-10-06 18:00,100444,52550,99895,48844
2020-10-06 19:00,100566,52618,100021,48916
2020-10-06 20:00,100659,52677,100052,48956
2020-10-06 21:00,100691,52691,100069,48960
2020-10-06 22:00,100708,52692,100073,48960
2020-10-06 23:00,100715,52694,100075,48964
2020-10-07 00:00,100718,52694,100075,48964
2020-10-07 01:00,100718,52694,100076,48964
2020-10-07 02:00,100718,52694,100076,48964
2020-10-07 03:00,100719,52694,100077,48964
2020-10-07 04:00,100719,52694,100078,48964
2020-10-07 05:00,100720,52694,100079,48964
2020-10-07 06:00,100723,52694,100081,48964
2020-10-07 07:00,100729,52695,100090,48965
2020-10-07 08:00,100738,52704,100100,48970
2020-10-07 09:00,100750,52704,100116,48970
2020-10-07 10:00,100772,52710,100135,48973
2020-10-07 11:00,100786,52712,100150,48977
2020-10-07 12:00,100795,52718,100175,48982
2020-10-07 13:00,100814,52725,100196,48993
2020-10-07 14:00,100829,52733,100218,49000
2020-10-07 15:00,100842,52735,100240,49003
2020-10-07 16:00,100875,52741,100271,49012
2020-10-07 17:00,100913,52761,100324,49032
2020-10-07 18:00,100971,52779,100381,49057
2020-10-07 19:00,101044,52816,100454,49085
2020-10-07 20:00,101100,52853,100485,49111
2020-10-07 21:00,101120,52864,100500,49122
2020-10-07 22:00,101127,52869,100502,49124
2020-10-07 23:00,101132,52870,100506,49124
2020-10-08 00:00,101133,52872,100508,49127
2020-10-08 01:00,101133,52874,100509,49127
2020-10-08 02:00,101133,52874,100509,49127
2020-10-08 03:00,101135,52874,100509,49127
2020-10-08 04:00,101135,52874,100509,49127
2020-10-08 05:00,101136,52874,100510,49127
2020-10-08 06:00,101140,52874,100512,49127
2020-10-08 07:00,101149,52876,100526,49127
2020-10-08 08:00,101166,52880,100543,49129
2020-10-08 09:00,101182,52882,100562,49130
2020-10-08 10:00,101202,52887,100583,49136
2020-10-08 11:00,101213,52891,100599,49143
2020-10-08 12:00,101283,52970,100649,49170
2020-10-08 13:00,101315,52988,100679,49189
2020-10-08 14:00,101351,53000,100756,49206
2020-10-08 15:00,101388,53019,100802,49228
2020-10-08 16:00,101425,53033,100857,49242
2020-10-08 17:00,101482,53061,100926,49288
2020-10-08 18:00,101561,53117,101027,49332
2020-10-08 19:00,101657,53171,101112,49377
2020-10-08 20:00,101743,53208,101153,49394
2020-10-08 21:00,101756,53217,101163,49397
2020-10-08 22:00,101766,53221,101163,49400
2020-10-08 23:00,101775,53222,101165,49400
2020-10-09 00:00,101776,53222,101169,49401
2020-10-09 01:00,101776,53222,101169,49401
2020-10-09 02:00,101776,53222,101169,49401
2020-10-09 03:00,101777,53222,101173,49402
2020-10-09 04:00,101777,53222,101173,49402
2020-10-09 05:00,101777,53222,101174,49402
2020-10-09 06:00,101778,53222,101175,49402
2020-10-09 07:00,101788,53225,101183,49402
2020-10-09 08:00,101806,53225,101196,49404
2020-10-09 09:00,101821,53232,101216,49407
2020-10-09 10:00,101838,53233,101235,49410
2020-10-09 11:00,101851,53243,101259,49422
2020-10-09 12:00,101867,53247,101307,49433
2020-10-09 13:00,101888,53267,101353,49445
2020-10-09 14:00,101917,53283,101392,49472
2020-10-09 15:00,101945,53307,101442,49486
2020-10-09 16:00,102007,53325,101531,49516
2020-10-09 17:00,102110,53362,101642,49550
2020-10-09 18:00,102201,53434,101770,49606
2020-10-09 19:00,102319,53493,101854,49664
2020-10-09 20:00,102405,53550,101890,49707
2020-10-09 21:00,102422,53562,101903,49710
2020-10-09 22:00,102443,53562,101907,49712
2020-10-09 23:00,102447,53570,101908,49715
2020-10-10 00:00,102449,53570,101909,49715
2020-10-10 01:00,102449,53570,101909,49715
2020-10-10 02:00,102449,53570,101909,49715
2020-10-10 03:00,102449,53570,101909,49715
2020-10-10 04:00,102449,53570,101910,49715
2020-10-10 05:00,102450,53570,101910,49715
2020-10-10 06:00,102451,53570,101911,49715
2020-10-10 07:00,102453,53572,101912,49715
2020-10-10 08:00,102457,53572,101913,49716
2020-10-10 09:00,102458,53574,101922,49717
2020-10-10 10:00,102465,53583,101942,49727
2020-10-10 11:00,102482,53593,102022,49745
2020-10-10 12:00,102500,53622,102133,49764
2020-10-10 13:00,102559,53658,102283,49813
2020-10-10 14:00,102614,53702,102379,49864
2020-10-10 15:00,102699,53745,102461,49916
2020-10-10 16:00,102877,53813,102636,50011
2020-10-10 17:00,103044,53875,102754,50063
2020-10-10 18:00,103211,53931,102846,50111
2020-10-10 19:00,103243,53943,102855,50114
2020-10-10 20:00,103252,53949,102857,50119
2020-10-10 21:00,103254,53951,102859,50121
2020-10-10 22:00,103255,53951,102859,50122
2020-10-10 23:00,103258,53953,102862,50122
2020-10-11 00:00,103260,53955,102862,50122
2020-10-11 01:00,103260,53955,102862,50122
2020-10-11 02:00,103260,53955,102862,50122
2020-10-11 03:00,103262,53957,102862,50122
2020-10-11 04:00,103263,53957,102862,50122
2020-10-11 05:00,103263,53957,102862,50122
2020-10-11 06:00,103265,53957,102863,50122
2020-10-11 07:00,103266,53957,102864,50122
2020-10-11 08:00,103267,53957,102865,50122
2020-10-11 09:00,103271,53961,102869,50124
2020-10-11 10:00,103273,53966,102876,50129
2020-10-11 11:00,103282,53986,102901,50149
2020-10-11 12:00,103315,54005,102948,50167
2020-10-11 13:00,103352,54027,103004,50196
2020-10-11 14:00,103392,54054,103055,50217
2020-10-11 15:00,103462,54073,103113,50235
2020-10-11 16:00,103555,54108,103235,50286
2020-10-11 17:00,103643,54163,103290,50348
2020-10-11 18:00,103720,54195,103324,50361
2020-10-11 19:00,103773,54208,103340,50375
2020-10-11 20:00,103777,54213,103343,50381
2020-10-11 21:00,103779,54217,103346,50385
2020-10-11 22:00,103780,54217,103346,50385
2020-10-11 23:00,103780,54217,103346,50386
2020-10-12 00:00,103780,54217,103346,50386
2020-10-12 01:00,103780,54217,103346,50386
2020-10-12 02:00,103780,54217,103346,50386
2020-10-12 03:00,103780,54217,103346,50386
2020-10-12 04:00,103780,54217,103346,50387
2020-10-12 05:00,103780,54218,103346,50387
2020-10-12 06:00,103780,54218,103346,50387
2020-10-12 07:00,103780,54218,103346,50387
2020-10-12 08:00,103782,54219,103346,50387
2020-10-12 09:00,103782,54219,103348,50390
2020-10-12 10:00,103786,54221,103350,50394
2020-10-12 11:00,103786,54222,103351,50396
2020-10-12 12:00,103787,54222,103353,50398
2020-10-12 13:00,103789,54223,103357,50400
2020-10-12 14:00,103789,54225,103359,50400
2020-10-12 15:00,103791,54226,103364,50401
2020-10-12 16:00,103799,54231,103374,50402
2020-10-12 17:00,103815,54235,103385,50411
2020-10-12 18:00,103838,54241,103402,50420
2020-10-12 19:00,103858,54255,103426,50443
2020-10-12 20:00,103880,54269,103438,50451
2020-10-12 21:00,103886,54276,103443,50455
2020-10-12 22:00,103891,54277,103445,50457
2020-10-12 23:00,103893,54277,103448,50457
2020-10-13 00:00,103894,54277,103448,50458
2020-10-13 01:00,103894,54277,103448,50458
2020-10-13 02:00,103894,54277,103448,50458
2020-10-13 03:00,103895,54277,103448,50459
2020-10-13 04:00,103896,54277,103448,50459
2020-10-13 05:00,103898,54277,103448,50459
2020-10-13 06:00,103898,54278,103449,50460
2020-10-13 07:00,103899,54279,103451,50460
2020-10-13 08:00,103902,54283,103456,50460
2020-10-13 09:00,103904,54284,103458,50461
2020-10-13 10:00,103904,54285,103458,50463
2020-10-13 11:00,103904,54286,103460,50463
2020-10-13 12:00,103905,54286,103462,50464
2020-10-13 13:00,103905,54286,103462,50464
2020-10-13 14:00,103906,54287,103470,50465
2020-10-13 15:00,103911,54288,103473,50467
2020-10-13 16:00,103915,54289,103475,50468
2020-10-13 17:00,103923,54291,103479,50471
2020-10-13 18:00,103925,54291,103482,50471
2020-10-13 19:00,103928,54296,103485,50472
2020-10-13 20:00,103929,54296,103486,50473
2020-10-13 21:00,103930,54297,103486,50473
2020-10-13 22:00,103930,54297,103486,50473
2020-10-13 23:00,103930,54297,103486,50473
2020-10-14 00:00,103930,54297,103486,50473
2020-10-14 01:00,103930,54299,103486,50473
2020-10-14 02:00,103930,54299,103486,50474
2020-10-14 03:00,103930,54301,103486,50474
2020-10-14 04:00,103930,54301,103486,50474
2020-10-14 05:00,103930,54302,103486,50474
2020-10-14 06:00,103930,54303,103486,50474
2020-10-14 07:00,103930,54305,103486,50474
2020-10-14 08:00,103930,54305,103488,50474
2020-10-14 09:00,103930,54306,103490,50474
2020-10-14 10:00,103930,54307,103490,50477
2020-10-14 11:00,103930,54307,103491,50478
2020-10-14 12:00,103930,54307,103492,50481
2020-10-14 13:00,103930,54308,103492,50482
2020-10-14 14:00,103930,54309,103492,50483
2020-10-14 15:00,103931,54309,103492,50484
2020-10-14 16:00,103934,54311,103493,50485
2020-10-14 17:00,103934,54314,103498,50488
2020-10-14 18:00,103937,54319,103500,50492
2020-10-14 19:00,103939,54327,103501,50506
2020-10-14 20:00,103941,54328,103501,50511
2020-10-14 21:00,103942,54328,103502,50511
2020-10-14 22:00,103942,54328,103502,50513
2020-10-14 23:00,103942,54329,103502,50513
2020-10-15 00:00,103942,54329,103502,50515
2020-10-15 01:00,103942,54331,103502,50515
2020-10-15 02:00,103943,54331,103502,50515
2020-10-15 03:00,103944,54331,103502,50515
2020-10-15 04:00,103944,54331,103502,50515
2020-10-15 05:00,103944,54331,103503,50515
2020-10-15 06:00,103945,54332,103503,50516
2020-10-15 07:00,103949,54334,103508,50516
2020-10-15 08:00,103955,54337,103520,50517
2020-10-15 09:00,103963,54338,103533,50520
2020-10-15 10:00,103973,54341,103548,50524
2020-10-15 11:00,103981,54345,103558,50529
2020-10-15 12:00,104001,54352,103582,50542
2020-10-15 13:00,104025,54357,103608,50547
2020-10-15 14:00,104045,54368,103631,50562
2020-10-15 15:00,104080,54384,103670,50580
2020-10-15 16:00,104129,54398,103731,50590
2020-10-15 17:00,104194,54411,103803,50616
2020-10-15 18:00,104287,54446,103899,50649
2020-10-15 19:00,104386,54481,103971,50698
2020-10-15 20:00,104430,54512,103997,50717
2020-10-15 21:00,104444,54517,104003,50721
2020-10-15 22:00,104449,54521,104006,50726
2020-10-15 23:00,104452,54521,104007,50726
2020-10-16 00:00,104452,54521,104007,50726
2020-10-16 01:00,104453,54521,104007,50726
2020-10-16 02:00,104453,54521,104007,50726
2020-10-16 03:00,104454,54521,104008,50726
2020-10-16 04:00,104454,54521,104008,50726
2020-10-16 05:00,104455,54521,104008,50726
2020-10-16 06:00,104457,54521,104009,50726
2020-10-16 07:00,104459,54523,104012,50726
2020-10-16 08:00,104468,54524,104023,50727
2020-10-16 09:00,104472,54524,104028,50727
2020-10-16 10:00,104472,54526,104034,50731
2020-10-16 11:00,104476,54528,104039,50733
2020-10-16 12:00,104478,54531,104046,50736
2020-10-16 13:00,104484,54531,104051,50737
2020-10-16 14:00,104488,54532,104054,50739
2020-10-16 15:00,104492,54536,104061,50743
2020-10-16 16:00,104504,54536,104072,50745
2020-10-16 17:00,104520,54539,104086,50748
2020-10-16 18:00,104528,54539,104099,50750
2020-10-16 19:00,104537,54547,104108,50758
2020-10-16 20:00,104539,54550,104108,50764
2020-10-16 21:00,104543,54551,104111,50766
2020-10-16 22:00,104545,54551,104112,50766
2020-10-16 23:00,104547,54551,104112,50766
2020-10-17 00:00,104549,54551,104112,50767
2020-10-17 01:00,104549,54551,104112,50767
2020-10-17 02:00,104549,54551,104112,50768
2020-10-17 03:00,104549,54551,104112,50769
2020-10-17 04:00,104549,54551,104112,50769
2020-10-17 05:00,104549,54551,104112,50769
2020-10-17 06:00,104549,54551,104112,50769
2020-10-17 07:00,104549,54551,104112,50769
2020-10-17 08:00,104549,54551,104113,50769
2020-10-17 09:00,104551,54551,104115,50769
2020-10-17 10:00,104551,54554,104117,50770
2020-10-17 11:00,104554,54555,104127,50776
2020-10-17 12:00,104559,54559,104145,50788
2020-10-17 13:00,104587,54563,104168,50801
2020-10-17 14:00,104603,54568,104188,50812
2020-10-17 15:00,104629,54572,104227,50834
2020-10-17 16:00,104660,54585,104269,50867
2020-10-17 17:00,104715,54614,104322,50915
2020-10-17 18:00,104775,54643,104372,50948
2020-10-17 19:00,104827,54677,104395,50985
2020-10-17 20:00,104842,54688,104406,50993
2020-10-17 21:00,104847,54693,104409,50996
2020-10-17 22:00,104847,54693,104410,50996
2020-10-17 23:00,104847,54693,104411,50996
2020-10-18 00:00,104848,54694,104411,50997
2020-10-18 01:00,104848,54694,104411,50997
2020-10-18 02:00,104848,54694,104412,50997
2020-10-18 03:00,104848,54694,104412,50997
2020-10-18 04:00,104848,54694,104412,50997
2020-10-18 05:00,104848,54694,104412,50997
2020-10-18 06:00,104848,54694,104412,50997
2020-10-18 07:00,104848,54694,104412,50997
2020-10-18 08:00,104849,54694,104414,50997
2020-10-18 09:00,104853,54698,104420,51000
2020-10-18 10:00,104856,54708,104428,51007
2020-10-18 11:00,104874,54711,104462,51019
2020-10-18 12:00,104902,54725,104535,51041
2020-10-18 13:00,104943,54746,104645,51068
2020-10-18 14:00,104993,54774,104724,51102
2020-10-18 15:00,105071,54799,104797,51139
2020-10-18 16:00,105180,54821,104939,51176
2020-10-18 17:00,105313,54855,105073,51257
2020-10-18 18:00,105441,54891,105131,51292
2020-10-18 19:00,105527,54935,105144,51313
2020-10-18 20:00,105544,54954,105154,51336
2020-10-18 21:00,105546,54956,105157,51336
2020-10-18 22:00,105546,54956,105159,51338
2020-10-18 23:00,105548,54956,105159,51338
2020-10-19 00:00,105548,54956,105159,51338
2020-10-19 01:00,105548,54956,105159,51338
2020-10-19 02:00,105550,54957,105159,51338
2020-10-19 03:00,105550,54957,105160,51338
2020-10-19 04:00,105550,54957,105160,51338
2020-10-19 05:00,105551,54957,105160,51338
2020-10-19 06:00,105552,54958,105162,51338
2020-10-19 07:00,105557,54958,105169,51338
2020-10-19 08:00,105567,54964,105183,51343
2020-10-19 09:00,105573,54964,105191,51343
2020-10-19 10:00,105580,54965,105202,51346
2020-10-19 11:00,105590,54968,105214,51348
2020-10-19 12:00,105601,54970,105234,51357
2020-10-19 13:00,105611,54979,105250,51366
2020-10-19 14:00,105623,54993,105267,51376
2020-10-19 15:00,105636,55007,105299,51385
2020-10-19 16:00,105668,55022,105359,51405
2020-10-19 17:00,105747,55048,105433,51449
2020-10-19 18:00,105855,55092,105544,51508
2020-10-19 19:00,105946,55156,105613,51566
2020-10-19 20:00,105984,55181,105628,51582
2020-10-19 21:00,105986,55184,105633,51583
2020-10-19 22:00,105991,55185,105634,51584
2020-10-19 23:00,105996,55187,105635,51584
2020-10-20 00:00,105997,55187,105635,51585
2020-10-20 01:00,105998,55187,105635,51585
2020-10-20 02:00,105998,55187,105635,51585
2020-10-20 03:00,105999,55187,105635,51585
2020-10-20 04:00,105999,55187,105635,51585
2020-10-20 05:00,106000,55187,105636,51585
2020-10-20 06:00,106001,55187,105638,51585
2020-10-20 07:00,106006,55189,105645,51585
2020-10-20 08:00,106021,55189,105658,51585
2020-10-20 09:00,106037,55194,105695,51587
2020-10-20 10:00,106045,55200,105713,51597
2020-10-20 11:00,106057,55210,105728,51602
2020-10-20 12:00,106068,55223,105756,51633
2020-10-20 13:00,106087,55234,105781,51645
2020-10-20 14:00,106104,55243,105811,51650
2020-10-20 15:00,106125,55269,105847,51662
2020-10-20 16:00,106155,55290,105885,51687
2020-10-20 17:00,106210,55320,105935,51747
2020-10-20 18:00,106269,55371,106012,51824
2020-10-20 19:00,106358,55447,106048,51883
2020-10-20 20:00,106379,55501,106067,51918
2020-10-20 21:00,106389,55511,106071,51924
2020-10-20 22:00,106391,55512,106076,51926
2020-10-20 23:00,106397,55512,106078,51926
2020-10-21 00:00,106399,55512,106081,51928
2020-10-21 01:00,106400,55512,106082,51928
2020-10-21 02:00,106400,55514,106082,51928
2020-10-21 03:00,106400,55516,106082,51928
2020-10-21 04:00,106400,55516,106082,51928
2020-10-21 05:00,106401,55516,106082,51928
2020-10-21 06:00,106404,55516,106087,51928
2020-10-21 07:00,106411,55517,106094,51928
2020-10-21 08:00,106422,55523,106109,51930
2020-10-21 09:00,106430,55527,106122,51936
2020-10-21 10:00,106437,55532,106136,51939
2020-10-21 11:00,106447,55534,106147,51946
2020-10-21 12:00,106464,55562,106183,51970
2020-10-21 13:00,106474,55575,106198,51979
2020-10-21 14:00,106484,55589,106214,51987
2020-10-21 15:00,106509,55602,106239,52005
2020-10-21 16:00,106536,55622,106283,52030
2020-10-21 17:00,106597,55649,106358,52077
2020-10-21 18:00,106715,55707,106443,52118
2020-10-21 19:00,106789,55750,106522,52162
2020-10-21 20:00,106824,55784,106541,52170
2020-10-21 21:00,106836,55790,106550,52179
2020-10-21 22:00,106840,55796,106551,52182
2020-10-21 23:00,106846,55796,106553,52184
2020-10-22 00:00,106847,55796,106555,52187
2020-10-22 01:00,106847,55798,106555,52187
2020-10-22 02:00,106848,55798,106555,52187
2020-10-22 03:00,106849,55798,106556,52187
2020-10-22 04:00,106849,55799,106557,52188
2020-10-22 05:00,106850,55799,106557,52188
2020-10-22 06:00,106852,55800,106560,52188
2020-10-22 07:00,106858,55800,106570,52188
2020-10-22 08:00,106870,55802,106588,52189
2020-10-22 09:00,106880,55813,106600,52198
2020-10-22 10:00,106893,55817,106616,52204
2020-10-22 11:00,106912,55833,106635,52216
2020-10-22 12:00,106923,55850,106663,52231
2020-10-22 13:00,106937,55869,106702,52257
2020-10-22 14:00,106961,55887,106764,52285
2020-10-22 15:00,107002,55903,106837,52310
2020-10-22 16:00,107073,55939,106952,52353
2020-10-22 17:00,107211,56056,107106,52424
2020-10-22 18:00,107386,56116,107224,52500
2020-10-22 19:00,107521,56179,107297,52567
2020-10-22 20:00,107570,56202,107319,52580
2020-10-22 21:00,107590,56212,107322,52582
2020-10-22 22:00,107593,56213,107322,52584
2020-10-22 23:00,107596,56213,107322,52587
2020-10-23 00:00,107597,56214,107324,52589
2020-10-23 01:00,107597,56216,107324,52589
2020-10-23 02:00,107597,56216,107324,52589
2020-10-23 03:00,107597,56218,107324,52589
2020-10-23 04:00,107597,56218,107324,52589
2020-10-23 05:00,107598,56218,107325,52589
2020-10-23 06:00,107599,56218,107326,52589
2020-10-23 07:00,107604,56218,107330,52589
2020-10-23 08:00,107616,56221,107342,52590
2020-10-23 09:00,107625,56222,107353,52590
2020-10-23 10:00,107635,56225,107363,52592
2020-10-23 11:00,107646,56229,107378,52597
2020-10-23 12:00,107651,56235,107388,52601
2020-10-23 13:00,107662,56246,107405,52615
2020-10-23 14:00,107672,56249,107421,52624
2020-10-23 15:00,107687,56259,107449,52637
2020-10-23 16:00,107730,56271,107501,52660
2020-10-23 17:00,107787,56297,107570,52692
2020-10-23 18:00,107862,56361,107640,52734
2020-10-23 19:00,107929,56402,107675,52759
2020-10-23 20:00,107951,56416,107685,52772
2020-10-23 21:00,107956,56420,107691,52778
2020-10-23 22:00,107957,56426,107693,52784
2020-10-23 23:00,107959,56428,107697,52784
2020-10-24 00:00,107961,56428,107697,52784
2020-10-24 01:00,107961,56428,107697,52784
2020-10-24 02:00,107961,56428,107697,52784
2020-10-24 03:00,107963,56428,107697,52784
2020-10-24 04:00,107963,56429,107697,52784
2020-10-24 05:00,107963,56429,107697,52784
2020-10-24 06:00,107963,56429,107698,52784
2020-10-24 07:00,107963,56429,107700,52784
2020-10-24 08:00,107965,56434,107703,52797
2020-10-24 09:00,107966,56435,107705,52797
2020-10-24 10:00,107970,56437,107708,52798
2020-10-24 11:00,107973,56439,107712,52799
2020-10-24 12:00,107977,56441,107721,52802
2020-10-24 13:00,107981,56450,107724,52809
2020-10-24 14:00,107997,56456,107750,52825
2020-10-24 15:00,108014,56469,107819,52829
2020-10-24 16:00,108081,56490,108005,52869
2020-10-24 17:00,108261,56528,108192,52949
2020-10-24 18:00,108472,56602,108336,53041
2020-10-24 19:00,108629,56664,108399,53082
2020-10-24 20:00,108665,56679,108402,53088
2020-10-24 21:00,108668,56682,108403,53093
2020-10-24 22:00,108669,56682,108404,53095
2020-10-24 23:00,108669,56683,108405,53095
2020-10-25 00:00,108669,56683,108405,53096
2020-10-25 01:00,108669,56683,108405,53096
2020-10-25 02:00,108669,56683,108405,53096
2020-10-25 03:00,108669,56683,108405,53096
2020-10-25 04:00,108669,56683,108405,53096
2020-10-25 05:00,108669,56683,108405,53096
2020-10-25 06:00,108669,56683,108406,53096
2020-10-25 07:00,108670,56683,108407,53096
2020-10-25 08:00,108672,56686,108408,53100
2020-10-25 09:00,108678,56688,108415,53104
2020-10-25 10:00,108686,56694,108431,53113
2020-10-25 11:00,108703,56700,108473,53121
2020-10-25 12:00,108731,56732,108545,53162
2020-10-25 13:00,108783,56755,108641,53179
2020-10-25 14:00,108829,56764,108695,53198
2020-10-25 15:00,108882,56782,108750,53233
2020-10-25 16:00,108968,56820,108849,53282
2020-10-25 17:00,109081,56863,108936,53340
2020-10-25 18:00,109192,56901,108980,53370
2020-10-25 19:00,109234,56917,108999,53382
2020-10-25 20:00,109245,56927,109008,53394
2020-10-25 21:00,109246,56930,109013,53397
2020-10-25 22:00,109246,56933,109014,53398
