time,cyklisté,chodci
Lidická A,,do centra,z centra
2020-07-19 23:00,4855,12634,32811,10700
2020-07-20 00:00,4855,12634,32811,10700
2020-07-20 01:00,4855,12634,32811,10700
2020-07-20 02:00,4855,12634,32811,10700
2020-07-20 03:00,4855,12634,32811,10700
2020-07-20 04:00,4855,12634,32811,10700
2020-07-20 05:00,4855,12634,32811,10700
2020-07-20 06:00,4855,12634,32811,10700
2020-07-20 07:00,4855,12634,32811,10700
2020-07-20 08:00,4855,12634,32811,10700
2020-07-20 09:00,4855,12634,32811,10700
2020-07-20 10:00,4855,12634,32811,10700
2020-07-20 11:00,4855,12634,32811,10700
2020-07-20 12:00,4855,12634,32811,10700
2020-07-20 13:00,4855,12634,32811,10700
2020-07-20 14:00,4855,12634,32811,10700
2020-07-20 15:00,4855,12634,32827,10700
2020-07-20 16:00,4855,12634,32854,10700
2020-07-20 17:00,4855,12634,32895,10700
2020-07-20 18:00,4855,12634,32929,10700
2020-07-20 19:00,4855,12634,32990,10700
2020-07-20 20:00,4855,12634,33016,10700
2020-07-20 21:00,4855,12634,33047,10700
2020-07-20 22:00,4855,12634,33073,10700
2020-07-20 23:00,4855,12634,33100,10700
2020-07-21 00:00,4855,12634,33114,10700
2020-07-21 01:00,4855,12634,33118,10700
2020-07-21 02:00,4855,12634,33121,10700
2020-07-21 03:00,4855,12634,33122,10700
2020-07-21 04:00,4855,12634,33124,10700
2020-07-21 05:00,4855,12634,33128,10700
2020-07-21 06:00,4855,12634,33130,10700
2020-07-21 07:00,4855,12634,33145,10700
2020-07-21 08:00,4855,12634,33176,10700
2020-07-21 09:00,4855,12634,33220,10700
2020-07-21 10:00,4855,12634,33236,10700
2020-07-21 11:00,4855,12634,33249,10700
2020-07-21 12:00,4855,12634,33266,10700
2020-07-21 13:00,4855,12634,33282,10700
2020-07-21 14:00,4855,12634,33296,10700
2020-07-21 15:00,4855,12634,33319,10700
2020-07-21 16:00,4855,12634,33342,10700
2020-07-21 17:00,4855,12634,33378,10700
2020-07-21 18:00,4855,12634,33415,10700
2020-07-21 19:00,4855,12634,33464,10700
2020-07-21 20:00,4855,12634,33508,10700
2020-07-21 21:00,4855,12634,33536,10700
2020-07-21 22:00,4855,12634,33554,10700
2020-07-21 23:00,4855,12634,33564,10700
2020-07-22 00:00,4855,12634,33571,10700
2020-07-22 01:00,4855,12634,33574,10700
2020-07-22 02:00,4855,12634,33579,10700
2020-07-22 03:00,4855,12634,33581,10700
2020-07-22 04:00,4855,12634,33582,10700
2020-07-22 05:00,4855,12634,33582,10700
2020-07-22 06:00,4855,12634,33587,10700
2020-07-22 07:00,4855,12634,33604,10700
2020-07-22 08:00,4855,12634,33656,10700
2020-07-22 09:00,4855,12634,33714,10700
2020-07-22 10:00,4855,12634,33767,10700
2020-07-22 11:00,4855,12634,33820,10700
2020-07-22 12:00,4855,12634,33835,10700
2020-07-22 13:00,4855,12634,33862,10700
2020-07-22 14:00,4855,12634,33887,10700
2020-07-22 15:00,4855,12634,33920,10700
2020-07-22 16:00,4855,12634,33953,10700
2020-07-22 17:00,4855,12634,33991,10700
2020-07-22 18:00,4855,12634,34041,10700
2020-07-22 19:00,4855,12634,34100,10700
2020-07-22 20:00,4855,12634,34143,10700
2020-07-22 21:00,4855,12634,34174,10700
2020-07-22 22:00,4855,12634,34174,10700
2020-07-22 23:00,4855,12634,34219,10700
2020-07-23 00:00,4855,12634,34228,10700
2020-07-23 01:00,4855,12634,34237,10700
2020-07-23 02:00,4855,12634,34240,10700
2020-07-23 03:00,4855,12634,34243,10700
2020-07-23 05:00,4855,12634,34247,10700
2020-07-23 06:00,4855,12634,34251,10700
2020-07-23 07:00,4855,12634,34269,10700
2020-07-23 08:00,4855,12634,34310,10700
2020-07-23 09:00,4855,12634,34369,10700
2020-07-23 10:00,4855,12634,34423,10700
2020-07-23 11:00,4855,12634,34462,10700
2020-07-23 12:00,4855,12634,34482,10700
2020-07-23 13:00,4855,12634,34502,10700
2020-07-23 14:00,4855,12634,34536,10700
2020-07-23 15:00,4855,12634,34560,10700
2020-07-23 16:00,4855,12634,34603,10700
2020-07-23 17:00,4855,12634,34649,10700
2020-07-23 18:00,4855,12634,34698,10700
2020-07-23 19:00,4855,12634,34734,10700
2020-07-23 20:00,4855,12634,34774,10700
2020-07-23 21:00,4855,12634,34811,10700
2020-07-23 22:00,4855,12634,34811,10700
2020-07-23 23:00,4855,12634,34858,10700
2020-07-24 00:00,4855,12634,34866,10700
2020-07-24 01:00,4855,12634,34874,10700
2020-07-24 02:00,4855,12634,34878,10700
2020-07-24 03:00,4855,12634,34879,10700
2020-07-24 04:00,4855,12634,34883,10700
2020-07-24 05:00,4855,12634,34885,10700
2020-07-24 06:00,4855,12634,34887,10700
2020-07-24 07:00,4855,12634,34902,10700
2020-07-24 08:00,4855,12634,34940,10700
2020-07-24 09:00,4855,12634,34977,10700
2020-07-24 10:00,4855,12634,35016,10700
2020-07-24 11:00,4855,12634,35058,10700
2020-07-24 12:00,4855,12634,35074,10700
2020-07-24 13:00,4855,12634,35101,10700
2020-07-24 14:00,4855,12634,35141,10700
2020-07-24 15:00,4855,12634,35173,10700
2020-07-24 16:00,4855,12634,35202,10700
2020-07-24 17:00,4855,12634,35241,10700
2020-07-24 18:00,4855,12634,35274,10700
2020-07-24 19:00,4855,12634,35312,10700
2020-07-24 20:00,4855,12634,35342,10700
2020-07-24 21:00,4855,12634,35364,10700
2020-07-24 22:00,4855,12634,35393,10700
2020-07-24 23:00,4855,12634,35437,10700
2020-07-25 00:00,4855,12634,35448,10700
2020-07-25 01:00,4855,12634,35457,10700
2020-07-25 02:00,4855,12634,35461,10700
2020-07-25 03:00,4855,12634,35470,10700
2020-07-25 04:00,4855,12634,35471,10700
2020-07-25 05:00,4855,12634,35471,10700
2020-07-25 06:00,4855,12634,35473,10700
2020-07-25 07:00,4855,12634,35478,10700
2020-07-25 08:00,4855,12634,35483,10700
2020-07-25 09:00,4855,12634,35496,10700
2020-07-25 10:00,4855,12634,35511,10700
2020-07-25 11:00,4855,12634,35528,10700
2020-07-25 12:00,4855,12634,35545,10700
2020-07-25 13:00,4855,12634,35562,10700
2020-07-25 14:00,4855,12634,35596,10700
2020-07-25 15:00,4855,12634,35616,10700
2020-07-25 16:00,4855,12634,35627,10700
2020-07-25 17:00,4855,12634,35640,10700
2020-07-25 18:00,4855,12634,35651,10700
2020-07-25 19:00,4855,12634,35684,10700
2020-07-25 20:00,4855,12634,35704,10700
2020-07-25 21:00,4855,12634,35712,10700
2020-07-25 22:00,4855,12634,35712,10700
2020-07-25 23:00,4855,12634,35737,10700
2020-07-26 00:00,4855,12634,35742,10700
2020-07-26 01:00,4855,12634,35745,10700
2020-07-26 02:00,4855,12634,35750,10700
2020-07-26 03:00,4855,12634,35752,10700
2020-07-26 04:00,4855,12634,35752,10700
2020-07-26 05:00,4855,12634,35752,10700
2020-07-26 06:00,4855,12634,35753,10700
2020-07-26 07:00,4855,12634,35758,10700
2020-07-26 08:00,4855,12634,35761,10700
2020-07-26 09:00,4855,12634,35769,10700
2020-07-26 10:00,4855,12634,35774,10700
2020-07-26 11:00,4855,12634,35783,10700
2020-07-26 12:00,4855,12634,35802,10700
2020-07-26 13:00,4855,12634,35823,10700
2020-07-26 14:00,4855,12634,35836,10700
2020-07-26 15:00,4855,12634,35853,10700
2020-07-26 16:00,4855,12634,35879,10700
2020-07-26 17:00,4855,12634,35905,10700
2020-07-26 18:00,4855,12634,35911,10700
2020-07-26 19:00,4855,12634,35925,10700
2020-07-26 20:00,4855,12634,35950,10700
2020-07-26 21:00,4855,12634,35965,10700
2020-07-26 22:00,4855,12634,35965,10700
2020-07-26 23:00,4855,12634,35986,10700
2020-07-27 00:00,4855,12634,35988,10700
2020-07-27 01:00,4855,12634,35993,10700
2020-07-27 02:00,4855,12634,35994,10700
2020-07-27 03:00,4855,12634,35994,10700
2020-07-27 04:00,4855,12634,35994,10700
2020-07-27 05:00,4855,12634,35995,10700
2020-07-27 06:00,4855,12634,36003,10700
2020-07-27 07:00,4855,12634,36021,10700
2020-07-27 08:00,4855,12634,36063,10700
2020-07-27 09:00,4855,12634,36119,10700
2020-07-27 10:00,4855,12634,36172,10700
2020-07-27 11:00,4855,12634,36213,10700
2020-07-27 12:00,4855,12634,36239,10700
2020-07-27 13:00,4855,12634,36266,10700
2020-07-27 14:00,4855,12634,36302,10700
2020-07-27 15:00,4855,12634,36330,10700
2020-07-27 16:00,4855,12634,36371,10700
2020-07-27 17:00,4855,12634,36407,10700
2020-07-27 18:00,4855,12634,36462,10700
2020-07-27 19:00,4855,12634,36526,10700
2020-07-27 20:00,4855,12634,36565,10700
2020-07-27 21:00,4855,12634,36597,10700
2020-07-27 22:00,4855,12634,36597,10700
2020-07-27 23:00,4855,12634,36637,10700
2020-07-28 00:00,4855,12634,36643,10700
2020-07-28 01:00,4855,12634,36650,10700
2020-07-28 02:00,4855,12634,36655,10700
2020-07-28 03:00,4855,12634,36655,10700
2020-07-28 04:00,4855,12634,36655,10700
2020-07-28 05:00,4855,12634,36657,10700
2020-07-28 06:00,4855,12634,36661,10700
2020-07-28 07:00,4855,12634,36681,10700
2020-07-28 08:00,4855,12634,36725,10700
2020-07-28 09:00,4855,12634,36789,10700
2020-07-28 10:00,4855,12634,36845,10700
2020-07-28 11:00,4855,12634,36883,10700
2020-07-28 12:00,4855,12634,36917,10700
2020-07-28 13:00,4855,12634,36943,10700
2020-07-28 14:00,4855,12634,36979,10700
2020-07-28 15:00,4855,12634,37003,10700
2020-07-28 16:00,4855,12634,37029,10700
2020-07-28 17:00,4855,12634,37054,10700
2020-07-28 18:00,4855,12634,37105,10700
2020-07-28 19:00,4855,12634,37138,10700
2020-07-28 20:00,4855,12634,37176,10700
2020-07-28 21:00,4855,12634,37212,10700
2020-07-28 22:00,4855,12634,37221,10700
2020-07-28 23:00,4855,12634,37226,10700
2020-07-29 00:00,4855,12634,37231,10700
2020-07-29 01:00,4855,12634,37234,10700
2020-07-29 02:00,4855,12634,37240,10700
2020-07-29 03:00,4855,12634,37243,10700
2020-07-29 04:00,4855,12634,37244,10700
2020-07-29 05:00,4855,12634,37245,10700
2020-07-29 06:00,4855,12634,37249,10700
2020-07-29 07:00,4855,12634,37275,10700
2020-07-29 08:00,4855,12634,37319,10700
2020-07-29 09:00,4855,12634,37364,10700
2020-07-29 10:00,4855,12634,37416,10700
2020-07-29 11:00,4855,12634,37457,10700
2020-07-29 12:00,4855,12634,37482,10700
2020-07-29 13:00,4855,12634,37501,10700
2020-07-29 14:00,4855,12634,37529,10700
2020-07-29 15:00,4855,12634,37564,10700
2020-07-29 16:00,4855,12634,37596,10700
2020-07-29 17:00,4855,12634,37596,10700
2020-07-29 18:00,4855,12634,37644,10700
2020-07-29 19:00,4855,12634,37701,10700
2020-07-29 20:00,4855,12634,37701,10700
2020-07-29 21:00,4855,12634,37701,10700
2020-07-29 22:00,4855,12634,37701,10700
2020-07-29 23:00,4855,12634,37718,10700
2020-07-30 00:00,4855,12634,37736,10700
2020-07-30 01:00,4855,12634,37747,10700
2020-07-30 02:00,4855,12634,37747,10700
2020-07-30 03:00,4855,12634,37747,10700
2020-07-30 04:00,4855,12634,37747,10700
2020-07-30 05:00,4855,12634,37748,10700
2020-07-30 06:00,4855,12634,37748,10700
2020-07-30 07:00,4855,12634,37769,10700
2020-07-30 08:00,4855,12634,37815,10700
2020-07-30 09:00,4855,12634,37815,10700
2020-07-30 10:00,4855,12634,37815,10700
2020-07-30 11:00,4855,12634,37859,10700
2020-07-30 12:00,4855,12634,37878,10700
2020-07-30 13:00,4855,12634,37901,10700
2020-07-30 15:00,4855,12634,37922,10700
2020-07-30 16:00,4855,12634,37948,10700
2020-07-30 17:00,4855,12634,37984,10700
2020-07-30 18:00,4855,12634,38029,10700
2020-07-30 19:00,4855,12634,38067,10700
2020-07-30 20:00,4855,12634,38119,10700
2020-07-30 21:00,4855,12634,38157,10700
2020-07-30 22:00,4855,12634,38182,10700
2020-07-30 23:00,4855,12634,38196,10700
2020-07-31 00:00,4855,12634,38208,10700
2020-07-31 01:00,4855,12634,38216,10700
2020-07-31 02:00,4855,12634,38220,10700
2020-07-31 03:00,4855,12634,38223,10700
2020-07-31 04:00,4855,12634,38225,10700
2020-07-31 05:00,4855,12634,38228,10700
2020-07-31 06:00,4855,12634,38230,10700
2020-07-31 07:00,4855,12634,38248,10700
2020-07-31 08:00,4855,12634,38274,10700
2020-07-31 09:00,4855,12634,38319,10700
2020-07-31 10:00,4855,12634,38358,10700
2020-07-31 11:00,4855,12634,38393,10700
2020-07-31 12:00,4855,12634,38419,10700
2020-07-31 13:00,4855,12634,38438,10700
2020-07-31 14:00,4855,12634,38475,10700
2020-07-31 15:00,4855,12634,38507,10700
2020-07-31 16:00,4855,12634,38531,10700
2020-07-31 17:00,4855,12634,38562,10700
2020-07-31 18:00,4855,12634,38601,10700
2020-07-31 19:00,4855,12634,38643,10700
2020-07-31 20:00,4855,12634,38675,10700
2020-07-31 21:00,4855,12634,38702,10700
2020-07-31 22:00,4855,12634,38729,10700
2020-07-31 23:00,4855,12634,38741,10700
2020-08-01 00:00,4855,12634,38748,10700
2020-08-01 01:00,4855,12634,38751,10700
2020-08-01 02:00,4855,12634,38755,10700
2020-08-01 03:00,4855,12634,38758,10700
2020-08-01 04:00,4855,12634,38760,10700
2020-08-01 05:00,4855,12634,38762,10700
2020-08-01 06:00,4855,12634,38766,10700
2020-08-01 07:00,4855,12634,38772,10700
2020-08-01 08:00,4855,12634,38780,10700
2020-08-01 09:00,4855,12634,38801,10700
2020-08-01 10:00,4855,12634,38821,10700
2020-08-01 11:00,4855,12634,38842,10700
2020-08-01 12:00,4855,12634,38863,10700
2020-08-01 13:00,4855,12634,38879,10700
2020-08-01 14:00,4855,12634,38901,10700
2020-08-01 15:00,4855,12634,38918,10700
2020-08-01 16:00,4855,12634,38927,10700
2020-08-01 17:00,4855,12634,38940,10700
2020-08-01 18:00,4855,12634,38940,10700
2020-08-01 19:00,4855,12634,38953,10700
2020-08-01 20:00,4855,12634,38975,10700
2020-08-01 21:00,4855,12634,38994,10700
2020-08-01 22:00,4855,12634,38994,10700
2020-08-01 23:00,4855,12634,38994,10700
2020-08-02 00:00,4855,12634,38994,10700
2020-08-02 01:00,4855,12634,38997,10700
2020-08-02 02:00,4855,12634,38997,10700
2020-08-02 03:00,4855,12634,38997,10700
2020-08-02 04:00,4855,12634,38999,10700
2020-08-02 05:00,4855,12634,39000,10700
2020-08-02 06:00,4855,12634,39002,10700
2020-08-02 07:00,4855,12634,39002,10700
2020-08-02 08:00,4855,12634,39002,10700
2020-08-02 09:00,4855,12634,39002,10700
2020-08-02 10:00,4855,12634,39002,10700
2020-08-02 11:00,4855,12634,39002,10700
2020-08-02 12:00,4855,12634,39002,10700
2020-08-02 13:00,4855,12634,39037,10700
2020-08-02 14:00,4855,12634,39052,10700
2020-08-02 15:00,4855,12634,39067,10700
2020-08-02 16:00,4855,12634,39067,10700
2020-08-02 17:00,4855,12634,39067,10700
2020-08-02 18:00,4855,12634,39085,10700
2020-08-02 19:00,4855,12634,39085,10700
2020-08-02 20:00,4855,12634,39117,10700
2020-08-02 21:00,4855,12634,39117,10700
2020-08-02 22:00,4855,12634,39117,10700
2020-08-02 23:00,4855,12634,39117,10700
2020-08-03 00:00,4855,12634,39117,10700
2020-08-03 01:00,4855,12634,39117,10700
2020-08-03 02:00,4855,12634,39117,10700
2020-08-03 03:00,4855,12634,39117,10700
2020-08-03 04:00,4855,12634,39117,10700
2020-08-03 05:00,4855,12634,39117,10700
2020-08-03 06:00,4855,12634,39117,10700
2020-08-03 07:00,4855,12634,39117,10700
2020-08-03 08:00,4855,12634,39132,10700
2020-08-03 09:00,4855,12634,39132,10700
2020-08-03 10:00,4855,12634,39132,10700
2020-08-03 11:00,4855,12634,39144,10700
2020-08-03 12:00,4855,12634,39150,10700
2020-08-03 13:00,4855,12634,39154,10700
2020-08-03 14:00,4855,12634,39154,10700
2020-08-03 15:00,4855,12634,39160,10700
2020-08-03 16:00,4855,12634,39160,10700
2020-08-03 17:00,4855,12634,39179,10700
2020-08-03 18:00,4855,12634,39195,10700
2020-08-03 19:00,4855,12634,39195,10700
2020-08-03 20:00,4855,12634,39195,10700
2020-08-03 21:00,4855,12634,39208,10700
2020-08-03 22:00,4855,12634,39208,10700
2020-08-03 23:00,4855,12634,39218,10700
2020-08-04 00:00,4855,12634,39218,10700
2020-08-04 01:00,4855,12634,39218,10700
2020-08-04 02:00,4855,12634,39218,10700
2020-08-04 03:00,4855,12634,39218,10700
2020-08-04 04:00,4855,12634,39218,10700
2020-08-04 05:00,4855,12634,39218,10700
2020-08-04 06:00,4855,12634,39218,10700
2020-08-04 07:00,4855,12634,39218,10700
2020-08-04 08:00,4855,12634,39218,10700
2020-08-04 09:00,4855,12634,39218,10700
2020-08-04 10:00,4855,12634,39218,10700
2020-08-04 11:00,4855,12634,39232,10700
2020-08-04 12:00,4855,12634,39232,10700
2020-08-04 13:00,4855,12634,39248,10700
2020-08-04 14:00,4855,12634,39260,10700
2020-08-04 15:00,4855,12634,39260,10700
2020-08-04 16:00,4855,12634,39260,10700
2020-08-04 17:00,4855,12634,39278,10700
2020-08-04 18:00,4855,12634,39295,10700
2020-08-04 19:00,4855,12634,39316,10700
2020-08-04 20:00,4855,12634,39330,10700
2020-08-04 21:00,4855,12634,39342,10700
2020-08-04 22:00,4855,12634,39344,10700
2020-08-04 23:00,4855,12634,39346,10700
2020-08-05 00:00,4855,12634,39346,10700
2020-08-05 01:00,4855,12634,39346,10700
2020-08-05 02:00,4855,12634,39348,10700
2020-08-05 03:00,4855,12634,39350,10700
2020-08-05 04:00,4855,12634,39350,10700
2020-08-05 05:00,4855,12634,39352,10700
2020-08-05 06:00,4855,12634,39352,10700
2020-08-05 07:00,4855,12634,39366,10700
2020-08-05 08:00,4855,12634,39387,10700
2020-08-05 09:00,4855,12634,39387,10700
2020-08-05 10:00,4855,12634,39416,10700
2020-08-05 11:00,4855,12634,39445,10700
2020-08-05 12:00,4855,12634,39463,10700
2020-08-05 13:00,4855,12634,39481,10700
2020-08-05 14:00,4855,12634,39499,10700
2020-08-05 15:00,4855,12634,39525,10700
2020-08-05 16:00,4855,12634,39555,10700
2020-08-05 17:00,4855,12634,39595,10700
2020-08-05 18:00,4855,12634,39628,10700
2020-08-05 19:00,4855,12634,39666,10700
2020-08-05 20:00,4855,12634,39700,10700
2020-08-05 21:00,4855,12634,39734,10700
2020-08-05 22:00,4855,12634,39746,10700
2020-08-05 23:00,4855,12634,39759,10700
2020-08-06 00:00,4855,12634,39771,10700
2020-08-06 01:00,4855,12634,39774,10700
2020-08-06 02:00,4855,12634,39777,10700
2020-08-06 03:00,4855,12634,39781,10700
2020-08-06 04:00,4855,12634,39781,10700
2020-08-06 05:00,4855,12634,39783,10700
2020-08-06 06:00,4855,12634,39784,10700
2020-08-06 07:00,4855,12634,39805,10700
2020-08-06 08:00,4855,12634,39830,10700
2020-08-06 09:00,4855,12634,39870,10700
2020-08-06 10:00,4855,12634,39920,10700
2020-08-06 11:00,4855,12634,39955,10700
2020-08-06 12:00,4855,12634,39981,10700
2020-08-06 13:00,4855,12634,40000,10700
2020-08-06 14:00,4855,12634,40029,10700
2020-08-06 15:00,4855,12634,40067,10700
2020-08-06 16:00,4855,12634,40104,10700
2020-08-06 17:00,4855,12634,40141,10700
2020-08-06 18:00,4855,12634,40187,10700
2020-08-06 19:00,4855,12634,40239,10700
2020-08-06 20:00,4855,12634,40284,10700
2020-08-06 21:00,4855,12634,40321,10700
2020-08-06 22:00,4855,12634,40334,10700
2020-08-06 23:00,4855,12634,40353,10700
2020-08-07 00:00,4855,12634,40361,10700
2020-08-07 01:00,4855,12634,40367,10700
2020-08-07 02:00,4855,12634,40370,10700
2020-08-07 03:00,4855,12634,40375,10700
2020-08-07 04:00,4855,12634,40380,10700
2020-08-07 05:00,4855,12634,40382,10700
2020-08-07 06:00,4855,12634,40386,10700
2020-08-07 07:00,4855,12634,40414,10700
2020-08-07 08:00,4855,12634,40449,10700
2020-08-07 09:00,4855,12634,40482,10700
2020-08-07 10:00,4855,12634,40530,10700
2020-08-07 11:00,4855,12634,40575,10700
2020-08-07 12:00,4855,12634,40587,10700
2020-08-07 13:00,4855,12634,40612,10700
2020-08-07 14:00,4855,12634,40642,10700
2020-08-07 15:00,4855,12634,40678,10700
2020-08-07 16:00,4855,12634,40717,10700
2020-08-07 17:00,4855,12634,40758,10700
2020-08-07 18:00,4855,12634,40803,10700
2020-08-07 19:00,4855,12634,40849,10700
2020-08-07 20:00,4855,12634,40887,10700
2020-08-07 21:00,4855,12634,40909,10700
2020-08-07 22:00,4855,12634,40919,10700
2020-08-07 23:00,4855,12634,40937,10700
2020-08-08 00:00,4855,12634,40941,10700
2020-08-08 01:00,4855,12634,40947,10700
2020-08-08 02:00,4855,12634,40954,10700
2020-08-08 03:00,4855,12634,40958,10700
2020-08-08 04:00,4855,12634,40961,10700
2020-08-08 05:00,4855,12634,40962,10700
2020-08-08 06:00,4855,12634,40965,10700
2020-08-08 07:00,4855,12634,40967,10700
2020-08-08 08:00,4855,12634,40970,10700
2020-08-08 09:00,4855,12634,40990,10700
2020-08-08 10:00,4855,12634,41007,10700
2020-08-08 11:00,4855,12634,41032,10700
2020-08-08 12:00,4855,12634,41068,10700
2020-08-08 13:00,4855,12634,41087,10700
2020-08-08 14:00,4855,12634,41109,10700
2020-08-08 15:00,4855,12634,41125,10700
2020-08-08 16:00,4855,12634,41154,10700
2020-08-08 17:00,4855,12634,41166,10700
2020-08-08 18:00,4855,12634,41181,10700
2020-08-08 19:00,4855,12634,41200,10700
2020-08-08 20:00,4855,12634,41216,10700
2020-08-08 21:00,4855,12634,41229,10700
2020-08-08 22:00,4855,12634,41245,10700
2020-08-08 23:00,4855,12634,41254,10700
2020-08-09 00:00,4855,12634,41261,10700
2020-08-09 01:00,4855,12634,41262,10700
2020-08-09 02:00,4855,12634,41264,10700
2020-08-09 03:00,4855,12634,41268,10700
2020-08-09 04:00,4855,12634,41272,10700
2020-08-09 05:00,4855,12634,41272,10700
2020-08-09 06:00,4855,12634,41276,10700
2020-08-09 07:00,4855,12634,41280,10700
2020-08-09 08:00,4855,12634,41286,10700
2020-08-09 09:00,4855,12634,41298,10700
2020-08-09 10:00,4855,12634,41305,10700
2020-08-09 11:00,4855,12634,41313,10700
2020-08-09 12:00,4855,12634,41330,10700
2020-08-09 13:00,4855,12634,41343,10700
2020-08-09 14:00,4855,12634,41357,10700
2020-08-09 15:00,4855,12634,41371,10700
2020-08-09 16:00,4855,12634,41381,10700
2020-08-09 17:00,4855,12634,41402,10700
2020-08-09 18:00,4855,12634,41412,10700
2020-08-09 19:00,4855,12634,41438,10700
2020-08-09 20:00,4855,12634,41472,10700
2020-08-09 21:00,4855,12634,41487,10700
2020-08-09 22:00,4855,12634,41502,10700
2020-08-09 23:00,4855,12634,41515,10700
2020-08-10 00:00,4855,12634,41521,10700
2020-08-10 01:00,4855,12634,41525,10700
2020-08-10 02:00,4855,12634,41527,10700
2020-08-10 03:00,4855,12634,41527,10700
2020-08-10 04:00,4855,12634,41527,10700
2020-08-10 06:00,4855,12634,41534,10700
2020-08-10 07:00,4855,12634,41552,10700
2020-08-10 08:00,4855,12634,41594,10700
2020-08-10 09:00,4855,12634,41636,10700
2020-08-10 10:00,4855,12634,41681,10700
2020-08-10 11:00,4855,12634,41717,10700
2020-08-10 12:00,4855,12634,41738,10700
2020-08-10 13:00,4855,12634,41760,10700
2020-08-10 14:00,4855,12634,41793,10700
2020-08-10 15:00,4855,12634,41827,10700
2020-08-10 16:00,4855,12634,41864,10700
2020-08-10 17:00,4855,12634,41892,10700
2020-08-10 18:00,4855,12634,41943,10700
2020-08-10 19:00,4855,12634,41997,10700
2020-08-10 20:00,4855,12634,42032,10700
2020-08-10 21:00,4855,12634,42062,10700
2020-08-10 22:00,4855,12634,42088,10700
2020-08-10 23:00,4855,12634,42102,10700
2020-08-11 00:00,4855,12634,42106,10700
2020-08-11 01:00,4855,12634,42108,10700
2020-08-11 02:00,4855,12634,42109,10700
2020-08-11 03:00,4855,12634,42112,10700
2020-08-11 04:00,4855,12634,42112,10700
2020-08-11 05:00,4855,12634,42114,10700
2020-08-11 06:00,4855,12634,42118,10700
2020-08-11 07:00,4855,12634,42143,10700
2020-08-11 08:00,4855,12634,42184,10700
2020-08-11 09:00,4855,12634,42244,10700
2020-08-11 10:00,4855,12634,42300,10700
2020-08-11 11:00,4855,12634,42328,10700
2020-08-11 12:00,4855,12634,42350,10700
2020-08-11 13:00,4855,12634,42375,10700
2020-08-11 14:00,4855,12634,42407,10700
2020-08-11 15:00,4855,12634,42430,10700
2020-08-11 16:00,4855,12634,42458,10700
2020-08-11 17:00,4855,12634,42492,10700
2020-08-11 18:00,4855,12634,42549,10700
2020-08-11 19:00,4855,12634,42598,10700
2020-08-11 20:00,4855,12634,42629,10700
2020-08-11 21:00,4855,12634,42668,10700
2020-08-11 22:00,4855,12634,42698,10700
2020-08-11 23:00,4855,12634,42709,10700
2020-08-12 00:00,4855,12634,42721,10700
2020-08-12 01:00,4855,12634,42725,10700
2020-08-12 02:00,4855,12634,42732,10700
2020-08-12 03:00,4855,12634,42735,10700
2020-08-12 04:00,4855,12634,42738,10700
2020-08-12 05:00,4855,12634,42741,10700
2020-08-12 06:00,4855,12634,42746,10700
2020-08-12 07:00,4855,12634,42766,10700
2020-08-12 08:00,4855,12634,42800,10700
2020-08-12 09:00,4855,12634,42857,10700
2020-08-12 10:00,4855,12634,42915,10700
2020-08-12 11:00,4855,12634,42958,10700
2020-08-12 12:00,4855,12634,42981,10700
2020-08-12 13:00,4855,12634,42981,10700
2020-08-12 14:00,4855,12634,42981,10700
2020-08-12 15:00,4855,12634,43041,10700
2020-08-12 16:00,4855,12634,43075,10700
2020-08-12 17:00,4855,12634,43109,10700
2020-08-12 18:00,4855,12634,43157,10700
2020-08-12 19:00,4855,12634,43204,10700
2020-08-12 20:00,4855,12634,43242,10700
2020-08-12 21:00,4855,12634,43278,10700
2020-08-12 22:00,4855,12634,43322,10700
2020-08-12 23:00,4855,12634,43338,10700
2020-08-13 00:00,4855,12634,43354,10700
2020-08-13 01:00,4855,12634,43363,10700
2020-08-13 02:00,4855,12634,43367,10700
2020-08-13 03:00,4855,12634,43367,10700
2020-08-13 04:00,4855,12634,43367,10700
2020-08-13 05:00,4855,12634,43370,10700
2020-08-13 06:00,4855,12634,43374,10700
2020-08-13 07:00,4855,12634,43393,10700
2020-08-13 08:00,4855,12634,43427,10700
2020-08-13 09:00,4855,12634,43477,10700
2020-08-13 10:00,4855,12634,43524,10700
2020-08-13 11:00,4855,12634,43568,10700
2020-08-13 12:00,4855,12634,43599,10700
2020-08-13 13:00,4855,12634,43621,10700
2020-08-13 14:00,4855,12634,43645,10700
2020-08-13 15:00,4855,12634,43675,10700
2020-08-13 16:00,4855,12634,43703,10700
2020-08-13 17:00,4855,12634,43752,10700
2020-08-13 18:00,4855,12634,43807,10700
2020-08-13 19:00,4855,12634,43855,10700
2020-08-13 20:00,4855,12634,43910,10700
2020-08-13 21:00,4855,12634,43948,10700
2020-08-13 22:00,4855,12634,43969,10700
2020-08-13 23:00,4855,12634,43982,10700
2020-08-14 00:00,4855,12634,43993,10700
2020-08-14 01:00,4855,12634,44001,10700
2020-08-14 02:00,4855,12634,44005,10700
2020-08-14 03:00,4855,12634,44009,10700
2020-08-14 04:00,4855,12634,44013,10700
2020-08-14 05:00,4855,12634,44015,10700
2020-08-14 06:00,4855,12634,44018,10700
2020-08-14 07:00,4855,12634,44034,10700
2020-08-14 08:00,4855,12634,44063,10700
