time,cyklisté,chodci
Lidická A,,do centra,z centra
2020-06-24 08:00,4855,12634,23184,10700
2020-06-24 09:00,4855,12634,23243,10700
2020-06-24 10:00,4855,12634,23298,10700
2020-06-24 11:00,4855,12634,23333,10700
2020-06-24 12:00,4855,12634,23365,10700
2020-06-24 13:00,4855,12634,23396,10700
2020-06-24 14:00,4855,12634,23428,10700
2020-06-24 15:00,4855,12634,23442,10700
2020-06-24 16:00,4855,12634,23459,10700
2020-06-24 17:00,4855,12634,23486,10700
2020-06-24 18:00,4855,12634,23517,10700
2020-06-24 19:00,4855,12634,23552,10700
2020-06-24 20:00,4855,12634,23589,10700
2020-06-24 21:00,4855,12634,23611,10700
2020-06-24 22:00,4855,12634,23631,10700
2020-06-24 23:00,4855,12634,23646,10700
2020-06-25 00:00,4855,12634,23657,10700
2020-06-25 01:00,4855,12634,23661,10700
2020-06-25 02:00,4855,12634,23667,10700
2020-06-25 03:00,4855,12634,23668,10700
2020-06-25 04:00,4855,12634,23668,10700
2020-06-25 05:00,4855,12634,23669,10700
2020-06-25 06:00,4855,12634,23673,10700
2020-06-25 07:00,4855,12634,23694,10700
2020-06-25 08:00,4855,12634,23722,10700
2020-06-25 09:00,4855,12634,23766,10700
2020-06-25 10:00,4855,12634,23817,10700
2020-06-25 11:00,4855,12634,23855,10700
2020-06-25 12:00,4855,12634,23878,10700
2020-06-25 13:00,4855,12634,23906,10700
2020-06-25 14:00,4855,12634,23923,10700
2020-06-25 15:00,4855,12634,23957,10700
2020-06-25 16:00,4855,12634,23993,10700
2020-06-25 17:00,4855,12634,24051,10700
2020-06-25 18:00,4855,12634,24113,10700
2020-06-25 19:00,4855,12634,24155,10700
2020-06-25 20:00,4855,12634,24197,10700
2020-06-25 21:00,4855,12634,24240,10700
2020-06-25 22:00,4855,12634,24268,10700
2020-06-25 23:00,4855,12634,24293,10700
2020-06-26 00:00,4855,12634,24306,10700
2020-06-26 01:00,4855,12634,24317,10700
2020-06-26 02:00,4855,12634,24326,10700
2020-06-26 03:00,4855,12634,24331,10700
2020-06-26 04:00,4855,12634,24331,10700
2020-06-26 05:00,4855,12634,24331,10700
2020-06-26 06:00,4855,12634,24332,10700
2020-06-26 07:00,4855,12634,24342,10700
2020-06-26 08:00,4855,12634,24355,10700
2020-06-26 09:00,4855,12634,24365,10700
2020-06-26 10:00,4855,12634,24383,10700
2020-06-26 11:00,4855,12634,24403,10700
2020-06-26 12:00,4855,12634,24431,10700
2020-06-26 14:00,4855,12634,24487,10700
2020-06-26 15:00,4855,12634,24518,10700
2020-06-26 16:00,4855,12634,24550,10700
2020-06-26 17:00,4855,12634,24580,10700
2020-06-26 18:00,4855,12634,24609,10700
2020-06-26 19:00,4855,12634,24634,10700
2020-06-26 20:00,4855,12634,24654,10700
2020-06-26 21:00,4855,12634,24670,10700
2020-06-26 22:00,4855,12634,24681,10700
2020-06-26 23:00,4855,12634,24695,10700
2020-06-27 00:00,4855,12634,24708,10700
2020-06-27 01:00,4855,12634,24712,10700
2020-06-27 02:00,4855,12634,24714,10700
2020-06-27 03:00,4855,12634,24714,10700
2020-06-27 04:00,4855,12634,24717,10700
2020-06-27 05:00,4855,12634,24718,10700
2020-06-27 06:00,4855,12634,24719,10700
2020-06-27 07:00,4855,12634,24724,10700
2020-06-27 08:00,4855,12634,24734,10700
2020-06-27 09:00,4855,12634,24750,10700
2020-06-27 10:00,4855,12634,24769,10700
2020-06-27 11:00,4855,12634,24809,10700
2020-06-27 12:00,4855,12634,24837,10700
2020-06-27 13:00,4855,12634,24856,10700
2020-06-27 14:00,4855,12634,24889,10700
2020-06-27 15:00,4855,12634,24908,10700
2020-06-27 16:00,4855,12634,24935,10700
2020-06-27 17:00,4855,12634,24964,10700
2020-06-27 18:00,4855,12634,24982,10700
2020-06-27 19:00,4855,12634,25005,10700
2020-06-27 20:00,4855,12634,25031,10700
2020-06-27 21:00,4855,12634,25046,10700
2020-06-27 22:00,4855,12634,25068,10700
2020-06-27 23:00,4855,12634,25081,10700
2020-06-28 00:00,4855,12634,25098,10700
2020-06-28 01:00,4855,12634,25101,10700
2020-06-28 02:00,4855,12634,25105,10700
2020-06-28 03:00,4855,12634,25107,10700
2020-06-28 04:00,4855,12634,25110,10700
2020-06-28 05:00,4855,12634,25110,10700
2020-06-28 06:00,4855,12634,25111,10700
2020-06-28 07:00,4855,12634,25112,10700
2020-06-28 08:00,4855,12634,25115,10700
2020-06-28 09:00,4855,12634,25116,10700
2020-06-28 10:00,4855,12634,25133,10700
2020-06-28 11:00,4855,12634,25147,10700
2020-06-28 12:00,4855,12634,25160,10700
2020-06-28 13:00,4855,12634,25182,10700
2020-06-28 14:00,4855,12634,25202,10700
2020-06-28 15:00,4855,12634,25225,10700
2020-06-28 16:00,4855,12634,25248,10700
2020-06-28 17:00,4855,12634,25270,10700
2020-06-28 18:00,4855,12634,25290,10700
2020-06-28 19:00,4855,12634,25312,10700
2020-06-28 20:00,4855,12634,25334,10700
2020-06-28 21:00,4855,12634,25354,10700
2020-06-28 22:00,4855,12634,25380,10700
2020-06-28 23:00,4855,12634,25395,10700
2020-06-29 00:00,4855,12634,25402,10700
2020-06-29 01:00,4855,12634,25405,10700
2020-06-29 02:00,4855,12634,25409,10700
2020-06-29 03:00,4855,12634,25409,10700
2020-06-29 04:00,4855,12634,25409,10700
2020-06-29 05:00,4855,12634,25411,10700
2020-06-29 06:00,4855,12634,25413,10700
2020-06-29 07:00,4855,12634,25427,10700
2020-06-29 08:00,4855,12634,25445,10700
2020-06-29 09:00,4855,12634,25459,10700
2020-06-29 10:00,4855,12634,25475,10700
2020-06-29 11:00,4855,12634,25487,10700
2020-06-29 12:00,4855,12634,25498,10700
2020-06-29 13:00,4855,12634,25507,10700
2020-06-29 14:00,4855,12634,25519,10700
2020-06-29 15:00,4855,12634,25530,10700
2020-06-29 16:00,4855,12634,25553,10700
2020-06-29 17:00,4855,12634,25572,10700
2020-06-29 19:00,4855,12634,25620,10700
2020-06-29 20:00,4855,12634,25642,10700
2020-06-29 21:00,4855,12634,25655,10700
2020-06-29 22:00,4855,12634,25667,10700
2020-06-29 23:00,4855,12634,25679,10700
2020-06-30 00:00,4855,12634,25681,10700
2020-06-30 01:00,4855,12634,25683,10700
2020-06-30 02:00,4855,12634,25687,10700
2020-06-30 03:00,4855,12634,25688,10700
2020-06-30 05:00,4855,12634,25689,10700
2020-06-30 06:00,4855,12634,25694,10700
2020-06-30 07:00,4855,12634,25714,10700
2020-06-30 08:00,4855,12634,25756,10700
2020-06-30 09:00,4855,12634,25808,10700
2020-06-30 10:00,4855,12634,25863,10700
2020-06-30 11:00,4855,12634,25898,10700
2020-06-30 12:00,4855,12634,25932,10700
2020-06-30 13:00,4855,12634,25957,10700
2020-06-30 14:00,4855,12634,25996,10700
2020-06-30 15:00,4855,12634,26032,10700
2020-06-30 16:00,4855,12634,26032,10700
2020-06-30 17:00,4855,12634,26072,10700
2020-06-30 18:00,4855,12634,26137,10700
2020-06-30 19:00,4855,12634,26207,10700
2020-06-30 20:00,4855,12634,26252,10700
2020-06-30 21:00,4855,12634,26291,10700
2020-06-30 22:00,4855,12634,26322,10700
2020-06-30 23:00,4855,12634,26337,10700
2020-07-01 00:00,4855,12634,26344,10700
2020-07-01 01:00,4855,12634,26348,10700
2020-07-01 02:00,4855,12634,26354,10700
2020-07-01 03:00,4855,12634,26356,10700
2020-07-01 04:00,4855,12634,26358,10700
2020-07-01 05:00,4855,12634,26359,10700
2020-07-01 06:00,4855,12634,26367,10700
2020-07-01 07:00,4855,12634,26396,10700
2020-07-01 08:00,4855,12634,26432,10700
2020-07-01 09:00,4855,12634,26487,10700
2020-07-01 10:00,4855,12634,26552,10700
2020-07-01 11:00,4855,12634,26586,10700
2020-07-01 12:00,4855,12634,26619,10700
2020-07-01 13:00,4855,12634,26646,10700
2020-07-01 14:00,4855,12634,26671,10700
2020-07-01 15:00,4855,12634,26697,10700
2020-07-01 16:00,4855,12634,26727,10700
2020-07-01 17:00,4855,12634,26772,10700
2020-07-01 18:00,4855,12634,26820,10700
2020-07-01 19:00,4855,12634,26874,10700
2020-07-01 20:00,4855,12634,26922,10700
2020-07-01 21:00,4855,12634,26964,10700
2020-07-01 22:00,4855,12634,26997,10700
2020-07-01 23:00,4855,12634,27016,10700
2020-07-02 00:00,4855,12634,27029,10700
2020-07-02 01:00,4855,12634,27037,10700
2020-07-02 02:00,4855,12634,27041,10700
2020-07-02 03:00,4855,12634,27045,10700
2020-07-02 04:00,4855,12634,27047,10700
2020-07-02 05:00,4855,12634,27049,10700
2020-07-02 06:00,4855,12634,27055,10700
2020-07-02 07:00,4855,12634,27063,10700
2020-07-02 08:00,4855,12634,27087,10700
2020-07-02 09:00,4855,12634,27141,10700
2020-07-02 10:00,4855,12634,27171,10700
2020-07-02 11:00,4855,12634,27216,10700
2020-07-02 12:00,4855,12634,27241,10700
2020-07-02 13:00,4855,12634,27276,10700
2020-07-02 14:00,4855,12634,27303,10700
2020-07-02 15:00,4855,12634,27331,10700
2020-07-02 16:00,4855,12634,27364,10700
2020-07-02 17:00,4855,12634,27399,10700
2020-07-02 18:00,4855,12634,27454,10700
2020-07-02 19:00,4855,12634,27478,10700
2020-07-02 20:00,4855,12634,27512,10700
2020-07-02 21:00,4855,12634,27538,10700
2020-07-02 22:00,4855,12634,27564,10700
2020-07-02 23:00,4855,12634,27584,10700
2020-07-03 00:00,4855,12634,27592,10700
2020-07-03 01:00,4855,12634,27598,10700
2020-07-03 02:00,4855,12634,27600,10700
2020-07-03 03:00,4855,12634,27600,10700
2020-07-03 04:00,4855,12634,27601,10700
2020-07-03 05:00,4855,12634,27603,10700
2020-07-03 06:00,4855,12634,27609,10700
2020-07-03 07:00,4855,12634,27625,10700
2020-07-03 08:00,4855,12634,27654,10700
2020-07-03 09:00,4855,12634,27684,10700
2020-07-03 10:00,4855,12634,27708,10700
2020-07-03 11:00,4855,12634,27724,10700
2020-07-03 12:00,4855,12634,27735,10700
2020-07-03 13:00,4855,12634,27758,10700
2020-07-03 14:00,4855,12634,27794,10700
2020-07-03 15:00,4855,12634,27835,10700
2020-07-03 16:00,4855,12634,27867,10700
2020-07-03 17:00,4855,12634,27895,10700
2020-07-03 18:00,4855,12634,27939,10700
2020-07-03 19:00,4855,12634,27980,10700
2020-07-03 20:00,4855,12634,27998,10700
2020-07-03 21:00,4855,12634,27998,10700
2020-07-03 22:00,4855,12634,28021,10700
2020-07-03 23:00,4855,12634,28036,10700
2020-07-04 00:00,4855,12634,28048,10700
2020-07-04 01:00,4855,12634,28059,10700
2020-07-04 02:00,4855,12634,28064,10700
2020-07-04 03:00,4855,12634,28068,10700
2020-07-04 04:00,4855,12634,28071,10700
2020-07-04 05:00,4855,12634,28074,10700
2020-07-04 06:00,4855,12634,28075,10700
2020-07-04 07:00,4855,12634,28081,10700
2020-07-04 08:00,4855,12634,28087,10700
2020-07-04 09:00,4855,12634,28100,10700
2020-07-04 10:00,4855,12634,28124,10700
2020-07-04 11:00,4855,12634,28147,10700
2020-07-04 12:00,4855,12634,28181,10700
2020-07-04 13:00,4855,12634,28202,10700
2020-07-04 14:00,4855,12634,28202,10700
2020-07-04 15:00,4855,12634,28202,10700
2020-07-04 16:00,4855,12634,28202,10700
2020-07-04 17:00,4855,12634,28202,10700
2020-07-04 18:00,4855,12634,28202,10700
2020-07-04 19:00,4855,12634,28224,10700
2020-07-04 20:00,4855,12634,28237,10700
2020-07-04 21:00,4855,12634,28257,10700
2020-07-04 23:00,4855,12634,28278,10700
2020-07-05 00:00,4855,12634,28294,10700
2020-07-05 01:00,4855,12634,28300,10700
2020-07-05 02:00,4855,12634,28302,10700
2020-07-05 03:00,4855,12634,28304,10700
2020-07-05 04:00,4855,12634,28304,10700
2020-07-05 05:00,4855,12634,28304,10700
2020-07-05 06:00,4855,12634,28306,10700
2020-07-05 07:00,4855,12634,28309,10700
2020-07-05 08:00,4855,12634,28310,10700
2020-07-05 09:00,4855,12634,28322,10700
2020-07-05 10:00,4855,12634,28329,10700
2020-07-05 11:00,4855,12634,28343,10700
2020-07-05 12:00,4855,12634,28354,10700
2020-07-05 13:00,4855,12634,28365,10700
2020-07-05 14:00,4855,12634,28379,10700
2020-07-05 15:00,4855,12634,28392,10700
2020-07-05 16:00,4855,12634,28404,10700
2020-07-05 17:00,4855,12634,28417,10700
2020-07-05 18:00,4855,12634,28427,10700
2020-07-05 19:00,4855,12634,28447,10700
2020-07-05 20:00,4855,12634,28470,10700
2020-07-05 21:00,4855,12634,28487,10700
2020-07-05 22:00,4855,12634,28487,10700
2020-07-05 23:00,4855,12634,28517,10700
2020-07-06 00:00,4855,12634,28522,10700
2020-07-06 01:00,4855,12634,28528,10700
2020-07-06 02:00,4855,12634,28531,10700
2020-07-06 03:00,4855,12634,28531,10700
2020-07-06 04:00,4855,12634,28531,10700
2020-07-06 05:00,4855,12634,28531,10700
2020-07-06 06:00,4855,12634,28533,10700
2020-07-06 07:00,4855,12634,28541,10700
2020-07-06 08:00,4855,12634,28548,10700
2020-07-06 09:00,4855,12634,28548,10700
2020-07-06 10:00,4855,12634,28558,10700
2020-07-06 11:00,4855,12634,28574,10700
2020-07-06 12:00,4855,12634,28585,10700
2020-07-06 13:00,4855,12634,28597,10700
2020-07-06 14:00,4855,12634,28615,10700
2020-07-06 15:00,4855,12634,28629,10700
2020-07-06 16:00,4855,12634,28649,10700
2020-07-06 17:00,4855,12634,28664,10700
2020-07-06 18:00,4855,12634,28686,10700
2020-07-06 19:00,4855,12634,28709,10700
2020-07-06 20:00,4855,12634,28729,10700
2020-07-06 21:00,4855,12634,28754,10700
2020-07-06 22:00,4855,12634,28754,10700
2020-07-06 23:00,4855,12634,28783,10700
2020-07-07 00:00,4855,12634,28788,10700
2020-07-07 01:00,4855,12634,28790,10700
2020-07-07 03:00,4855,12634,28794,10700
2020-07-07 04:00,4855,12634,28795,10700
2020-07-07 05:00,4855,12634,28797,10700
2020-07-07 06:00,4855,12634,28802,10700
2020-07-07 07:00,4855,12634,28821,10700
2020-07-07 08:00,4855,12634,28855,10700
2020-07-07 09:00,4855,12634,28899,10700
2020-07-07 10:00,4855,12634,28935,10700
2020-07-07 11:00,4855,12634,28967,10700
2020-07-07 12:00,4855,12634,28992,10700
2020-07-07 13:00,4855,12634,28992,10700
2020-07-07 14:00,4855,12634,28992,10700
2020-07-07 15:00,4855,12634,28992,10700
2020-07-07 16:00,4855,12634,28992,10700
2020-07-07 17:00,4855,12634,28992,10700
2020-07-07 18:00,4855,12634,28992,10700
2020-07-07 19:00,4855,12634,29013,10700
2020-07-07 20:00,4855,12634,29059,10700
2020-07-07 21:00,4855,12634,29096,10700
2020-07-07 22:00,4855,12634,29120,10700
2020-07-07 23:00,4855,12634,29134,10700
2020-07-08 00:00,4855,12634,29146,10700
2020-07-08 01:00,4855,12634,29151,10700
2020-07-08 02:00,4855,12634,29155,10700
2020-07-08 03:00,4855,12634,29157,10700
2020-07-08 04:00,4855,12634,29158,10700
2020-07-08 05:00,4855,12634,29160,10700
2020-07-08 06:00,4855,12634,29164,10700
2020-07-08 07:00,4855,12634,29186,10700
2020-07-08 08:00,4855,12634,29186,10700
2020-07-08 09:00,4855,12634,29186,10700
2020-07-08 10:00,4855,12634,29186,10700
2020-07-08 11:00,4855,12634,29186,10700
2020-07-08 12:00,4855,12634,29186,10700
2020-07-08 13:00,4855,12634,29186,10700
2020-07-08 14:00,4855,12634,29186,10700
2020-07-08 15:00,4855,12634,29186,10700
2020-07-08 16:00,4855,12634,29186,10700
2020-07-08 17:00,4855,12634,29186,10700
2020-07-08 18:00,4855,12634,29186,10700
2020-07-08 19:00,4855,12634,29186,10700
2020-07-08 20:00,4855,12634,29186,10700
2020-07-08 21:00,4855,12634,29186,10700
2020-07-08 22:00,4855,12634,29186,10700
2020-07-08 23:00,4855,12634,29186,10700
2020-07-09 00:00,4855,12634,29186,10700
2020-07-09 01:00,4855,12634,29186,10700
2020-07-09 02:00,4855,12634,29187,10700
2020-07-09 03:00,4855,12634,29188,10700
2020-07-09 04:00,4855,12634,29189,10700
2020-07-09 05:00,4855,12634,29189,10700
2020-07-09 06:00,4855,12634,29195,10700
2020-07-09 07:00,4855,12634,29211,10700
2020-07-09 08:00,4855,12634,29236,10700
2020-07-09 09:00,4855,12634,29277,10700
2020-07-09 10:00,4855,12634,29311,10700
2020-07-09 11:00,4855,12634,29347,10700
2020-07-09 12:00,4855,12634,29367,10700
2020-07-09 13:00,4855,12634,29390,10700
2020-07-09 14:00,4855,12634,29418,10700
2020-07-09 15:00,4855,12634,29441,10700
2020-07-09 16:00,4855,12634,29477,10700
2020-07-09 17:00,4855,12634,29514,10700
2020-07-09 18:00,4855,12634,29563,10700
2020-07-09 19:00,4855,12634,29616,10700
2020-07-09 20:00,4855,12634,29670,10700
2020-07-09 21:00,4855,12634,29708,10700
2020-07-09 22:00,4855,12634,29729,10700
2020-07-09 23:00,4855,12634,29738,10700
2020-07-10 00:00,4855,12634,29749,10700
2020-07-10 01:00,4855,12634,29755,10700
2020-07-10 02:00,4855,12634,29761,10700
2020-07-10 03:00,4855,12634,29763,10700
2020-07-10 04:00,4855,12634,29766,10700
2020-07-10 05:00,4855,12634,29770,10700
2020-07-10 06:00,4855,12634,29777,10700
2020-07-10 07:00,4855,12634,29800,10700
2020-07-10 08:00,4855,12634,29832,10700
2020-07-10 09:00,4855,12634,29872,10700
2020-07-10 10:00,4855,12634,29911,10700
2020-07-10 11:00,4855,12634,29950,10700
2020-07-10 12:00,4855,12634,29973,10700
2020-07-10 13:00,4855,12634,29998,10700
2020-07-10 14:00,4855,12634,30027,10700
2020-07-10 15:00,4855,12634,30054,10700
2020-07-10 16:00,4855,12634,30083,10700
2020-07-10 17:00,4855,12634,30113,10700
2020-07-10 18:00,4855,12634,30163,10700
2020-07-10 19:00,4855,12634,30198,10700
2020-07-10 20:00,4855,12634,30229,10700
2020-07-10 21:00,4855,12634,30254,10700
2020-07-10 22:00,4855,12634,30280,10700
2020-07-10 23:00,4855,12634,30293,10700
2020-07-11 00:00,4855,12634,30299,10700
2020-07-11 01:00,4855,12634,30300,10700
2020-07-11 02:00,4855,12634,30300,10700
2020-07-11 03:00,4855,12634,30300,10700
2020-07-11 04:00,4855,12634,30300,10700
2020-07-11 05:00,4855,12634,30302,10700
2020-07-11 06:00,4855,12634,30306,10700
2020-07-11 07:00,4855,12634,30313,10700
2020-07-11 08:00,4855,12634,30314,10700
2020-07-11 09:00,4855,12634,30316,10700
2020-07-11 10:00,4855,12634,30320,10700
2020-07-11 12:00,4855,12634,30326,10700
2020-07-11 13:00,4855,12634,30329,10700
2020-07-11 14:00,4855,12634,30330,10700
2020-07-11 15:00,4855,12634,30335,10700
2020-07-11 16:00,4855,12634,30338,10700
2020-07-11 17:00,4855,12634,30339,10700
2020-07-11 18:00,4855,12634,30343,10700
2020-07-11 19:00,4855,12634,30346,10700
2020-07-11 20:00,4855,12634,30353,10700
2020-07-11 21:00,4855,12634,30360,10700
2020-07-11 22:00,4855,12634,30365,10700
2020-07-11 23:00,4855,12634,30365,10700
2020-07-12 00:00,4855,12634,30365,10700
2020-07-12 02:00,4855,12634,30365,10700
2020-07-12 03:00,4855,12634,30365,10700
2020-07-12 04:00,4855,12634,30365,10700
2020-07-12 05:00,4855,12634,30365,10700
2020-07-12 06:00,4855,12634,30365,10700
2020-07-12 07:00,4855,12634,30365,10700
2020-07-12 08:00,4855,12634,30365,10700
2020-07-12 09:00,4855,12634,30365,10700
2020-07-12 10:00,4855,12634,30365,10700
2020-07-12 11:00,4855,12634,30365,10700
2020-07-12 12:00,4855,12634,30365,10700
2020-07-12 13:00,4855,12634,30365,10700
2020-07-12 14:00,4855,12634,30365,10700
2020-07-12 15:00,4855,12634,30365,10700
2020-07-12 16:00,4855,12634,30365,10700
2020-07-12 17:00,4855,12634,30365,10700
2020-07-12 18:00,4855,12634,30365,10700
2020-07-12 19:00,4855,12634,30365,10700
2020-07-12 20:00,4855,12634,30365,10700
2020-07-12 21:00,4855,12634,30365,10700
2020-07-12 22:00,4855,12634,30365,10700
2020-07-12 23:00,4855,12634,30365,10700
2020-07-13 00:00,4855,12634,30365,10700
2020-07-13 01:00,4855,12634,30365,10700
2020-07-13 02:00,4855,12634,30365,10700
2020-07-13 03:00,4855,12634,30365,10700
2020-07-13 04:00,4855,12634,30365,10700
2020-07-13 05:00,4855,12634,30365,10700
2020-07-13 06:00,4855,12634,30365,10700
2020-07-13 08:00,4855,12634,30365,10700
2020-07-13 09:00,4855,12634,30365,10700
2020-07-13 10:00,4855,12634,30365,10700
2020-07-13 11:00,4855,12634,30373,10700
2020-07-13 12:00,4855,12634,30391,10700
2020-07-13 13:00,4855,12634,30415,10700
2020-07-13 14:00,4855,12634,30415,10700
2020-07-13 15:00,4855,12634,30415,10700
2020-07-13 16:00,4855,12634,30415,10700
2020-07-13 17:00,4855,12634,30415,10700
2020-07-13 18:00,4855,12634,30415,10700
2020-07-13 19:00,4855,12634,30415,10700
2020-07-13 20:00,4855,12634,30415,10700
2020-07-13 21:00,4855,12634,30415,10700
2020-07-13 22:00,4855,12634,30415,10700
2020-07-13 23:00,4855,12634,30425,10700
2020-07-14 00:00,4855,12634,30431,10700
2020-07-14 01:00,4855,12634,30436,10700
2020-07-14 02:00,4855,12634,30439,10700
2020-07-14 03:00,4855,12634,30442,10700
2020-07-14 04:00,4855,12634,30442,10700
2020-07-14 05:00,4855,12634,30444,10700
2020-07-14 06:00,4855,12634,30445,10700
2020-07-14 07:00,4855,12634,30465,10700
2020-07-14 08:00,4855,12634,30513,10700
2020-07-14 09:00,4855,12634,30571,10700
2020-07-14 10:00,4855,12634,30629,10700
2020-07-14 11:00,4855,12634,30665,10700
2020-07-14 12:00,4855,12634,30687,10700
2020-07-14 13:00,4855,12634,30707,10700
2020-07-14 14:00,4855,12634,30740,10700
2020-07-14 15:00,4855,12634,30761,10700
2020-07-14 16:00,4855,12634,30792,10700
2020-07-14 17:00,4855,12634,30832,10700
2020-07-14 18:00,4855,12634,30884,10700
2020-07-14 19:00,4855,12634,30943,10700
2020-07-14 20:00,4855,12634,30980,10700
2020-07-14 21:00,4855,12634,31033,10700
2020-07-14 22:00,4855,12634,31064,10700
2020-07-14 23:00,4855,12634,31079,10700
2020-07-15 00:00,4855,12634,31088,10700
2020-07-15 01:00,4855,12634,31099,10700
2020-07-15 02:00,4855,12634,31101,10700
2020-07-15 03:00,4855,12634,31106,10700
2020-07-15 04:00,4855,12634,31108,10700
2020-07-15 05:00,4855,12634,31109,10700
2020-07-15 06:00,4855,12634,31113,10700
2020-07-15 07:00,4855,12634,31140,10700
2020-07-15 08:00,4855,12634,31169,10700
2020-07-15 09:00,4855,12634,31235,10700
2020-07-15 10:00,4855,12634,31308,10700
2020-07-15 11:00,4855,12634,31353,10700
2020-07-15 12:00,4855,12634,31386,10700
2020-07-15 13:00,4855,12634,31405,10700
2020-07-15 14:00,4855,12634,31432,10700
2020-07-15 15:00,4855,12634,31470,10700
2020-07-15 16:00,4855,12634,31498,10700
2020-07-15 17:00,4855,12634,31543,10700
2020-07-15 18:00,4855,12634,31600,10700
2020-07-15 19:00,4855,12634,31652,10700
2020-07-15 20:00,4855,12634,31682,10700
2020-07-15 21:00,4855,12634,31710,10700
2020-07-15 22:00,4855,12634,31710,10700
2020-07-15 23:00,4855,12634,31746,10700
2020-07-16 00:00,4855,12634,31758,10700
2020-07-16 01:00,4855,12634,31763,10700
2020-07-16 02:00,4855,12634,31766,10700
2020-07-16 03:00,4855,12634,31769,10700
2020-07-16 04:00,4855,12634,31770,10700
2020-07-16 05:00,4855,12634,31770,10700
2020-07-16 06:00,4855,12634,31770,10700
2020-07-16 07:00,4855,12634,31770,10700
2020-07-16 08:00,4855,12634,31803,10700
2020-07-16 09:00,4855,12634,31840,10700
2020-07-16 10:00,4855,12634,31884,10700
2020-07-16 11:00,4855,12634,31918,10700
2020-07-16 12:00,4855,12634,31941,10700
2020-07-16 13:00,4855,12634,31965,10700
2020-07-16 14:00,4855,12634,31992,10700
2020-07-16 15:00,4855,12634,32021,10700
2020-07-16 16:00,4855,12634,32056,10700
2020-07-16 17:00,4855,12634,32086,10700
2020-07-16 18:00,4855,12634,32131,10700
2020-07-16 19:00,4855,12634,32166,10700
2020-07-16 20:00,4855,12634,32202,10700
2020-07-16 21:00,4855,12634,32226,10700
2020-07-16 22:00,4855,12634,32247,10700
2020-07-16 23:00,4855,12634,32252,10700
2020-07-17 00:00,4855,12634,32261,10700
2020-07-17 01:00,4855,12634,32277,10700
2020-07-17 02:00,4855,12634,32280,10700
2020-07-17 03:00,4855,12634,32280,10700
2020-07-17 04:00,4855,12634,32283,10700
2020-07-17 05:00,4855,12634,32287,10700
2020-07-17 06:00,4855,12634,32288,10700
2020-07-17 07:00,4855,12634,32302,10700
2020-07-17 08:00,4855,12634,32340,10700
2020-07-17 09:00,4855,12634,32374,10700
2020-07-17 10:00,4855,12634,32410,10700
2020-07-17 11:00,4855,12634,32441,10700
2020-07-17 12:00,4855,12634,32471,10700
2020-07-17 13:00,4855,12634,32511,10700
2020-07-17 14:00,4855,12634,32546,10700
2020-07-17 15:00,4855,12634,32582,10700
2020-07-17 16:00,4855,12634,32610,10700
2020-07-17 17:00,4855,12634,32637,10700
2020-07-17 18:00,4855,12634,32684,10700
2020-07-17 19:00,4855,12634,32720,10700
2020-07-17 20:00,4855,12634,32749,10700
2020-07-17 21:00,4855,12634,32767,10700
2020-07-17 22:00,4855,12634,32767,10700
2020-07-17 23:00,4855,12634,32791,10700
2020-07-18 00:00,4855,12634,32800,10700
2020-07-18 01:00,4855,12634,32806,10700
2020-07-18 02:00,4855,12634,32809,10700
2020-07-18 03:00,4855,12634,32811,10700
2020-07-18 04:00,4855,12634,32811,10700
2020-07-18 05:00,4855,12634,32811,10700
2020-07-18 06:00,4855,12634,32811,10700
2020-07-18 07:00,4855,12634,32811,10700
2020-07-18 08:00,4855,12634,32811,10700
2020-07-18 09:00,4855,12634,32811,10700
2020-07-18 10:00,4855,12634,32811,10700
2020-07-18 11:00,4855,12634,32811,10700
2020-07-18 12:00,4855,12634,32811,10700
2020-07-18 13:00,4855,12634,32811,10700
2020-07-18 14:00,4855,12634,32811,10700
2020-07-18 15:00,4855,12634,32811,10700
2020-07-18 16:00,4855,12634,32811,10700
2020-07-18 17:00,4855,12634,32811,10700
2020-07-18 18:00,4855,12634,32811,10700
2020-07-18 19:00,4855,12634,32811,10700
2020-07-18 20:00,4855,12634,32811,10700
2020-07-18 21:00,4855,12634,32811,10700
2020-07-18 22:00,4855,12634,32811,10700
2020-07-18 23:00,4855,12634,32811,10700
2020-07-19 00:00,4855,12634,32811,10700
2020-07-19 01:00,4855,12634,32811,10700
2020-07-19 02:00,4855,12634,32811,10700
2020-07-19 03:00,4855,12634,32811,10700
2020-07-19 04:00,4855,12634,32811,10700
2020-07-19 05:00,4855,12634,32811,10700
2020-07-19 06:00,4855,12634,32811,10700
2020-07-19 07:00,4855,12634,32811,10700
2020-07-19 08:00,4855,12634,32811,10700
2020-07-19 09:00,4855,12634,32811,10700
2020-07-19 10:00,4855,12634,32811,10700
2020-07-19 11:00,4855,12634,32811,10700
2020-07-19 12:00,4855,12634,32811,10700
2020-07-19 13:00,4855,12634,32811,10700
2020-07-19 14:00,4855,12634,32811,10700
2020-07-19 15:00,4855,12634,32811,10700
2020-07-19 16:00,4855,12634,32811,10700
2020-07-19 17:00,4855,12634,32811,10700
2020-07-19 18:00,4855,12634,32811,10700
2020-07-19 19:00,4855,12634,32811,10700
2020-07-19 20:00,4855,12634,32811,10700
2020-07-19 21:00,4855,12634,32811,10700
2020-07-19 22:00,4855,12634,32811,10700
