time,cyklisté,chodci
Obřany,,Bílovice n. Svitavou,Obřany
2020-08-23 21:00,59863,20925,43023,18562
2020-08-23 22:00,59875,20930,43033,18564
2020-08-23 23:00,59881,20930,43037,18564
2020-08-24 00:00,59881,20931,43038,18564
2020-08-24 01:00,59884,20931,43039,18564
2020-08-24 02:00,59885,20931,43039,18564
2020-08-24 03:00,59886,20931,43039,18564
2020-08-24 04:00,59886,20931,43039,18564
2020-08-24 06:00,59891,20931,43039,18564
2020-08-24 07:00,59899,20931,43042,18564
2020-08-24 08:00,59924,20931,43048,18564
2020-08-24 09:00,59939,20931,43055,18565
2020-08-24 10:00,59975,20931,43066,18566
2020-08-24 11:00,59993,20933,43085,18572
2020-08-24 12:00,60021,20940,43108,18583
2020-08-24 13:00,60038,20943,43134,18591
2020-08-24 14:00,60071,20947,43156,18592
2020-08-24 15:00,60087,20950,43181,18596
2020-08-24 16:00,60119,20955,43200,18597
2020-08-24 17:00,60151,20955,43258,18605
2020-08-24 18:00,60178,20967,43327,18619
2020-08-24 19:00,60254,20982,43446,18627
2020-08-24 20:00,60334,20996,43507,18643
2020-08-24 21:00,60399,21015,43540,18654
2020-08-24 22:00,60417,21023,43550,18655
2020-08-24 23:00,60420,21023,43553,18655
2020-08-25 00:00,60421,21023,43556,18655
2020-08-25 01:00,60424,21023,43558,18655
2020-08-25 02:00,60426,21024,43559,18655
2020-08-25 03:00,60426,21024,43559,18655
2020-08-25 04:00,60426,21024,43559,18655
2020-08-25 05:00,60426,21024,43559,18655
2020-08-25 06:00,60431,21024,43559,18655
2020-08-25 08:00,60464,21024,43569,18656
2020-08-25 09:00,60490,21027,43572,18657
2020-08-25 10:00,60520,21027,43581,18660
2020-08-25 11:00,60539,21029,43602,18666
2020-08-25 12:00,60554,21031,43621,18670
2020-08-25 13:00,60573,21035,43652,18674
2020-08-25 14:00,60573,21035,43652,18674
2020-08-25 15:00,60592,21037,43686,18675
2020-08-25 16:00,60632,21041,43730,18677
2020-08-25 17:00,60675,21043,43788,18680
2020-08-25 18:00,60713,21049,43854,18687
2020-08-25 19:00,60763,21060,43968,18696
2020-08-25 20:00,60870,21081,44052,18718
2020-08-25 21:00,60950,21095,44083,18735
2020-08-25 22:00,60983,21107,44094,18744
2020-08-25 23:00,60991,21112,44101,18748
2020-08-26 00:00,60991,21112,44101,18748
2020-08-26 01:00,60991,21112,44103,18748
2020-08-26 02:00,60992,21112,44103,18748
2020-08-26 03:00,60992,21112,44103,18748
2020-08-26 04:00,60992,21112,44103,18748
2020-08-26 05:00,60993,21112,44103,18748
2020-08-26 06:00,60995,21112,44104,18748
2020-08-26 07:00,61006,21112,44104,18748
2020-08-26 08:00,61033,21112,44117,18748
2020-08-26 09:00,61057,21112,44124,18748
2020-08-26 10:00,61075,21114,44133,18749
2020-08-26 11:00,61085,21115,44152,18750
2020-08-26 12:00,61106,21116,44185,18759
2020-08-26 13:00,61126,21116,44201,18761
2020-08-26 14:00,61145,21118,44221,18763
2020-08-26 15:00,61162,21119,44236,18763
2020-08-26 16:00,61182,21122,44278,18768
2020-08-26 17:00,61202,21124,44327,18773
2020-08-26 18:00,61239,21126,44380,18775
2020-08-26 19:00,61298,21132,44461,18786
2020-08-26 20:00,61358,21146,44515,18799
2020-08-26 21:00,61426,21157,44548,18813
2020-08-26 22:00,61470,21169,44570,18822
2020-08-26 23:00,61476,21172,44572,18824
2020-08-27 00:00,61478,21172,44573,18824
2020-08-27 01:00,61478,21172,44577,18824
2020-08-27 02:00,61479,21172,44577,18824
2020-08-27 03:00,61482,21173,44577,18824
2020-08-27 04:00,61482,21173,44577,18824
2020-08-27 05:00,61483,21173,44577,18824
2020-08-27 06:00,61487,21173,44578,18824
2020-08-27 07:00,61496,21173,44578,18824
2020-08-27 08:00,61523,21174,44582,18826
2020-08-27 09:00,61548,21174,44584,18829
2020-08-27 10:00,61573,21174,44594,18830
2020-08-27 11:00,61593,21179,44617,18833
2020-08-27 12:00,61594,21179,44620,18833
2020-08-27 13:00,61594,21179,44620,18833
2020-08-27 14:00,61614,21179,44636,18836
2020-08-27 15:00,61659,21180,44662,18839
2020-08-27 16:00,61678,21182,44692,18845
2020-08-27 17:00,61707,21189,44746,18850
2020-08-27 18:00,61761,21190,44820,18853
2020-08-27 19:00,61822,21192,44912,18863
2020-08-27 20:00,61880,21215,44966,18877
2020-08-27 21:00,61927,21229,44996,18885
2020-08-27 22:00,61957,21240,45026,18891
2020-08-27 23:00,61962,21240,45032,18891
2020-08-28 00:00,61972,21240,45032,18891
2020-08-28 01:00,61972,21240,45033,18891
2020-08-28 02:00,61972,21240,45033,18891
2020-08-28 03:00,61973,21240,45033,18891
2020-08-28 04:00,61973,21240,45033,18891
2020-08-28 05:00,61973,21240,45033,18891
2020-08-28 06:00,61975,21240,45034,18891
2020-08-28 07:00,61981,21240,45038,18894
2020-08-28 08:00,61997,21243,45041,18896
2020-08-28 09:00,62016,21247,45046,18898
2020-08-28 10:00,62032,21248,45059,18898
2020-08-28 11:00,62055,21252,45084,18901
2020-08-28 12:00,62082,21254,45114,18904
2020-08-28 13:00,62106,21255,45144,18906
2020-08-28 14:00,62124,21255,45165,18908
2020-08-28 15:00,62147,21256,45190,18909
2020-08-28 16:00,62179,21259,45256,18916
2020-08-28 17:00,62208,21266,45316,18920
2020-08-28 18:00,62251,21278,45408,18928
2020-08-28 19:00,62305,21288,45478,18939
2020-08-28 20:00,62366,21302,45525,18949
2020-08-28 21:00,62445,21312,45555,18954
2020-08-28 22:00,62463,21318,45560,18962
2020-08-28 23:00,62468,21319,45563,18962
2020-08-29 00:00,62468,21321,45565,18962
2020-08-29 01:00,62471,21328,45565,18962
2020-08-29 02:00,62474,21333,45566,18962
2020-08-29 03:00,62475,21334,45566,18962
2020-08-29 04:00,62475,21334,45566,18962
2020-08-29 05:00,62475,21334,45566,18962
2020-08-29 06:00,62475,21334,45566,18962
2020-08-29 07:00,62478,21347,45571,18964
2020-08-29 08:00,62479,21348,45571,18964
2020-08-29 09:00,62480,21349,45572,18964
2020-08-29 10:00,62483,21351,45574,18968
2020-08-29 11:00,62488,21353,45595,18972
2020-08-29 12:00,62494,21356,45613,18975
2020-08-29 13:00,62520,21360,45636,18978
2020-08-29 14:00,62529,21366,45654,18979
2020-08-29 15:00,62547,21371,45694,18987
2020-08-29 16:00,62592,21376,45736,18994
2020-08-29 17:00,62624,21381,45800,18998
2020-08-29 18:00,62703,21399,45855,19005
2020-08-29 19:00,62784,21411,45898,19012
2020-08-29 20:00,62854,21418,45931,19016
2020-08-29 21:00,62883,21420,45941,19022
2020-08-29 22:00,62893,21422,45942,19025
2020-08-29 23:00,62893,21426,45943,19025
2020-08-30 00:00,62896,21426,45943,19025
2020-08-30 01:00,62896,21426,45943,19025
2020-08-30 02:00,62900,21426,45943,19027
2020-08-30 03:00,62900,21426,45943,19027
2020-08-30 04:00,62900,21426,45943,19027
2020-08-30 05:00,62900,21426,45943,19027
2020-08-30 06:00,62900,21426,45943,19027
2020-08-30 07:00,62901,21426,45944,19027
2020-08-30 08:00,62901,21427,45944,19027
2020-08-30 09:00,62902,21427,45951,19029
2020-08-30 10:00,62907,21432,45962,19036
2020-08-30 11:00,62923,21435,45992,19042
2020-08-30 12:00,62950,21439,46085,19054
2020-08-30 13:00,63004,21452,46162,19061
2020-08-30 14:00,63079,21462,46216,19065
2020-08-30 15:00,63131,21463,46252,19067
2020-08-30 16:00,63184,21464,46292,19069
2020-08-30 17:00,63243,21481,46338,19076
2020-08-30 18:00,63315,21493,46399,19089
2020-08-30 19:00,63374,21497,46412,19092
2020-08-30 20:00,63399,21498,46420,19093
2020-08-30 21:00,63399,21498,46420,19093
2020-08-30 22:00,63428,21513,46428,19098
2020-08-30 23:00,63429,21513,46428,19098
2020-08-31 00:00,63429,21513,46428,19098
2020-08-31 01:00,63429,21513,46428,19098
2020-08-31 02:00,63429,21513,46428,19098
2020-08-31 03:00,63429,21513,46429,19098
2020-08-31 04:00,63429,21513,46429,19098
2020-08-31 05:00,63430,21513,46429,19098
2020-08-31 06:00,63435,21513,46430,19098
2020-08-31 07:00,63444,21513,46430,19098
2020-08-31 08:00,63467,21513,46434,19098
2020-08-31 09:00,63496,21514,46436,19100
2020-08-31 10:00,63512,21515,46440,19103
