time,cyklisté,chodci
Obřany,,Bílovice n. Svitavou,Obřany
2020-07-29 10:00,48211,18831,31189,16594
2020-07-29 11:00,48221,18832,31213,16598
2020-07-29 12:00,48240,18837,31245,16606
2020-07-29 13:00,48252,18839,31266,16612
2020-07-29 14:00,48277,18842,31278,16612
2020-07-29 15:00,48297,18842,31302,16612
2020-07-29 16:00,48322,18843,31344,16614
2020-07-29 17:00,48322,18843,31344,16614
2020-07-29 18:00,48345,18848,31412,16617
2020-07-29 19:00,48345,18848,31412,16617
2020-07-29 20:00,48345,18848,31412,16617
2020-07-29 21:00,48345,18848,31412,16617
2020-07-29 22:00,48398,18867,31427,16625
2020-07-29 23:00,48398,18867,31427,16625
2020-07-30 00:00,48403,18871,31429,16625
2020-07-30 01:00,48404,18871,31433,16625
2020-07-30 02:00,48404,18871,31433,16625
2020-07-30 03:00,48404,18871,31433,16625
2020-07-30 04:00,48404,18871,31433,16625
2020-07-30 05:00,48404,18871,31433,16625
2020-07-30 06:00,48404,18871,31433,16625
2020-07-30 07:00,48420,18871,31438,16625
2020-07-30 08:00,48449,18871,31441,16625
2020-07-30 09:00,48479,18872,31449,16627
2020-07-30 10:00,48479,18872,31449,16627
2020-07-30 11:00,48490,18873,31494,16637
2020-07-30 12:00,48514,18877,31524,16640
2020-07-30 13:00,48514,18877,31524,16640
2020-07-30 15:00,48538,18881,31553,16640
2020-07-30 16:00,48564,18883,31592,16641
2020-07-30 17:00,48604,18885,31646,16643
2020-07-30 18:00,48634,18888,31700,16650
2020-07-30 19:00,48687,18898,31780,16661
2020-07-30 20:00,48811,18922,31902,16688
2020-07-30 21:00,48887,18929,31945,16695
2020-07-30 22:00,48920,18941,31963,16701
2020-07-30 23:00,48940,18949,31967,16702
2020-07-31 00:00,48945,18954,31969,16703
2020-07-31 01:00,48945,18955,31972,16703
2020-07-31 02:00,48945,18955,31972,16703
2020-07-31 03:00,48945,18955,31972,16703
2020-07-31 04:00,48945,18955,31972,16703
2020-07-31 05:00,48946,18955,31972,16703
2020-07-31 06:00,48948,18955,31972,16703
2020-07-31 07:00,48959,18956,31976,16704
2020-07-31 08:00,48981,18957,31984,16705
2020-07-31 09:00,49006,18957,31993,16707
2020-07-31 10:00,49030,18958,32015,16712
2020-07-31 11:00,49051,18961,32054,16716
2020-07-31 12:00,49080,18965,32097,16724
2020-07-31 13:00,49098,18966,32117,16726
2020-07-31 14:00,49124,18967,32139,16728
2020-07-31 15:00,49143,18969,32157,16728
2020-07-31 16:00,49165,18971,32194,16730
2020-07-31 17:00,49188,18974,32225,16732
2020-07-31 18:00,49211,18982,32284,16736
2020-07-31 19:00,49244,18986,32343,16737
2020-07-31 20:00,49297,18990,32377,16741
2020-07-31 21:00,49359,18996,32419,16746
2020-07-31 22:00,49401,19007,32432,16748
2020-07-31 23:00,49406,19009,32437,16748
2020-08-01 00:00,49408,19010,32440,16748
2020-08-01 01:00,49408,19010,32442,16749
2020-08-01 02:00,49408,19014,32443,16752
2020-08-01 03:00,49408,19014,32443,16752
2020-08-01 04:00,49408,19014,32444,16752
2020-08-01 05:00,49408,19014,32444,16752
2020-08-01 06:00,49408,19014,32444,16752
2020-08-01 07:00,49410,19014,32446,16752
2020-08-01 08:00,49412,19014,32452,16752
2020-08-01 09:00,49420,19015,32472,16755
2020-08-01 10:00,49432,19016,32502,16759
2020-08-01 11:00,49459,19019,32574,16767
2020-08-01 12:00,49486,19025,32642,16773
2020-08-01 13:00,49533,19027,32700,16777
2020-08-01 14:00,49570,19030,32755,16778
2020-08-01 15:00,49609,19031,32799,16780
2020-08-01 16:00,49638,19033,32840,16786
2020-08-01 17:00,49693,19035,32869,16786
2020-08-01 18:00,49754,19050,32906,16798
2020-08-01 19:00,49826,19058,32955,16808
2020-08-01 20:00,49826,19058,32955,16808
2020-08-01 21:00,49880,19067,32976,16815
2020-08-01 22:00,49909,19072,32989,16815
2020-08-01 23:00,49918,19078,32992,16815
2020-08-02 00:00,49918,19078,32992,16815
2020-08-02 01:00,49918,19078,32996,16815
2020-08-02 02:00,49918,19078,32996,16815
2020-08-02 03:00,49918,19078,32996,16815
2020-08-02 04:00,49918,19078,32996,16815
2020-08-02 05:00,49918,19078,32996,16815
2020-08-02 06:00,49918,19078,32996,16815
2020-08-02 07:00,49919,19079,32997,16815
2020-08-02 08:00,49925,19079,33000,16815
2020-08-02 09:00,49929,19081,33014,16817
2020-08-02 10:00,49929,19081,33014,16817
2020-08-02 11:00,49954,19083,33086,16819
2020-08-02 12:00,50022,19090,33188,16830
2020-08-02 13:00,50077,19099,33268,16834
2020-08-02 14:00,50077,19099,33268,16834
2020-08-02 15:00,50134,19103,33306,16837
2020-08-02 16:00,50192,19114,33370,16841
2020-08-02 17:00,50262,19121,33443,16849
2020-08-02 18:00,50352,19127,33493,16855
2020-08-02 19:00,50352,19127,33493,16855
2020-08-02 20:00,50352,19127,33493,16855
2020-08-02 21:00,50395,19141,33506,16860
2020-08-02 22:00,50395,19141,33506,16860
2020-08-02 23:00,50395,19141,33506,16860
2020-08-03 00:00,50395,19141,33506,16860
2020-08-03 01:00,50395,19141,33506,16860
2020-08-03 02:00,50395,19141,33506,16860
2020-08-03 03:00,50395,19141,33506,16860
2020-08-03 04:00,50395,19141,33506,16860
2020-08-03 05:00,50395,19141,33506,16860
2020-08-03 06:00,50397,19141,33506,16860
2020-08-03 07:00,50397,19141,33506,16860
2020-08-03 08:00,50402,19142,33507,16862
2020-08-03 09:00,50402,19142,33507,16862
2020-08-03 10:00,50402,19142,33507,16862
2020-08-03 11:00,50402,19142,33507,16862
2020-08-03 12:00,50402,19142,33507,16862
2020-08-03 13:00,50402,19142,33507,16862
2020-08-03 14:00,50402,19142,33507,16862
2020-08-03 15:00,50402,19143,33507,16864
2020-08-03 16:00,50404,19144,33509,16864
2020-08-03 17:00,50404,19144,33509,16864
2020-08-03 18:00,50408,19145,33512,16865
2020-08-03 19:00,50412,19146,33519,16868
2020-08-03 20:00,50415,19154,33525,16879
2020-08-03 21:00,50415,19154,33525,16879
2020-08-03 22:00,50415,19154,33525,16879
2020-08-03 23:00,50415,19154,33525,16879
2020-08-04 00:00,50415,19154,33525,16879
2020-08-04 01:00,50415,19155,33525,16879
2020-08-04 02:00,50415,19155,33525,16879
2020-08-04 03:00,50415,19155,33525,16879
2020-08-04 04:00,50415,19155,33525,16879
2020-08-04 05:00,50415,19155,33525,16879
2020-08-04 06:00,50415,19155,33525,16879
2020-08-04 07:00,50415,19155,33525,16879
2020-08-04 08:00,50420,19155,33526,16880
2020-08-04 09:00,50420,19155,33526,16880
2020-08-04 10:00,50422,19155,33527,16880
2020-08-04 11:00,50422,19156,33527,16880
2020-08-04 12:00,50422,19156,33527,16880
2020-08-04 13:00,50422,19156,33527,16880
2020-08-04 14:00,50422,19159,33533,16881
2020-08-04 15:00,50422,19159,33533,16881
2020-08-04 16:00,50422,19159,33533,16881
2020-08-04 17:00,50423,19162,33546,16885
2020-08-04 18:00,50434,19169,33561,16890
2020-08-04 19:00,50434,19169,33561,16890
2020-08-04 20:00,50434,19169,33561,16890
2020-08-04 21:00,50439,19176,33566,16896
2020-08-04 22:00,50439,19176,33566,16896
2020-08-04 23:00,50440,19180,33566,16898
2020-08-05 00:00,50440,19180,33566,16898
2020-08-05 01:00,50440,19180,33566,16898
2020-08-05 02:00,50440,19180,33566,16898
2020-08-05 03:00,50440,19180,33566,16898
2020-08-05 04:00,50440,19180,33566,16898
2020-08-05 05:00,50440,19180,33566,16898
2020-08-05 06:00,50441,19180,33566,16898
2020-08-05 07:00,50441,19180,33566,16898
2020-08-05 08:00,50458,19181,33573,16900
2020-08-05 09:00,50458,19181,33573,16900
2020-08-05 10:00,50468,19182,33585,16900
2020-08-05 11:00,50472,19182,33592,16906
2020-08-05 12:00,50481,19188,33610,16908
2020-08-05 13:00,50496,19191,33623,16914
2020-08-05 14:00,50505,19194,33656,16919
2020-08-05 15:00,50522,19200,33687,16922
2020-08-05 16:00,50556,19202,33714,16926
2020-08-05 17:00,50583,19207,33760,16929
2020-08-05 18:00,50619,19210,33831,16938
2020-08-05 19:00,50687,19231,33893,16966
2020-08-05 20:00,50753,19243,33971,16978
2020-08-05 21:00,50816,19256,33999,16989
2020-08-05 22:00,50866,19264,34009,16992
2020-08-05 23:00,50871,19271,34014,16993
2020-08-06 00:00,50871,19271,34014,16993
2020-08-06 01:00,50873,19271,34019,16993
2020-08-06 02:00,50875,19271,34022,16993
2020-08-06 03:00,50878,19273,34025,16993
2020-08-06 04:00,50878,19273,34025,16993
2020-08-06 05:00,50878,19273,34025,16993
2020-08-06 06:00,50880,19273,34025,16993
2020-08-06 07:00,50891,19273,34027,16993
2020-08-06 08:00,50916,19274,34034,16994
2020-08-06 09:00,50936,19277,34042,16996
2020-08-06 10:00,50956,19277,34060,16996
2020-08-06 11:00,50965,19278,34081,16999
2020-08-06 12:00,50985,19284,34121,17014
2020-08-06 13:00,51006,19288,34138,17015
2020-08-06 14:00,51051,19290,34156,17017
2020-08-06 15:00,51075,19294,34199,17021
2020-08-06 16:00,51108,19300,34241,17021
2020-08-06 17:00,51144,19300,34299,17024
2020-08-06 18:00,51194,19304,34398,17037
2020-08-06 19:00,51291,19313,34525,17047
2020-08-06 20:00,51378,19324,34593,17058
2020-08-06 21:00,51471,19338,34622,17070
2020-08-06 22:00,51501,19343,34633,17078
2020-08-06 23:00,51509,19348,34637,17080
2020-08-07 00:00,51513,19348,34644,17080
2020-08-07 01:00,51514,19348,34645,17080
2020-08-07 02:00,51514,19348,34645,17081
2020-08-07 03:00,51514,19348,34645,17081
2020-08-07 04:00,51514,19348,34645,17081
2020-08-07 05:00,51515,19348,34645,17081
2020-08-07 06:00,51516,19348,34645,17081
2020-08-07 07:00,51528,19348,34647,17081
2020-08-07 08:00,51547,19349,34653,17083
2020-08-07 09:00,51570,19350,34660,17083
2020-08-07 10:00,51578,19350,34675,17084
2020-08-07 11:00,51592,19350,34703,17085
2020-08-07 12:00,51622,19350,34736,17087
2020-08-07 13:00,51634,19351,34777,17089
2020-08-07 14:00,51653,19351,34795,17090
2020-08-07 15:00,51676,19356,34822,17090
2020-08-07 16:00,51694,19357,34849,17090
2020-08-07 17:00,51733,19358,34914,17092
2020-08-07 18:00,51761,19365,34951,17098
2020-08-07 19:00,51788,19367,35004,17107
2020-08-07 20:00,51836,19373,35035,17116
2020-08-07 21:00,51878,19383,35062,17125
2020-08-07 22:00,51900,19398,35069,17136
2020-08-07 23:00,51909,19400,35078,17136
2020-08-08 00:00,51914,19401,35078,17137
2020-08-08 01:00,51914,19401,35079,17138
2020-08-08 02:00,51914,19401,35079,17138
2020-08-08 03:00,51914,19401,35079,17139
2020-08-08 04:00,51914,19401,35079,17139
2020-08-08 05:00,51916,19401,35079,17139
2020-08-08 06:00,51917,19401,35079,17139
2020-08-08 07:00,51923,19401,35083,17139
2020-08-08 08:00,51926,19401,35088,17139
2020-08-08 09:00,51938,19403,35099,17141
2020-08-08 10:00,51948,19403,35130,17146
2020-08-08 11:00,51976,19406,35223,17148
2020-08-08 12:00,52012,19411,35316,17152
2020-08-08 13:00,52058,19411,35373,17157
2020-08-08 14:00,52098,19419,35425,17163
2020-08-08 15:00,52149,19420,35461,17165
2020-08-08 16:00,52189,19424,35499,17171
2020-08-08 17:00,52235,19424,35537,17177
2020-08-08 18:00,52269,19432,35580,17189
2020-08-08 19:00,52352,19440,35620,17194
2020-08-08 20:00,52426,19443,35651,17202
2020-08-08 21:00,52459,19450,35671,17209
2020-08-08 22:00,52488,19463,35680,17211
2020-08-08 23:00,52494,19463,35681,17211
2020-08-09 00:00,52497,19468,35684,17211
2020-08-09 01:00,52500,19468,35685,17211
2020-08-09 02:00,52501,19468,35685,17211
2020-08-09 03:00,52502,19468,35685,17211
2020-08-09 04:00,52503,19468,35685,17211
2020-08-09 05:00,52503,19468,35686,17211
2020-08-09 06:00,52505,19468,35687,17211
2020-08-09 07:00,52511,19468,35689,17211
2020-08-09 08:00,52512,19468,35690,17211
2020-08-09 09:00,52516,19470,35706,17214
2020-08-09 10:00,52530,19476,35741,17221
2020-08-09 11:00,52557,19481,35821,17225
2020-08-09 12:00,52602,19485,35902,17229
2020-08-09 13:00,52663,19488,35944,17235
2020-08-09 14:00,52706,19493,35987,17238
2020-08-09 15:00,52740,19497,36006,17238
2020-08-09 16:00,52762,19503,36040,17240
2020-08-09 17:00,52807,19506,36078,17242
2020-08-09 18:00,52881,19509,36124,17244
2020-08-09 19:00,52939,19513,36160,17251
2020-08-09 20:00,52992,19517,36184,17260
2020-08-09 21:00,53062,19527,36226,17266
2020-08-09 22:00,53108,19541,36240,17276
2020-08-09 23:00,53113,19546,36242,17280
2020-08-10 00:00,53118,19546,36242,17280
2020-08-10 01:00,53118,19546,36243,17280
2020-08-10 02:00,53118,19546,36244,17280
2020-08-10 03:00,53118,19546,36244,17280
2020-08-10 04:00,53118,19546,36244,17281
2020-08-10 06:00,53120,19546,36244,17281
2020-08-10 07:00,53137,19546,36248,17281
2020-08-10 08:00,53159,19546,36256,17283
2020-08-10 09:00,53177,19549,36260,17286
2020-08-10 10:00,53196,19552,36272,17287
2020-08-10 11:00,53211,19552,36296,17292
2020-08-10 12:00,53230,19555,36318,17292
2020-08-10 13:00,53253,19556,36336,17298
2020-08-10 14:00,53265,19560,36349,17298
2020-08-10 15:00,53275,19561,36358,17300
2020-08-10 16:00,53296,19563,36384,17300
2020-08-10 17:00,53304,19568,36428,17305
2020-08-10 18:00,53333,19572,36479,17308
2020-08-10 19:00,53381,19582,36562,17314
2020-08-10 20:00,53432,19597,36628,17332
2020-08-10 21:00,53494,19619,36661,17349
2020-08-10 22:00,53523,19632,36672,17352
2020-08-10 23:00,53529,19638,36673,17360
2020-08-11 00:00,53529,19638,36675,17360
2020-08-11 01:00,53529,19638,36676,17360
2020-08-11 02:00,53529,19638,36676,17360
2020-08-11 03:00,53529,19638,36677,17360
2020-08-11 04:00,53529,19638,36677,17360
2020-08-11 05:00,53530,19638,36677,17360
2020-08-11 06:00,53530,19638,36678,17360
2020-08-11 07:00,53547,19638,36681,17360
2020-08-11 08:00,53573,19641,36690,17361
2020-08-11 09:00,53601,19645,36695,17364
2020-08-11 10:00,53619,19646,36712,17364
2020-08-11 11:00,53640,19647,36735,17368
2020-08-11 12:00,53665,19649,36774,17372
2020-08-11 13:00,53686,19654,36801,17377
2020-08-11 14:00,53706,19656,36812,17381
2020-08-11 15:00,53714,19656,36832,17381
2020-08-11 16:00,53734,19660,36870,17383
2020-08-11 17:00,53783,19661,36923,17383
2020-08-11 18:00,53806,19665,36994,17385
2020-08-11 19:00,53860,19668,37070,17390
2020-08-11 20:00,53924,19687,37137,17400
2020-08-11 21:00,53989,19694,37167,17413
2020-08-11 22:00,54023,19703,37187,17419
2020-08-11 23:00,54026,19705,37190,17419
2020-08-12 00:00,54027,19705,37194,17420
2020-08-12 01:00,54029,19705,37196,17420
2020-08-12 02:00,54029,19705,37196,17420
2020-08-12 03:00,54029,19705,37196,17420
2020-08-12 04:00,54029,19705,37196,17420
2020-08-12 05:00,54030,19705,37197,17420
2020-08-12 06:00,54031,19705,37198,17420
2020-08-12 07:00,54047,19705,37200,17420
2020-08-12 08:00,54082,19705,37210,17421
2020-08-12 09:00,54111,19707,37224,17423
2020-08-12 10:00,54129,19709,37240,17426
2020-08-12 11:00,54141,19710,37277,17428
2020-08-12 12:00,54164,19710,37301,17429
2020-08-12 13:00,54164,19710,37301,17429
2020-08-12 14:00,54164,19710,37301,17429
2020-08-12 15:00,54185,19711,37319,17430
2020-08-12 16:00,54200,19713,37353,17431
2020-08-12 17:00,54214,19713,37404,17435
2020-08-12 18:00,54243,19720,37485,17448
2020-08-12 19:00,54311,19734,37580,17468
2020-08-12 20:00,54381,19742,37637,17482
2020-08-12 21:00,54467,19760,37681,17488
2020-08-12 22:00,54565,19770,37713,17495
2020-08-12 23:00,54581,19776,37723,17496
2020-08-13 00:00,54587,19776,37726,17499
2020-08-13 01:00,54591,19776,37730,17499
2020-08-13 02:00,54591,19776,37730,17499
2020-08-13 03:00,54591,19776,37731,17499
2020-08-13 04:00,54591,19776,37731,17499
2020-08-13 05:00,54592,19776,37731,17499
2020-08-13 06:00,54595,19776,37732,17499
2020-08-13 07:00,54610,19776,37732,17499
2020-08-13 08:00,54638,19776,37738,17500
2020-08-13 09:00,54661,19778,37747,17501
2020-08-13 10:00,54676,19782,37763,17505
2020-08-13 11:00,54694,19783,37791,17511
2020-08-13 12:00,54702,19785,37834,17513
2020-08-13 13:00,54726,19789,37857,17515
2020-08-13 14:00,54743,19791,37875,17520
2020-08-13 15:00,54765,19791,37896,17521
2020-08-13 16:00,54776,19792,37926,17525
2020-08-13 17:00,54812,19796,38000,17532
2020-08-13 18:00,54839,19807,38066,17536
2020-08-13 19:00,54884,19808,38147,17546
2020-08-13 20:00,54944,19813,38217,17559
2020-08-13 21:00,55043,19827,38245,17569
2020-08-13 22:00,55082,19837,38259,17573
2020-08-13 23:00,55087,19843,38265,17578
2020-08-14 00:00,55094,19843,38268,17578
2020-08-14 01:00,55094,19843,38269,17578
2020-08-14 02:00,55094,19843,38269,17579
2020-08-14 03:00,55094,19843,38270,17580
2020-08-14 04:00,55094,19843,38270,17580
2020-08-14 05:00,55095,19843,38270,17580
2020-08-14 06:00,55097,19843,38271,17580
2020-08-14 07:00,55109,19843,38273,17580
2020-08-14 08:00,55126,19846,38279,17583
2020-08-14 09:00,55147,19848,38285,17584
2020-08-14 10:00,55158,19852,38302,17588
2020-08-14 11:00,55176,19854,38336,17590
2020-08-14 12:00,55205,19855,38373,17591
2020-08-14 13:00,55245,19857,38394,17592
2020-08-14 14:00,55265,19857,38421,17596
2020-08-14 15:00,55293,19859,38443,17596
2020-08-14 16:00,55331,19859,38478,17599
2020-08-14 17:00,55359,19861,38528,17607
2020-08-14 18:00,55407,19870,38574,17611
2020-08-14 19:00,55421,19872,38582,17611
2020-08-14 20:00,55434,19873,38598,17612
2020-08-14 21:00,55441,19876,38600,17612
2020-08-14 22:00,55442,19877,38600,17612
2020-08-14 23:00,55442,19878,38603,17615
2020-08-15 00:00,55442,19878,38603,17615
2020-08-15 01:00,55442,19878,38604,17615
2020-08-15 02:00,55442,19878,38604,17615
2020-08-15 03:00,55442,19878,38605,17615
2020-08-15 04:00,55442,19878,38605,17615
2020-08-15 05:00,55442,19878,38606,17615
2020-08-15 06:00,55442,19878,38606,17615
2020-08-15 07:00,55442,19880,38607,17615
2020-08-15 08:00,55443,19880,38608,17615
2020-08-15 09:00,55445,19881,38610,17616
2020-08-15 10:00,55447,19883,38613,17621
2020-08-15 11:00,55456,19890,38627,17625
2020-08-15 12:00,55470,19893,38644,17627
2020-08-15 13:00,55487,19893,38662,17633
2020-08-15 14:00,55490,19897,38680,17639
2020-08-15 15:00,55507,19901,38712,17645
2020-08-15 16:00,55517,19905,38735,17650
2020-08-15 17:00,55546,19910,38767,17652
2020-08-15 18:00,55579,19919,38792,17658
2020-08-15 19:00,55623,19926,38835,17668
2020-08-15 20:00,55710,19957,38860,17675
2020-08-15 21:00,55736,19959,38871,17677
2020-08-15 22:00,55742,19965,38875,17682
2020-08-15 23:00,55743,19968,38877,17685
2020-08-16 00:00,55743,19968,38877,17685
2020-08-16 01:00,55744,19968,38879,17685
2020-08-16 02:00,55744,19968,38879,17685
2020-08-16 03:00,55745,19968,38881,17685
2020-08-16 04:00,55745,19968,38881,17685
2020-08-16 05:00,55745,19968,38881,17685
2020-08-16 06:00,55745,19969,38882,17685
2020-08-16 07:00,55747,19969,38883,17685
2020-08-16 08:00,55748,19969,38885,17686
2020-08-16 09:00,55749,19969,38902,17688
2020-08-16 10:00,55763,19970,38948,17693
2020-08-16 12:00,55821,19977,39121,17706
2020-08-16 13:00,55883,19982,39228,17715
2020-08-16 14:00,55985,19986,39300,17719
2020-08-16 15:00,56057,19989,39353,17721
2020-08-16 16:00,56128,19995,39422,17728
2020-08-16 17:00,56200,19998,39505,17733
2020-08-16 18:00,56266,20001,39553,17734
2020-08-16 19:00,56359,20011,39603,17750
2020-08-16 20:00,56456,20029,39667,17762
2020-08-16 21:00,56514,20039,39694,17772
2020-08-16 22:00,56544,20056,39702,17777
2020-08-16 23:00,56551,20064,39704,17780
2020-08-17 00:00,56551,20064,39705,17780
2020-08-17 01:00,56551,20064,39706,17780
2020-08-17 02:00,56551,20064,39706,17780
2020-08-17 03:00,56552,20064,39706,17780
2020-08-17 04:00,56552,20064,39708,17781
2020-08-17 05:00,56552,20065,39708,17781
2020-08-17 06:00,56557,20065,39709,17781
2020-08-17 07:00,56568,20065,39710,17781
2020-08-17 08:00,56593,20065,39719,17781
2020-08-17 09:00,56609,20067,39725,17781
2020-08-17 10:00,56626,20070,39735,17783
2020-08-17 11:00,56644,20072,39746,17789
2020-08-17 12:00,56655,20077,39769,17793
2020-08-17 13:00,56673,20080,39792,17802
2020-08-17 14:00,56693,20084,39810,17802
2020-08-17 15:00,56716,20084,39859,17805
2020-08-17 16:00,56716,20084,39859,17805
2020-08-17 17:00,56767,20087,39950,17810
2020-08-17 18:00,56799,20093,40023,17817
2020-08-17 19:00,56856,20100,40097,17825
2020-08-17 20:00,56922,20113,40151,17832
2020-08-17 21:00,56988,20126,40185,17850
2020-08-17 22:00,57006,20149,40195,17859
2020-08-17 23:00,57006,20153,40199,17861
2020-08-18 00:00,57007,20154,40200,17861
2020-08-18 01:00,57007,20154,40200,17861
2020-08-18 02:00,57007,20154,40200,17861
2020-08-18 03:00,57007,20154,40201,17861
2020-08-18 04:00,57007,20154,40201,17861
2020-08-18 05:00,57008,20154,40201,17861
2020-08-18 06:00,57012,20154,40202,17861
2020-08-18 07:00,57018,20154,40203,17861
2020-08-18 08:00,57033,20155,40208,17861
2020-08-18 09:00,57041,20155,40209,17864
2020-08-18 10:00,57043,20156,40209,17866
2020-08-18 11:00,57045,20161,40209,17876
2020-08-18 12:00,57047,20161,40209,17876
2020-08-18 13:00,57048,20166,40210,17878
2020-08-18 14:00,57048,20166,40210,17879
2020-08-18 15:00,57048,20168,40213,17880
2020-08-18 16:00,57049,20172,40225,17882
2020-08-18 17:00,57059,20175,40258,17887
2020-08-18 18:00,57074,20181,40281,17891
2020-08-18 19:00,57089,20188,40324,17900
2020-08-18 20:00,57109,20201,40362,17910
2020-08-18 21:00,57136,20207,40376,17918
2020-08-18 22:00,57156,20213,40380,17922
2020-08-18 23:00,57158,20215,40381,17922
2020-08-19 00:00,57159,20215,40381,17922
2020-08-19 01:00,57159,20215,40381,17922
2020-08-19 02:00,57159,20215,40381,17922
2020-08-19 03:00,57160,20215,40381,17922
2020-08-19 04:00,57160,20215,40381,17922
2020-08-19 05:00,57161,20215,40381,17922
2020-08-19 06:00,57163,20215,40382,17922
2020-08-19 07:00,57173,20215,40391,17922
2020-08-19 08:00,57194,20215,40395,17924
2020-08-19 09:00,57212,20221,40400,17929
2020-08-19 10:00,57234,20221,40411,17933
2020-08-19 11:00,57245,20224,40436,17939
2020-08-19 12:00,57267,20229,40469,17946
2020-08-19 13:00,57280,20236,40496,17951
2020-08-19 14:00,57295,20242,40507,17961
2020-08-19 15:00,57324,20247,40535,17970
2020-08-19 16:00,57362,20250,40577,17973
2020-08-19 17:00,57392,20255,40647,17978
2020-08-19 18:00,57437,20265,40717,17990
2020-08-19 19:00,57516,20366,40805,18106
2020-08-19 20:00,57568,20620,40870,18302
2020-08-19 21:00,57666,20649,40916,18324
2020-08-19 22:00,57702,20663,40932,18328
2020-08-19 23:00,57713,20663,40933,18328
2020-08-20 00:00,57713,20663,40937,18329
2020-08-20 01:00,57713,20663,40937,18329
2020-08-20 02:00,57713,20663,40937,18329
2020-08-20 03:00,57713,20663,40937,18329
2020-08-20 04:00,57713,20663,40937,18329
2020-08-20 05:00,57714,20663,40937,18329
2020-08-20 06:00,57718,20663,40937,18329
2020-08-20 07:00,57730,20663,40938,18329
2020-08-20 08:00,57730,20663,40938,18329
2020-08-20 09:00,57730,20663,40938,18329
2020-08-20 10:00,57730,20663,40938,18329
2020-08-20 11:00,57730,20663,40938,18329
2020-08-20 12:00,57730,20663,40938,18329
2020-08-20 13:00,57730,20663,40938,18329
2020-08-20 14:00,57730,20663,40938,18329
2020-08-20 15:00,57730,20663,40938,18329
2020-08-20 16:00,57730,20663,40938,18329
2020-08-20 17:00,57758,20663,41001,18332
2020-08-20 18:00,57792,20666,41069,18342
2020-08-20 19:00,57850,20671,41165,18349
2020-08-20 20:00,57921,20680,41230,18365
2020-08-20 21:00,57989,20705,41259,18381
2020-08-20 22:00,58018,20711,41276,18383
2020-08-20 23:00,58033,20711,41282,18385
2020-08-21 00:00,58034,20712,41284,18385
2020-08-21 01:00,58037,20712,41286,18385
2020-08-21 02:00,58037,20712,41287,18385
2020-08-21 03:00,58037,20712,41288,18385
2020-08-21 04:00,58037,20712,41288,18385
2020-08-21 05:00,58037,20712,41288,18385
2020-08-21 06:00,58041,20712,41288,18385
2020-08-21 07:00,58047,20712,41288,18387
2020-08-21 08:00,58069,20712,41302,18387
2020-08-21 09:00,58096,20713,41310,18390
2020-08-21 11:00,58133,20716,41362,18397
2020-08-21 12:00,58153,20720,41405,18403
2020-08-21 13:00,58185,20727,41433,18404
2020-08-21 14:00,58217,20729,41457,18404
2020-08-21 15:00,58234,20729,41471,18404
2020-08-21 16:00,58262,20732,41507,18404
2020-08-21 17:00,58281,20735,41547,18407
2020-08-21 18:00,58314,20738,41594,18408
2020-08-21 19:00,58347,20743,41636,18411
2020-08-21 20:00,58395,20746,41667,18416
2020-08-21 21:00,58444,20751,41697,18419
2020-08-21 22:00,58471,20754,41717,18420
2020-08-21 23:00,58485,20756,41720,18422
2020-08-22 00:00,58486,20756,41721,18422
2020-08-22 01:00,58486,20756,41723,18422
2020-08-22 02:00,58487,20756,41728,18424
2020-08-22 03:00,58488,20756,41728,18424
2020-08-22 04:00,58490,20756,41728,18425
2020-08-22 05:00,58490,20756,41728,18425
2020-08-22 06:00,58491,20756,41728,18425
2020-08-22 07:00,58494,20756,41729,18425
2020-08-22 08:00,58496,20757,41736,18426
2020-08-22 09:00,58503,20760,41757,18432
2020-08-22 10:00,58535,20766,41784,18441
2020-08-22 11:00,58562,20769,41857,18448
2020-08-22 12:00,58613,20777,41937,18449
2020-08-22 13:00,58656,20783,42018,18451
2020-08-22 14:00,58712,20788,42054,18451
2020-08-22 15:00,58765,20794,42098,18455
2020-08-22 16:00,58808,20797,42136,18458
2020-08-22 17:00,58876,20803,42176,18461
2020-08-22 18:00,58949,20813,42217,18478
2020-08-22 19:00,58991,20823,42229,18479
2020-08-22 20:00,59026,20829,42237,18481
2020-08-22 21:00,59038,20833,42244,18482
2020-08-22 22:00,59042,20837,42248,18485
2020-08-22 23:00,59046,20837,42253,18485
2020-08-23 00:00,59047,20837,42254,18485
2020-08-23 01:00,59047,20837,42255,18485
2020-08-23 02:00,59047,20837,42255,18486
2020-08-23 03:00,59047,20837,42255,18487
2020-08-23 04:00,59047,20837,42255,18487
2020-08-23 05:00,59047,20837,42255,18487
2020-08-23 06:00,59047,20837,42255,18487
2020-08-23 07:00,59050,20837,42255,18487
2020-08-23 08:00,59050,20837,42256,18487
2020-08-23 09:00,59052,20838,42263,18488
2020-08-23 10:00,59067,20838,42283,18490
2020-08-23 11:00,59092,20846,42336,18496
2020-08-23 12:00,59120,20849,42410,18505
2020-08-23 13:00,59189,20862,42479,18510
2020-08-23 14:00,59237,20865,42549,18514
2020-08-23 15:00,59286,20867,42611,18520
2020-08-23 16:00,59354,20871,42695,18525
2020-08-23 17:00,59444,20876,42783,18534
2020-08-23 18:00,59568,20894,42871,18540
2020-08-23 19:00,59689,20899,42950,18544
2020-08-23 20:00,59801,20912,43006,18557
