time,cyklisté,chodci
Královopolská,,Přívrat,Záhřebská
2020-07-26 22:00,23672,15286,12837,13789
2020-07-26 23:00,23673,15293,12838,13799
2020-07-27 00:00,23673,15294,12838,13800
2020-07-27 01:00,23673,15296,12838,13804
2020-07-27 02:00,23673,15300,12838,13810
2020-07-27 03:00,23673,15301,12838,13810
2020-07-27 04:00,23673,15302,12838,13810
2020-07-27 05:00,23673,15304,12838,13810
2020-07-27 06:00,23674,15304,12838,13811
2020-07-27 07:00,23681,15304,12839,13811
2020-07-27 08:00,23709,15306,12848,13814
2020-07-27 09:00,23751,15312,12854,13823
2020-07-27 10:00,23784,15319,12861,13828
2020-07-27 11:00,23805,15320,12865,13829
2020-07-27 12:00,23819,15320,12869,13829
2020-07-27 13:00,23833,15323,12872,13831
2020-07-27 14:00,23846,15323,12882,13834
2020-07-27 15:00,23854,15324,12891,13836
2020-07-27 16:00,23864,15330,12905,13844
2020-07-27 17:00,23891,15331,12918,13847
2020-07-27 18:00,23955,15331,12965,13851
2020-07-27 19:00,24038,15344,13012,13860
2020-07-27 20:00,24072,15356,13030,13868
2020-07-27 21:00,24110,15373,13052,13881
2020-07-27 22:00,24149,15389,13066,13898
2020-07-27 23:00,24171,15399,13069,13904
2020-07-28 00:00,24185,15401,13070,13912
2020-07-28 01:00,24189,15406,13070,13916
2020-07-28 02:00,24190,15406,13070,13919
2020-07-28 03:00,24190,15407,13071,13919
2020-07-28 04:00,24190,15411,13071,13922
2020-07-28 05:00,24190,15411,13071,13922
2020-07-28 06:00,24192,15413,13071,13923
2020-07-28 07:00,24205,15414,13075,13929
2020-07-28 08:00,24243,15417,13086,13932
2020-07-28 09:00,24283,15425,13096,13939
2020-07-28 10:00,24325,15433,13102,13943
2020-07-28 11:00,24339,15436,13112,13943
2020-07-28 12:00,24346,15437,13120,13943
2020-07-28 13:00,24351,15437,13122,13943
2020-07-28 14:00,24362,15437,13126,13943
2020-07-28 15:00,24369,15437,13128,13943
2020-07-28 16:00,24378,15437,13131,13943
2020-07-28 17:00,24401,15437,13134,13946
2020-07-28 18:00,24491,15439,13180,13949
2020-07-28 19:00,24543,15449,13211,13958
2020-07-28 20:00,24580,15466,13222,13967
2020-07-28 21:00,24631,15483,13236,13978
2020-07-28 22:00,24656,15488,13244,13981
2020-07-28 23:00,24666,15498,13246,13992
2020-07-29 00:00,24670,15507,13247,14011
2020-07-29 01:00,24674,15515,13247,14017
2020-07-29 02:00,24675,15517,13247,14018
2020-07-29 03:00,24676,15517,13247,14019
2020-07-29 04:00,24676,15517,13247,14019
2020-07-29 05:00,24676,15517,13247,14019
2020-07-29 06:00,24679,15520,13247,14020
2020-07-29 07:00,24690,15520,13249,14021
2020-07-29 08:00,24732,15520,13257,14023
2020-07-29 09:00,24768,15520,13271,14025
2020-07-29 10:00,24810,15523,13282,14026
2020-07-29 11:00,24821,15537,13291,14029
2020-07-29 12:00,24829,15537,13295,14031
2020-07-29 13:00,24838,15538,13299,14031
2020-07-29 14:00,24845,15538,13302,14031
2020-07-29 15:00,24853,15538,13303,14031
2020-07-29 16:00,24864,15538,13303,14032
2020-07-29 17:00,24883,15539,13318,14034
2020-07-29 18:00,24883,15539,13318,14034
2020-07-29 19:00,24955,15553,13390,14044
2020-07-29 20:00,24955,15553,13390,14044
2020-07-29 21:00,24955,15553,13390,14044
2020-07-29 22:00,24997,15558,13399,14060
2020-07-29 23:00,24997,15558,13399,14060
2020-07-30 00:00,25008,15560,13400,14069
2020-07-30 01:00,25012,15561,13402,14076
2020-07-30 02:00,25013,15563,13402,14076
2020-07-30 03:00,25013,15569,13402,14076
2020-07-30 04:00,25013,15569,13402,14076
2020-07-30 05:00,25013,15569,13402,14076
2020-07-30 06:00,25013,15569,13402,14076
2020-07-30 07:00,25026,15573,13405,14080
2020-07-30 08:00,25026,15573,13405,14080
2020-07-30 09:00,25070,15579,13421,14093
2020-07-30 10:00,25108,15585,13428,14101
2020-07-30 11:00,25108,15585,13428,14101
2020-07-30 12:00,25119,15585,13430,14101
2020-07-30 13:00,25127,15585,13434,14101
2020-07-30 15:00,25127,15585,13434,14101
2020-07-30 16:00,25127,15585,13434,14101
2020-07-30 17:00,25150,15585,13445,14102
2020-07-30 18:00,25184,15587,13494,14104
2020-07-30 19:00,25220,15601,13508,14114
2020-07-30 20:00,25259,15612,13521,14125
2020-07-30 21:00,25308,15623,13535,14134
2020-07-30 22:00,25344,15633,13548,14153
2020-07-30 23:00,25355,15646,13553,14159
2020-07-31 00:00,25366,15652,13554,14165
2020-07-31 01:00,25372,15655,13554,14173
2020-07-31 02:00,25372,15655,13554,14174
2020-07-31 03:00,25373,15656,13554,14178
2020-07-31 04:00,25373,15656,13554,14178
2020-07-31 05:00,25373,15656,13554,14178
2020-07-31 06:00,25373,15656,13554,14178
2020-07-31 07:00,25386,15657,13556,14178
2020-07-31 08:00,25409,15659,13564,14185
2020-07-31 09:00,25438,15665,13580,14192
2020-07-31 10:00,25457,15672,13584,14198
2020-07-31 11:00,25476,15680,13592,14200
2020-07-31 12:00,25484,15680,13594,14201
2020-07-31 13:00,25493,15686,13603,14201
2020-07-31 14:00,25504,15687,13606,14202
2020-07-31 15:00,25508,15687,13609,14202
2020-07-31 16:00,25518,15687,13613,14202
2020-07-31 17:00,25541,15687,13619,14202
2020-07-31 18:00,25577,15689,13629,14202
2020-07-31 19:00,25612,15697,13639,14205
2020-07-31 20:00,25628,15703,13649,14217
2020-07-31 21:00,25653,15711,13655,14226
2020-07-31 22:00,25671,15732,13661,14238
2020-07-31 23:00,25681,15741,13663,14245
2020-08-01 00:00,25682,15744,13663,14256
2020-08-01 01:00,25687,15756,13663,14270
2020-08-01 02:00,25687,15759,13664,14279
2020-08-01 03:00,25688,15761,13664,14282
2020-08-01 04:00,25689,15761,13665,14282
2020-08-01 05:00,25689,15761,13665,14283
2020-08-01 06:00,25689,15761,13665,14283
2020-08-01 07:00,25691,15761,13665,14283
2020-08-01 08:00,25693,15763,13666,14283
2020-08-01 09:00,25701,15766,13669,14289
2020-08-01 10:00,25706,15770,13672,14295
2020-08-01 11:00,25733,15772,13682,14296
2020-08-01 12:00,25740,15772,13689,14296
2020-08-01 13:00,25745,15772,13693,14296
2020-08-01 14:00,25753,15772,13693,14296
2020-08-01 15:00,25763,15772,13695,14296
2020-08-01 16:00,25787,15772,13699,14296
2020-08-01 17:00,25804,15773,13706,14297
2020-08-01 18:00,25854,15774,13729,14297
2020-08-01 19:00,25884,15779,13742,14302
2020-08-01 20:00,25884,15779,13742,14302
2020-08-01 21:00,25919,15791,13750,14320
2020-08-01 22:00,25951,15801,13752,14322
2020-08-01 23:00,25951,15801,13752,14322
2020-08-02 00:00,25953,15813,13753,14337
2020-08-02 01:00,25958,15816,13753,14347
2020-08-02 02:00,25958,15817,13754,14351
2020-08-02 03:00,25958,15817,13754,14351
2020-08-02 04:00,25958,15817,13754,14351
2020-08-02 05:00,25958,15817,13754,14355
2020-08-02 06:00,25958,15819,13754,14356
2020-08-02 07:00,25960,15819,13754,14356
2020-08-02 08:00,25961,15819,13757,14362
2020-08-02 09:00,25965,15825,13761,14369
2020-08-02 10:00,25965,15825,13761,14369
2020-08-02 11:00,25965,15825,13761,14369
2020-08-02 12:00,25977,15825,13775,14369
2020-08-02 13:00,26006,15829,13793,14374
2020-08-02 14:00,26006,15829,13793,14374
2020-08-02 15:00,26006,15829,13793,14374
2020-08-02 16:00,26025,15832,13809,14381
2020-08-02 17:00,26044,15840,13835,14392
2020-08-02 18:00,26044,15840,13835,14392
2020-08-02 19:00,26077,15850,13843,14398
2020-08-02 20:00,26100,15882,13857,14415
2020-08-02 21:00,26127,15887,13860,14425
2020-08-02 22:00,26143,15891,13865,14432
2020-08-02 23:00,26143,15891,13865,14432
2020-08-03 00:00,26144,15893,13865,14434
2020-08-03 01:00,26144,15893,13865,14434
2020-08-03 02:00,26144,15894,13865,14436
2020-08-03 03:00,26144,15894,13865,14436
2020-08-03 04:00,26144,15894,13865,14436
2020-08-03 05:00,26144,15894,13865,14436
2020-08-03 06:00,26144,15894,13865,14436
2020-08-03 07:00,26150,15895,13865,14436
2020-08-03 08:00,26157,15901,13869,14442
2020-08-03 09:00,26162,15904,13875,14447
2020-08-03 10:00,26163,15905,13877,14449
2020-08-03 11:00,26163,15905,13877,14449
2020-08-03 12:00,26163,15905,13877,14449
2020-08-03 13:00,26163,15905,13877,14449
2020-08-03 14:00,26164,15906,13879,14450
2020-08-03 15:00,26164,15906,13881,14450
2020-08-03 16:00,26166,15907,13882,14452
2020-08-03 17:00,26166,15907,13882,14452
2020-08-03 18:00,26166,15907,13882,14452
2020-08-03 19:00,26181,15924,13893,14468
2020-08-03 20:00,26188,15936,13905,14486
2020-08-03 21:00,26188,15936,13905,14486
2020-08-03 22:00,26195,15941,13908,14495
2020-08-03 23:00,26197,15956,13909,14513
2020-08-04 00:00,26197,15956,13909,14513
2020-08-04 01:00,26199,15961,13909,14525
2020-08-04 02:00,26200,15961,13909,14527
2020-08-04 03:00,26200,15961,13909,14527
2020-08-04 04:00,26200,15961,13909,14527
2020-08-04 05:00,26200,15961,13909,14527
2020-08-04 06:00,26200,15962,13909,14528
2020-08-04 07:00,26200,15962,13909,14528
2020-08-04 08:00,26200,15962,13909,14528
2020-08-04 09:00,26200,15962,13909,14528
2020-08-04 10:00,26204,15963,13914,14529
2020-08-04 11:00,26204,15963,13914,14529
2020-08-04 12:00,26204,15963,13914,14529
2020-08-04 13:00,26205,15965,13916,14529
2020-08-04 14:00,26205,15965,13916,14529
2020-08-04 15:00,26208,15975,13919,14532
2020-08-04 16:00,26208,15975,13919,14532
2020-08-04 17:00,26220,15988,13927,14543
2020-08-04 18:00,26223,15994,13932,14550
2020-08-04 19:00,26223,15994,13932,14550
2020-08-04 20:00,26234,16007,13935,14558
2020-08-04 21:00,26241,16012,13938,14567
2020-08-04 22:00,26246,16016,13940,14572
2020-08-04 23:00,26249,16022,13940,14579
2020-08-05 00:00,26249,16022,13940,14579
2020-08-05 01:00,26249,16023,13940,14582
2020-08-05 02:00,26249,16023,13940,14582
2020-08-05 03:00,26250,16025,13941,14588
2020-08-05 04:00,26250,16025,13941,14588
2020-08-05 05:00,26250,16025,13941,14588
2020-08-05 06:00,26250,16025,13941,14588
2020-08-05 07:00,26260,16026,13943,14592
2020-08-05 08:00,26260,16026,13943,14592
2020-08-05 09:00,26278,16032,13948,14598
2020-08-05 10:00,26303,16041,13953,14605
2020-08-05 11:00,26311,16053,13960,14612
2020-08-05 12:00,26319,16062,13966,14620
2020-08-05 13:00,26326,16071,13971,14633
2020-08-05 14:00,26332,16076,13975,14636
2020-08-05 15:00,26340,16086,13989,14649
2020-08-05 16:00,26352,16095,14007,14664
2020-08-05 17:00,26375,16109,14031,14680
2020-08-05 18:00,26402,16115,14054,14686
2020-08-05 19:00,26436,16123,14068,14698
2020-08-05 20:00,26480,16145,14101,14716
2020-08-05 21:00,26507,16160,14115,14721
2020-08-05 22:00,26536,16166,14156,14725
2020-08-05 23:00,26543,16175,14158,14751
2020-08-06 00:00,26554,16183,14160,14755
2020-08-06 01:00,26556,16186,14161,14757
2020-08-06 02:00,26559,16187,14161,14762
2020-08-06 03:00,26559,16189,14161,14762
2020-08-06 04:00,26559,16189,14161,14766
2020-08-06 05:00,26559,16189,14161,14767
2020-08-06 06:00,26560,16189,14161,14769
2020-08-06 07:00,26569,16189,14162,14770
2020-08-06 08:00,26590,16193,14174,14776
2020-08-06 09:00,26621,16199,14191,14786
2020-08-06 10:00,26648,16213,14204,14790
2020-08-06 11:00,26689,16220,14219,14796
2020-08-06 12:00,26699,16231,14230,14800
2020-08-06 13:00,26709,16239,14236,14809
2020-08-06 14:00,26723,16247,14244,14815
2020-08-06 15:00,26732,16249,14249,14821
2020-08-06 16:00,26748,16251,14263,14825
2020-08-06 17:00,26777,16257,14279,14836
2020-08-06 18:00,26807,16264,14306,14842
2020-08-06 19:00,26840,16276,14333,14850
2020-08-06 20:00,26878,16291,14355,14857
2020-08-06 21:00,26914,16301,14370,14865
2020-08-06 22:00,26943,16310,14379,14881
2020-08-06 23:00,26951,16323,14384,14886
2020-08-07 00:00,26962,16325,14384,14893
2020-08-07 01:00,26963,16328,14386,14897
2020-08-07 02:00,26965,16331,14387,14900
2020-08-07 03:00,26966,16332,14387,14900
2020-08-07 04:00,26966,16335,14387,14900
2020-08-07 05:00,26967,16338,14387,14900
2020-08-07 06:00,26968,16338,14388,14903
2020-08-07 07:00,26981,16339,14391,14904
2020-08-07 08:00,27011,16345,14401,14906
2020-08-07 09:00,27039,16354,14409,14919
2020-08-07 10:00,27072,16363,14412,14927
2020-08-07 11:00,27089,16365,14418,14929
2020-08-07 12:00,27104,16366,14426,14929
2020-08-07 13:00,27112,16366,14427,14929
2020-08-07 14:00,27121,16369,14434,14930
2020-08-07 15:00,27136,16371,14440,14930
2020-08-07 16:00,27156,16371,14445,14932
2020-08-07 17:00,27174,16375,14451,14939
2020-08-07 18:00,27200,16382,14466,14940
2020-08-07 19:00,27223,16390,14480,14947
2020-08-07 20:00,27245,16398,14490,14957
2020-08-07 21:00,27274,16417,14503,14960
2020-08-07 22:00,27298,16429,14508,14964
2020-08-07 23:00,27304,16447,14508,14976
2020-08-08 00:00,27305,16451,14509,14985
2020-08-08 01:00,27306,16456,14510,14996
2020-08-08 02:00,27308,16456,14510,15002
2020-08-08 03:00,27310,16459,14510,15003
2020-08-08 04:00,27311,16462,14510,15005
2020-08-08 05:00,27312,16462,14510,15007
2020-08-08 06:00,27312,16464,14510,15007
2020-08-08 07:00,27312,16464,14510,15010
2020-08-08 08:00,27315,16466,14510,15011
2020-08-08 09:00,27320,16478,14514,15015
2020-08-08 10:00,27328,16484,14521,15022
2020-08-08 11:00,27350,16485,14533,15025
2020-08-08 12:00,27360,16485,14543,15025
2020-08-08 13:00,27367,16485,14551,15025
2020-08-08 14:00,27373,16485,14563,15027
2020-08-08 15:00,27389,16485,14570,15028
2020-08-08 16:00,27397,16489,14575,15028
2020-08-08 17:00,27409,16489,14581,15029
2020-08-08 18:00,27455,16493,14616,15030
2020-08-08 19:00,27488,16502,14634,15036
2020-08-08 20:00,27513,16510,14647,15040
2020-08-08 21:00,27552,16523,14663,15052
2020-08-08 22:00,27567,16528,14666,15057
2020-08-08 23:00,27578,16535,14670,15061
2020-08-09 00:00,27581,16540,14671,15066
2020-08-09 01:00,27586,16541,14672,15069
2020-08-09 02:00,27586,16541,14673,15074
2020-08-09 03:00,27588,16541,14674,15075
2020-08-09 04:00,27588,16541,14674,15077
2020-08-09 05:00,27590,16541,14674,15077
2020-08-09 06:00,27590,16541,14674,15079
2020-08-09 07:00,27591,16543,14674,15079
2020-08-09 08:00,27592,16544,14676,15080
2020-08-09 09:00,27595,16551,14681,15085
2020-08-09 10:00,27600,16553,14690,15089
2020-08-09 11:00,27613,16559,14701,15091
2020-08-09 12:00,27627,16559,14714,15091
2020-08-09 13:00,27633,16559,14717,15091
2020-08-09 14:00,27650,16559,14720,15091
2020-08-09 15:00,27659,16559,14724,15092
2020-08-09 16:00,27666,16562,14730,15093
2020-08-09 17:00,27681,16564,14734,15093
2020-08-09 18:00,27704,16571,14745,15097
2020-08-09 19:00,27741,16585,14753,15105
2020-08-09 20:00,27763,16590,14761,15110
2020-08-09 21:00,27789,16610,14765,15115
2020-08-09 22:00,27801,16633,14769,15125
2020-08-09 23:00,27810,16636,14771,15130
2020-08-10 00:00,27815,16648,14774,15149
2020-08-10 01:00,27815,16650,14774,15151
2020-08-10 02:00,27816,16653,14774,15153
2020-08-10 03:00,27816,16660,14775,15153
2020-08-10 04:00,27816,16660,14775,15154
2020-08-10 06:00,27817,16660,14775,15157
2020-08-10 07:00,27835,16660,14780,15160
2020-08-10 08:00,27865,16664,14790,15165
2020-08-10 09:00,27902,16670,14799,15175
2020-08-10 10:00,27938,16681,14807,15182
2020-08-10 11:00,27946,16682,14815,15182
2020-08-10 12:00,27956,16683,14823,15183
2020-08-10 13:00,27963,16683,14824,15183
2020-08-10 14:00,27969,16683,14827,15183
2020-08-10 15:00,27980,16684,14829,15184
2020-08-10 16:00,27995,16685,14840,15187
2020-08-10 17:00,28012,16699,14852,15192
2020-08-10 18:00,28048,16712,14881,15200
2020-08-10 19:00,28087,16728,14916,15220
2020-08-10 20:00,28129,16740,14931,15226
2020-08-10 21:00,28161,16754,14943,15247
2020-08-10 22:00,28183,16767,14950,15267
2020-08-10 23:00,28197,16774,14955,15277
2020-08-11 00:00,28203,16777,14956,15285
2020-08-11 01:00,28204,16786,14957,15297
2020-08-11 02:00,28204,16787,14957,15304
2020-08-11 03:00,28205,16789,14957,15304
2020-08-11 04:00,28205,16789,14958,15305
2020-08-11 05:00,28205,16789,14958,15305
2020-08-11 06:00,28205,16789,14958,15306
2020-08-11 07:00,28219,16791,14959,15307
2020-08-11 08:00,28245,16803,14973,15312
2020-08-11 09:00,28281,16808,14983,15324
2020-08-11 10:00,28310,16816,14999,15334
2020-08-11 11:00,28333,16830,15016,15335
2020-08-11 12:00,28342,16834,15022,15340
2020-08-11 13:00,28348,16834,15025,15340
2020-08-11 14:00,28354,16835,15030,15340
2020-08-11 15:00,28365,16837,15033,15340
2020-08-11 16:00,28379,16841,15044,15341
2020-08-11 17:00,28398,16853,15064,15350
2020-08-11 18:00,28431,16870,15086,15360
2020-08-11 19:00,28472,16884,15108,15371
2020-08-11 20:00,28510,16893,15136,15382
2020-08-11 21:00,28553,16912,15148,15395
2020-08-11 22:00,28580,16934,15149,15406
2020-08-11 23:00,28595,16936,15151,15415
2020-08-12 00:00,28605,16942,15151,15431
2020-08-12 01:00,28605,16944,15151,15434
2020-08-12 02:00,28605,16946,15151,15434
2020-08-12 03:00,28605,16947,15152,15439
2020-08-12 04:00,28605,16947,15152,15439
2020-08-12 05:00,28605,16948,15152,15439
2020-08-12 06:00,28609,16948,15152,15440
2020-08-12 07:00,28625,16949,15154,15443
2020-08-12 08:00,28661,16953,15162,15451
2020-08-12 09:00,28698,16962,15179,15458
2020-08-12 10:00,28733,16978,15187,15467
2020-08-12 11:00,28756,16979,15195,15471
2020-08-12 12:00,28765,16979,15201,15471
2020-08-12 13:00,28765,16979,15201,15471
2020-08-12 14:00,28765,16979,15201,15471
2020-08-12 15:00,28771,16979,15205,15471
2020-08-12 16:00,28788,16980,15215,15473
2020-08-12 17:00,28806,16984,15231,15475
2020-08-12 18:00,28859,16988,15258,15478
2020-08-12 19:00,28909,17008,15287,15498
2020-08-12 20:00,28943,17030,15309,15506
2020-08-12 21:00,28971,17042,15326,15518
2020-08-12 22:00,29011,17059,15332,15527
2020-08-12 23:00,29030,17063,15334,15541
2020-08-13 00:00,29033,17073,15338,15564
2020-08-13 01:00,29040,17074,15338,15578
2020-08-13 02:00,29043,17078,15338,15584
2020-08-13 03:00,29043,17078,15338,15588
2020-08-13 04:00,29043,17079,15338,15589
2020-08-13 05:00,29043,17080,15338,15589
2020-08-13 06:00,29043,17083,15338,15590
2020-08-13 07:00,29053,17087,15340,15591
2020-08-13 08:00,29082,17092,15349,15597
2020-08-13 09:00,29118,17100,15356,15616
2020-08-13 10:00,29142,17109,15366,15622
2020-08-13 11:00,29156,17110,15376,15625
2020-08-13 12:00,29167,17110,15381,15625
2020-08-13 13:00,29173,17113,15383,15626
2020-08-13 14:00,29182,17114,15390,15627
2020-08-13 15:00,29193,17115,15395,15628
2020-08-13 16:00,29213,17118,15403,15631
2020-08-13 17:00,29232,17118,15419,15634
2020-08-13 18:00,29272,17128,15483,15640
2020-08-13 19:00,29307,17143,15513,15647
2020-08-13 20:00,29330,17156,15526,15655
2020-08-13 21:00,29361,17170,15558,15667
2020-08-13 22:00,29405,17201,15562,15680
2020-08-13 23:00,29414,17218,15566,15700
2020-08-14 00:00,29418,17222,15570,15716
2020-08-14 01:00,29423,17226,15571,15718
2020-08-14 02:00,29425,17230,15572,15718
2020-08-14 03:00,29427,17234,15573,15718
2020-08-14 04:00,29427,17234,15573,15721
2020-08-14 05:00,29427,17234,15573,15721
2020-08-14 06:00,29428,17234,15573,15722
2020-08-14 07:00,29433,17234,15575,15724
2020-08-14 08:00,29453,17239,15584,15730
2020-08-14 09:00,29481,17246,15595,15735
2020-08-14 10:00,29501,17260,15612,15741
2020-08-14 11:00,29520,17266,15619,15754
2020-08-14 12:00,29530,17271,15629,15759
2020-08-14 13:00,29535,17282,15634,15764
2020-08-14 14:00,29543,17285,15639,15768
2020-08-14 15:00,29556,17287,15649,15770
2020-08-14 16:00,29567,17292,15661,15774
2020-08-14 17:00,29597,17303,15675,15781
2020-08-14 18:00,29629,17313,15689,15791
2020-08-14 19:00,29641,17314,15692,15791
2020-08-14 20:00,29654,17317,15694,15794
2020-08-14 21:00,29660,17319,15696,15795
2020-08-14 22:00,29663,17325,15696,15796
2020-08-14 23:00,29664,17328,15696,15802
2020-08-15 00:00,29664,17337,15696,15810
2020-08-15 01:00,29666,17341,15696,15814
2020-08-15 02:00,29666,17342,15697,15818
2020-08-15 03:00,29667,17343,15697,15821
2020-08-15 04:00,29667,17343,15697,15823
2020-08-15 05:00,29667,17343,15697,15823
2020-08-15 06:00,29667,17343,15697,15823
2020-08-15 07:00,29667,17343,15697,15824
2020-08-15 08:00,29667,17343,15700,15824
2020-08-15 09:00,29669,17346,15700,15828
2020-08-15 10:00,29671,17352,15702,15832
2020-08-15 11:00,29681,17354,15708,15835
2020-08-15 12:00,29689,17358,15716,15835
2020-08-15 13:00,29696,17362,15719,15839
2020-08-15 14:00,29702,17365,15724,15843
2020-08-15 15:00,29706,17367,15730,15847
2020-08-15 16:00,29714,17374,15738,15850
2020-08-15 17:00,29732,17379,15746,15854
2020-08-15 18:00,29753,17387,15756,15861
2020-08-15 19:00,29768,17392,15771,15866
2020-08-15 20:00,29780,17401,15776,15874
2020-08-15 21:00,29791,17405,15777,15877
2020-08-15 22:00,29797,17414,15778,15881
2020-08-15 23:00,29798,17431,15779,15892
2020-08-16 00:00,29800,17435,15779,15894
2020-08-16 01:00,29800,17435,15779,15895
2020-08-16 02:00,29800,17435,15779,15899
2020-08-16 03:00,29801,17436,15779,15900
2020-08-16 04:00,29801,17438,15780,15900
2020-08-16 05:00,29801,17438,15780,15901
2020-08-16 06:00,29801,17438,15780,15901
2020-08-16 07:00,29802,17439,15781,15901
2020-08-16 08:00,29803,17441,15784,15902
2020-08-16 09:00,29808,17449,15786,15903
2020-08-16 10:00,29813,17451,15787,15906
2020-08-16 12:00,29842,17451,15807,15907
2020-08-16 13:00,29851,17451,15814,15907
2020-08-16 14:00,29865,17452,15821,15907
2020-08-16 15:00,29883,17454,15830,15915
2020-08-16 16:00,29896,17456,15846,15916
2020-08-16 17:00,29925,17457,15854,15917
2020-08-16 18:00,30000,17459,15930,15917
2020-08-16 19:00,30039,17469,15939,15921
2020-08-16 20:00,30082,17481,15953,15927
2020-08-16 21:00,30117,17485,15961,15935
2020-08-16 22:00,30140,17501,15964,15940
2020-08-16 23:00,30146,17504,15974,15948
2020-08-17 00:00,30147,17505,15977,15949
2020-08-17 01:00,30149,17506,15977,15951
2020-08-17 02:00,30150,17506,15977,15954
2020-08-17 03:00,30152,17506,15977,15957
2020-08-17 04:00,30152,17506,15977,15959
2020-08-17 05:00,30152,17506,15977,15959
2020-08-17 06:00,30152,17506,15978,15960
2020-08-17 07:00,30161,17507,15981,15961
2020-08-17 08:00,30189,17512,15993,15973
2020-08-17 09:00,30220,17523,16009,15983
2020-08-17 10:00,30240,17536,16017,15988
2020-08-17 11:00,30253,17547,16020,15998
2020-08-17 12:00,30263,17565,16028,16011
2020-08-17 13:00,30274,17576,16035,16015
2020-08-17 14:00,30284,17585,16045,16021
2020-08-17 15:00,30292,17592,16054,16026
2020-08-17 16:00,30309,17606,16067,16040
2020-08-17 17:00,30330,17613,16079,16043
2020-08-17 18:00,30360,17625,16098,16049
2020-08-17 19:00,30400,17639,16119,16064
2020-08-17 20:00,30425,17649,16140,16076
2020-08-17 21:00,30462,17659,16154,16092
2020-08-17 22:00,30486,17675,16159,16101
2020-08-17 23:00,30490,17693,16159,16116
2020-08-18 00:00,30493,17695,16159,16120
2020-08-18 01:00,30496,17697,16161,16120
2020-08-18 02:00,30498,17697,16161,16122
2020-08-18 03:00,30500,17697,16161,16124
2020-08-18 04:00,30500,17697,16163,16125
2020-08-18 05:00,30500,17697,16163,16125
2020-08-18 06:00,30500,17698,16164,16125
2020-08-18 07:00,30513,17698,16164,16129
2020-08-18 08:00,30533,17703,16170,16137
2020-08-18 09:00,30537,17707,16175,16138
2020-08-18 10:00,30537,17709,16178,16139
2020-08-18 11:00,30542,17712,16179,16141
2020-08-18 12:00,30545,17718,16180,16144
2020-08-18 13:00,30545,17718,16181,16147
2020-08-18 14:00,30549,17720,16182,16147
2020-08-18 15:00,30553,17723,16187,16150
2020-08-18 16:00,30560,17728,16199,16155
2020-08-18 17:00,30574,17734,16209,16162
2020-08-18 18:00,30589,17739,16221,16170
2020-08-18 19:00,30636,17748,16256,16180
2020-08-18 20:00,30664,17763,16264,16190
2020-08-18 21:00,30685,17769,16272,16202
2020-08-18 22:00,30696,17780,16273,16219
2020-08-18 23:00,30703,17796,16273,16237
2020-08-19 00:00,30705,17799,16273,16245
2020-08-19 01:00,30707,17806,16273,16252
2020-08-19 02:00,30708,17806,16273,16254
2020-08-19 03:00,30708,17807,16273,16257
2020-08-19 04:00,30708,17807,16273,16258
2020-08-19 05:00,30708,17807,16273,16258
2020-08-19 06:00,30708,17809,16273,16260
2020-08-19 07:00,30718,17811,16273,16264
2020-08-19 08:00,30741,17814,16289,16269
2020-08-19 09:00,30768,17823,16306,16281
2020-08-19 10:00,30800,17832,16317,16288
2020-08-19 11:00,30815,17842,16326,16292
2020-08-19 12:00,30821,17845,16336,16293
2020-08-19 13:00,30827,17854,16341,16297
2020-08-19 14:00,30831,17858,16348,16305
2020-08-19 15:00,30842,17864,16353,16309
2020-08-19 16:00,30856,17871,16358,16320
2020-08-19 17:00,30883,17875,16375,16331
2020-08-19 18:00,30917,17897,16426,16343
2020-08-19 19:00,30962,17913,16461,16349
2020-08-19 20:00,31003,17932,16477,16362
2020-08-19 21:00,31038,17943,16490,16364
2020-08-19 22:00,31071,17952,16495,16372
2020-08-19 23:00,31080,17959,16498,16383
2020-08-20 00:00,31083,17962,16502,16387
2020-08-20 01:00,31084,17963,16504,16390
2020-08-20 02:00,31085,17964,16504,16392
2020-08-20 03:00,31086,17965,16504,16394
2020-08-20 04:00,31087,17965,16504,16394
2020-08-20 05:00,31087,17968,16504,16394
2020-08-20 06:00,31087,17968,16504,16394
2020-08-20 07:00,31097,17969,16504,16395
2020-08-20 08:00,31097,17969,16504,16395
2020-08-20 09:00,31097,17969,16504,16395
2020-08-20 10:00,31097,17969,16504,16395
2020-08-20 11:00,31097,17969,16504,16395
2020-08-20 12:00,31097,17969,16504,16395
2020-08-20 13:00,31097,17969,16504,16395
2020-08-20 14:00,31097,17969,16504,16395
2020-08-20 15:00,31097,17969,16504,16395
2020-08-20 16:00,31097,17969,16504,16395
2020-08-20 17:00,31120,17976,16518,16397
2020-08-20 18:00,31167,17979,16540,16400
2020-08-20 19:00,31215,17994,16570,16408
2020-08-20 20:00,31248,18004,16601,16421
2020-08-20 21:00,31281,18017,16612,16430
2020-08-20 22:00,31310,18034,16616,16438
2020-08-20 23:00,31319,18040,16623,16445
2020-08-21 00:00,31323,18046,16626,16448
2020-08-21 01:00,31325,18047,16627,16453
2020-08-21 02:00,31326,18050,16627,16466
2020-08-21 03:00,31326,18050,16627,16467
2020-08-21 04:00,31326,18050,16627,16467
2020-08-21 05:00,31326,18050,16627,16467
2020-08-21 06:00,31329,18051,16628,16467
2020-08-21 07:00,31338,18051,16629,16469
