time,cyklisté,chodci
Královopolská,,Přívrat,Záhřebská
2020-08-21 08:00,31362,18054,16634,16471
2020-08-21 09:00,31389,18059,16641,16480
2020-08-21 11:00,31428,18066,16656,16486
2020-08-21 12:00,31438,18066,16662,16486
2020-08-21 13:00,31442,18066,16662,16486
2020-08-21 14:00,31445,18066,16662,16486
2020-08-21 15:00,31450,18066,16663,16487
2020-08-21 16:00,31466,18066,16665,16488
2020-08-21 17:00,31478,18069,16671,16488
2020-08-21 18:00,31499,18073,16684,16488
2020-08-21 19:00,31552,18079,16700,16494
2020-08-21 20:00,31582,18088,16706,16501
2020-08-21 21:00,31608,18093,16724,16510
2020-08-21 22:00,31635,18110,16725,16527
2020-08-21 23:00,31645,18118,16726,16532
2020-08-22 00:00,31647,18118,16730,16538
2020-08-22 01:00,31653,18119,16731,16540
2020-08-22 02:00,31655,18123,16734,16544
2020-08-22 03:00,31657,18127,16737,16549
2020-08-22 04:00,31657,18128,16737,16549
2020-08-22 05:00,31657,18129,16737,16550
2020-08-22 06:00,31657,18129,16737,16550
2020-08-22 07:00,31662,18132,16737,16554
2020-08-22 08:00,31664,18138,16738,16558
2020-08-22 09:00,31672,18155,16739,16563
2020-08-22 10:00,31681,18163,16744,16568
2020-08-22 11:00,31695,18164,16755,16568
2020-08-22 12:00,31708,18164,16759,16568
2020-08-22 13:00,31719,18164,16759,16568
2020-08-22 14:00,31727,18164,16759,16568
2020-08-22 15:00,31734,18164,16761,16568
2020-08-22 16:00,31748,18165,16763,16568
2020-08-22 17:00,31770,18166,16768,16569
2020-08-22 18:00,31808,18175,16775,16574
2020-08-22 19:00,31819,18183,16783,16577
2020-08-22 20:00,31825,18186,16792,16583
2020-08-22 21:00,31832,18193,16793,16587
2020-08-22 22:00,31833,18197,16793,16590
2020-08-22 23:00,31836,18205,16793,16599
2020-08-23 00:00,31836,18207,16794,16607
2020-08-23 01:00,31837,18208,16794,16612
2020-08-23 02:00,31837,18212,16795,16612
2020-08-23 03:00,31837,18212,16795,16616
2020-08-23 04:00,31837,18212,16795,16616
2020-08-23 05:00,31838,18212,16795,16621
2020-08-23 06:00,31839,18212,16795,16626
2020-08-23 07:00,31840,18212,16795,16628
2020-08-23 08:00,31841,18212,16795,16628
2020-08-23 09:00,31841,18212,16795,16628
2020-08-23 10:00,31841,18212,16795,16628
2020-08-23 11:00,31841,18212,16795,16628
2020-08-23 12:00,31841,18212,16795,16628
2020-08-23 13:00,31841,18212,16795,16628
2020-08-23 14:00,31841,18212,16795,16628
2020-08-23 15:00,31841,18212,16795,16628
2020-08-23 16:00,31841,18212,16795,16628
2020-08-23 17:00,31841,18212,16795,16628
2020-08-23 18:00,31841,18212,16795,16628
2020-08-23 19:00,31841,18212,16795,16628
2020-08-23 20:00,31841,18212,16795,16628
2020-08-23 21:00,31841,18212,16795,16628
2020-08-23 22:00,31841,18212,16795,16628
2020-08-23 23:00,31841,18212,16795,16628
2020-08-24 00:00,31841,18212,16795,16628
2020-08-24 01:00,31841,18212,16795,16628
2020-08-24 02:00,31841,18212,16795,16628
2020-08-24 03:00,31841,18212,16795,16628
2020-08-24 04:00,31841,18212,16795,16628
2020-08-24 06:00,31841,18212,16795,16628
2020-08-24 07:00,31841,18212,16795,16628
2020-08-24 08:00,31841,18212,16795,16628
2020-08-24 09:00,31841,18212,16795,16628
2020-08-24 10:00,31841,18212,16795,16628
2020-08-24 11:00,31841,18212,16795,16628
2020-08-24 12:00,31841,18212,16795,16628
2020-08-24 13:00,31841,18212,16795,16628
2020-08-24 14:00,31841,18212,16795,16628
2020-08-24 15:00,31841,18212,16795,16628
2020-08-24 16:00,31841,18212,16795,16628
2020-08-24 17:00,31841,18212,16795,16628
2020-08-24 18:00,31841,18212,16795,16628
2020-08-24 19:00,31841,18212,16795,16628
2020-08-24 20:00,31841,18212,16795,16628
2020-08-24 21:00,31841,18212,16795,16628
2020-08-24 22:00,31841,18212,16795,16628
2020-08-24 23:00,31841,18212,16795,16628
2020-08-25 00:00,31841,18212,16795,16628
2020-08-25 01:00,31841,18212,16795,16628
2020-08-25 02:00,31841,18212,16795,16628
2020-08-25 03:00,31841,18212,16795,16628
2020-08-25 04:00,31841,18212,16795,16628
2020-08-25 05:00,31841,18212,16795,16628
2020-08-25 06:00,31841,18212,16795,16628
2020-08-25 08:00,31841,18212,16795,16628
2020-08-25 09:00,31841,18212,16795,16628
2020-08-25 10:00,31841,18212,16795,16628
2020-08-25 11:00,31841,18212,16795,16628
2020-08-25 12:00,31841,18212,16795,16628
2020-08-25 13:00,31841,18212,16795,16628
2020-08-25 14:00,31841,18212,16795,16628
2020-08-25 15:00,31841,18212,16795,16628
2020-08-25 16:00,31841,18212,16795,16628
2020-08-25 17:00,31841,18212,16795,16628
2020-08-25 18:00,31841,18212,16795,16628
2020-08-25 19:00,31841,18212,16795,16628
2020-08-25 20:00,31841,18212,16795,16628
2020-08-25 21:00,31841,18212,16795,16628
2020-08-25 22:00,31841,18212,16795,16628
2020-08-25 23:00,31841,18212,16795,16628
2020-08-26 00:00,31841,18212,16795,16628
2020-08-26 01:00,31841,18212,16795,16628
2020-08-26 02:00,31841,18212,16795,16628
2020-08-26 03:00,31841,18212,16795,16628
2020-08-26 04:00,31841,18212,16795,16628
2020-08-26 05:00,31841,18212,16795,16628
2020-08-26 06:00,31841,18212,16795,16628
2020-08-26 07:00,31841,18212,16795,16628
2020-08-26 08:00,31841,18212,16795,16628
2020-08-26 09:00,31841,18212,16795,16628
2020-08-26 10:00,31841,18212,16795,16628
2020-08-26 11:00,31841,18212,16795,16628
2020-08-26 12:00,31841,18212,16795,16628
2020-08-26 13:00,31841,18212,16795,16628
2020-08-26 14:00,31841,18212,16795,16628
2020-08-26 15:00,31841,18212,16795,16628
2020-08-26 16:00,31841,18212,16795,16628
2020-08-26 17:00,31841,18212,16795,16628
2020-08-26 18:00,31841,18212,16795,16628
2020-08-26 19:00,31841,18212,16795,16628
2020-08-26 20:00,31841,18212,16795,16628
2020-08-26 21:00,31841,18212,16795,16628
2020-08-26 22:00,31841,18212,16795,16628
2020-08-26 23:00,31841,18212,16795,16628
2020-08-27 00:00,31841,18212,16795,16628
2020-08-27 01:00,31841,18212,16795,16628
2020-08-27 02:00,31841,18212,16795,16628
2020-08-27 03:00,31841,18212,16795,16628
2020-08-27 04:00,31841,18212,16795,16628
2020-08-27 05:00,31841,18212,16795,16628
2020-08-27 06:00,31841,18212,16795,16628
2020-08-27 07:00,31841,18212,16795,16628
2020-08-27 08:00,31841,18212,16795,16628
2020-08-27 09:00,31841,18212,16795,16628
2020-08-27 10:00,31841,18212,16795,16628
2020-08-27 11:00,31841,18212,16795,16628
2020-08-27 12:00,31841,18212,16795,16628
2020-08-27 13:00,31841,18212,16795,16628
2020-08-27 14:00,31841,18212,16795,16628
2020-08-27 15:00,31841,18212,16795,16628
2020-08-27 16:00,31841,18212,16795,16628
2020-08-27 17:00,31841,18212,16795,16628
2020-08-27 18:00,31841,18212,16795,16628
2020-08-27 19:00,31841,18212,16795,16628
2020-08-27 20:00,31841,18212,16795,16628
2020-08-27 21:00,31841,18212,16795,16628
2020-08-27 22:00,31841,18212,16795,16628
2020-08-27 23:00,31841,18212,16795,16628
2020-08-28 00:00,31841,18212,16795,16628
2020-08-28 01:00,31841,18212,16795,16628
2020-08-28 02:00,31841,18212,16795,16628
2020-08-28 03:00,31841,18212,16795,16628
2020-08-28 04:00,31841,18212,16795,16628
2020-08-28 05:00,31841,18212,16795,16628
2020-08-28 06:00,31841,18212,16795,16628
2020-08-28 07:00,31841,18212,16795,16628
2020-08-28 08:00,31841,18212,16795,16628
2020-08-28 09:00,31841,18212,16795,16628
2020-08-28 10:00,31841,18212,16795,16628
2020-08-28 11:00,31841,18212,16795,16628
2020-08-28 12:00,31841,18212,16795,16628
2020-08-28 13:00,31841,18212,16795,16628
2020-08-28 14:00,31841,18212,16795,16628
2020-08-28 15:00,31841,18212,16795,16628
2020-08-28 16:00,31841,18212,16795,16628
2020-08-28 17:00,31841,18212,16795,16628
2020-08-28 18:00,31841,18212,16795,16628
2020-08-28 19:00,31841,18212,16795,16628
2020-08-28 20:00,31841,18212,16795,16628
2020-08-28 21:00,31841,18212,16795,16628
2020-08-28 22:00,31841,18212,16795,16628
2020-08-28 23:00,31841,18212,16795,16628
2020-08-29 00:00,31841,18212,16795,16628
2020-08-29 01:00,31841,18212,16795,16628
2020-08-29 02:00,31841,18212,16795,16628
2020-08-29 03:00,31841,18212,16795,16628
2020-08-29 04:00,31841,18212,16795,16628
2020-08-29 05:00,31841,18212,16795,16628
2020-08-29 06:00,31841,18212,16795,16628
2020-08-29 07:00,31841,18212,16795,16628
2020-08-29 08:00,31841,18212,16795,16628
2020-08-29 09:00,31841,18212,16795,16628
2020-08-29 10:00,31841,18212,16795,16628
2020-08-29 11:00,31841,18212,16795,16628
2020-08-29 12:00,31841,18212,16795,16628
2020-08-29 13:00,31841,18212,16795,16628
2020-08-29 14:00,31841,18212,16795,16628
2020-08-29 15:00,31841,18212,16795,16628
2020-08-29 16:00,31841,18212,16795,16628
2020-08-29 17:00,31841,18212,16795,16628
2020-08-29 18:00,31841,18212,16795,16628
2020-08-29 19:00,31841,18212,16795,16628
2020-08-29 20:00,31841,18212,16795,16628
2020-08-29 21:00,31841,18212,16795,16628
2020-08-29 22:00,31841,18212,16795,16628
2020-08-29 23:00,31841,18212,16795,16628
2020-08-30 00:00,31841,18212,16795,16628
2020-08-30 01:00,31841,18212,16795,16628
2020-08-30 02:00,31841,18212,16795,16628
2020-08-30 03:00,31841,18212,16795,16628
2020-08-30 04:00,31841,18212,16795,16628
2020-08-30 05:00,31841,18212,16795,16628
2020-08-30 06:00,31841,18212,16795,16628
2020-08-30 07:00,31841,18212,16795,16628
2020-08-30 08:00,31841,18212,16795,16628
2020-08-30 09:00,31841,18212,16795,16628
2020-08-30 10:00,31841,18212,16795,16628
2020-08-30 11:00,31841,18212,16795,16628
2020-08-30 12:00,31841,18212,16795,16628
2020-08-30 13:00,31841,18212,16795,16628
2020-08-30 14:00,31841,18212,16795,16628
2020-08-30 15:00,31841,18212,16795,16628
2020-08-30 16:00,31841,18212,16795,16628
2020-08-30 17:00,31841,18212,16795,16628
2020-08-30 18:00,31841,18212,16795,16628
2020-08-30 19:00,31841,18212,16795,16628
2020-08-30 20:00,31841,18212,16795,16628
2020-08-30 21:00,31841,18212,16795,16628
2020-08-30 22:00,31841,18212,16795,16628
2020-08-30 23:00,31841,18212,16795,16628
2020-08-31 00:00,31841,18212,16795,16628
2020-08-31 01:00,31841,18212,16795,16628
2020-08-31 02:00,31841,18212,16795,16628
2020-08-31 03:00,31841,18212,16795,16628
2020-08-31 04:00,31841,18212,16795,16628
2020-08-31 05:00,31841,18212,16795,16628
2020-08-31 06:00,31841,18212,16795,16628
2020-08-31 07:00,31841,18212,16795,16628
2020-08-31 08:00,31841,18212,16795,16628
2020-08-31 09:00,31841,18212,16795,16628
2020-08-31 10:00,31841,18212,16795,16628
