time,cyklisté,chodci
Pisárky,,Štýřice,Nový Lískovec
2020-07-02 11:00,25644,33384,8594,23840
2020-07-02 12:00,25644,33384,8594,23840
2020-07-02 13:00,25672,33648,8605,24096
2020-07-02 14:00,25672,33648,8605,24096
2020-07-02 15:00,25672,33648,8605,24096
2020-07-02 16:00,25730,33681,8645,24109
2020-07-02 17:00,25753,33687,8656,24125
2020-07-02 18:00,25753,33687,8656,24125
2020-07-02 19:00,25753,33687,8656,24125
2020-07-02 20:00,25753,33687,8656,24125
2020-07-02 21:00,25753,33687,8656,24125
2020-07-02 22:00,25753,33687,8656,24125
2020-07-02 23:00,25753,33687,8656,24125
2020-07-03 00:00,25753,33687,8656,24125
2020-07-03 01:00,25753,33687,8656,24125
2020-07-03 02:00,25753,33687,8656,24125
2020-07-03 03:00,25753,33687,8656,24125
2020-07-03 04:00,25753,33687,8656,24125
2020-07-03 05:00,25753,33687,8656,24125
2020-07-03 06:00,25753,33687,8656,24125
2020-07-03 07:00,25753,33687,8656,24125
2020-07-03 08:00,25753,33687,8656,24125
2020-07-03 09:00,25753,33687,8656,24125
2020-07-03 10:00,25753,33687,8656,24125
2020-07-03 11:00,25753,33687,8656,24125
2020-07-03 12:00,25753,33687,8656,24125
2020-07-03 13:00,25753,33687,8656,24125
2020-07-03 14:00,25766,33697,8667,24137
2020-07-03 15:00,25766,33697,8667,24137
2020-07-03 16:00,25766,33697,8667,24137
2020-07-03 17:00,25766,33697,8667,24137
2020-07-03 18:00,25766,33697,8667,24137
2020-07-03 19:00,25766,33697,8667,24137
2020-07-03 20:00,25766,33697,8667,24137
2020-07-03 21:00,25766,33697,8667,24137
2020-07-03 22:00,25766,33697,8667,24137
2020-07-03 23:00,25781,33733,8681,24159
2020-07-04 00:00,25785,33743,8682,24163
2020-07-04 01:00,25785,33743,8682,24168
2020-07-04 02:00,25786,33753,8682,24173
2020-07-04 03:00,25786,33753,8682,24173
2020-07-04 04:00,25786,33755,8684,24173
2020-07-04 05:00,25786,33755,8684,24173
2020-07-04 06:00,25787,33756,8684,24175
2020-07-04 07:00,25789,33758,8685,24177
2020-07-04 08:00,25794,33760,8692,24189
2020-07-04 09:00,25803,33775,8702,24201
2020-07-04 10:00,25822,33798,8720,24214
2020-07-04 11:00,25852,33801,8756,24238
2020-07-04 12:00,25904,33831,8785,24259
2020-07-04 13:00,25992,33844,8825,24272
2020-07-04 14:00,26034,33860,8866,24279
2020-07-04 15:00,26115,33875,8909,24289
2020-07-04 16:00,26158,33881,8921,24295
2020-07-04 17:00,26158,33881,8921,24295
2020-07-04 18:00,26158,33881,8921,24295
2020-07-04 19:00,26158,33881,8921,24295
2020-07-04 20:00,26158,33881,8921,24295
2020-07-04 21:00,26158,33881,8921,24295
2020-07-04 23:00,26203,33894,8933,24304
2020-07-05 00:00,26205,33897,8933,24306
2020-07-05 01:00,26205,33898,8933,24311
2020-07-05 02:00,26205,33898,8934,24311
2020-07-05 03:00,26205,33898,8936,24311
2020-07-05 04:00,26205,33905,8936,24315
2020-07-05 05:00,26205,33907,8936,24315
2020-07-05 06:00,26205,33909,8936,24319
2020-07-05 07:00,26208,33911,8940,24324
2020-07-05 08:00,26208,33916,8946,24326
2020-07-05 09:00,26214,33927,8955,24331
2020-07-05 10:00,26244,33945,8984,24341
2020-07-05 11:00,26293,33970,9029,24354
2020-07-05 12:00,26367,33996,9089,24368
2020-07-05 13:00,26445,34001,9146,24410
2020-07-05 14:00,26445,34001,9146,24410
2020-07-05 15:00,26445,34001,9146,24410
2020-07-05 16:00,26445,34001,9146,24410
2020-07-05 17:00,26445,34001,9146,24410
2020-07-05 18:00,26445,34001,9146,24410
2020-07-05 19:00,26445,34001,9146,24410
2020-07-05 20:00,26445,34001,9146,24410
2020-07-05 21:00,26445,34001,9146,24410
2020-07-05 22:00,26445,34001,9146,24410
2020-07-05 23:00,26445,34001,9146,24410
2020-07-06 00:00,26445,34001,9146,24410
2020-07-06 01:00,26445,34001,9146,24410
2020-07-06 02:00,26445,34001,9146,24410
2020-07-06 03:00,26445,34001,9146,24410
2020-07-06 04:00,26445,34001,9146,24410
2020-07-06 05:00,26445,34001,9146,24410
2020-07-06 06:00,26445,34001,9146,24410
2020-07-06 07:00,26445,34001,9146,24410
2020-07-06 08:00,26445,34001,9146,24410
2020-07-06 09:00,26445,34001,9146,24410
2020-07-06 10:00,26445,34001,9146,24410
2020-07-06 11:00,26445,34001,9146,24410
2020-07-06 12:00,26445,34001,9146,24410
2020-07-06 13:00,26445,34001,9146,24410
2020-07-06 14:00,26536,34015,9168,24421
2020-07-06 15:00,26536,34015,9168,24421
2020-07-06 16:00,26536,34015,9168,24421
2020-07-06 17:00,26536,34015,9168,24421
2020-07-06 18:00,26536,34015,9168,24421
2020-07-06 19:00,26536,34015,9168,24421
2020-07-06 20:00,26536,34015,9168,24421
2020-07-06 21:00,26536,34015,9168,24421
2020-07-06 22:00,26536,34015,9168,24421
2020-07-06 23:00,26536,34015,9168,24421
2020-07-07 00:00,26536,34015,9168,24421
2020-07-07 01:00,26536,34015,9168,24421
2020-07-07 03:00,26536,34015,9168,24421
2020-07-07 04:00,26536,34015,9168,24421
2020-07-07 05:00,26536,34015,9168,24421
2020-07-07 06:00,26536,34015,9168,24421
2020-07-07 07:00,26536,34015,9168,24421
2020-07-07 08:00,26536,34015,9168,24421
2020-07-07 09:00,26536,34015,9168,24421
2020-07-07 10:00,26536,34015,9168,24421
2020-07-07 11:00,26536,34015,9168,24421
2020-07-07 12:00,26536,34015,9168,24421
2020-07-07 13:00,26536,34015,9168,24421
2020-07-07 14:00,26548,34053,9181,24458
2020-07-07 15:00,26569,34066,9196,24477
2020-07-07 16:00,26626,34095,9229,24502
2020-07-07 17:00,26731,34137,9282,24536
2020-07-07 18:00,26854,34200,9339,24596
2020-07-07 19:00,26970,34229,9388,24631
2020-07-07 20:00,27062,34256,9427,24649
2020-07-07 21:00,27062,34256,9427,24649
2020-07-07 22:00,27062,34256,9427,24649
2020-07-07 23:00,27062,34256,9427,24649
2020-07-08 00:00,27062,34256,9427,24649
2020-07-08 01:00,27062,34256,9427,24649
2020-07-08 02:00,27062,34256,9427,24649
2020-07-08 03:00,27062,34256,9427,24649
2020-07-08 04:00,27062,34256,9427,24649
2020-07-08 05:00,27062,34256,9427,24649
2020-07-08 06:00,27062,34256,9427,24649
2020-07-08 07:00,27062,34256,9427,24649
2020-07-08 08:00,27062,34256,9427,24649
2020-07-08 09:00,27109,34279,9479,24670
2020-07-08 10:00,27129,34294,9535,24686
2020-07-08 11:00,27158,34312,9582,24695
2020-07-08 12:00,27213,34325,9602,24707
2020-07-08 13:00,27261,34342,9634,24736
2020-07-08 14:00,28716,44906,11588,56144
2020-07-08 15:00,28716,44906,11588,56144
2020-07-08 16:00,29080,45746,12035,60887
2020-07-08 17:00,29884,46244,12186,61881
2020-07-08 18:00,29995,46281,12249,61909
2020-07-08 19:00,29995,46281,12249,61909
2020-07-08 20:00,29995,46281,12249,61909
2020-07-08 21:00,29995,46281,12249,61909
2020-07-08 22:00,30099,46314,12295,61959
2020-07-08 23:00,30102,46315,12295,61965
2020-07-09 00:00,30102,46316,12295,61965
2020-07-09 01:00,30102,46318,12295,61965
2020-07-09 02:00,30102,46318,12295,61966
2020-07-09 03:00,30102,46318,12295,61966
2020-07-09 04:00,30102,46319,12295,61966
2020-07-09 05:00,30102,46320,12295,61966
2020-07-09 06:00,30102,46321,12296,61968
2020-07-09 07:00,30103,46322,12298,61969
2020-07-09 08:00,30110,46327,12316,61979
2020-07-09 09:00,30123,46335,12347,61983
2020-07-09 10:00,30133,46341,12369,61993
2020-07-09 11:00,30144,46353,12390,61996
2020-07-09 12:00,30148,46358,12400,62007
2020-07-09 13:00,30173,46366,12415,62026
2020-07-09 14:00,30184,46377,12422,62035
2020-07-09 15:00,30206,46389,12433,62040
2020-07-09 16:00,30238,46401,12445,62045
2020-07-09 17:00,30296,46420,12485,62077
2020-07-09 18:00,30387,46431,12504,62095
2020-07-09 19:00,30460,46451,12546,62118
2020-07-09 20:00,30555,46477,12591,62144
2020-07-09 21:00,30598,46493,12604,62168
2020-07-09 22:00,30614,46542,12624,62212
2020-07-09 23:00,30622,46552,12626,62223
2020-07-10 00:00,30623,46557,12626,62229
2020-07-10 01:00,30623,46561,12627,62233
2020-07-10 02:00,30623,46561,12627,62233
2020-07-10 03:00,30623,46561,12627,62233
2020-07-10 04:00,30623,46562,12627,62233
2020-07-10 05:00,30623,46562,12627,62233
2020-07-10 06:00,30623,46563,12627,62233
2020-07-10 07:00,30625,46564,12635,62233
2020-07-10 08:00,30638,46575,12666,62244
2020-07-10 09:00,30661,46585,12707,62259
2020-07-10 10:00,30677,46594,12737,62267
2020-07-10 11:00,30698,46605,12755,62280
2020-07-10 12:00,30725,46608,12778,62282
2020-07-10 13:00,30748,46610,12797,62298
2020-07-10 14:00,30768,46614,12806,62304
2020-07-10 15:00,30811,46616,12817,62306
2020-07-10 16:00,30860,46618,12835,62309
2020-07-10 17:00,30939,46620,12860,62314
2020-07-10 18:00,31029,46626,12884,62327
2020-07-10 19:00,31105,46640,12921,62343
2020-07-10 20:00,31166,46645,12943,62350
2020-07-10 21:00,31196,46660,12965,62374
2020-07-10 22:00,31220,46669,12988,62399
2020-07-10 23:00,31222,46675,12989,62402
2020-07-11 00:00,31222,46678,12989,62410
2020-07-11 01:00,31222,46679,12989,62410
2020-07-11 02:00,31222,46679,12989,62410
2020-07-11 03:00,31222,46679,12989,62410
2020-07-11 04:00,31222,46679,12989,62410
2020-07-11 05:00,31222,46679,12989,62410
2020-07-11 06:00,31222,46680,12989,62410
2020-07-11 07:00,31224,46680,12990,62410
2020-07-11 08:00,31225,46681,12993,62410
2020-07-11 09:00,31226,46686,12994,62415
2020-07-11 10:00,31227,46691,12994,62419
2020-07-11 12:00,31228,46696,13000,62435
2020-07-11 13:00,31230,46697,13007,62438
2020-07-11 14:00,31235,46700,13007,62440
2020-07-11 15:00,31245,46702,13010,62443
2020-07-11 16:00,31247,46702,13010,62444
2020-07-11 17:00,31248,46706,13011,62447
2020-07-11 18:00,31250,46710,13011,62449
2020-07-11 19:00,31251,46714,13013,62455
2020-07-11 20:00,31256,46734,13015,62467
2020-07-11 21:00,31261,46745,13017,62482
2020-07-11 22:00,31266,46756,13018,62485
2020-07-11 23:00,31266,46759,13018,62489
2020-07-12 00:00,31266,46760,13018,62491
2020-07-12 02:00,31266,46762,13018,62493
2020-07-12 03:00,31267,46763,13018,62493
2020-07-12 04:00,31267,46764,13018,62493
2020-07-12 05:00,31267,46765,13018,62493
2020-07-12 06:00,31267,46765,13018,62493
2020-07-12 07:00,31267,46765,13018,62493
2020-07-12 08:00,31269,46765,13019,62495
2020-07-12 09:00,31272,46766,13024,62498
2020-07-12 10:00,31277,46773,13030,62507
2020-07-12 11:00,31294,46778,13060,62517
2020-07-12 12:00,31348,46793,13108,62535
2020-07-12 13:00,31419,46800,13184,62547
2020-07-12 14:00,31492,46808,13227,62564
2020-07-12 15:00,31578,46824,13284,62579
2020-07-12 16:00,31688,46830,13354,62586
2020-07-12 17:00,31803,46840,13418,62600
2020-07-12 18:00,31899,46870,13484,62649
2020-07-12 19:00,31963,46878,13557,62671
2020-07-12 20:00,32019,46889,13603,62698
2020-07-12 21:00,32066,46910,13625,62724
2020-07-12 22:00,32066,46910,13625,62724
2020-07-12 23:00,32082,46920,13641,62745
2020-07-13 00:00,32082,46922,13641,62747
2020-07-13 01:00,32082,46924,13641,62747
2020-07-13 02:00,32082,46927,13641,62749
2020-07-13 03:00,32082,46927,13641,62750
2020-07-13 04:00,32082,46927,13642,62750
2020-07-13 05:00,32082,46927,13642,62750
2020-07-13 06:00,32082,46929,13643,62752
2020-07-13 08:00,32097,46936,13681,62762
2020-07-13 09:00,32123,46939,13716,62766
2020-07-13 10:00,32136,46949,13758,62774
2020-07-13 11:00,32155,46958,13778,62784
2020-07-13 12:00,32173,46972,13794,62796
2020-07-13 13:00,32205,46978,13808,62808
2020-07-13 14:00,32217,46983,13824,62813
2020-07-13 15:00,32253,47004,13843,62830
2020-07-13 16:00,32295,47015,13865,62839
2020-07-13 17:00,32355,47026,13895,62854
2020-07-13 18:00,32461,47043,13933,62876
2020-07-13 19:00,32575,47060,13971,62892
2020-07-13 20:00,32645,47078,14009,62916
2020-07-13 21:00,32690,47097,14033,62936
2020-07-13 22:00,32716,47109,14053,62951
2020-07-13 23:00,32725,47110,14054,62959
2020-07-14 00:00,32725,47116,14054,62961
2020-07-14 01:00,32725,47117,14054,62961
2020-07-14 02:00,32725,47117,14054,62961
2020-07-14 03:00,32725,47117,14055,62961
2020-07-14 04:00,32725,47122,14055,62967
2020-07-14 05:00,32725,47124,14055,62973
2020-07-14 06:00,32725,47125,14056,62976
2020-07-14 07:00,32732,47126,14061,62976
2020-07-14 08:00,32751,47130,14098,62982
2020-07-14 09:00,32781,47139,14157,62990
2020-07-14 10:00,32810,47143,14197,62997
2020-07-14 11:00,32829,47149,14218,63003
2020-07-14 12:00,32870,47153,14244,63007
2020-07-14 13:00,32894,47157,14287,63017
