time,cyklisté,chodci
Komín,,Bystrc,Komín
2020-08-17 16:00,54549,20088,40794,16889
2020-08-17 17:00,54591,20088,40866,16889
2020-08-17 18:00,54681,20193,40981,16974
2020-08-17 19:00,54773,20204,41098,16984
2020-08-17 20:00,54868,20217,41209,16995
2020-08-17 21:00,54941,20228,41261,17005
2020-08-17 22:00,54985,20233,41286,17007
2020-08-17 23:00,54988,20235,41289,17008
2020-08-18 00:00,54993,20236,41292,17008
2020-08-18 01:00,54993,20236,41294,17008
2020-08-18 02:00,54993,20236,41294,17008
2020-08-18 03:00,54993,20236,41294,17008
2020-08-18 04:00,54993,20236,41294,17008
2020-08-18 05:00,54993,20237,41294,17008
2020-08-18 06:00,54993,20237,41295,17008
2020-08-18 07:00,55008,20238,41296,17010
2020-08-18 08:00,55046,20243,41303,17012
2020-08-18 09:00,55054,20243,41305,17012
2020-08-18 10:00,55057,20244,41307,17013
2020-08-18 11:00,55061,20245,41308,17013
2020-08-18 12:00,55062,20247,41309,17013
2020-08-18 13:00,55063,20248,41312,17013
2020-08-18 14:00,55065,20248,41314,17013
2020-08-18 15:00,55066,20251,41326,17013
2020-08-18 16:00,55074,20254,41337,17017
2020-08-18 17:00,55105,20260,41380,17023
2020-08-18 18:00,55140,20269,41429,17029
2020-08-18 19:00,55182,20286,41486,17045
2020-08-18 20:00,55240,20298,41538,17057
2020-08-18 21:00,55290,20309,41582,17068
2020-08-18 22:00,55309,20314,41596,17073
2020-08-18 23:00,55312,20317,41598,17074
2020-08-19 00:00,55313,20320,41600,17076
2020-08-19 01:00,55313,20320,41600,17076
2020-08-19 02:00,55314,20320,41600,17076
2020-08-19 03:00,55315,20320,41600,17076
2020-08-19 04:00,55315,20320,41600,17076
2020-08-19 05:00,55316,20320,41600,17076
2020-08-19 06:00,55317,20320,41600,17076
2020-08-19 07:00,55331,20320,41600,17078
2020-08-19 08:00,55401,20326,41613,17078
2020-08-19 09:00,55449,20333,41625,17084
2020-08-19 10:00,55494,20335,41637,17085
2020-08-19 11:00,55522,20339,41653,17086
2020-08-19 12:00,55557,20339,41693,17087
2020-08-19 13:00,55599,20345,41719,17087
2020-08-19 14:00,55626,20348,41738,17088
2020-08-19 15:00,55665,20350,41772,17089
2020-08-19 16:00,55695,20355,41832,17092
2020-08-19 17:00,55745,20358,41951,17093
2020-08-19 18:00,55880,20443,42073,17134
2020-08-19 19:00,56006,20461,42224,17147
2020-08-19 20:00,56119,20473,42350,17152
2020-08-19 21:00,56205,20482,42437,17163
2020-08-19 22:00,56276,20489,42471,17166
2020-08-19 23:00,56281,20492,42479,17167
2020-08-20 00:00,56283,20492,42481,17167
2020-08-20 01:00,56283,20492,42483,17168
2020-08-20 02:00,56284,20492,42483,17168
2020-08-20 03:00,56285,20492,42483,17168
2020-08-20 04:00,56285,20492,42483,17168
2020-08-20 05:00,56285,20492,42483,17168
2020-08-20 06:00,56285,20492,42483,17168
2020-08-20 07:00,56304,20493,42487,17169
2020-08-20 08:00,56304,20493,42487,17169
2020-08-20 09:00,56304,20493,42487,17169
2020-08-20 10:00,56304,20493,42487,17169
2020-08-20 11:00,56304,20493,42487,17169
2020-08-20 12:00,56304,20493,42487,17169
2020-08-20 13:00,56304,20493,42487,17169
2020-08-20 14:00,56304,20493,42487,17169
2020-08-20 15:00,56304,20493,42487,17169
2020-08-20 16:00,56304,20493,42487,17169
2020-08-20 17:00,56386,20496,42619,17173
2020-08-20 18:00,56560,20577,42741,17220
2020-08-20 19:00,56670,20588,42919,17228
2020-08-20 20:00,56838,20591,43076,17230
2020-08-20 21:00,56981,20596,43148,17235
2020-08-20 22:00,57052,20597,43178,17238
2020-08-20 23:00,57064,20599,43181,17238
2020-08-21 00:00,57066,20599,43184,17238
2020-08-21 01:00,57066,20599,43184,17238
2020-08-21 02:00,57067,20599,43184,17238
2020-08-21 03:00,57068,20599,43184,17238
2020-08-21 04:00,57068,20599,43184,17238
2020-08-21 05:00,57068,20599,43184,17238
2020-08-21 06:00,57071,20599,43185,17238
2020-08-21 07:00,57089,20599,43185,17238
2020-08-21 08:00,57139,20603,43195,17240
2020-08-21 09:00,57187,20607,43207,17242
2020-08-21 11:00,57266,20612,43279,17246
2020-08-21 12:00,57317,20617,43324,17246
2020-08-21 13:00,57359,20617,43378,17249
2020-08-21 14:00,57383,20621,43428,17256
2020-08-21 15:00,58139,20805,43925,17317
2020-08-21 16:00,58184,20806,43994,17317
2020-08-21 17:00,58248,20806,44096,17318
2020-08-21 18:00,58356,20876,44182,17359
2020-08-21 19:00,58445,20879,44328,17370
2020-08-21 20:00,58528,20890,44401,17373
2020-08-21 21:00,58641,20904,44466,17391
2020-08-21 22:00,58704,20912,44492,17392
2020-08-21 23:00,58716,20914,44499,17392
2020-08-22 00:00,58719,20914,44501,17392
2020-08-22 01:00,58722,20914,44501,17392
2020-08-22 02:00,58722,20915,44504,17393
2020-08-22 03:00,58723,20915,44507,17393
2020-08-22 04:00,58724,20915,44507,17393
2020-08-22 05:00,58724,20915,44508,17393
2020-08-22 06:00,58725,20915,44508,17393
2020-08-22 07:00,58727,20915,44510,17393
2020-08-22 08:00,58740,20916,44514,17393
2020-08-22 09:00,58751,20924,44538,17398
2020-08-22 10:00,58780,20936,44566,17406
2020-08-22 11:00,58822,20941,44642,17412
2020-08-22 12:00,58871,20945,44750,17413
2020-08-22 13:00,58919,20950,44828,17415
2020-08-22 14:00,58978,20951,44906,17419
2020-08-22 15:00,59418,20985,45072,17422
2020-08-22 16:00,59478,20989,45144,17423
2020-08-22 17:00,59577,20996,45203,17428
2020-08-22 18:00,59798,21003,45274,17429
2020-08-22 19:00,59877,21006,45320,17432
2020-08-22 20:00,59925,21009,45346,17433
2020-08-22 21:00,59952,21012,45356,17434
2020-08-22 22:00,59955,21013,45357,17436
2020-08-22 23:00,59959,21013,45358,17436
2020-08-23 00:00,59960,21013,45360,17436
2020-08-23 01:00,59960,21013,45360,17436
2020-08-23 02:00,59960,21013,45363,17436
2020-08-23 03:00,59962,21013,45366,17436
2020-08-23 04:00,59962,21013,45366,17436
2020-08-23 05:00,59963,21013,45366,17436
2020-08-23 06:00,59964,21013,45367,17436
2020-08-23 07:00,59965,21013,45367,17437
2020-08-23 08:00,59967,21016,45373,17438
2020-08-23 09:00,59973,21020,45375,17440
2020-08-23 10:00,59986,21023,45394,17443
2020-08-23 11:00,60031,21036,45451,17445
2020-08-23 12:00,60083,21039,45532,17454
2020-08-23 13:00,60172,21045,45608,17464
2020-08-23 14:00,60237,21046,45702,17473
2020-08-23 15:00,60473,21073,45875,17475
2020-08-23 16:00,60583,21082,46015,17477
2020-08-23 17:00,60710,21091,46120,17484
2020-08-23 18:00,60898,21106,46244,17497
2020-08-23 19:00,61027,21124,46324,17499
2020-08-23 20:00,61182,21127,46410,17505
2020-08-23 21:00,61276,21132,46457,17509
2020-08-23 22:00,61307,21136,46465,17511
2020-08-23 23:00,61319,21137,46474,17511
2020-08-24 00:00,61320,21138,46475,17511
2020-08-24 01:00,61320,21138,46475,17511
2020-08-24 02:00,61320,21138,46476,17511
2020-08-24 03:00,61320,21138,46477,17511
2020-08-24 04:00,61320,21139,46477,17511
2020-08-24 06:00,61321,21139,46477,17511
2020-08-24 07:00,61343,21139,46478,17513
2020-08-24 08:00,61423,21142,46489,17513
2020-08-24 09:00,61487,21144,46501,17514
2020-08-24 10:00,61549,21146,46517,17515
2020-08-24 11:00,61586,21147,46549,17515
2020-08-24 12:00,61610,21149,46577,17516
2020-08-24 13:00,61639,21151,46606,17519
2020-08-24 14:00,61654,21153,46632,17522
2020-08-24 15:00,61669,21154,46656,17523
2020-08-24 16:00,61709,21159,46714,17527
2020-08-24 17:00,61779,21162,46814,17532
2020-08-24 18:00,61840,21167,46964,17537
2020-08-24 19:00,61934,21178,47123,17542
2020-08-24 20:00,62048,21183,47230,17552
2020-08-24 21:00,62127,21203,47308,17559
2020-08-24 22:00,62164,21210,47329,17563
2020-08-24 23:00,62170,21211,47333,17563
2020-08-25 00:00,62178,21211,47335,17563
2020-08-25 01:00,62178,21211,47337,17563
2020-08-25 02:00,62179,21211,47337,17563
2020-08-25 03:00,62179,21211,47337,17563
2020-08-25 04:00,62180,21211,47337,17563
2020-08-25 05:00,62180,21211,47337,17563
2020-08-25 06:00,62180,21211,47337,17563
2020-08-25 08:00,62291,21221,47349,17566
2020-08-25 09:00,62363,21222,47359,17566
2020-08-25 10:00,62438,21225,47386,17569
2020-08-25 11:00,62488,21230,47424,17575
2020-08-25 12:00,62528,21232,47460,17578
2020-08-25 13:00,62553,21236,47513,17585
2020-08-25 14:00,62553,21236,47513,17585
2020-08-25 15:00,62927,21258,47578,17621
2020-08-25 16:00,62983,21262,47658,17623
2020-08-25 17:00,63061,21266,47764,17627
2020-08-25 18:00,63165,21270,47951,17633
2020-08-25 19:00,63275,21274,48143,17636
2020-08-25 20:00,63437,21292,48276,17645
2020-08-25 21:00,63569,21306,48369,17655
2020-08-25 22:00,63616,21310,48405,17656
2020-08-25 23:00,63623,21311,48409,17657
2020-08-26 00:00,63623,21311,48409,17657
2020-08-26 01:00,63624,21311,48409,17657
2020-08-26 02:00,63625,21311,48409,17657
2020-08-26 03:00,63626,21311,48411,17658
2020-08-26 04:00,63626,21311,48411,17658
2020-08-26 05:00,63626,21311,48411,17658
2020-08-26 06:00,63626,21311,48411,17658
2020-08-26 07:00,63643,21312,48417,17659
2020-08-26 08:00,63713,21315,48427,17659
2020-08-26 09:00,63789,21317,48445,17661
2020-08-26 10:00,63855,21319,48459,17662
2020-08-26 11:00,63882,21326,48476,17666
2020-08-26 12:00,63911,21326,48509,17672
2020-08-26 13:00,63937,21328,48536,17673
2020-08-26 14:00,63963,21330,48569,17675
2020-08-26 15:00,64181,21388,48746,17690
2020-08-26 16:00,64218,21392,48799,17693
2020-08-26 17:00,64305,21404,48929,17697
2020-08-26 18:00,64366,21408,49087,17701
2020-08-26 19:00,64437,21423,49260,17709
2020-08-26 20:00,64554,21432,49381,17713
2020-08-26 21:00,64674,21440,49446,17719
2020-08-26 22:00,64720,21444,49464,17721
2020-08-26 23:00,64722,21445,49470,17721
2020-08-27 00:00,64726,21445,49473,17721
2020-08-27 01:00,64728,21447,49475,17721
2020-08-27 02:00,64729,21447,49476,17721
2020-08-27 03:00,64729,21447,49477,17721
2020-08-27 04:00,64729,21447,49477,17721
2020-08-27 05:00,64729,21447,49477,17721
2020-08-27 06:00,64729,21447,49478,17721
2020-08-27 07:00,64744,21448,49480,17722
2020-08-27 08:00,64812,21456,49492,17722
2020-08-27 09:00,64898,21460,49498,17723
2020-08-27 10:00,64953,21462,49515,17726
2020-08-27 11:00,64980,21464,49540,17730
2020-08-27 12:00,65033,21471,49571,17734
2020-08-27 13:00,65072,21472,49590,17734
2020-08-27 14:00,65106,21476,49628,17734
2020-08-27 15:00,65129,21477,49682,17735
2020-08-27 16:00,65161,21480,49741,17740
2020-08-27 17:00,65202,21481,49846,17741
2020-08-27 18:00,65270,21488,49974,17748
2020-08-27 19:00,65348,21499,50127,17755
2020-08-27 20:00,65439,21503,50240,17762
2020-08-27 21:00,65514,21515,50304,17769
2020-08-27 22:00,65547,21519,50320,17770
2020-08-27 23:00,65559,21519,50322,17770
2020-08-28 00:00,65562,21519,50330,17770
2020-08-28 01:00,65562,21519,50331,17770
2020-08-28 02:00,65563,21519,50331,17770
2020-08-28 03:00,65565,21519,50331,17770
2020-08-28 04:00,65565,21519,50331,17770
2020-08-28 05:00,65566,21519,50331,17770
2020-08-28 06:00,65567,21519,50331,17770
2020-08-28 07:00,65579,21520,50333,17771
2020-08-28 08:00,65636,21521,50341,17772
2020-08-28 09:00,65696,21521,50354,17772
2020-08-28 10:00,65735,21524,50373,17776
2020-08-28 11:00,65776,21529,50402,17779
2020-08-28 12:00,65821,21534,50438,17782
2020-08-28 13:00,65870,21535,50477,17784
2020-08-28 14:00,65926,21552,50516,17797
2020-08-28 15:00,66025,21567,50590,17844
2020-08-28 16:00,66078,21569,50674,17851
2020-08-28 17:00,66166,21577,50781,17854
2020-08-28 18:00,66240,21583,50890,17858
2020-08-28 19:00,66344,21587,51018,17861
2020-08-28 20:00,66441,21594,51095,17867
2020-08-28 21:00,66528,21605,51150,17870
2020-08-28 22:00,66562,21613,51160,17874
2020-08-28 23:00,66565,21613,51164,17874
2020-08-29 00:00,66566,21614,51168,17875
2020-08-29 01:00,66567,21614,51168,17875
2020-08-29 02:00,66571,21615,51170,17876
2020-08-29 03:00,66573,21615,51172,17876
2020-08-29 04:00,66573,21615,51172,17876
2020-08-29 05:00,66573,21615,51172,17876
2020-08-29 06:00,66573,21615,51172,17876
2020-08-29 07:00,66573,21615,51172,17876
2020-08-29 08:00,66573,21615,51176,17876
2020-08-29 09:00,66578,21616,51178,17876
2020-08-29 10:00,66587,21621,51187,17879
2020-08-29 11:00,66596,21628,51195,17882
2020-08-29 12:00,66613,21631,51223,17887
2020-08-29 13:00,66633,21638,51249,17889
2020-08-29 14:00,66647,21643,51266,17894
2020-08-29 15:00,66668,21652,51301,17895
2020-08-29 16:00,66720,21655,51351,17898
2020-08-29 17:00,66799,21662,51450,17901
2020-08-29 18:00,66903,21673,51542,17908
2020-08-29 19:00,67018,21679,51626,17916
2020-08-29 20:00,67124,21684,51687,17920
2020-08-29 21:00,67164,21691,51717,17923
2020-08-29 22:00,67169,21694,51725,17923
2020-08-29 23:00,67171,21694,51731,17924
2020-08-30 00:00,67173,21694,51734,17924
2020-08-30 01:00,67173,21694,51734,17924
2020-08-30 02:00,67175,21696,51735,17924
2020-08-30 03:00,67177,21698,51736,17924
2020-08-30 04:00,67178,21699,51736,17924
2020-08-30 05:00,67178,21699,51737,17924
2020-08-30 06:00,67178,21699,51737,17924
2020-08-30 07:00,67179,21700,51737,17924
2020-08-30 08:00,67180,21701,51738,17924
2020-08-30 09:00,67186,21704,51742,17924
2020-08-30 10:00,67195,21706,51754,17924
2020-08-30 11:00,67219,21711,51800,17927
2020-08-30 12:00,67275,21721,51861,17934
2020-08-30 13:00,67362,21733,51947,17939
2020-08-30 14:00,67432,21737,52027,17945
2020-08-30 15:00,67481,21738,52073,17948
2020-08-30 16:00,67517,21741,52113,17950
2020-08-30 17:00,67635,21755,52196,17958
2020-08-30 18:00,67751,21760,52291,17961
2020-08-30 19:00,67795,21770,52326,17965
2020-08-30 20:00,67824,21772,52355,17970
2020-08-30 21:00,67838,21779,52363,17975
2020-08-30 22:00,67843,21781,52369,17975
2020-08-30 23:00,67846,21782,52371,17975
2020-08-31 00:00,67846,21782,52371,17975
2020-08-31 01:00,67846,21782,52371,17975
2020-08-31 02:00,67846,21782,52371,17975
2020-08-31 03:00,67847,21782,52371,17975
2020-08-31 04:00,67847,21782,52371,17975
2020-08-31 05:00,67847,21782,52371,17975
2020-08-31 06:00,67848,21782,52371,17975
2020-08-31 07:00,67855,21782,52373,17976
2020-08-31 08:00,67908,21786,52380,17976
2020-08-31 09:00,67960,21786,52391,17976
2020-08-31 10:00,67998,21790,52398,17976
