time,cyklisté,chodci
Komín,,Bystrc,Komín
2020-05-29 17:00,14795,15357,2865,13147
2020-05-29 18:00,14795,15357,2865,13147
2020-05-29 19:00,14795,15357,2865,13147
2020-05-29 20:00,14795,15357,2865,13147
2020-05-29 21:00,14795,15357,2865,13147
2020-05-29 22:00,14795,15357,2865,13147
2020-05-29 23:00,14832,15371,2891,13169
2020-05-30 00:00,14832,15371,2891,13169
2020-05-30 01:00,14832,15371,2891,13169
2020-05-30 02:00,14832,15371,2891,13169
2020-05-30 03:00,14832,15371,2891,13169
2020-05-30 04:00,14832,15371,2891,13169
2020-05-30 05:00,14832,15371,2891,13169
2020-05-30 06:00,14832,15371,2891,13169
2020-05-30 07:00,14832,15371,2891,13169
2020-05-30 08:00,14832,15371,2891,13169
2020-05-30 09:00,14832,15371,2891,13169
2020-05-30 10:00,14832,15371,2891,13169
2020-05-30 11:00,14832,15371,2891,13169
2020-05-30 12:00,14832,15371,2891,13169
2020-05-30 13:00,14832,15371,2891,13169
2020-05-30 14:00,14832,15371,2891,13169
2020-05-30 15:00,14832,15371,2891,13169
2020-05-30 16:00,14832,15371,2891,13169
2020-05-30 17:00,14832,15371,2891,13169
2020-05-30 18:00,14832,15371,2891,13169
2020-05-30 19:00,14832,15371,2891,13169
2020-05-30 20:00,14832,15371,2891,13169
2020-05-30 21:00,14832,15371,2891,13169
2020-05-30 22:00,14832,15371,2891,13169
2020-05-30 23:00,14869,15385,2917,13191
2020-05-31 00:00,14869,15385,2917,13191
2020-05-31 01:00,14869,15385,2917,13191
2020-05-31 02:00,14869,15385,2917,13191
2020-05-31 03:00,14869,15385,2917,13191
2020-05-31 05:00,14869,15385,2917,13191
2020-05-31 06:00,14869,15385,2917,13191
2020-05-31 07:00,14869,15385,2917,13191
2020-05-31 08:00,14869,15385,2917,13191
2020-05-31 09:00,14869,15385,2917,13191
2020-05-31 10:00,14869,15385,2917,13191
2020-05-31 11:00,14869,15385,2917,13191
2020-05-31 12:00,14869,15385,2917,13191
2020-05-31 13:00,14869,15385,2917,13191
2020-05-31 14:00,14869,15385,2917,13191
2020-05-31 15:00,14869,15385,2917,13191
2020-05-31 16:00,14869,15385,2917,13191
2020-05-31 17:00,14869,15385,2917,13191
2020-05-31 18:00,14869,15385,2917,13191
2020-05-31 19:00,14869,15385,2917,13191
2020-05-31 20:00,14869,15385,2917,13191
2020-05-31 21:00,14869,15385,2917,13191
2020-05-31 22:00,14869,15385,2917,13191
2020-05-31 23:00,14906,15399,2943,13213
2020-06-01 00:00,14906,15399,2943,13213
2020-06-01 01:00,14906,15399,2943,13213
2020-06-01 02:00,14906,15399,2943,13213
2020-06-01 03:00,14906,15399,2943,13213
2020-06-01 04:00,14906,15399,2943,13213
2020-06-01 05:00,14906,15399,2943,13213
2020-06-01 06:00,14906,15399,2943,13213
2020-06-01 07:00,14906,15399,2943,13213
2020-06-01 08:00,14906,15399,2943,13213
2020-06-01 09:00,14906,15399,2943,13213
2020-06-01 10:00,14906,15399,2943,13213
2020-06-01 11:00,14906,15399,2943,13213
2020-06-01 12:00,14906,15399,2943,13213
2020-06-01 13:00,14906,15399,2943,13213
2020-06-01 14:00,14906,15399,2943,13213
2020-06-01 15:00,14906,15399,2943,13213
2020-06-01 16:00,14906,15399,2943,13213
2020-06-01 17:00,14906,15399,2943,13213
2020-06-01 18:00,14906,15399,2943,13213
2020-06-01 19:00,14906,15399,2943,13213
2020-06-01 20:00,14906,15399,2943,13213
2020-06-01 21:00,14906,15399,2943,13213
2020-06-01 22:00,14906,15399,2943,13213
2020-06-01 23:00,14906,15399,2943,13213
2020-06-02 00:00,14906,15399,2943,13213
2020-06-02 01:00,14906,15399,2943,13213
2020-06-02 02:00,14906,15399,2943,13213
2020-06-02 03:00,14906,15399,2943,13213
2020-06-02 04:00,14906,15399,2943,13213
2020-06-02 05:00,14906,15399,2943,13213
2020-06-02 06:00,14906,15399,2943,13213
2020-06-02 07:00,14906,15399,2943,13213
2020-06-02 08:00,14906,15399,2943,13213
2020-06-02 09:00,14906,15399,2943,13213
2020-06-02 10:00,14906,15399,2943,13213
2020-06-02 11:00,14906,15399,2943,13213
2020-06-02 12:00,14906,15399,2943,13213
2020-06-02 13:00,14906,15399,2943,13213
2020-06-02 14:00,14906,15399,2943,13213
2020-06-02 15:00,14906,15399,2943,13213
2020-06-02 16:00,14906,15399,2943,13213
2020-06-02 17:00,14906,15399,2943,13213
2020-06-02 18:00,14906,15399,2943,13213
2020-06-02 19:00,14906,15399,2943,13213
2020-06-02 20:00,14906,15399,2943,13213
2020-06-02 21:00,14906,15399,2943,13213
2020-06-02 22:00,14906,15399,2943,13213
2020-06-02 23:00,14906,15399,2943,13213
2020-06-03 00:00,14906,15399,2943,13213
2020-06-03 01:00,14906,15399,2943,13213
2020-06-03 02:00,14906,15399,2943,13213
2020-06-03 03:00,14906,15399,2943,13213
2020-06-03 04:00,14906,15399,2943,13213
2020-06-03 05:00,14906,15399,2943,13213
2020-06-03 06:00,14906,15399,2943,13213
2020-06-03 07:00,14906,15399,2943,13213
2020-06-03 08:00,14906,15399,2943,13213
2020-06-03 09:00,14906,15399,2943,13213
2020-06-03 10:00,14906,15399,2943,13213
2020-06-03 11:00,14943,15413,2969,13235
2020-06-03 12:00,14943,15413,2969,13235
2020-06-03 13:00,14943,15413,2969,13235
2020-06-03 14:00,14943,15413,2969,13235
2020-06-03 15:00,14943,15413,2969,13235
2020-06-03 16:00,14943,15413,2969,13235
2020-06-03 17:00,14943,15413,2969,13235
2020-06-03 18:00,14943,15413,2969,13235
2020-06-03 19:00,14943,15413,2969,13235
2020-06-03 20:00,14943,15413,2969,13235
2020-06-03 21:00,14943,15413,2969,13235
2020-06-03 22:00,14943,15413,2969,13235
2020-06-03 23:00,14943,15413,2969,13235
2020-06-04 00:00,14943,15413,2969,13235
2020-06-04 01:00,14943,15413,2969,13235
2020-06-04 02:00,14943,15413,2969,13235
2020-06-04 03:00,14943,15413,2969,13235
2020-06-04 04:00,14943,15413,2969,13235
2020-06-04 05:00,14943,15413,2969,13235
2020-06-04 06:00,14943,15413,2969,13235
2020-06-04 07:00,14943,15413,2969,13235
2020-06-04 08:00,14943,15413,2969,13235
2020-06-04 09:00,14943,15413,2969,13235
2020-06-04 10:00,14943,15413,2969,13235
2020-06-04 11:00,14943,15413,2969,13235
2020-06-04 12:00,14943,15413,2969,13235
2020-06-04 13:00,14943,15413,2969,13235
2020-06-04 14:00,15030,15428,3030,13262
2020-06-04 15:00,15030,15428,3030,13262
2020-06-04 16:00,15030,15428,3030,13262
2020-06-04 17:00,15030,15428,3030,13262
2020-06-04 18:00,15030,15428,3030,13262
2020-06-04 19:00,15030,15428,3030,13262
2020-06-04 20:00,15030,15428,3030,13262
2020-06-04 21:00,15030,15428,3030,13262
2020-06-04 22:00,15072,15434,3068,13266
2020-06-04 23:00,15083,15437,3078,13268
2020-06-05 00:00,15086,15437,3083,13268
2020-06-05 01:00,15086,15437,3083,13269
2020-06-05 02:00,15086,15437,3084,13269
2020-06-05 03:00,15086,15437,3084,13269
2020-06-05 04:00,15086,15437,3084,13271
2020-06-05 05:00,15086,15437,3084,13271
2020-06-05 06:00,15090,15438,3084,13271
2020-06-05 07:00,15100,15438,3087,13271
2020-06-05 08:00,15124,15443,3088,13272
2020-06-05 09:00,15130,15447,3090,13272
2020-06-05 10:00,15139,15447,3094,13272
2020-06-05 11:00,15144,15450,3102,13272
2020-06-05 12:00,15146,15450,3103,13272
2020-06-05 13:00,15146,15452,3105,13272
2020-06-05 14:00,15151,15454,3109,13275
2020-06-05 15:00,15163,15457,3115,13275
2020-06-05 16:00,15167,15459,3127,13279
2020-06-05 17:00,15167,15459,3127,13279
2020-06-05 18:00,15167,15459,3127,13279
2020-06-05 19:00,15167,15459,3127,13279
2020-06-05 20:00,15167,15459,3127,13279
2020-06-05 21:00,15167,15459,3127,13279
2020-06-05 22:00,15167,15459,3127,13279
2020-06-05 23:00,15170,15465,3136,13280
2020-06-06 00:00,15172,15465,3139,13281
2020-06-06 01:00,15174,15465,3140,13281
2020-06-06 02:00,15174,15465,3142,13281
2020-06-06 03:00,15174,15465,3142,13281
2020-06-06 04:00,15174,15465,3142,13281
2020-06-06 05:00,15174,15465,3142,13281
2020-06-06 06:00,15174,15465,3143,13281
2020-06-06 07:00,15178,15465,3144,13281
2020-06-06 08:00,15189,15466,3151,13283
2020-06-06 09:00,15204,15468,3162,13283
2020-06-06 10:00,15235,15470,3177,13286
2020-06-06 11:00,15277,15481,3218,13295
2020-06-06 12:00,15371,15488,3338,13300
2020-06-06 13:00,15441,15497,3449,13307
2020-06-06 14:00,15512,15498,3581,13313
2020-06-06 15:00,15630,15507,3752,13319
2020-06-06 16:00,15774,15508,3888,13326
2020-06-06 17:00,15774,15508,3888,13326
2020-06-06 18:00,15774,15508,3888,13326
2020-06-06 19:00,15774,15508,3888,13326
2020-06-06 20:00,15774,15508,3888,13326
2020-06-06 21:00,15774,15508,3888,13326
2020-06-06 22:00,15927,15513,4031,13331
2020-06-06 23:00,15938,15515,4034,13333
2020-06-07 00:00,15939,15519,4040,13333
2020-06-07 01:00,15941,15519,4041,13333
2020-06-07 02:00,15941,15519,4043,13333
2020-06-07 03:00,15941,15519,4043,13333
2020-06-07 11:00,15996,15536,4101,13357
2020-06-07 12:00,16042,15543,4183,13359
2020-06-07 13:00,16108,15548,4253,13362
2020-06-07 14:00,16195,15556,4331,13369
2020-06-07 15:00,16281,15571,4456,13381
2020-06-07 16:00,16399,15575,4569,13392
2020-06-07 17:00,16512,15580,4694,13399
2020-06-07 18:00,16512,15580,4694,13399
2020-06-07 19:00,16512,15580,4694,13399
2020-06-07 20:00,16512,15580,4694,13399
2020-06-07 21:00,16512,15580,4694,13399
2020-06-07 22:00,16512,15580,4694,13399
2020-06-07 23:00,16614,15586,4763,13408
2020-06-08 00:00,16615,15587,4763,13408
2020-06-08 01:00,16615,15587,4763,13408
2020-06-08 02:00,16615,15587,4763,13408
2020-06-08 03:00,16615,15587,4763,13408
2020-06-08 04:00,16615,15587,4764,13408
2020-06-08 05:00,16615,15587,4764,13408
2020-06-08 06:00,16618,15587,4764,13408
2020-06-08 07:00,16637,15587,4765,13408
2020-06-08 08:00,16663,15589,4770,13409
2020-06-08 09:00,16697,15592,4772,13409
2020-06-08 10:00,16734,15593,4777,13409
2020-06-08 11:00,16754,15594,4784,13412
2020-06-08 12:00,16769,15598,4799,13416
2020-06-08 13:00,16769,15598,4799,13416
2020-06-08 14:00,16769,15598,4799,13416
2020-06-08 15:00,16769,15598,4799,13416
2020-06-08 16:00,16769,15598,4799,13416
2020-06-08 17:00,16769,15598,4799,13416
2020-06-08 18:00,16769,15598,4799,13416
2020-06-08 19:00,16769,15598,4799,13416
2020-06-08 20:00,16769,15598,4799,13416
2020-06-08 21:00,16769,15598,4799,13416
2020-06-08 22:00,16769,15598,4799,13416
2020-06-08 23:00,16769,15598,4799,13416
2020-06-09 00:00,16769,15598,4799,13416
2020-06-09 01:00,16769,15598,4799,13416
2020-06-09 02:00,16769,15598,4799,13416
2020-06-09 03:00,16769,15598,4799,13416
2020-06-09 04:00,16769,15598,4799,13416
2020-06-09 05:00,16769,15598,4799,13416
2020-06-09 06:00,16769,15598,4799,13416
2020-06-09 07:00,16769,15598,4799,13416
2020-06-09 08:00,16769,15598,4799,13416
2020-06-09 09:00,16769,15598,4799,13416
2020-06-09 10:00,16769,15598,4799,13416
2020-06-09 11:00,16769,15598,4799,13416
2020-06-09 12:00,16769,15598,4799,13416
2020-06-09 13:00,16769,15598,4799,13416
2020-06-09 14:00,16769,15598,4799,13416
2020-06-09 15:00,16769,15598,4799,13416
2020-06-09 16:00,16769,15598,4799,13416
2020-06-09 17:00,16769,15598,4799,13416
2020-06-09 18:00,16769,15598,4799,13416
2020-06-09 19:00,16769,15598,4799,13416
2020-06-09 20:00,16769,15598,4799,13416
2020-06-09 21:00,16769,15598,4799,13416
2020-06-09 22:00,16769,15598,4799,13416
2020-06-09 23:00,16769,15598,4799,13416
2020-06-10 00:00,16769,15598,4799,13416
2020-06-10 01:00,16769,15598,4799,13416
2020-06-10 02:00,16769,15598,4799,13416
2020-06-10 03:00,16769,15598,4799,13416
2020-06-10 04:00,16769,15598,4799,13416
2020-06-10 05:00,16769,15598,4799,13416
2020-06-10 06:00,16769,15598,4799,13416
2020-06-10 07:00,16769,15598,4799,13416
2020-06-10 08:00,16769,15598,4799,13416
2020-06-10 10:00,16790,15599,4809,13416
2020-06-10 11:00,16798,15599,4816,13418
2020-06-10 12:00,16806,15600,4826,13419
2020-06-10 13:00,16806,15600,4826,13419
2020-06-10 14:00,16806,15600,4826,13419
2020-06-10 15:00,16806,15600,4826,13419
2020-06-10 16:00,16806,15600,4826,13419
2020-06-10 17:00,16806,15600,4826,13419
2020-06-10 18:00,16806,15600,4826,13419
2020-06-10 19:00,16806,15600,4826,13419
2020-06-10 20:00,16806,15600,4826,13419
2020-06-10 21:00,16806,15600,4826,13419
2020-06-10 22:00,16806,15600,4826,13419
2020-06-10 23:00,16806,15600,4826,13419
2020-06-11 00:00,16806,15600,4826,13419
2020-06-11 01:00,16806,15600,4826,13419
2020-06-11 03:00,16806,15600,4826,13419
2020-06-11 04:00,16806,15600,4826,13419
2020-06-11 06:00,16806,15600,4826,13419
2020-06-11 07:00,16806,15600,4826,13419
2020-06-11 08:00,16806,15600,4826,13419
2020-06-11 09:00,16806,15600,4826,13419
2020-06-11 10:00,16842,15602,4839,13419
2020-06-11 11:00,16866,15605,4853,13419
2020-06-11 12:00,16895,15606,4874,13420
2020-06-11 13:00,16924,15608,4905,13424
2020-06-11 14:00,16951,15614,4935,13426
2020-06-11 15:00,16981,15615,4972,13429
2020-06-11 16:00,17023,15618,5044,13435
2020-06-11 17:00,17084,15625,5176,13440
2020-06-11 18:00,17084,15625,5176,13440
2020-06-11 19:00,17084,15625,5176,13440
2020-06-11 20:00,17084,15625,5176,13440
2020-06-11 21:00,17084,15625,5176,13440
2020-06-11 22:00,17084,15625,5176,13440
2020-06-11 23:00,17159,15629,5310,13446
2020-06-12 00:00,17160,15630,5313,13446
2020-06-12 01:00,17162,15631,5316,13446
2020-06-12 02:00,17162,15631,5318,13446
2020-06-12 03:00,17163,15631,5318,13446
2020-06-12 04:00,17163,15631,5318,13446
2020-06-12 05:00,17163,15631,5318,13446
2020-06-12 06:00,17168,15631,5318,13447
2020-06-12 07:00,17191,15633,5319,13447
2020-06-12 08:00,17257,15636,5323,13449
2020-06-12 09:00,17316,15644,5332,13451
2020-06-12 10:00,17371,15647,5350,13452
2020-06-12 11:00,17409,15651,5379,13455
2020-06-12 12:00,17501,15673,5437,13484
2020-06-12 13:00,17537,15674,5474,13487
2020-06-12 14:00,17537,15674,5474,13487
2020-06-12 15:00,17537,15674,5474,13487
2020-06-12 16:00,17537,15674,5474,13487
2020-06-12 17:00,17537,15674,5474,13487
2020-06-12 18:00,17537,15674,5474,13487
2020-06-12 19:00,17537,15674,5474,13487
2020-06-12 20:00,17537,15674,5474,13487
2020-06-12 21:00,17537,15674,5474,13487
2020-06-12 22:00,17537,15674,5474,13487
2020-06-12 23:00,17537,15674,5474,13487
2020-06-13 00:00,17537,15674,5474,13487
2020-06-13 01:00,17537,15674,5474,13487
2020-06-13 02:00,17537,15674,5474,13487
2020-06-13 03:00,17537,15674,5474,13487
2020-06-13 04:00,17537,15674,5474,13487
2020-06-13 05:00,17537,15674,5474,13487
2020-06-13 06:00,17537,15674,5474,13487
2020-06-13 07:00,17537,15674,5474,13487
2020-06-13 08:00,17537,15674,5474,13487
2020-06-13 09:00,17537,15674,5474,13487
2020-06-13 10:00,17537,15674,5474,13487
2020-06-13 11:00,17537,15674,5474,13487
2020-06-13 12:00,17537,15674,5474,13487
2020-06-13 13:00,17537,15674,5474,13487
2020-06-13 14:00,17537,15674,5474,13487
2020-06-13 15:00,17537,15674,5474,13487
2020-06-13 16:00,17537,15674,5474,13487
2020-06-13 17:00,17537,15674,5474,13487
2020-06-13 18:00,17537,15674,5474,13487
2020-06-13 19:00,17537,15674,5474,13487
2020-06-13 20:00,17537,15674,5474,13487
2020-06-13 21:00,17537,15674,5474,13487
2020-06-13 22:00,17537,15674,5474,13487
2020-06-13 23:00,17537,15674,5474,13487
2020-06-14 00:00,17537,15674,5474,13487
2020-06-14 01:00,17537,15674,5474,13487
2020-06-14 02:00,17537,15674,5474,13487
2020-06-14 03:00,17537,15674,5474,13487
2020-06-14 04:00,17537,15674,5474,13487
2020-06-14 05:00,17537,15674,5474,13487
2020-06-14 06:00,17537,15674,5474,13487
2020-06-14 07:00,17537,15674,5474,13487
2020-06-14 08:00,17537,15674,5474,13487
2020-06-14 09:00,17537,15674,5474,13487
2020-06-14 10:00,17537,15674,5474,13487
2020-06-14 11:00,17537,15674,5474,13487
2020-06-14 12:00,17537,15674,5474,13487
2020-06-14 13:00,17537,15674,5474,13487
2020-06-14 14:00,17604,15676,5526,13487
2020-06-14 15:00,17661,15677,5563,13487
2020-06-14 16:00,17690,15687,5582,13487
2020-06-14 17:00,17708,15691,5597,13487
2020-06-14 18:00,17725,15695,5624,13492
2020-06-14 19:00,17725,15695,5624,13492
2020-06-14 20:00,17747,15701,5640,13494
2020-06-14 21:00,17747,15701,5640,13494
2020-06-14 22:00,17747,15701,5640,13494
2020-06-14 23:00,17747,15701,5640,13494
2020-06-15 00:00,17747,15701,5640,13494
2020-06-15 01:00,17747,15701,5640,13494
2020-06-15 02:00,17747,15701,5640,13494
2020-06-15 03:00,17747,15701,5640,13494
2020-06-15 04:00,17747,15701,5640,13494
2020-06-15 05:00,17747,15701,5640,13494
2020-06-15 06:00,17747,15701,5640,13494
2020-06-15 07:00,17747,15701,5640,13494
2020-06-15 08:00,17747,15701,5640,13494
2020-06-15 09:00,17797,15705,5655,13494
2020-06-15 10:00,17841,15707,5667,13496
2020-06-15 11:00,17861,15716,5689,13497
2020-06-15 12:00,17897,15717,5718,13498
2020-06-15 13:00,17926,15717,5733,13500
2020-06-15 14:00,17953,15718,5754,13501
2020-06-15 15:00,17953,15718,5754,13501
2020-06-15 16:00,17953,15718,5754,13501
2020-06-15 17:00,17953,15718,5754,13501
2020-06-15 18:00,17953,15718,5754,13501
2020-06-15 19:00,17953,15718,5754,13501
2020-06-15 20:00,17953,15718,5754,13501
2020-06-15 21:00,17953,15718,5754,13501
2020-06-15 22:00,17953,15718,5754,13501
2020-06-15 23:00,17953,15718,5754,13501
2020-06-16 00:00,17953,15718,5754,13501
2020-06-16 01:00,17953,15718,5754,13501
2020-06-16 02:00,17953,15718,5754,13501
2020-06-16 03:00,17953,15718,5754,13501
2020-06-16 04:00,17953,15718,5754,13501
2020-06-16 05:00,17953,15718,5754,13501
2020-06-16 06:00,17953,15718,5754,13501
2020-06-16 07:00,17953,15718,5754,13501
2020-06-16 08:00,17953,15718,5754,13501
2020-06-16 10:00,17953,15718,5754,13501
2020-06-16 11:00,17953,15718,5754,13501
2020-06-16 12:00,17953,15718,5754,13501
2020-06-16 13:00,17953,15718,5754,13501
2020-06-16 14:00,17953,15718,5754,13501
2020-06-16 15:00,17953,15718,5754,13501
2020-06-16 16:00,17953,15718,5754,13501
2020-06-16 17:00,17953,15718,5754,13501
2020-06-16 18:00,17953,15718,5754,13501
2020-06-16 19:00,17953,15718,5754,13501
2020-06-16 20:00,17953,15718,5754,13501
2020-06-16 21:00,17953,15718,5754,13501
2020-06-16 22:00,17953,15718,5754,13501
2020-06-16 23:00,17953,15718,5754,13501
2020-06-17 00:00,17953,15718,5754,13501
2020-06-17 01:00,17953,15718,5754,13501
2020-06-17 02:00,17953,15718,5754,13501
2020-06-17 03:00,17953,15718,5754,13501
2020-06-17 04:00,17953,15718,5754,13501
2020-06-17 05:00,17953,15718,5754,13501
2020-06-17 06:00,17953,15718,5754,13501
2020-06-17 07:00,17953,15718,5754,13501
2020-06-17 08:00,17953,15718,5754,13501
2020-06-17 09:00,17953,15718,5754,13501
2020-06-17 10:00,17953,15718,5754,13501
2020-06-17 11:00,17953,15718,5754,13501
2020-06-17 12:00,17953,15718,5754,13501
2020-06-17 13:00,17953,15718,5754,13501
2020-06-17 14:00,17953,15718,5754,13501
2020-06-17 15:00,17953,15718,5754,13501
2020-06-17 16:00,17953,15718,5754,13501
2020-06-17 17:00,17953,15718,5754,13501
2020-06-17 18:00,17953,15718,5754,13501
2020-06-17 19:00,17953,15718,5754,13501
2020-06-17 20:00,17953,15718,5754,13501
2020-06-17 21:00,17953,15718,5754,13501
2020-06-17 22:00,17953,15718,5754,13501
2020-06-17 23:00,17953,15718,5754,13501
2020-06-18 00:00,17953,15718,5754,13501
2020-06-18 01:00,17953,15718,5754,13501
2020-06-18 02:00,17953,15718,5754,13501
2020-06-18 03:00,17953,15718,5754,13501
2020-06-18 04:00,17953,15718,5754,13501
2020-06-18 05:00,17953,15718,5754,13501
2020-06-18 06:00,17953,15718,5754,13501
2020-06-18 07:00,17953,15718,5754,13501
2020-06-18 08:00,17953,15718,5754,13501
2020-06-18 09:00,17953,15718,5754,13501
2020-06-18 10:00,17953,15718,5754,13501
2020-06-18 11:00,17953,15718,5754,13501
2020-06-18 12:00,17953,15718,5754,13501
2020-06-18 13:00,17953,15718,5754,13501
2020-06-18 14:00,17953,15718,5754,13501
2020-06-18 15:00,17953,15718,5754,13501
2020-06-18 16:00,17953,15718,5754,13501
2020-06-18 17:00,17953,15718,5754,13501
2020-06-18 18:00,17953,15718,5754,13501
2020-06-18 19:00,17953,15718,5754,13501
2020-06-18 20:00,17953,15718,5754,13501
2020-06-18 21:00,17953,15718,5754,13501
2020-06-18 22:00,17953,15718,5754,13501
2020-06-18 23:00,17953,15718,5754,13501
2020-06-19 00:00,17953,15718,5754,13501
2020-06-19 01:00,17953,15718,5754,13501
2020-06-19 02:00,17953,15718,5754,13501
2020-06-19 03:00,17953,15718,5754,13501
2020-06-19 04:00,17953,15718,5754,13501
2020-06-19 05:00,17953,15718,5754,13501
2020-06-19 06:00,17953,15718,5754,13501
2020-06-19 07:00,17953,15718,5754,13501
2020-06-19 08:00,17953,15718,5754,13501
2020-06-19 09:00,17953,15718,5754,13501
2020-06-19 10:00,17953,15718,5754,13501
2020-06-19 11:00,17953,15718,5754,13501
2020-06-19 12:00,17953,15718,5754,13501
2020-06-19 13:00,17953,15718,5754,13501
2020-06-19 14:00,17953,15718,5754,13501
2020-06-19 15:00,17953,15718,5754,13501
2020-06-19 16:00,17953,15718,5754,13501
2020-06-19 17:00,17953,15718,5754,13501
2020-06-19 18:00,17953,15718,5754,13501
2020-06-19 19:00,17953,15718,5754,13501
2020-06-19 20:00,17953,15718,5754,13501
2020-06-19 21:00,17953,15718,5754,13501
2020-06-19 22:00,17953,15718,5754,13501
2020-06-19 23:00,17953,15718,5754,13501
2020-06-20 00:00,17953,15718,5754,13501
2020-06-20 01:00,17953,15718,5754,13501
2020-06-20 02:00,17953,15718,5754,13501
2020-06-20 03:00,17953,15718,5754,13501
2020-06-20 04:00,17953,15718,5754,13501
2020-06-20 05:00,17953,15718,5754,13501
2020-06-20 06:00,17953,15718,5754,13501
2020-06-20 07:00,17953,15718,5754,13501
2020-06-20 08:00,17953,15718,5754,13501
2020-06-20 09:00,17953,15718,5754,13501
2020-06-20 10:00,17953,15718,5754,13501
2020-06-20 11:00,17953,15718,5754,13501
2020-06-20 12:00,17953,15718,5754,13501
2020-06-20 13:00,17953,15718,5754,13501
2020-06-20 14:00,17953,15718,5754,13501
2020-06-20 15:00,17953,15718,5754,13501
2020-06-20 16:00,17953,15718,5754,13501
2020-06-20 17:00,17953,15718,5754,13501
2020-06-20 18:00,17953,15718,5754,13501
2020-06-20 19:00,17953,15718,5754,13501
2020-06-20 20:00,17953,15718,5754,13501
2020-06-20 21:00,17953,15718,5754,13501
2020-06-20 22:00,17953,15718,5754,13501
2020-06-20 23:00,17953,15718,5754,13501
2020-06-21 01:00,17953,15718,5754,13501
2020-06-21 02:00,17953,15718,5754,13501
2020-06-21 03:00,17953,15718,5754,13501
2020-06-21 04:00,17953,15718,5754,13501
2020-06-21 05:00,17953,15718,5754,13501
2020-06-21 06:00,17953,15718,5754,13501
2020-06-21 07:00,17953,15718,5754,13501
2020-06-21 08:00,17953,15718,5754,13501
2020-06-21 09:00,17953,15718,5754,13501
2020-06-21 10:00,17953,15718,5754,13501
2020-06-21 11:00,17953,15718,5754,13501
2020-06-21 12:00,17953,15718,5754,13501
2020-06-21 13:00,17953,15718,5754,13501
2020-06-21 14:00,17953,15718,5754,13501
2020-06-21 15:00,17953,15718,5754,13501
2020-06-21 16:00,17953,15718,5754,13501
2020-06-21 17:00,17953,15718,5754,13501
2020-06-21 18:00,17953,15718,5754,13501
2020-06-21 19:00,17953,15718,5754,13501
2020-06-21 20:00,17953,15718,5754,13501
2020-06-21 21:00,17953,15718,5754,13501
2020-06-21 22:00,17953,15718,5754,13501
2020-06-21 23:00,17953,15718,5754,13501
2020-06-22 00:00,17953,15718,5754,13501
2020-06-22 01:00,17953,15718,5754,13501
2020-06-22 02:00,17953,15718,5754,13501
2020-06-22 03:00,17953,15718,5754,13501
2020-06-22 04:00,17953,15718,5754,13501
2020-06-22 05:00,17953,15718,5754,13501
2020-06-22 06:00,17953,15718,5754,13501
2020-06-22 07:00,17953,15718,5754,13501
2020-06-22 08:00,17953,15718,5754,13501
2020-06-22 09:00,17953,15718,5754,13501
2020-06-22 10:00,17953,15718,5754,13501
2020-06-22 11:00,17953,15718,5754,13501
2020-06-22 12:00,17953,15718,5754,13501
2020-06-22 13:00,17953,15718,5754,13501
2020-06-22 14:00,17953,15718,5754,13501
2020-06-22 15:00,17953,15718,5754,13501
2020-06-22 16:00,17953,15718,5754,13501
2020-06-22 17:00,17953,15718,5754,13501
2020-06-22 18:00,17953,15718,5754,13501
2020-06-22 19:00,17953,15718,5754,13501
2020-06-22 20:00,17953,15718,5754,13501
2020-06-22 21:00,17953,15718,5754,13501
2020-06-22 22:00,17953,15718,5754,13501
2020-06-22 23:00,17953,15718,5754,13501
2020-06-23 00:00,17953,15718,5754,13501
2020-06-23 01:00,17953,15718,5754,13501
2020-06-23 02:00,17953,15718,5754,13501
2020-06-23 03:00,17953,15718,5754,13501
2020-06-23 04:00,17953,15718,5754,13501
2020-06-23 05:00,17953,15718,5754,13501
2020-06-23 06:00,17953,15718,5754,13501
2020-06-23 07:00,17953,15718,5754,13501
2020-06-23 08:00,17953,15718,5754,13501
2020-06-23 09:00,17953,15718,5754,13501
2020-06-23 10:00,17953,15718,5754,13501
2020-06-23 11:00,17953,15718,5754,13501
2020-06-23 12:00,17953,15718,5754,13501
2020-06-23 13:00,17953,15718,5754,13501
2020-06-23 14:00,17953,15718,5754,13501
2020-06-23 15:00,17953,15718,5754,13501
2020-06-23 16:00,17953,15718,5754,13501
2020-06-23 17:00,17953,15718,5754,13501
2020-06-23 18:00,17953,15718,5754,13501
2020-06-23 19:00,17953,15718,5754,13501
2020-06-23 20:00,17953,15718,5754,13501
2020-06-23 21:00,17953,15718,5754,13501
2020-06-23 22:00,17953,15718,5754,13501
2020-06-23 23:00,17953,15718,5754,13501
2020-06-24 00:00,17953,15718,5754,13501
2020-06-24 01:00,17953,15718,5754,13501
2020-06-24 02:00,17953,15718,5754,13501
2020-06-24 03:00,17953,15718,5754,13501
2020-06-24 04:00,17953,15718,5754,13501
2020-06-24 05:00,17953,15718,5754,13501
2020-06-24 06:00,17953,15718,5754,13501
2020-06-24 07:00,17953,15718,5754,13501
2020-06-24 08:00,17953,15718,5754,13501
2020-06-24 09:00,17953,15718,5754,13501
2020-06-24 10:00,17953,15718,5754,13501
2020-06-24 11:00,17953,15718,5754,13501
2020-06-24 12:00,17953,15718,5754,13501
